,labels_s4_HDBSCAN_params1,labels_s4_HDBSCAN_params10,labels_s4_HDBSCAN_params11,labels_s4_HDBSCAN_params12,labels_s4_HDBSCAN_params13,labels_s4_HDBSCAN_params14,labels_s4_HDBSCAN_params15,labels_s4_HDBSCAN_params16,labels_s4_HDBSCAN_params17,labels_s4_HDBSCAN_params18,labels_s4_HDBSCAN_params19,labels_s4_HDBSCAN_params2,labels_s4_HDBSCAN_params20,labels_s4_HDBSCAN_params21,labels_s4_HDBSCAN_params22,labels_s4_HDBSCAN_params23,labels_s4_HDBSCAN_params24,labels_s4_HDBSCAN_params25,labels_s4_HDBSCAN_params26,labels_s4_HDBSCAN_params27,labels_s4_HDBSCAN_params28,labels_s4_HDBSCAN_params29,labels_s4_HDBSCAN_params3,labels_s4_HDBSCAN_params30,labels_s4_HDBSCAN_params31,labels_s4_HDBSCAN_params32,labels_s4_HDBSCAN_params33,labels_s4_HDBSCAN_params34,labels_s4_HDBSCAN_params35,labels_s4_HDBSCAN_params36,labels_s4_HDBSCAN_params37,labels_s4_HDBSCAN_params38,labels_s4_HDBSCAN_params39,labels_s4_HDBSCAN_params4,labels_s4_HDBSCAN_params40,labels_s4_HDBSCAN_params41,labels_s4_HDBSCAN_params42,labels_s4_HDBSCAN_params43,labels_s4_HDBSCAN_params44,labels_s4_HDBSCAN_params45,labels_s4_HDBSCAN_params46,labels_s4_HDBSCAN_params47,labels_s4_HDBSCAN_params48,labels_s4_HDBSCAN_params49,labels_s4_HDBSCAN_params5,labels_s4_HDBSCAN_params50,labels_s4_HDBSCAN_params51,labels_s4_HDBSCAN_params52,labels_s4_HDBSCAN_params53,labels_s4_HDBSCAN_params54,labels_s4_HDBSCAN_params55,labels_s4_HDBSCAN_params56,labels_s4_HDBSCAN_params57,labels_s4_HDBSCAN_params58,labels_s4_HDBSCAN_params59,labels_s4_HDBSCAN_params6,labels_s4_HDBSCAN_params60,labels_s4_HDBSCAN_params61,labels_s4_HDBSCAN_params62,labels_s4_HDBSCAN_params63,labels_s4_HDBSCAN_params64,labels_s4_HDBSCAN_params65,labels_s4_HDBSCAN_params66,labels_s4_HDBSCAN_params67,labels_s4_HDBSCAN_params68,labels_s4_HDBSCAN_params69,labels_s4_HDBSCAN_params7,labels_s4_HDBSCAN_params70,labels_s4_HDBSCAN_params71,labels_s4_HDBSCAN_params72,labels_s4_HDBSCAN_params8,labels_s4_HDBSCAN_params9
B,1.0287119775010858,1.1625207092868373,1.1625207092868373,1.1625207092868373,0.777008558790923,1.754151192088952,1.0534015922243645,1.0534015922243645,1.0534015922243645,1.0534015922243645,0.4582875014609869,1.5489021577774442,0.8887548051234158,0.8887548051234158,0.8887548051234158,0.8887548051234158,0.8887548051234158,0.40007838154613024,1.1625207092868373,1.1625207092868373,1.1625207092868373,1.1625207092868373,0.6072662674394662,1.1625207092868373,0.7071942615267277,1.754151192088952,1.0534015922243645,1.0534015922243645,1.0534015922243645,1.0534015922243645,0.7033958967946382,1.3171600100950667,1.3171600100950667,0.6072662674394662,1.3171600100950667,1.3171600100950667,1.3171600100950667,0.8700949971557558,1.1625207092868373,1.1625207092868373,1.1625207092868373,1.1625207092868373,1.1625207092868373,0.7071942615267277,0.6072662674394662,1.754151192088952,1.0534015922243645,1.0534015922243645,1.0534015922243645,1.0534015922243645,0.7815261402183964,1.3171600100950667,1.3171600100950667,1.3171600100950667,1.3171600100950667,0.6072662674394662,1.3171600100950667,0.7944547787169546,1.1625207092868373,1.1625207092868373,1.1625207092868373,1.1625207092868373,1.1625207092868373,0.8127298227511041,1.754151192088952,1.0534015922243645,0.30738757558971463,1.0534015922243645,1.0534015922243645,1.0534015922243645,1.1625207092868373,1.1625207092868373
BH,0.012817175391131275,312.5772148051154,312.5772148051154,312.5772148051154,0.4589997532613208,45.236711689730825,284.0388262823629,284.0388262823629,284.0388262823629,284.0388262823629,0.07208793614256004,270.2390118236186,406.1347005247728,406.1347005247728,406.1347005247728,406.1347005247728,406.1347005247728,0.18965943000464558,312.5772148051154,312.5772148051154,312.5772148051154,312.5772148051154,463.80206414610166,312.5772148051154,0.5419470900227384,45.236711689730825,284.0388262823629,284.0388262823629,284.0388262823629,284.0388262823629,0.2513994713638779,345.04524629647267,345.04524629647267,463.80206414610166,345.04524629647267,345.04524629647267,345.04524629647267,0.46386359155572476,312.5772148051154,312.5772148051154,312.5772148051154,312.5772148051154,312.5772148051154,0.5419470900227384,463.80206414610166,45.236711689730825,284.0388262823629,284.0388262823629,284.0388262823629,284.0388262823629,0.494023558587164,345.04524629647267,345.04524629647267,345.04524629647267,345.04524629647267,463.80206414610166,345.04524629647267,0.5837226896653361,312.5772148051154,312.5772148051154,312.5772148051154,312.5772148051154,312.5772148051154,0.7974756129563896,45.236711689730825,284.0388262823629,0.1067818788117968,284.0388262823629,284.0388262823629,284.0388262823629,312.5772148051154,312.5772148051154
D,0.07110672591230069,0.294619984302725,0.294619984302725,0.294619984302725,0.016412775113711628,0.0070127863015037005,0.3339611221173519,0.3339611221173519,0.3339611221173519,0.3339611221173519,0.010528604680965432,0.002719025259713268,0.33478644268288477,0.33478644268288477,0.33478644268288477,0.33478644268288477,0.33478644268288477,0.01585687555735078,0.294619984302725,0.294619984302725,0.294619984302725,0.294619984302725,0.4141522135127134,0.294619984302725,0.013906053454160619,0.0070127863015037005,0.3339611221173519,0.3339611221173519,0.3339611221173519,0.3339611221173519,0.0190347822570086,0.2118329866605988,0.2118329866605988,0.4141522135127134,0.2118329866605988,0.2118329866605988,0.2118329866605988,0.015411194579945896,0.294619984302725,0.294619984302725,0.294619984302725,0.294619984302725,0.294619984302725,0.013906053454160619,0.4141522135127134,0.0070127863015037005,0.3339611221173519,0.3339611221173519,0.3339611221173519,0.3339611221173519,0.010681923615384338,0.2118329866605988,0.2118329866605988,0.2118329866605988,0.2118329866605988,0.4141522135127134,0.2118329866605988,0.011262497643988954,0.294619984302725,0.294619984302725,0.294619984302725,0.294619984302725,0.294619984302725,0.0075058226504153384,0.0070127863015037005,0.3339611221173519,0.03953155290262613,0.3339611221173519,0.3339611221173519,0.3339611221173519,0.294619984302725,0.294619984302725
H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBCV,0.300235237942028,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,0.4385786248890362,-0.064674155800493,-0.28472074911211864,-0.28472074911211864,-0.28472074911211864,-0.28472074911211864,0.11539205683205267,-0.7478843289317115,-0.7949221970649127,-0.7949221970649127,-0.7949221970649127,-0.7949221970649127,-0.7949221970649127,0.25443564054231854,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,-0.5841162085656413,-0.4825807390403713,0.45259823784220815,-0.064674155800493,-0.28472074911211864,-0.28472074911211864,-0.28472074911211864,-0.28472074911211864,0.014959557157802197,-0.4045318685681865,-0.4045318685681865,-0.5841162085656413,-0.4045318685681865,-0.4045318685681865,-0.4045318685681865,0.22095377937906177,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,0.45259823784220815,-0.5841162085656413,-0.064674155800493,-0.28472074911211864,-0.28472074911211864,-0.28472074911211864,-0.28472074911211864,0.11202626855183939,-0.4045318685681865,-0.4045318685681865,-0.4045318685681865,-0.4045318685681865,-0.5841162085656413,-0.4045318685681865,0.2604723840264037,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,-0.4825807390403713,0.4598532010180648,-0.064674155800493,-0.28472074911211864,0.26190228493783274,-0.28472074911211864,-0.28472074911211864,-0.28472074911211864,-0.4825807390403713,-0.4825807390403713
I,0.18358188943096385,0.09561771383030485,0.09561771383030485,0.09561771383030485,1.39910228249512,0.23141211839964484,0.11518499003825586,0.11518499003825586,0.11518499003825586,0.11518499003825586,0.21478595717923882,0.06289386331209094,0.08340579641174262,0.08340579641174262,0.08340579641174262,0.08340579641174262,0.08340579641174262,0.8462788245877851,0.09561771383030485,0.09561771383030485,0.09561771383030485,0.09561771383030485,0.12344514888920904,0.09561771383030485,1.557772313940349,0.23141211839964484,0.11518499003825586,0.11518499003825586,0.11518499003825586,0.11518499003825586,0.3047253310312931,0.08080266610392875,0.08080266610392875,0.12344514888920904,0.08080266610392875,0.08080266610392875,0.08080266610392875,0.7676007895113636,0.09561771383030485,0.09561771383030485,0.09561771383030485,0.09561771383030485,0.09561771383030485,1.557772313940349,0.12344514888920904,0.23141211839964484,0.11518499003825586,0.11518499003825586,0.11518499003825586,0.11518499003825586,0.3352752991860494,0.08080266610392875,0.08080266610392875,0.08080266610392875,0.08080266610392875,0.12344514888920904,0.08080266610392875,0.8754366346462749,0.09561771383030485,0.09561771383030485,0.09561771383030485,0.09561771383030485,0.09561771383030485,1.6960320574137995,0.23141211839964484,0.11518499003825586,0.45234465593612244,0.11518499003825586,0.11518499003825586,0.11518499003825586,0.09561771383030485,0.09561771383030485
C,0.46243710271968974,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.41905297116334206,0.2979223202584719,0.3834293425837204,0.3834293425837204,0.3834293425837204,0.3834293425837204,0.4422771300266246,0.3106100874060219,0.36257545163451016,0.36257545163451016,0.36257545163451016,0.36257545163451016,0.36257545163451016,0.44658852103790586,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.3101542630259907,0.36501279984504653,0.41110232460034674,0.2979223202584719,0.3834293425837204,0.3834293425837204,0.3834293425837204,0.3834293425837204,0.41517347056736886,0.35168626201346437,0.35168626201346437,0.3101542630259907,0.35168626201346437,0.35168626201346437,0.35168626201346437,0.4118253696995735,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.41110232460034674,0.3101542630259907,0.2979223202584719,0.3834293425837204,0.3834293425837204,0.3834293425837204,0.3834293425837204,0.406552987071748,0.35168626201346437,0.35168626201346437,0.35168626201346437,0.35168626201346437,0.3101542630259907,0.35168626201346437,0.4028816440763959,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.36501279984504653,0.411741468965662,0.2979223202584719,0.3834293425837204,0.44458413793974966,0.3834293425837204,0.3834293425837204,0.3834293425837204,0.36501279984504653,0.36501279984504653
CDbw,0.49578894857014194,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.800323238311886,0.41624852443356664,0.1431948809923598,0.1431948809923598,0.1431948809923598,0.1431948809923598,0.45519415712145245,0.10281740535144189,0.11024692522683964,0.11024692522683964,0.11024692522683964,0.11024692522683964,0.11024692522683964,0.6180727441382465,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.04756208768459605,0.12407804552077269,0.7459339635521649,0.41624852443356664,0.1431948809923598,0.1431948809923598,0.1431948809923598,0.1431948809923598,0.46815219328458146,0.10825057518436727,0.10825057518436727,0.04756208768459605,0.10825057518436727,0.10825057518436727,0.10825057518436727,0.7024054773870706,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.7459339635521649,0.04756208768459605,0.41624852443356664,0.1431948809923598,0.1431948809923598,0.1431948809923598,0.1431948809923598,0.48615866568103616,0.10825057518436727,0.10825057518436727,0.10825057518436727,0.10825057518436727,0.04756208768459605,0.10825057518436727,0.6380912371418902,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.12407804552077269,0.7324901017371971,0.41624852443356664,0.1431948809923598,0.5751357876361523,0.1431948809923598,0.1431948809923598,0.1431948809923598,0.12407804552077269,0.12407804552077269
VIASCKDE,0.33203525006742185,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.5714037689912257,0.524465465286821,0.43703962276087777,0.43703962276087777,0.43703962276087777,0.43703962276087777,0.4442510492306302,0.6057386099730464,0.5271228015712892,0.5271228015712892,0.5271228015712892,0.5271228015712892,0.5271228015712892,0.49644432396579113,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.6533465969891974,0.4390351539927024,0.571353742324256,0.524465465286821,0.43703962276087777,0.43703962276087777,0.43703962276087777,0.43703962276087777,0.47890587149774255,0.5219267780958051,0.5219267780958051,0.6533465969891974,0.5219267780958051,0.5219267780958051,0.5219267780958051,0.5230049771751999,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.571353742324256,0.6533465969891974,0.524465465286821,0.43703962276087777,0.43703962276087777,0.43703962276087777,0.43703962276087777,0.4994949690989256,0.5219267780958051,0.5219267780958051,0.5219267780958051,0.5219267780958051,0.6533465969891974,0.5219267780958051,0.5238871781480974,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.4390351539927024,0.563735429302533,0.524465465286821,0.43703962276087777,0.47388648039142145,0.43703962276087777,0.43703962276087777,0.43703962276087777,0.4390351539927024,0.4390351539927024
COP,0.23649212489232888,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.24252535452040488,0.2818609408401625,0.3140030142305164,0.3140030142305164,0.3140030142305164,0.3140030142305164,0.22755837339597715,0.37307160115547044,0.333880527352167,0.333880527352167,0.333880527352167,0.333880527352167,0.333880527352167,0.2525942904240314,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.30719666661597184,0.3090666635221174,0.23854724001001604,0.2818609408401625,0.3140030142305164,0.3140030142305164,0.3140030142305164,0.3140030142305164,0.23393336083854138,0.3056639219998347,0.3056639219998347,0.30719666661597184,0.3056639219998347,0.3056639219998347,0.3056639219998347,0.2410088502881099,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.23854724001001604,0.30719666661597184,0.2818609408401625,0.3140030142305164,0.3140030142305164,0.3140030142305164,0.3140030142305164,0.24017006737824337,0.3056639219998347,0.3056639219998347,0.3056639219998347,0.3056639219998347,0.30719666661597184,0.3056639219998347,0.23527314156269813,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.3090666635221174,0.21440692009913845,0.2818609408401625,0.3140030142305164,0.24646737596476345,0.3140030142305164,0.3140030142305164,0.3140030142305164,0.3090666635221174,0.3090666635221174
Sym,0.0003095310594370512,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.0014264416980586153,0.0024663048725497363,0.0018915427897944327,0.0018915427897944327,0.0018915427897944327,0.0018915427897944327,0.00044877996301003766,0.0038635063970197973,0.003394787193797798,0.003394787193797798,0.003394787193797798,0.003394787193797798,0.003394787193797798,0.000909975012878781,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.005468394698541282,0.002204983516178606,0.0016026356852663053,0.0024663048725497363,0.0018915427897944327,0.0018915427897944327,0.0018915427897944327,0.0018915427897944327,0.0007887852338144415,0.0023049599230481298,0.0023049599230481298,0.005468394698541282,0.0023049599230481298,0.0023049599230481298,0.0023049599230481298,0.0012455552169163369,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.0016026356852663053,0.005468394698541282,0.0024663048725497363,0.0018915427897944327,0.0018915427897944327,0.0018915427897944327,0.0018915427897944327,0.0009691928320273132,0.0023049599230481298,0.0023049599230481298,0.0023049599230481298,0.0023049599230481298,0.005468394698541282,0.0023049599230481298,0.00144927926356859,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.002204983516178606,0.0018615944228519295,0.0024663048725497363,0.0018915427897944327,0.0006394583918600656,0.0018915427897944327,0.0018915427897944327,0.0018915427897944327,0.002204983516178606,0.002204983516178606
CS,0.833902852060856,3.648875508364284,3.648875508364284,3.648875508364284,1.1108188894622917,1.6006299875893113,3.697183446895693,3.697183446895693,3.697183446895693,3.697183446895693,1.0607703822306023,1.7366460241084976,3.3678851900710765,3.3678851900710765,3.3678851900710765,3.3678851900710765,3.3678851900710765,1.18951708488009,3.648875508364284,3.648875508364284,3.648875508364284,3.648875508364284,2.5405348447331497,3.648875508364284,1.0483931830155562,1.6006299875893113,3.697183446895693,3.697183446895693,3.697183446895693,3.697183446895693,1.267925227641872,3.447345852461236,3.447345852461236,2.5405348447331497,3.447345852461236,3.447345852461236,3.447345852461236,1.2276111870213764,3.648875508364284,3.648875508364284,3.648875508364284,3.648875508364284,3.648875508364284,1.0483931830155562,2.5405348447331497,1.6006299875893113,3.697183446895693,3.697183446895693,3.697183446895693,3.697183446895693,1.3097593765358289,3.447345852461236,3.447345852461236,3.447345852461236,3.447345852461236,2.5405348447331497,3.447345852461236,1.1504832236093137,3.648875508364284,3.648875508364284,3.648875508364284,3.648875508364284,3.648875508364284,1.0612166090371458,1.6006299875893113,3.697183446895693,1.0099562442728076,3.697183446895693,3.697183446895693,3.697183446895693,3.648875508364284,3.648875508364284
SF,0.02894054151082981,0.269246772726075,0.269246772726075,0.269246772726075,0.23366498577489314,0.24357843739437735,0.2812730330514749,0.2812730330514749,0.2812730330514749,0.2812730330514749,0.07154836283526667,0.20556181804340934,0.2504555054504668,0.2504555054504668,0.2504555054504668,0.2504555054504668,0.2504555054504668,0.17843225757042824,0.269246772726075,0.269246772726075,0.269246772726075,0.269246772726075,0.21426996332404047,0.269246772726075,0.23708776737913906,0.24357843739437735,0.2812730330514749,0.2812730330514749,0.2812730330514749,0.2812730330514749,0.10731268590697574,0.2560505082281911,0.2560505082281911,0.21426996332404047,0.2560505082281911,0.2560505082281911,0.2560505082281911,0.19050082229800147,0.269246772726075,0.269246772726075,0.269246772726075,0.269246772726075,0.269246772726075,0.23708776737913906,0.21426996332404047,0.24357843739437735,0.2812730330514749,0.2812730330514749,0.2812730330514749,0.2812730330514749,0.13188409665618894,0.2560505082281911,0.2560505082281911,0.2560505082281911,0.2560505082281911,0.21426996332404047,0.2560505082281911,0.19896110883723161,0.269246772726075,0.269246772726075,0.269246772726075,0.269246772726075,0.269246772726075,0.23850558146720713,0.24357843739437735,0.2812730330514749,0.1428797917085851,0.2812730330514749,0.2812730330514749,0.2812730330514749,0.269246772726075,0.269246772726075
SD,48309898.114774406,5122838127.049642,5122838127.049642,5122838127.049642,355124153.7258825,1768243225.423184,4743099038.157068,4743099038.157068,4743099038.157068,4743099038.157068,109117570.13692506,4501177247.961285,5955118781.130257,5955118781.130257,5955118781.130257,5955118781.130257,5955118781.130257,221681073.02749482,5122838127.049642,5122838127.049642,5122838127.049642,5122838127.049642,8038152190.150539,5122838127.049642,392165157.5211059,1768243225.423184,4743099038.157068,4743099038.157068,4743099038.157068,4743099038.157068,199674337.24705443,5640716637.382439,5640716637.382439,8038152190.150539,5640716637.382439,5640716637.382439,5640716637.382439,318941715.50982565,5122838127.049642,5122838127.049642,5122838127.049642,5122838127.049642,5122838127.049642,392165157.5211059,8038152190.150539,1768243225.423184,4743099038.157068,4743099038.157068,4743099038.157068,4743099038.157068,296142449.8289665,5640716637.382439,5640716637.382439,5640716637.382439,5640716637.382439,8038152190.150539,5640716637.382439,362235770.653628,5122838127.049642,5122838127.049642,5122838127.049642,5122838127.049642,5122838127.049642,486451065.289459,1768243225.423184,4743099038.157068,140171560.7126128,4743099038.157068,4743099038.157068,4743099038.157068,5122838127.049642,5122838127.049642
SDbw,0.050321713509344446,1.9880064330092941,1.9880064330092941,1.9880064330092941,0.30278930481133315,0.9854306289710466,2.074066520590598,2.074066520590598,2.074066520590598,2.074066520590598,0.11939275349670586,1.8466236724073088,2.6480569618229026,2.6480569618229026,2.6480569618229026,2.6480569618229026,2.6480569618229026,0.2010698643102101,1.9880064330092941,1.9880064330092941,1.9880064330092941,1.9880064330092941,2.8023936307288446,1.9880064330092941,0.3351729185032547,0.9854306289710466,2.074066520590598,2.074066520590598,2.074066520590598,2.074066520590598,0.21793888206143847,1.9863155270720538,1.9863155270720538,2.8023936307288446,1.9863155270720538,1.9863155270720538,1.9863155270720538,0.2831833589204627,1.9880064330092941,1.9880064330092941,1.9880064330092941,1.9880064330092941,1.9880064330092941,0.3351729185032547,2.8023936307288446,0.9854306289710466,2.074066520590598,2.074066520590598,2.074066520590598,2.074066520590598,0.29466264778751095,1.9863155270720538,1.9863155270720538,1.9863155270720538,1.9863155270720538,2.8023936307288446,1.9863155270720538,0.31953801155010353,1.9880064330092941,1.9880064330092941,1.9880064330092941,1.9880064330092941,1.9880064330092941,0.3787308786913236,0.9854306289710466,2.074066520590598,0.14913545816183557,2.074066520590598,2.074066520590598,2.074066520590598,1.9880064330092941,1.9880064330092941
XB*,367.02650594101453,32.02892772288409,32.02892772288409,32.02892772288409,569.4565066999193,27.19100948698985,40.346725629160886,40.346725629160886,40.346725629160886,40.346725629160886,17258.028734477535,45.58921892714542,22.651769982607632,22.651769982607632,22.651769982607632,22.651769982607632,22.651769982607632,92.24416755749873,32.02892772288409,32.02892772288409,32.02892772288409,32.02892772288409,11.917693322140163,32.02892772288409,370.02174412943606,27.19100948698985,40.346725629160886,40.346725629160886,40.346725629160886,40.346725629160886,331.19097907199233,15.663123146099926,15.663123146099926,11.917693322140163,15.663123146099926,15.663123146099926,15.663123146099926,744.6339709147968,32.02892772288409,32.02892772288409,32.02892772288409,32.02892772288409,32.02892772288409,370.02174412943606,11.917693322140163,27.19100948698985,40.346725629160886,40.346725629160886,40.346725629160886,40.346725629160886,446.5005205983342,15.663123146099926,15.663123146099926,15.663123146099926,15.663123146099926,11.917693322140163,15.663123146099926,892.8021113495129,32.02892772288409,32.02892772288409,32.02892772288409,32.02892772288409,32.02892772288409,304.00614626881753,27.19100948698985,40.346725629160886,547.3857456622253,40.346725629160886,40.346725629160886,40.346725629160886,32.02892772288409,32.02892772288409
