,labels_jain_DBSCAN_params11,labels_jain_DBSCAN_params16,labels_jain_DBSCAN_params17,labels_jain_DBSCAN_params21,labels_jain_DBSCAN_params22,labels_jain_DBSCAN_params23,labels_jain_DBSCAN_params26,labels_jain_DBSCAN_params27,labels_jain_DBSCAN_params28,labels_jain_DBSCAN_params29,labels_jain_DBSCAN_params31,labels_jain_DBSCAN_params32,labels_jain_DBSCAN_params33
B,0.0010357364036245223,0.015265057168061988,0.013003803815191511,0.1576309137502476,0.18350881501823418,0.024914512335833826,0.2128523026459457,0.1917444620046084,0.17888031499682014,0.019406293737256934,0.2621503723767027,0.2685177763447733,0.3356289393909158
BH,0.0005081208185161747,0.13017370175907705,0.05086765203355658,4.051492460290373,14.134917828593093,0.18830128440780522,7.757931797424552,15.274430873583196,37.32004288063755,0.2987286707105854,30.62316026532767,30.380508054193754,25.89195797995231
D,1.4118142997758696,0.1686232688132168,0.16325456636604527,0.08211797968602368,0.16699126270945874,0.27099067461828585,0.12599813808918156,0.16010195644330344,0.3066797849114274,2.516041467176774,0.1295123597431824,0.1419412698754339,0.2120156907261887
H,0.11361513977567328,2.090525760856129,2.4227953362827814,1.3727281561438507,0.31034576321773955,0.9292301422379046,1.4596982144878707,0.7613364743264339,0.14880293822649693,0.018542762706423317,0.45435391029496486,0.4521383386499166,0.5422377915028733
DBCV,0.9998777295762851,0.3635403449324848,0.4532505298234423,-0.16867813030857642,-0.3258384352984791,0.32774623077425186,0.40296983650743945,0.6170563274632745,0.8800978244790699,0.9900755530617099,0.15445095195348663,0.22112883531444547,0.38003818272192585
I,19.226025554770086,0.43556265614803075,0.5461618723943674,0.05844920249108763,0.22999601907628234,0.6646200153096488,0.06784066309552542,0.2089741166417823,0.5096932657821361,4.823226170648584,0.3789595166078853,0.35324058318264234,0.25777590704221287
C,0.0,0.023179332446951514,0.01923748511803739,0.14282605033947068,0.1386506194953094,0.014251585796656573,0.16011977655236978,0.1470274501404611,0.08417342086239575,0.0,0.11547811846377655,0.11780100835813666,0.16196389197238256
CDbw,32.04827869927607,7.099929721873237,2.9508563454172294,4.940621818562399,2.360324362169885,0.7371966588173482,0.7963551402707115,0.5621349513964986,0.4740163690088952,2.1848033986639175,0.2760501806857299,0.2812954015053793,0.32128445973973246
VIASCKDE,0.38933833966803144,0.5010779256974852,0.4369326509349371,0.5878806573775655,0.6278689948043072,0.5365767064559139,0.6257013208417889,0.6606885436886993,0.639769871293657,0.6297180850969875,0.6113852252882745,0.6185679252978376,0.6594699456473306
COP,0.20311307585933477,0.11032315070942787,0.13766249756997584,0.2332917491554868,0.24211734200470472,0.12837168668883306,0.2641203485155886,0.27533150694135505,0.26778999564284256,0.22137600499037569,0.26528810664373287,0.2793581066961605,0.273065827902763
Sym,31.59147906588253,0.11620391002286078,0.20473989977759444,0.006127299806108016,0.01618380468006175,0.2594638038625951,0.0054731370658101875,0.011172353873394951,0.022169688180086817,2.848215659594756,0.012608371721884276,0.01215023992065128,0.013098329965920277
CS,0.1317290598620549,0.6330065154246054,0.6823320246682208,0.7153802718499295,0.7062470854463766,0.7583454306553166,1.0018116237130845,1.1051482695587582,0.5661745031199181,0.22278880522018693,0.9867097868743768,0.9809249535320766,1.2223741924553608
SF,0.5992433175361377,0.29941833332116896,0.3435882096205316,0.29205565637746866,0.4233627906631702,0.41269899318116343,0.2632087141171956,0.34996840776802507,0.44565895788847887,0.6060145712509746,0.3306908335740998,0.33576343103865003,0.37858620428969747
SD,863.6400278579044,1132.4095261715738,1069.6358331467673,3111.031435471485,11697.483575715014,1279.9353688923218,4591.435419759014,10950.997944740226,28076.314524900936,1652.4987816517878,18238.16170838217,18589.338025858673,16807.255171403198
SDbw,0.08223256735505426,0.11095997012538063,0.15489422438890535,0.5658882054152311,0.697325497885368,0.2138768105055712,0.8247761188743298,0.9682968743938141,0.7291163513899155,0.0413056529748387,0.9607132253310399,0.9738303114618088,0.9317271218645959
XB*,0.05214973369011471,1.0724282025589658,1.5953115570274388,15.560981567913867,2.980361177478464,0.3144128511903459,4.309838424262395,3.920943419736253,0.1697954184942219,0.012795940417459203,0.5262395350316302,0.5471790573203328,1.3731311833599946
S,0.8508904864160376,0.31246762269889167,0.391129087505414,0.19131695797238044,0.31349954006865693,0.5099338765144226,0.13821994213217478,0.2800729780372991,0.4772178214996134,0.8683438871556528,0.37895044806737516,0.37007276163362013,0.2679491055002218
DB,0.17290679517392477,0.5032587751635128,0.6296846555626673,0.5894452315495918,0.5089210266331741,0.6009354959012627,0.7485864839380809,0.709515358093561,0.44418588395686387,0.17811697753021266,0.7296902032409553,0.7243787811015503,0.7473516968772093
CH,3521.435538528441,479.28581287635575,708.7887232277466,43.4482495870791,69.42445609237036,820.3392995182913,48.42224863926231,65.10307004551044,75.9513704104383,1302.0076785518147,202.02700248381242,192.5277674224218,92.1022917117977
AD-S,0.8993320997241528,0.4161262731855922,0.4385648839397088,0.37081487183769823,0.3479026956078564,0.3924386871358328,0.5853125577112355,0.6010311556652176,0.828535081926694,0.9492661391238238,0.5602313643931556,0.5647877854357829,0.5865227945375466
AD-DB,0.21494188070019135,0.8526608029538889,1.0907437048353448,0.8604253515138254,0.8558135182094637,1.1845511517998348,1.0743565816317437,0.988834311118859,0.30075927486072707,0.10031792753833144,1.1717835932949063,1.1340352942943255,1.2504357277385598
AD-CH,66.55787828986568,34.12462722028273,25.507966879979904,90.2306241368449,126.30143001392588,65.82175462340152,103.72422905070702,98.17597597593722,346.6866468524138,444.81266280289464,385.28976892442887,385.9253544297217,181.8288574807918
AD-idea,2593407.3707398544,2885571.8741725814,13164.89227968964,339.483005501678,18.13767150172275,233.83124308303235,224.00482900282975,62.12801258123651,45.29712297230546,397.8861159966238,7.246171319126217,7.991594659384331,5.432746461327021
