,labels_line_MeanShift_params1,labels_line_MeanShift_params10,labels_line_MeanShift_params11,labels_line_MeanShift_params12,labels_line_MeanShift_params13,labels_line_MeanShift_params14,labels_line_MeanShift_params15,labels_line_MeanShift_params16,labels_line_MeanShift_params17,labels_line_MeanShift_params18,labels_line_MeanShift_params19,labels_line_MeanShift_params2,labels_line_MeanShift_params20,labels_line_MeanShift_params21,labels_line_MeanShift_params22,labels_line_MeanShift_params23,labels_line_MeanShift_params24,labels_line_MeanShift_params25,labels_line_MeanShift_params26,labels_line_MeanShift_params27,labels_line_MeanShift_params28,labels_line_MeanShift_params29,labels_line_MeanShift_params3,labels_line_MeanShift_params30,labels_line_MeanShift_params31,labels_line_MeanShift_params32,labels_line_MeanShift_params4,labels_line_MeanShift_params5,labels_line_MeanShift_params6,labels_line_MeanShift_params7,labels_line_MeanShift_params8,labels_line_MeanShift_params9
B,0.0031915078171247113,0.012034388311415699,0.038306413553265375,0.037700682552805106,0.034042010171424955,0.02276121517414236,0.013512810859859534,0.012034388311415699,0.03875005803502573,0.024651167839942447,0.03992897486814989,0.002984533360365751,0.027408719871376098,0.03880520701937834,0.052382153502517605,0.059834156193504136,0.08151440183734253,0.037948490440580816,0.02491287588640455,0.22998870784912528,0.21843131986118933,0.22439749623866864,0.007074178000757671,0.22808776600360148,0.22439749623866864,0.22808776600360148,0.007145886315614658,0.009688785642894753,0.010738160007220688,0.034042010171424955,0.02276121517414236,0.013512810859859534
BH,0.017689965238782555,0.1452248111647181,0.7116593872196944,0.5647814107089634,0.5427695027331688,0.3325635647192208,0.20740618045939224,0.1452248111647181,0.7122062229244053,0.4385534260225822,0.7235008335595513,0.014007990287104094,0.5993789872369321,1.0322372703883205,1.123745241347661,1.7592852476049985,2.1636262410083975,0.934788452798057,0.4337983417860869,23.24895493225936,23.1666242484243,23.20771977098324,0.053978957254480035,23.229702972193806,23.20771977098324,23.229702972193806,0.05402697508861245,0.10641551655446817,0.11520734963580657,0.5427695027331688,0.3325635647192208,0.20740618045939224
D,0.2862436743032578,0.2228512939818437,0.24753138409964898,0.19240101096816697,0.20206866066506457,0.27158428591910694,0.35107680577717804,0.2228512939818437,0.28030484929448185,0.2881207335475055,0.2742358139611554,0.2943338060311965,0.3401741976744419,0.32044925619533415,0.2845582026501442,0.3679920620771385,0.26897010620334316,0.38467578272368586,0.31893565650845745,0.45370004565157196,0.45209204913514417,0.4401922369062303,0.23710625858268444,0.4439098708186979,0.4401922369062303,0.4439098708186979,0.23710625858268444,0.3117778241234114,0.26244609882506437,0.20206866066506457,0.27158428591910694,0.35107680577717804
H,3.620280528162422,1.2707544511130593,0.6228813140015048,0.782262283233946,0.750685807481567,0.8597700529455853,0.9114559603132102,1.2707544511130593,0.6229205871114402,0.7340377975949999,0.6288544722048945,4.493224821681029,0.5745266943378141,0.4655019268105391,0.4974667614442384,0.3869113777542779,0.43258022517483596,0.451607693225174,0.712541934443741,0.20620943893907562,0.19554176970705744,0.20120701445118772,2.7272298764946132,0.20454170186338483,0.20120701445118772,0.20454170186338483,2.71400028194782,1.373133105561392,1.4330061833610093,0.750685807481567,0.8597700529455853,0.9114559603132102
DBCV,0.43976445279806436,0.03274475636601313,-0.03650564680538416,-0.13125130364336024,0.0073674037131263295,0.028459580710435056,-0.15396454667148407,0.03274475636601313,0.10079386482800531,0.21541656135723278,0.12520030933665766,0.5738008648007116,0.10629244117666545,0.006727402316503001,-0.0476011967827861,-0.2910286116690401,-0.3184327455288457,0.12622248525932483,0.19566088961330974,-0.8234062910779453,-0.5625218538854627,-0.7402208450153481,0.014835502065549944,-0.7343919868387027,-0.7402208450153481,-0.7343919868387027,-0.162397659197387,0.005423959672233596,-0.04640052510273462,0.0073674037131263295,0.028459580710435056,-0.15396454667148407
I,2.017261526159653,3.2343092977282315,2.899390790135396,2.581452122686385,2.7530379715109654,3.125300821766424,3.770621976109505,3.2343092977282315,2.887417154101542,3.2507389801493805,2.820584488541111,1.7628258342167475,3.515868631610606,3.241588040150791,2.7039940050830884,2.8012029555340363,2.1288849731432813,3.4378714838173887,3.267051551771748,1.0888319510375566,1.1273917531842057,1.1072221273816432,2.6655321643871837,1.0950757203231423,1.1072221273816432,1.0950757203231423,2.635264697968825,3.410689985870067,3.190277952103586,2.7530379715109654,3.125300821766424,3.770621976109505
C,0.0033349024373361016,0.009030039500974692,0.02258401753922379,0.024345000461453173,0.02316346765559871,0.015172113350733287,0.008934744178507793,0.009030039500974692,0.022729600363348007,0.015787699923757496,0.02322296583175411,0.003498957168064013,0.016275540161230995,0.02328574121263505,0.027122973227750424,0.02773797080155296,0.03976317759548784,0.01910876319502081,0.015694675416685944,0.0863423417388498,0.08441397176381035,0.08550093442689,0.005175785118593127,0.08602278823653245,0.08550093442689,0.08602278823653245,0.005240199020859375,0.006128594260219419,0.007563853336766005,0.02316346765559871,0.015172113350733287,0.008934744178507793
CDbw,0.0,1.9458935677413596,1.1841124650735249,1.1361570374423628,1.214628899249864,1.181275325714285,1.3676851455038295,1.9458935677413596,1.5053956337572083,1.6097676168298884,1.539729355057098,0.0,1.2868709818663822,0.655701968434443,1.5355422047123835,0.24935256096663397,0.5000749456423309,1.7842888838975808,1.4506760311301237,0.030488092967538554,0.02470117216297502,0.006232994698305912,2.431714458876588,0.009348274455850169,0.006232994698305912,0.009348274455850169,2.432717317107174,1.952103447848356,1.985688715578987,1.214628899249864,1.181275325714285,1.3676851455038295
VIASCKDE,,0.5057332314356294,0.5922392817708763,0.5821327133535549,0.6031050924687429,0.5553551286826687,0.5244019345049988,0.5057332314356294,0.5993027935038157,0.5736535363533891,0.6024875366186649,,0.5890916698021951,0.6136995934542298,0.6350391953247306,0.633860418430007,0.6342108415413265,0.6126199433100618,0.5724254120670011,0.595343641268701,0.5794751058932334,0.5718144226116733,0.40824533061171775,0.5854567887760689,0.5718144226116733,0.5854567887760689,0.3994539229761429,0.519102404198275,0.47713429205492264,0.6031050924687429,0.5553551286826687,0.5244019345049988
COP,0.12151883073375401,0.11212843388291426,0.11633337993202121,0.11489962721139718,0.11295534430181667,0.10754580034100593,0.10763794412976216,0.11212843388291426,0.11672312992638902,0.11129573393097858,0.11342782170739465,0.1331586608977951,0.11459007076389151,0.11263620019050845,0.11294090987269302,0.12108861659971512,0.12543918113224126,0.11170967523717007,0.11096943463654584,0.24765185284588506,0.23951855206909956,0.23858945873321083,0.10481168838728346,0.23999040025440038,0.23858945873321083,0.23999040025440038,0.10371543895161217,0.1088033920752954,0.10904217006263413,0.11295534430181667,0.10754580034100593,0.10763794412976216
Sym,0.34336178198251555,0.3830659861124585,0.3618065917467912,0.3364693545220861,0.34123251786446823,0.3935119007657381,0.4193269314520733,0.3830659861124585,0.3633648803962361,0.3707077059605518,0.33825343422432175,0.3327449830940926,0.38944663848555494,0.3806127614861547,0.34805881513983755,0.36861160686371713,0.3015359169590287,0.3790108852321478,0.37839192033081887,0.0381490061164028,0.03666042809262958,0.037743689642941045,0.34388932118428794,0.038454997911022484,0.037743689642941045,0.038454997911022484,0.33799190623670056,0.40280006006639124,0.37331404044455824,0.34123251786446823,0.3935119007657381,0.4193269314520733
CS,0.709037636587124,0.712149264628802,0.7161079161719346,0.7420700421858264,0.7129630937742761,0.71251523229257,0.6880483345552177,0.712149264628802,0.7157038918662841,0.7177079212897831,0.7217511022674589,0.7314558944685345,0.6814429660923648,0.6822961727222375,0.7099363211010973,0.7028704413096056,0.7478366102426868,0.6772074658009432,0.7050042411251606,0.8395802724708364,0.8236387517672425,0.8389818646320315,0.8097487548671747,0.8423665399906417,0.8389818646320315,0.8423665399906417,0.8107041456078575,0.7181177603134484,0.7363136281161723,0.7129630937742761,0.71251523229257,0.6880483345552177
SF,0.3054191638775985,0.3530206120028805,0.38662655533624046,0.3789935109655216,0.37999395321884655,0.371085418196073,0.3628923402986134,0.3530206120028805,0.38532088584969837,0.3762634968689592,0.38536650967278885,0.28345662117194315,0.3843306575251756,0.39864258889453996,0.39904661886457693,0.40605667016327984,0.40237886936212397,0.4010849351329864,0.37558104330370756,0.42808535046207363,0.43272688745880217,0.4302782911095704,0.30684225082178995,0.4288184236028786,0.4302782911095704,0.4288184236028786,0.3063983751972277,0.34709676458773675,0.34320315929486345,0.37999395321884655,0.371085418196073,0.3628923402986134
SD,6213.557994921839,17777.745896311717,46568.458072856076,38574.07719581089,37744.384884580344,29464.395677210043,22799.923207999476,17777.745896311717,46894.03207158343,35997.01009847251,47251.2162559954,5877.274570633093,44572.17047290349,60039.013551027914,61483.636112407294,86450.9436298634,94499.38847712228,57927.206605751315,35768.984195509925,482107.60427431477,462678.38751632144,472968.0537243171,10869.822199793105,479075.43867485964,472968.0537243171,479075.43867485964,10915.308903336114,15103.572289629123,15927.634919648834,37744.384884580344,29464.395677210043,22799.923207999476
SDbw,0.11616884180672127,0.21966421937857028,0.31994154636812233,0.3407372035250202,0.28942921572864183,0.2501267925255364,0.1991175449846565,0.21966421937857028,0.3143100825438311,0.2691356630968726,0.32141580919102475,0.09921414428322876,0.28223874202777455,0.3192665331186032,0.35483030669510973,0.4196637203699171,0.4893946146618885,0.3105638838099387,0.269248244859178,0.9951051319953557,0.9900714170886513,0.971622709903222,0.16891666806323635,0.984438686423792,0.971622709903222,0.984438686423792,0.16975448222663098,0.19050238303314157,0.19670469990960116,0.28942921572864183,0.2501267925255364,0.1991175449846565
XB*,0.9222268804878593,0.6363589896023693,0.42295260807781726,0.6725717851427869,0.5871420298916173,0.3562762371680854,0.20153925871663939,0.6363589896023693,0.3993975726695893,0.2813726281495806,0.4005500213780193,0.8172642647456828,0.2020011013028343,0.2647081582846189,0.3424367420302822,0.19901133987183178,0.3515162606052814,0.17413399688698875,0.26616242583817906,0.13432902471815938,0.1351554098394232,0.1348128906473845,0.5501131848072657,0.13446922886647789,0.1348128906473845,0.13446922886647789,0.5583076806025856,0.343178046681988,0.48362957244830207,0.5871420298916173,0.3562762371680854,0.20153925871663939
S,0.488566458529244,0.5254350995831726,0.5662554161554244,0.5429574557541105,0.5451201607484341,0.5333309054358942,0.5463759882701859,0.5254350995831726,0.5667914695118909,0.5511612354492803,0.5643642006092215,0.4678818593140366,0.5807400813293581,0.596486024868922,0.5844982385614608,0.6004619219694448,0.5674187888119762,0.6040869408121156,0.5573127157699452,0.5694886854843196,0.5734513697030147,0.5710124437792538,0.4471816674439364,0.5700262091950752,0.5710124437792538,0.5700262091950752,0.4462243280142777,0.5246916573105498,0.5090019152432258,0.5451201607484341,0.5333309054358942,0.5463759882701859
DB,0.659043617696471,0.6041482257797274,0.51387421890174,0.538915871266902,0.5380564667105698,0.5569146585321629,0.5716576525046353,0.6041482257797274,0.5203487942339361,0.5385527940833263,0.5219244655213037,0.7070425399866576,0.526863174411446,0.5085040290082188,0.4881077747848175,0.49831396015458224,0.5003746309638013,0.49113653355422954,0.5416966252468995,0.6150617832615342,0.5958570939341002,0.6059252770441715,0.755439586572356,0.6120262656987596,0.6059252770441715,0.6120262656987596,0.7546243572861299,0.6050494639500029,0.616294244334558,0.5380564667105698,0.5569146585321629,0.5716576525046353
CH,1983.8954369057064,1708.0289029599953,1092.121131022994,1031.4030430183598,1074.6334232350534,1372.0742758216543,1764.544951846848,1708.0289029599953,1091.2514985283349,1338.220414156581,1073.5836646866917,1908.0848178943957,1304.2926557646847,1048.9132206768477,959.5250694986354,908.8124341321753,727.5260359336054,1163.3464436033482,1353.2682836907716,495.0501198521437,497.6908077588123,496.3703612128074,1943.1326069732281,495.6659336338016,496.3703612128074,495.6659336338016,1941.3934697871878,1969.1761104798402,1817.3949400099696,1074.6334232350534,1372.0742758216543,1764.544951846848
AD-S,0.48743123874322014,0.33826751261236276,0.33129976083279694,0.3128319595774848,0.319623926181237,0.33649378666224006,0.29235498200296306,0.33826751261236276,0.33159791657502774,0.36690819748060005,0.3402609987130826,0.4912328149056812,0.3497862467887376,0.3937022424136603,0.33453001558055706,0.3582939404437686,0.30905328551922334,0.3663165162091767,0.3678457888050741,0.08173011284730748,0.07258583928912239,0.07566641284341903,0.3843184104258537,0.08027097948755586,0.07566641284341903,0.08027097948755586,0.3687553478153027,0.3412036860009613,0.3509819809258155,0.319623926181237,0.33649378666224006,0.29235498200296306
AD-DB,1.214090480559629,1.5000528368532509,1.463835612752689,1.518936586169515,1.5005284343114171,1.5087416094626844,1.641806899333701,1.5000528368532509,1.4492832580314499,1.4596171081885128,1.4373530838785566,1.2507851429929193,1.4574289424234028,1.2871499357141867,1.4365135993337106,1.3169263845006722,1.355084706482529,1.41439575567877,1.4552078185009034,3.2382365387833407,3.1880139444640436,3.2156248166176753,1.490646060703848,3.2290991154241446,3.2156248166176753,3.2290991154241446,1.5084183751594404,1.5340040205780634,1.4885868595710485,1.5005284343114171,1.5087416094626844,1.641806899333701
AD-CH,35.2120711219867,69.87923448368099,116.01135013894286,104.07979149457563,104.74592892822554,93.85250081503496,79.64296145132799,69.87923448368099,116.06433394832538,103.88817391559425,117.44864705701623,31.582248947900947,119.79040898713967,146.99164139966686,137.42436527670677,171.48840134314923,163.12890203297303,143.71962593615288,104.00470853772084,136.31107451295728,135.8130698151501,135.97317185713945,49.27127683002048,136.24102140750205,135.97317185713945,136.24102140750205,48.34493763063848,63.84323031041185,64.24348404937633,104.74592892822554,93.85250081503496,79.64296145132799
AD-idea,82685.29723427093,250.5702040054054,82.00875939645302,72.10270168642974,70.97549184157889,100.25898708443718,74.76281065710648,250.5702040054054,79.45385927314958,124.16843045396396,83.07261452224203,11512.989228540531,80.59887536929122,82.56597693340227,59.92873797215628,56.389439087579355,41.74920190033764,71.15883326729781,123.84822482765875,1.2249082668934463,1.2162486318981913,1.215500721448133,2110.7210955145842,1.2241699746631836,1.215500721448133,1.2241699746631836,1598.1729712984907,301.5660149229416,366.3581583775479,70.97549184157889,100.25898708443718,74.76281065710648
