,labels_s2_MeanShift_params1,labels_s2_MeanShift_params10,labels_s2_MeanShift_params11,labels_s2_MeanShift_params12,labels_s2_MeanShift_params13,labels_s2_MeanShift_params14,labels_s2_MeanShift_params15,labels_s2_MeanShift_params16,labels_s2_MeanShift_params17,labels_s2_MeanShift_params18,labels_s2_MeanShift_params19,labels_s2_MeanShift_params2,labels_s2_MeanShift_params20,labels_s2_MeanShift_params27,labels_s2_MeanShift_params28,labels_s2_MeanShift_params3,labels_s2_MeanShift_params37,labels_s2_MeanShift_params38,labels_s2_MeanShift_params4,labels_s2_MeanShift_params5,labels_s2_MeanShift_params6,labels_s2_MeanShift_params7,labels_s2_MeanShift_params8,labels_s2_MeanShift_params9
B,0.030246292185887456,0.23820690307487954,0.19428219799966567,0.19428219799966567,0.11138985081548697,0.11103321008412774,0.19421660492065543,0.23820690307487954,0.24243914757668886,0.36544509298399724,0.1954689687224391,0.030246292185887456,0.32921982211072726,0.1974886591246283,0.17671327872412398,0.030249310653606927,0.24324370910094908,0.364823092202446,0.03045370705553251,0.0868561483713418,0.08762458659652103,0.11138985081548697,0.11103321008412774,0.19421660492065543
BH,5.244621405680681,106.50086008995989,91.5659335119955,91.5659335119955,28.635488085866452,28.571058981843724,91.53141690050678,106.50086008995989,149.3531219833386,301.4467664372874,91.57564763760624,5.244621405680681,187.1477591250116,92.40488719972359,66.03083726334202,5.242061719980436,146.38215130391666,287.5352983867746,5.263788635046608,24.42644710360091,24.54861715097231,28.635488085866452,28.571058981843724,91.53141690050678
D,0.285134340706856,0.16044880248621088,0.18274570841761034,0.18274570841761034,0.12684640140360684,0.12583235676120436,0.18237384428524164,0.16044880248621088,0.2345439117402009,0.27320074532333,0.18133914779069477,0.285134340706856,0.1365992960044757,0.18268007455123542,0.18845437708847756,0.2774428955820577,0.23209951870919363,0.24927365914051808,0.26789440255582886,0.21132904297790128,0.21186978567180534,0.12684640140360684,0.12583235676120436,0.18237384428524164
H,1.0918777844963992,1.0978138391903918,0.9208171670060163,0.9208171670060163,1.7149048777874876,1.7043581106254668,0.9203326957137333,1.0978138391903918,0.5799295043211674,0.4446156990206687,0.928919726636763,1.0918777844963992,0.8293171351464634,0.9437932791581181,1.02779826591918,1.0887590896143515,0.6021003705146973,0.4586490795804058,1.1120446228819163,1.2651404952877112,1.2459849003152355,1.7149048777874876,1.7043581106254668,0.9203326957137333
DBCV,-0.5484327935873273,-0.9929074900524938,-0.9941095463551728,-0.9941095463551728,-0.9838995947766216,-0.9861201817391902,-0.9950847122688691,-0.9929074900524938,-0.9983193024266298,-0.9964102687420747,-0.9950922937070243,-0.5484327935873273,-0.9956316430185065,-0.9946683552617714,-0.9941737461630266,-0.552256669019243,-0.9843729093407803,-0.9828552552104464,-0.5487111763651065,-0.9456586668734573,-0.9626272044525531,-0.9838995947766216,-0.9861201817391902,-0.9950847122688691
I,0.7225205523625187,0.32249596759021737,0.3721901417107014,0.3721901417107014,0.3401152990218852,0.34086959338918427,0.37220630009782485,0.32249596759021737,0.3829129583618898,0.3173831871459169,0.36819154252900443,0.7225205523625187,0.2825991603509499,0.3701804089497743,0.35049418782273006,0.7227877336097472,0.35894851947237494,0.31447844138377934,0.7169313839362981,0.42311550300326245,0.42288185300282793,0.3401152990218852,0.34086959338918427,0.37220630009782485
C,0.010638974550791836,0.08799258929665625,0.06634266712900352,0.06634266712900352,0.052505850012303824,0.052369083949342844,0.06631164378726423,0.08799258929665625,0.08807509592165927,0.1358125263040647,0.06644528271233013,0.010638974550791836,0.13237454007444002,0.06743264051569152,0.0660098557580871,0.01064282618354992,0.08347536396494863,0.12573059417832058,0.010849227033605314,0.04106698403767193,0.041330344964500436,0.052505850012303824,0.052369083949342844,0.06631164378726423
CDbw,0.14885321482240552,0.03716973163583535,0.009217886768746991,0.009217886768746991,0.09756828985585568,0.09567267999896373,0.010647608964361748,0.03716973163583535,0.01872877761212622,0.008071027363646196,0.014187201581023235,0.14885321482240552,0.007326229259361261,0.010958442949000516,0.052159101544489016,0.11045954433281358,0.013821758532108711,0.008495670487048607,0.10189763761673806,0.07796459751140994,0.06979401760520948,0.09756828985585568,0.09567267999896373,0.010647608964361748
VIASCKDE,0.7304631588370578,0.6709332937814281,0.6929376497012738,0.6929376497012738,0.6668683036695021,0.6654555095312107,0.6933035426959887,0.6709332937814281,0.7124618046859035,0.7261771835097932,0.6928496956757152,0.7304631588370578,0.6966146657458685,0.6875767173283462,0.6847735932002568,0.7311395754535799,0.7127505026833443,0.7239637892133777,0.7289250918965354,0.6904175186700058,0.6873910028853698,0.6668683036695021,0.6654555095312107,0.6933035426959887
COP,0.11063353063254308,0.22502906025502453,0.25497593219232606,0.25497593219232606,0.1922194370944641,0.1920521510185906,0.2549767234640566,0.22502906025502453,0.27032585219228844,0.24007399214654584,0.25571710886067966,0.11063353063254308,0.2380110143844095,0.2507538046090992,0.2123080547083807,0.1105963075142241,0.26043554260983404,0.2558986701535659,0.11056897465690681,0.18457284436571783,0.18548809940498306,0.1922194370944641,0.1920521510185906,0.2549767234640566
Sym,0.014365457011382893,0.003368412118196548,0.006318829400490317,0.006318829400490317,0.0051692338069477635,0.0051608686438901685,0.006327892960810442,0.003368412118196548,0.00687130975540208,0.0046765794852476105,0.006366969001643775,0.014365457011382893,0.00409421560112568,0.005809923425233375,0.00546883736181361,0.014362735986620957,0.005604396043826809,0.0035429416215852633,0.0138994492427123,0.006628546646366513,0.006425190620042993,0.0051692338069477635,0.0051608686438901685,0.006327892960810442
CS,0.9189360772509882,1.4558977670414244,1.2707359539885963,1.2707359539885963,1.3848858455952557,1.3817555037814724,1.2706597102156967,1.4558977670414244,1.059384911996585,1.1205380001099037,1.2719676428006792,0.9189360772509882,1.379227185701327,1.3041844378943726,1.2731465586743602,0.9198903981287453,1.104052286101999,1.1850214216575552,0.937218747138483,1.1648769148789042,1.1517718183387682,1.3848858455952557,1.3817555037814724,1.2706597102156967
SF,0.23844290974799054,0.2221482341905231,0.23252287860958154,0.23252287860958154,0.1633531139174006,0.16364530075932981,0.2325697937316109,0.2221482341905231,0.27676414208561095,0.3200881429393416,0.23213545449117512,0.23844290974799054,0.2655595992255373,0.2304259514227105,0.21640100955245656,0.23868393305449753,0.2714379296926239,0.3118412247173036,0.2363597266227101,0.18986204812032959,0.19004651255296168,0.1633531139174006,0.16364530075932981,0.2325697937316109
SD,76519482.69591032,587468952.7549595,516521365.6079136,516521365.6079136,273350701.00725734,272566954.9786079,515958769.9258115,587468952.7549595,615139748.0494815,861068451.042744,515866217.17453116,76519482.69591032,724859280.4466233,520593074.1613024,414424405.53404117,76296372.37204662,622653423.0878971,879931261.1459439,77178122.36710118,230226548.0600849,230628270.03389257,273350701.00725734,272566954.9786079,515958769.9258115
SDbw,0.12018971296625924,0.8118077442137315,0.7638633572496086,0.7638633572496086,0.46902298447647794,0.46574168840333136,0.7640754469674125,0.8118077442137315,0.8606323730666064,1.1846081736257204,0.7676352919075216,0.12018971296625924,1.140864679670846,0.7614812603456397,0.7095090391042115,0.11989200454425902,0.8831047994253939,1.182028506082917,0.12041446606922356,0.3853777170375945,0.38663771406231107,0.46902298447647794,0.46574168840333136,0.7640754469674125
XB*,0.2522511398991187,0.4579461929951586,0.3697602907116444,0.3697602907116444,0.5943350455102528,0.5799177381326561,0.3705527438040792,0.4579461929951586,0.30302666983247845,0.31485816090704855,0.3790863005761748,0.2522511398991187,0.61149431565834,0.36259150573389276,0.4121341988481442,0.25472614614605815,0.2864315000281137,0.2742943115555938,0.24279704055504917,0.39277482490622095,0.3762224662811902,0.5943350455102528,0.5799177381326561,0.3705527438040792
S,0.6122209123624502,0.355203898113677,0.40415243831977776,0.40415243831977776,0.3722571045121228,0.37286512140311934,0.40428308547295655,0.355203898113677,0.41260250189156467,0.39164545809732126,0.40324064871701665,0.6122209123624502,0.34510095186573514,0.39873863422766026,0.38620061788328536,0.6124054355446833,0.41466604081721636,0.40583917453263946,0.6098087322627964,0.44945464952026476,0.44784900126694976,0.3722571045121228,0.37286512140311934,0.40428308547295655
DB,0.48585924177651446,0.9957910806793221,0.9226456960953892,0.9226456960953892,0.8946080358716757,0.8909261112033753,0.9225038362431379,0.9957910806793221,0.802518310645984,0.8063521016073532,0.9276547841134126,0.48585924177651446,0.9185924510604984,0.9302793921629775,0.8428858749350107,0.48546740426170937,0.8061411560155667,0.7928346968163195,0.49202519974612086,0.7463466160235858,0.734185441721451,0.8946080358716757,0.8909261112033753,0.9225038362431379
CH,11738.981305074003,4193.500647666205,5081.162802403327,5081.162802403327,4994.05911162374,5006.727821646027,5083.549820416995,4193.500647666205,4803.903287625241,3913.206401523301,5080.491340397282,11738.981305074003,3497.4358641524914,5023.692858447926,4851.8839320000725,11744.90070132591,4935.202849408607,4223.416136656677,11694.839122898862,5962.112910491851,5929.336707658758,4994.05911162374,5006.727821646027,5083.549820416995
AD-S,0.48144256275850866,0.049756105260280126,0.043600787460029086,0.043600787460029086,0.1216764579901117,0.12075661432432822,0.04362698901123372,0.049756105260280126,0.09835820367799764,0.0762024819339476,0.055786310153561544,0.48144256275850866,0.07135395789550515,0.03928235965123851,0.0578206990397936,0.481834395912567,0.0831419679974266,0.06888442908472374,0.4768691223511698,0.17941573409940592,0.19354568934225866,0.1216764579901117,0.12075661432432822,0.04362698901123372
AD-DB,1.1044550230268797,2.1414473576489117,2.3544278072800773,2.3544278072800773,1.730906153356663,1.7300750702941228,2.3541138661334964,2.1414473576489117,2.3053918878814663,1.4763937770943159,2.333941485110096,1.1044550230268797,1.752626441399401,2.3661512848133617,2.3314128579738127,1.1015519199680355,2.38608855514445,1.6074439105166702,1.1100001965193262,1.6257107677485096,1.6116724954032966,1.730906153356663,1.7300750702941228,2.3541138661334964
AD-CH,894.2552125930849,1156.8135233033106,1151.9112396229023,1151.9112396229023,865.8236029295119,865.4684396800486,1151.908999671525,1156.8135233033106,1509.4727418557873,2821.749972445247,1163.8116420166293,894.2552125930849,1941.6307560687367,1146.3522854520988,944.6209068864441,895.4943443370662,1484.87622868288,2810.277552707105,890.6986080288956,879.0596548883046,888.9322025520446,865.8236029295119,865.4684396800486,1151.908999671525
AD-idea,25066.1976046448,1.298928694602125,1.2533688517106003,1.2533688517106003,5.118547338674086,5.104734789787007,1.253439228608883,1.298928694602125,1.5427287155485228,1.582353031295987,1.29548846898368,25066.1976046448,1.5756770073575252,1.1295569767391302,2.026943749556979,25275.594138002234,1.2545805942401074,1.3250051420292943,23181.741485156046,18.431547512434292,19.68665367991057,5.118547338674086,5.104734789787007,1.253439228608883
