,labels_spiral_MeanShift_params1,labels_spiral_MeanShift_params10,labels_spiral_MeanShift_params11,labels_spiral_MeanShift_params12,labels_spiral_MeanShift_params13,labels_spiral_MeanShift_params14,labels_spiral_MeanShift_params15,labels_spiral_MeanShift_params16,labels_spiral_MeanShift_params19,labels_spiral_MeanShift_params2,labels_spiral_MeanShift_params20,labels_spiral_MeanShift_params22,labels_spiral_MeanShift_params25,labels_spiral_MeanShift_params26,labels_spiral_MeanShift_params3,labels_spiral_MeanShift_params4,labels_spiral_MeanShift_params5,labels_spiral_MeanShift_params6,labels_spiral_MeanShift_params7,labels_spiral_MeanShift_params8,labels_spiral_MeanShift_params9
C,0.027685270132196467,0.14300641491978705,0.14175514949242854,0.14524068597233047,0.059316999446368805,0.04589230616169188,0.14900122141747815,0.14300641491978705,0.14129431239674156,0.03212108573384046,0.14617044575020924,0.25081801521431596,0.15031231347968346,0.11012598421242316,0.04748496786408466,0.04206806187759215,0.11254632057885654,0.10577405868917529,0.059316999446368805,0.04589230616169188,0.14900122141747815
CDbw,0.3836256716287917,0.023420582419293703,0.008379057679251671,0.010902856012441089,0.144825453655977,0.09746493545543536,0.0081513024559524,0.023420582419293703,0.008132955537837694,0.33671492652150287,0.01055315759244073,0.008264694483527816,0.023691241561871617,0.021371375532671284,0.11775820696750226,0.16768493438039603,0.023890954596221294,0.03257767688058191,0.144825453655977,0.09746493545543536,0.0081513024559524
VIASCKDE,0.35184751957821714,0.3948045236288941,0.3884894042868506,0.4001053580245901,0.33935577895780217,0.31565225781144846,0.38180229452211173,0.3948045236288941,0.38640263896870936,0.30498686664656777,0.3991499588975029,0.42587504378812613,0.3942476069412788,0.3968719444670173,0.3268891844059758,0.3673802180832658,0.35439593598390856,0.3788904030058663,0.33935577895780217,0.31565225781144846,0.38180229452211173
COP,0.1877651813669851,0.2646601490910916,0.2733416246623252,0.2523751694516412,0.20019932350520506,0.2023316813640599,0.2653638081130088,0.2646601490910916,0.27160908747627605,0.19653246098741148,0.24596913575623988,0.2481853785482467,0.21798559541874504,0.21822636228814743,0.19741033706140335,0.1887458522708526,0.22119656035412008,0.2219518558074037,0.20019932350520506,0.2023316813640599,0.2653638081130088
Sym,0.03990379861902344,0.026541101880098488,0.026069251366581798,0.02605446218123625,0.028924080079921297,0.02860529142356237,0.02626822107443672,0.026541101880098488,0.02633454841523969,0.03520927097240067,0.026183740430615665,0.020830993301470133,0.026202717198974886,0.024688837428860747,0.024346160773132838,0.027360818690907836,0.02531544448537106,0.026546788186519583,0.028924080079921297,0.02860529142356237,0.02626822107443672
CS,0.9442251516298643,1.241861445306544,1.2321634074057095,1.2804899681698847,1.0932410068286595,0.9936319989817604,1.2159421900267926,1.241861445306544,1.2317236297022967,1.005056018281726,1.287445541676148,1.8762292296402212,1.370174011347568,1.4482760899406122,1.0628403775290622,1.1071039671036513,1.2051179764215842,1.398678812208651,1.0932410068286595,0.9936319989817604,1.2159421900267926
SF,0.057732511424334665,0.2782996692980819,0.2784270320554152,0.2767998705901463,0.10245891531124018,0.07239375158211958,0.27800402113252554,0.2782996692980819,0.27860314033594724,0.04393473231858036,0.2764222005932033,0.32323530381968024,0.22917720511388906,0.18999343515007894,0.08333447027347662,0.07588818386737795,0.2341089129751066,0.19054161279654658,0.10245891531124018,0.07239375158211958,0.27800402113252554
SD,13101.229465969165,92164.15668201439,90951.75092554845,96173.74805918573,27645.076549721634,20144.970295613777,90298.6906009305,92164.15668201439,90995.21042971815,11319.20371515816,96538.94548914,161258.58918761,77481.1417495194,61779.14080858129,21734.835375831026,20810.541223814995,66164.17229338034,59270.52388040787,27645.076549721634,20144.970295613777,90298.6906009305
SDbw,0.24242131683598084,1.527010503102355,1.5362512332832439,1.558024143641646,0.5023682158141907,0.4038799955864183,1.5407009921353634,1.527010503102355,1.5254886738106506,0.20290096244742442,1.5596815858687276,2.01014192030282,1.236834909830212,1.0436520817178947,0.3782558818476337,0.3657862315055173,1.258300871697407,1.03735230813544,0.5023682158141907,0.4038799955864183,1.5407009921353634
XB*,0.3606176000984577,0.25553616957934566,0.24726266978406797,0.27020812488432744,0.5015696296010954,0.3917535156325928,0.2743494853092218,0.25553616957934566,0.24459513819602,0.5751529358001529,0.26390279917280296,0.531405074254835,0.47653422693656894,0.658979682234445,0.4389355732332064,0.48799050822716006,0.2868102923958817,0.5386126536006112,0.5015696296010954,0.3917535156325928,0.2743494853092218
S,0.3770818482657032,0.35757137110196385,0.3569230299022831,0.35641522989488367,0.33470168454014815,0.32199587805966434,0.34740577445950904,0.35757137110196385,0.3580132447545128,0.35151785974429106,0.35534143026712656,0.3168429162419599,0.3009581223440848,0.30160970046535684,0.3372626080690756,0.34230985750192966,0.33849459168873325,0.30869078161180813,0.33470168454014815,0.32199587805966434,0.34740577445950904
DB,0.8234405526657752,0.8830947870481527,0.8860832971722994,0.9023667524675658,0.850112719224251,0.8389618881696879,0.8951893570203806,0.8830947870481527,0.8838781053237756,0.8750996524382686,0.9040940619628541,1.2714816651600047,0.9263086551357049,1.051688672778767,0.889059025740354,0.9013873975921549,0.8788795040154964,1.0276855159940073,0.850112719224251,0.8389618881696879,0.8951893570203806
CH,279.0089261258278,221.86397358361123,224.51997329281596,215.25057492594897,229.85614388638572,241.5595737988366,217.3122175302348,221.86397358361123,224.91406025194405,257.7561751007289,213.63038621230123,147.54828768924926,177.6891424365583,210.24345530462813,231.67144142988414,241.7796109228826,236.06410025984843,217.40355161766024,229.85614388638572,241.5595737988366,217.3122175302348
AD-S,-0.10115308133446863,-0.2516818697996059,-0.25710014028744055,-0.2585836760763093,-0.2065727418668849,-0.2240242027241731,-0.2403633494305971,-0.2516818697996059,-0.2571119401996899,-0.0905771340484853,-0.25893936215278474,-0.000721279144485094,-0.176396567564876,-0.3548508184070459,-0.20466662961685667,-0.1484733501492326,-0.3685016341610178,-0.3599923492917401,-0.2065727418668849,-0.2240242027241731,-0.2403633494305971
AD-DB,5.32070201968385,1.4696516933138593,1.4732736577640162,1.4799834123575974,5.887823480128822,6.094362166515669,1.4569221522763238,1.4696516933138593,1.4738764713228585,5.199547681885112,1.4809791029501989,1.503755071215986,7.313729053290509,5.599882727602646,5.6030976990016645,5.213776425079814,4.692818432116262,5.699510539778524,5.887823480128822,6.094362166515669,1.4569221522763238
AD-CH,34.150098821649564,148.8008591929846,156.29801898580362,154.86612312204326,47.646218916147085,33.56649272699406,164.14169622166943,148.8008591929846,155.08046890795106,27.276462394899923,152.3354800737333,443.9684605523534,155.1035765690583,81.94117248924515,30.176296044934322,37.34589084725155,81.36741042981072,80.29644581949061,47.646218916147085,33.56649272699406,164.14169622166943
AD-idea,3.5388454305204973,0.7609870368113891,0.4651992808246755,0.3822069255190839,0.796247488686097,0.5329197801033685,0.37016220863105176,0.7609870368113891,0.46450698963812564,1.2497306872363254,0.4239652867297952,0.6609070692313458,0.6818918776446139,0.5625338364593482,0.5332321004439915,1.4008754435981954,0.7885914721981122,0.704648029636948,0.796247488686097,0.5329197801033685,0.37016220863105176
