,labels_fuzzyx_DBSCAN_params1,labels_fuzzyx_DBSCAN_params11,labels_fuzzyx_DBSCAN_params12,labels_fuzzyx_DBSCAN_params16,labels_fuzzyx_DBSCAN_params17,labels_fuzzyx_DBSCAN_params18,labels_fuzzyx_DBSCAN_params21,labels_fuzzyx_DBSCAN_params24,labels_fuzzyx_DBSCAN_params35,labels_fuzzyx_DBSCAN_params6
SF,0.6376794070841777,0.2869789509838354,0.568680969688194,0.3415752774176771,0.3084302815601826,0.3386667648338073,0.4179846412555601,0.36922664338469535,0.41927223351943466,0.6089528815873075
SD,7476.762373072307,147475.9519901943,17608.400411118775,29153378.427020553,30541980.744941127,2880251.836491498,158069307.20193288,6820759.381108413,134415296.24567685,72311.64278319561
SDbw,8.689918678302512e-05,0.02156427692508888,0.15562553419168915,0.3357163271379142,0.6801936772688149,0.13623645164703602,1.017749491527467,0.18733299321103777,1.1721075814030326,0.08669739615208541
XB*,7.775633016439613e-05,0.5838127933206336,0.4780981953079942,30.66394603533443,16.804759859794885,2.1125806623682393,0.2949867551835711,1.8028612761691514,0.3527614905095818,0.06953606026522219
S,0.9890248587309635,0.6117943289691006,0.7216333641047449,-0.4073279576499121,-0.13769342881800647,0.4808890862029054,0.30155838484950076,0.4358656597413721,0.3070840862049728,0.857636441682838
DB,0.013089691499195715,0.4292417053141678,0.33591203350117327,0.7705567459920314,1.1514684114796636,0.5334286083349609,0.5006737166375059,0.5690196481860578,0.6110997200548929,0.15732766033983753
CH,33767.73141381112,5950.589170331115,3111.0435665474147,36.21960004188993,128.66240398952684,1243.6482412832083,10.14897191687203,929.4645039313923,149.67694592123692,13730.066477730457
AD-S,0.9941474828004748,0.6693548418194877,0.7709480136265477,0.23130823211954366,0.1079803487826708,0.378197999902673,0.48188026302001347,0.40688520619639146,0.11425022812247017,0.8991812018258358
AD-DB,0.01229675456314957,0.6233413171732749,0.3959320572334622,1.148600835889424,1.3938866652906148,1.1477455729263317,0.919391215594049,1.0875152518012814,1.8727663610657526,0.1845659668184711
AD-CH,381.1242376308742,30.591709894163788,136.60062405274596,84.80918502499843,111.61831139272522,127.87187866813893,5.778290113587774,393.1969969247951,561.7134307861689,136.36520485006426
AD-idea,282540.25986822,6.875613407944637e+23,99112779367.3195,9.988895942751736,5.9266702393818465,246577.10310661347,1.6085498781652128,3170.440644683523,1.2140789415116118,174645351048641.25
