,labels_data3_MeanShift_params1,labels_data3_MeanShift_params10,labels_data3_MeanShift_params11,labels_data3_MeanShift_params12,labels_data3_MeanShift_params13,labels_data3_MeanShift_params14,labels_data3_MeanShift_params15,labels_data3_MeanShift_params16,labels_data3_MeanShift_params17,labels_data3_MeanShift_params18,labels_data3_MeanShift_params19,labels_data3_MeanShift_params2,labels_data3_MeanShift_params20,labels_data3_MeanShift_params21,labels_data3_MeanShift_params22,labels_data3_MeanShift_params24,labels_data3_MeanShift_params27,labels_data3_MeanShift_params28,labels_data3_MeanShift_params29,labels_data3_MeanShift_params3,labels_data3_MeanShift_params30,labels_data3_MeanShift_params4,labels_data3_MeanShift_params5,labels_data3_MeanShift_params6,labels_data3_MeanShift_params7,labels_data3_MeanShift_params8,labels_data3_MeanShift_params9
BH,2.5325547183861383,5.083457069982551,7.0384381116835115,7.0384381116835115,5.083457069982552,3.9425099068363756,5.083457069982551,5.083457069982551,7.0384381116835115,7.0384381116835115,7.0384381116835115,1.1515365609694646,7.0384381116835115,7.0384381116835115,7.0384381116835115,104.1226561237285,7.0384381116835115,7.0384381116835115,104.1226561237285,2.4985425463293143,104.1226561237285,1.793319196754202,5.083457069982552,5.083457069982552,5.083457069982552,3.9425099068363756,5.083457069982551
D,0.23077339700601354,0.2672796301833747,0.9512780639470966,0.9512780639470966,0.2672796301833747,0.25739067297982715,0.2672796301833747,0.2672796301833747,0.9512780639470966,0.9512780639470966,0.9512780639470966,0.20065441698098316,0.9512780639470966,0.8955409465523556,0.8955409465523556,0.7042604324410207,0.8955409465523556,0.8955409465523556,0.7042604324410207,0.31035321026478735,0.7042604324410207,0.25567002642420694,0.2672796301833747,0.2672796301833747,0.2672796301833747,0.25739067297982715,0.2672796301833747
H,1.4841335707239867,0.44802579262318154,0.0462331412350835,0.0462331412350835,0.4480257926231816,0.9438527009839733,0.44802579262318154,0.44802579262318154,0.0462331412350835,0.0462331412350835,0.0462331412350835,2.515016163085419,0.0462331412350835,0.0462331412350835,0.0462331412350835,0.13683345293476634,0.0462331412350835,0.0462331412350835,0.13683345293476634,1.287510766583226,0.13683345293476634,2.133509082059658,0.4480257926231816,0.4480257926231816,0.4480257926231816,0.9438527009839733,0.44802579262318154
DBCV,-0.8812769075903889,0.3703211134856105,0.9701868303702932,0.9701868303702932,0.3703211134856104,-0.27116523738291587,0.3703211134856105,0.3703211134856105,0.9701868303702932,0.9701868303702932,0.9701868303702932,-0.8793020737456919,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9229024646413035,0.9701868303702932,0.9701868303702932,0.9229024646413035,-0.8168884843113435,0.9229024646413035,-0.9093231642275504,0.3703211134856105,0.3703211134856105,0.3703211134856104,-0.27116523738291587,0.3703211134856105
I,2.9728866905166447,7.503388144532899,11.036365010254396,11.036365010254396,7.503388144532897,4.951756923798174,7.503388144532899,7.503388144532899,11.036365010254396,11.036365010254396,11.036365010254396,1.367477465244011,11.036365010254396,11.036365010254396,11.036365010254396,2.0766436648086506,11.036365010254396,11.036365010254396,2.0766436648086506,2.886476674028278,2.0766436648086506,2.114113647261645,7.503388144532897,7.503388144532897,7.503388144532897,4.951756923798174,7.503388144532899
C,0.0098434463181652,0.002917916510169265,3.1628956521318805e-05,3.1628956521318805e-05,0.002917916510169265,0.004935020799121285,0.002917916510169265,0.002917916510169265,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,0.012918930876933861,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,0.0037433955150339704,3.1628956521318805e-05,3.1628956521318805e-05,0.0037433955150339704,0.008560320389185324,0.0037433955150339704,0.012137974562570581,0.002917916510169265,0.002917916510169265,0.002917916510169265,0.004935020799121285,0.002917916510169265
CDbw,0.9075629821756703,0.6631670087463037,0.3959752708677769,0.3959752708677769,0.6470476966795081,0.802021006239183,0.6631670087463037,0.6631670087463037,0.3825848580070216,0.3825848580070216,0.3825848580070216,1.3922547437877486,0.3825848580070216,0.3825848580070216,0.3825848580070216,0.20742186981419886,0.3825848580070216,0.3825848580070216,0.20742186981419886,1.2897430837177144,0.20742186981419886,1.1031967479428448,0.6470476966795081,0.6470476966795081,0.6470476966795081,0.802021006239183,0.6631670087463037
VIASCKDE,0.706281211477101,0.771228181922437,0.7937948142054492,0.7937948142054492,0.771228181922437,0.7537081908097005,0.771228181922437,0.771228181922437,0.7937948142054493,0.7937948142054493,0.7937948142054493,0.6181389251685364,0.7937948142054493,0.7937948142054493,0.7937948142054493,0.7969453998762781,0.7937948142054493,0.7937948142054493,0.7969453998762781,0.7193689496579374,0.7969453998762781,0.6592284898106782,0.771228181922437,0.771228181922437,0.771228181922437,0.7537081908097005,0.771228181922437
COP,0.3589157330084994,0.252343827797679,0.15160005232207688,0.15160005232207688,0.252343827797679,0.33294620011237663,0.252343827797679,0.252343827797679,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.3850107291036364,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.2981272129228725,0.15160005232207688,0.15160005232207688,0.2981272129228725,0.3605623317232918,0.2981272129228725,0.3518510921414505,0.252343827797679,0.252343827797679,0.252343827797679,0.33294620011237663,0.252343827797679
Sym,0.09839063630264684,0.1590723502696321,0.19376352776819786,0.19376352776819786,0.1590723502696321,0.12950824068119696,0.1590723502696321,0.1590723502696321,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.0655152514388581,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.10488246539246428,0.19376352776819786,0.19376352776819786,0.10488246539246428,0.09491375006961668,0.10488246539246428,0.08190726080476952,0.1590723502696321,0.1590723502696321,0.1590723502696321,0.12950824068119696,0.1590723502696321
CS,1.4163839293673082,0.6269011111368215,0.3847613020019063,0.3847613020019063,0.6269011111368217,0.969935784271625,0.6269011111368215,0.6269011111368215,0.3847613020019062,0.3847613020019062,0.3847613020019062,1.2881197807151004,0.3847613020019062,0.3847613020019062,0.3847613020019062,0.6299940997253453,0.3847613020019062,0.3847613020019062,0.6299940997253453,1.3068193775229857,0.6299940997253453,1.4813963441549398,0.6269011111368217,0.6269011111368217,0.6269011111368217,0.969935784271625,0.6269011111368215
SF,0.41581178822257314,0.5182829288189794,0.5707808662398687,0.5707808662398687,0.5182829288189794,0.47508453183262667,0.5182829288189794,0.5182829288189794,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.30685931889520524,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.47588914069783284,0.5707808662398687,0.5707808662398687,0.47588914069783284,0.42765128346112147,0.47588914069783284,0.36168108704628477,0.5182829288189794,0.5182829288189794,0.5182829288189794,0.47508453183262667,0.5182829288189794
SD,764255.9170012063,991638.1273213371,1130454.7629567892,1130454.7629567892,991638.1273213371,953393.4104607984,991638.1273213371,991638.1273213371,1130454.7629567892,1130454.7629567892,1130454.7629567892,592662.9350871119,1130454.7629567892,1130454.7629567892,1130454.7629567892,8799034.186796753,1130454.7629567892,1130454.7629567892,8799034.186796753,687376.0040546287,8799034.186796753,730889.9053816356,991638.1273213371,991638.1273213371,991638.1273213371,953393.4104607984,991638.1273213371
SDbw,0.2216850478186518,0.18116864414800163,0.03661227244842222,0.03661227244842222,0.18116864414800163,0.20682250373896083,0.18116864414800163,0.18116864414800163,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.19088080764878335,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.26505570729039457,0.03661227244842222,0.03661227244842222,0.26505570729039457,0.23211100379734909,0.26505570729039457,0.22554935619769004,0.18116864414800163,0.18116864414800163,0.18116864414800163,0.20682250373896083,0.18116864414800163
XB*,0.42741017852945024,0.3481030629602114,0.019404454309114517,0.019404454309114517,0.3481030629602114,0.4048646593218512,0.3481030629602114,0.3481030629602114,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.9317827879165661,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.14491656273357414,0.019404454309114517,0.019404454309114517,0.14491656273357414,0.39526827501081846,0.14491656273357414,0.6573997663241979,0.3481030629602114,0.3481030629602114,0.3481030629602114,0.4048646593218512,0.3481030629602114
S,0.3025847393665414,0.67288091245555,0.844629009262472,0.844629009262472,0.67288091245555,0.5032922821074606,0.67288091245555,0.67288091245555,0.844629009262472,0.844629009262472,0.844629009262472,0.19057978983869134,0.844629009262472,0.844629009262472,0.844629009262472,0.6891487264667819,0.844629009262472,0.844629009262472,0.6891487264667819,0.3078624458890333,0.6891487264667819,0.21405716963529192,0.67288091245555,0.67288091245555,0.67288091245555,0.5032922821074606,0.67288091245555
DB,0.9070658968716031,0.5642115849249352,0.21825445222795256,0.21825445222795256,0.5642115849249352,0.8009380820284765,0.5642115849249352,0.5642115849249352,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.9388652693395555,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.463080158245329,0.21825445222795256,0.21825445222795256,0.463080158245329,0.8434252264408425,0.463080158245329,1.0069855634052367,0.5642115849249352,0.5642115849249352,0.5642115849249352,0.8009380820284765,0.5642115849249352
CH,6091.831657317184,10611.770728041814,15325.477822129795,15325.477822129795,10611.770728041813,8209.262948386675,10611.770728041814,10611.770728041814,15325.477822129795,15325.477822129795,15325.477822129795,4266.83848507744,15325.477822129795,15325.477822129795,15325.477822129795,2214.2057951964166,15325.477822129795,15325.477822129795,2214.2057951964166,6177.011491960367,2214.2057951964166,5020.488100956083,10611.770728041813,10611.770728041813,10611.770728041813,8209.262948386675,10611.770728041814
AD-S,0.33063437455956673,0.7341509890898924,0.9495325674385031,0.9495325674385031,0.7341509890898924,0.5585545007498868,0.7341509890898924,0.7341509890898924,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.27628625645891147,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.8422473281497576,0.9495325674385031,0.9495325674385031,0.8422473281497576,0.27729701454446276,0.8422473281497576,0.302684199444797,0.7341509890898924,0.7341509890898924,0.7341509890898924,0.5585545007498868,0.7341509890898924
AD-DB,1.9565964571505696,1.0645654768714707,0.10068227429717076,0.10068227429717076,1.0645654768714707,1.5829796154453946,1.0645654768714707,1.0645654768714707,0.10068227429717076,0.10068227429717076,0.10068227429717076,2.1520522883155695,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.24888213411172744,0.10068227429717076,0.10068227429717076,0.24888213411172744,2.145347563971615,0.24888213411172744,2.236828183221922,1.0645654768714707,1.0645654768714707,1.0645654768714707,1.5829796154453946,1.0645654768714707
AD-CH,3113.2146927726913,6325.949142994503,9876.357972891847,9876.357972891847,6325.949142994502,4745.280490367081,6325.949142994503,6325.949142994503,9876.357972891847,9876.357972891847,9876.357972891847,1708.8282945012065,9876.357972891847,9876.357972891847,9876.357972891847,3662.643297853802,9876.357972891847,9876.357972891847,3662.643297853802,3175.652751974325,3662.643297853802,2482.025956119179,6325.949142994502,6325.949142994502,6325.949142994502,4745.280490367081,6325.949142994503
AD-idea,0.9062451849084082,397.7883128348033,10130.279482948656,10130.279482948656,397.7883128348033,34.9949248097526,397.7883128348033,397.7883128348033,10130.279482948654,10130.279482948654,10130.279482948654,0.27142227496575216,10130.279482948654,10130.279482948654,10130.279482948654,180.55624507322798,10130.279482948654,10130.279482948654,180.55624507322798,2.7909107272645755,180.55624507322798,2.3395418503860013,397.7883128348033,397.7883128348033,397.7883128348033,34.9949248097526,397.7883128348033
