,labels_data6_DBSCAN_params13,labels_data6_DBSCAN_params17,labels_data6_DBSCAN_params18,labels_data6_DBSCAN_params19,labels_data6_DBSCAN_params21,labels_data6_DBSCAN_params22,labels_data6_DBSCAN_params23,labels_data6_DBSCAN_params24,labels_data6_DBSCAN_params25,labels_data6_DBSCAN_params26,labels_data6_DBSCAN_params27,labels_data6_DBSCAN_params28,labels_data6_DBSCAN_params29,labels_data6_DBSCAN_params30,labels_data6_DBSCAN_params31,labels_data6_DBSCAN_params32
Sym,0.004163946388879861,0.0030970500148640606,0.0026641888445084246,0.0051007484306566046,0.004146140605501387,0.004146140605501387,0.00279239216736193,0.002798580970370058,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387
CS,0.6584787909204063,1.9068609165423662,1.3513351202706574,0.823500150629317,1.2778345073496422,1.2778345073496422,2.3690734668982123,2.4383764803856667,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422
SF,0.27082180792902955,0.13625733401582263,0.12808056537106305,0.22079035507620803,0.3226596741893487,0.3226596741893487,0.3070111243496947,0.1893760378908954,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487
SD,208587.81135171987,2748669.372593384,591485.0374709533,365012.41426594707,3578621.2336917636,3578621.2336917636,2378107.4945112104,3871279.905035068,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636
SDbw,0.24652331048885906,0.9776540016591264,0.33945414068022994,0.32807036027572645,1.2897143028802291,1.2897143028802291,1.0723542158933417,1.1202385322402937,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291
XB*,278.83107335908187,2.7432960682458916,53.84761682400543,60.72175544683485,0.27454440981112965,0.27454440981112965,39.57990911192548,1.2038337707033675,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965
S,-0.5596120672334068,0.254720974138169,0.1506207777656618,-0.23722949911453164,0.398053163473468,0.398053163473468,0.03022433674543042,0.18964628460578895,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468
DB,1.2109554147573007,1.8228497683168936,1.8440464912747367,1.1941247207188639,0.9964014146561949,0.9964014146561949,4.4173851173608245,2.008944745339486,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949
CH,7.728310488109569,369.7525146441107,201.556631652857,37.67489946669907,914.2099399592781,914.2099399592781,462.61292046924575,464.41295779963895,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781
AD-S,-0.380136406840731,0.5142126698345919,0.12655893410879515,-0.16973578871799874,0.8778428801728028,0.8778428801728028,0.6214720987697886,0.6201951089578288,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028
AD-DB,2.9199548078547832,3.2988030545006146,4.015973879542436,3.429603980385944,0.24431423965439467,0.24431423965439467,0.6364738237055213,1.5011392819823897,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467
AD-CH,7.162772346410124,1064.6419885795515,182.23901182174197,123.67844646002531,4662.864816718063,4662.864816718063,2336.151897605309,2319.7001403281224,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063
AD-idea,94.71687669826373,25.38084338479829,450.507756709433,23.0848503661317,67.84291146434809,67.84291146434809,67.40880984194501,66.87759485819025,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809
