,labels_target_DBSCAN_params1,labels_target_DBSCAN_params11,labels_target_DBSCAN_params12,labels_target_DBSCAN_params13,labels_target_DBSCAN_params16,labels_target_DBSCAN_params17,labels_target_DBSCAN_params18,labels_target_DBSCAN_params21,labels_target_DBSCAN_params22,labels_target_DBSCAN_params23,labels_target_DBSCAN_params24,labels_target_DBSCAN_params26,labels_target_DBSCAN_params27,labels_target_DBSCAN_params28,labels_target_DBSCAN_params29,labels_target_DBSCAN_params31,labels_target_DBSCAN_params32,labels_target_DBSCAN_params33,labels_target_DBSCAN_params34,labels_target_DBSCAN_params36,labels_target_DBSCAN_params37,labels_target_DBSCAN_params38,labels_target_DBSCAN_params39,labels_target_DBSCAN_params40,labels_target_DBSCAN_params41,labels_target_DBSCAN_params42,labels_target_DBSCAN_params43,labels_target_DBSCAN_params44,labels_target_DBSCAN_params45,labels_target_DBSCAN_params46,labels_target_DBSCAN_params47,labels_target_DBSCAN_params48,labels_target_DBSCAN_params49,labels_target_DBSCAN_params50,labels_target_DBSCAN_params51,labels_target_DBSCAN_params6,labels_target_DBSCAN_params7
BH,2.9387645180162477e-05,0.24513801196759977,0.831423605632386,0.0039042222619400453,0.3228871854888934,0.2897347262770455,1.110535594700022,21.294816447995156,42.58819958953148,0.8643972123532276,1.4143882566973922,21.294816447995156,42.58819958953148,42.18468656829455,0.9305411709572535,21.294816447995156,42.58819958953148,42.58819958953148,42.58819958953148,21.294816447995156,42.58819958953148,42.58819958953148,42.58819958953148,1.8611338450443147,21.294816447995156,42.58819958953148,42.58819958953148,42.58819958953148,22.255472805395865,21.294816447995156,42.58819958953148,42.58819958953148,42.58819958953148,42.58819958953148,25.570473339964146,0.00028960070169998907,0.0003049604301900752
D,1.4963364745545125,0.18589915560204565,0.16975519362954863,0.21515800329550266,0.1403257932039754,0.21456885033770245,1.6496633533390082,0.3730619201205643,0.3773660903983758,0.14953956086497566,1.5444914783481227,0.3730619201205643,0.3773660903983758,0.28641223887119444,0.5183008653928783,0.3730619201205643,0.3773660903983758,0.3773660903983758,0.3773660903983758,0.3730619201205643,0.3773660903983758,0.3773660903983758,0.3773660903983758,1.0503906349218528,0.3730619201205643,0.3773660903983758,0.3773660903983758,0.3773660903983758,0.3101661567111359,0.3730619201205643,0.3773660903983758,0.3773660903983758,0.3773660903983758,0.3773660903983758,0.5674657037995271,0.3390189338712986,0.6436480028328178
H,,,,,,,,1.9685995681386514,,,,1.9685995681386514,,,,1.9685995681386514,,,,1.9685995681386514,,,,,1.9685995681386514,,,,,1.9685995681386514,,,,,0.08147391948180892,,
DBCV,0.052738767329979785,0.5905821713251002,-0.3483524012966473,0.18647037652025686,0.6881319177235836,0.6728773977973355,0.561752170326383,0.9056029165157184,0.8900185009313304,0.5905165951417215,0.568789101641336,0.9056029165157184,0.8900185009313304,0.9112339233277468,0.750494924062537,0.9056029165157184,0.8900185009313304,0.8900185009313304,0.8900185009313304,0.9056029165157184,0.8900185009313304,0.8900185009313304,0.8900185009313304,0.6445897512461753,0.9056029165157184,0.8900185009313304,0.8900185009313304,0.8900185009313304,0.23673780887473553,0.9056029165157184,0.8900185009313304,0.8900185009313304,0.8900185009313304,0.8900185009313304,0.803989790523349,0.23110354195253302,0.10803173930091153
I,2806.4945352647596,0.1183025759142648,0.6326700214238791,4.631457229893978,0.16389542639812324,0.05071139066298441,1.8661234636984902,0.2442978052979699,5.5791303787931004e-05,0.11730158142679174,2.6184328398405325,0.2442978052979699,5.5791303787931004e-05,6.726791291232103e-05,0.37611590314655136,0.2442978052979699,5.5791303787931004e-05,5.5791303787931004e-05,5.5791303787931004e-05,0.2442978052979699,5.5791303787931004e-05,5.5791303787931004e-05,5.5791303787931004e-05,1.689964557581675,0.2442978052979699,5.5791303787931004e-05,5.5791303787931004e-05,5.5791303787931004e-05,0.05727094459202176,0.2442978052979699,5.5791303787931004e-05,5.5791303787931004e-05,5.5791303787931004e-05,5.5791303787931004e-05,0.3510804716667116,8.320177355358927,83.26407171433641
C,0.7285926016071712,0.27237730756382955,0.3871101573561236,0.6958268650792442,0.008546787533232417,0.04092995820816342,0.2930968604265776,0.2882938439287881,0.2895279036785973,0.027111213651042305,0.28408326098439973,0.2882938439287881,0.2895279036785973,0.2863872371573603,0.11229980777791947,0.2882938439287881,0.2895279036785973,0.2895279036785973,0.2895279036785973,0.2882938439287881,0.2895279036785973,0.2895279036785973,0.2895279036785973,0.2057033831363497,0.2882938439287881,0.2895279036785973,0.2895279036785973,0.2895279036785973,0.15078661098609866,0.2882938439287881,0.2895279036785973,0.2895279036785973,0.2895279036785973,0.2895279036785973,0.0322148997185287,0.7144812207737291,0.6909386186107974
CDbw,1.2579065654508141,0.9031745741487908,0.0,0.9054438379936158,2.3551976839252564,0.4239739044097257,1.0596112989519997,3.022577336221766,0.06996928166286455,0.4410504217360791,0.8471267198209428,3.022577336221766,0.06996928166286455,0.07484355085049078,0.8302605738826411,3.022577336221766,0.06996928166286455,0.06996928166286455,0.06996928166286455,3.022577336221766,0.06996928166286455,0.06996928166286455,0.06996928166286455,0.7398164710985067,3.022577336221766,0.06996928166286455,0.06996928166286455,0.06996928166286455,0.10004917052958154,3.022577336221766,0.06996928166286455,0.06996928166286455,0.06996928166286455,0.06996928166286455,9.76447539770843,0.4390414317124575,1.0617547486671906
VIASCKDE,0.4571023771059655,0.44118849078103234,,0.38172307635243474,0.5504762251976525,0.5205785357253129,0.584136246042133,0.6154127050812761,0.6154127050812761,0.5504720438397365,0.6157985338527464,0.6154127050812761,0.6154127050812761,0.6078818712075568,0.5639741736081103,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6147887592514882,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.5830334619877982,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.6154127050812761,0.612091729239389,0.3126233559412869,0.41647510851538366
COP,0.24613323431311523,0.4729735403072766,0.36698812011800047,0.2860727752236112,0.39583600263321667,0.397434456422031,0.13299012722114803,0.5423884355497829,0.1786849575173766,0.4187683008285485,0.13270869504414212,0.5423884355497829,0.1786849575173766,0.17817223505377897,0.34999977366051255,0.5423884355497829,0.1786849575173766,0.1786849575173766,0.1786849575173766,0.5423884355497829,0.1786849575173766,0.1786849575173766,0.1786849575173766,0.12774458728275404,0.5423884355497829,0.1786849575173766,0.1786849575173766,0.1786849575173766,0.15779312908015178,0.5423884355497829,0.1786849575173766,0.1786849575173766,0.1786849575173766,0.1786849575173766,0.1733576378783655,0.2967097328879207,0.2559656900591823
Sym,0.0034640455684776844,0.008125421643862289,0.017590641084670507,0.0030753509587751466,0.025923232079049015,0.0057549168148137144,0.03216754272815519,0.07190939427969045,0.0010546084287770669,0.007382971787731609,0.03925642386688477,0.07190939427969045,0.0010546084287770669,0.0038028254103738062,0.013193003583904699,0.07190939427969045,0.0010546084287770669,0.0010546084287770669,0.0010546084287770669,0.07190939427969045,0.0010546084287770669,0.0010546084287770669,0.0010546084287770669,0.025920972992965252,0.07190939427969045,0.0010546084287770669,0.0010546084287770669,0.0010546084287770669,0.007018791115356408,0.07190939427969045,0.0010546084287770669,0.0010546084287770669,0.0010546084287770669,0.0010546084287770669,0.08953129743985945,0.002343508485908234,0.0028975239849249493
CS,2.756575598172579,1.0415909732643798,2.762412850144886,2.730367761075955,0.6644399665567501,1.4188894939235328,1.4522461510846247,0.2966336783844854,137.12507713439925,1.51358224709198,2.130735756302718,0.2966336783844854,137.12507713439925,23.687263791695013,1.3235303656892905,0.2966336783844854,137.12507713439925,137.12507713439925,137.12507713439925,0.2966336783844854,137.12507713439925,137.12507713439925,137.12507713439925,2.4703467866069104,0.2966336783844854,137.12507713439925,137.12507713439925,137.12507713439925,5.867259556819852,0.2966336783844854,137.12507713439925,137.12507713439925,137.12507713439925,137.12507713439925,0.1638728235695638,1.5837710353538648,2.531585525212205
SF,0.4891416876128545,0.32523851008227755,0.3823426199816916,0.42390348235201714,0.15685653979613667,0.15604438090597472,0.3557714952083293,0.37751871623880295,0.11736013403675727,0.17529069272675302,0.3552734087406467,0.37751871623880295,0.11736013403675727,0.13840110006913275,0.25012959611387087,0.37751871623880295,0.11736013403675727,0.11736013403675727,0.11736013403675727,0.37751871623880295,0.11736013403675727,0.11736013403675727,0.11736013403675727,0.32075517114340224,0.37751871623880295,0.11736013403675727,0.11736013403675727,0.11736013403675727,0.11555972471913001,0.37751871623880295,0.11736013403675727,0.11736013403675727,0.11736013403675727,0.11736013403675727,0.49150663322889254,0.38673416842449804,0.4660061884582555
SD,5658513.540777149,6691989.002660615,23200883.668377526,6935977.498437395,5531819.002360805,9900022.853372779,29197176.567530774,20871032.044626497,270868264.1693447,22263970.43004425,37095653.80532254,20871032.044626497,270868264.1693447,232449661.68675852,23612451.225437835,20871032.044626497,270868264.1693447,270868264.1693447,270868264.1693447,20871032.044626497,270868264.1693447,270868264.1693447,270868264.1693447,42022664.400432795,20871032.044626497,270868264.1693447,270868264.1693447,270868264.1693447,178843113.7482104,20871032.044626497,270868264.1693447,270868264.1693447,270868264.1693447,270868264.1693447,12091450.057791512,2103098.428581035,5221532.84691782
SDbw,1.7871358204912582,0.34214352750309485,1.554479156177343,1.6970516026963116,0.20099263161481168,0.39022985108571995,1.9741007218051554,4.588075759003359,5.186059331013352,0.6508498989716527,1.869815503747387,4.588075759003359,5.186059331013352,4.5524084696336855,0.7588953288265032,4.588075759003359,5.186059331013352,5.186059331013352,5.186059331013352,4.588075759003359,5.186059331013352,5.186059331013352,5.186059331013352,1.4922053476423602,4.588075759003359,5.186059331013352,5.186059331013352,5.186059331013352,3.615632643331215,4.588075759003359,5.186059331013352,5.186059331013352,5.186059331013352,5.186059331013352,0.21694335962873176,1.101854121344907,1.750155738431468
XB*,710.1639060932389,910.773015916871,599.7353479250046,300.2125893023399,26.95389329730764,66.47527436155495,913.5499744933884,763.4660951222452,28860.16622730023,27.872244582349516,1224.893564479369,763.4660951222452,28860.16622730023,3073.970007688756,265.5813016752434,763.4660951222452,28860.16622730023,28860.16622730023,28860.16622730023,763.4660951222452,28860.16622730023,28860.16622730023,28860.16622730023,572.0982002778994,763.4660951222452,28860.16622730023,28860.16622730023,28860.16622730023,236.69663508340255,763.4660951222452,28860.16622730023,28860.16622730023,28860.16622730023,28860.16622730023,0.08782359256763482,957.3569256208212,346.8287506192922
S,-0.5271049555226857,0.0679112446350319,-0.3661289378478726,-0.26956316644724904,0.46392866048149584,0.4266563665044977,0.1875634025971441,0.29520828013791023,0.2762047417773167,0.45582021027959335,0.23643119753288702,0.29520828013791023,0.2762047417773167,0.2756910214276099,0.4026354614853143,0.29520828013791023,0.2762047417773167,0.2762047417773167,0.2762047417773167,0.29520828013791023,0.2762047417773167,0.2762047417773167,0.2762047417773167,0.3479184114582699,0.29520828013791023,0.2762047417773167,0.2762047417773167,0.2762047417773167,0.3754617017452128,0.29520828013791023,0.2762047417773167,0.2762047417773167,0.2762047417773167,0.2762047417773167,0.5070454045474698,-0.29211030679098476,-0.43328141150103305
DB,4.567267582850122,4.097471078092656,12.516789892536693,5.581273215143373,1.0145418436227387,1.7889205381359448,14.473722046362264,11.228778764343431,166.2740995660188,1.8794979867437451,20.58205163214958,11.228778764343431,166.2740995660188,24.38712109292852,5.485583939361465,11.228778764343431,166.2740995660188,166.2740995660188,166.2740995660188,11.228778764343431,166.2740995660188,166.2740995660188,166.2740995660188,14.20636166293894,11.228778764343431,166.2740995660188,166.2740995660188,166.2740995660188,10.421042512761867,11.228778764343431,166.2740995660188,166.2740995660188,166.2740995660188,166.2740995660188,0.25236145667691584,4.698911737486301,5.025835756605217
CH,0.25264183256763467,6.984655944972509,2.7051206444008384,1.1011014608041976,330.64117831331384,61.66083163389048,21.132427490030903,27.86875775393958,0.2129519501999073,144.67797949963577,32.16395020510106,27.86875775393958,0.2129519501999073,0.9091583012947483,88.88160330547846,27.86875775393958,0.2129519501999073,0.2129519501999073,0.2129519501999073,27.86875775393958,0.2129519501999073,0.2129519501999073,0.2129519501999073,79.12664637858668,27.86875775393958,0.2129519501999073,0.2129519501999073,0.2129519501999073,84.95859884978393,27.86875775393958,0.2129519501999073,0.2129519501999073,0.2129519501999073,0.2129519501999073,34.733914721102124,0.5230527019006252,0.4477867565184507
AD-S,-0.04476703367025094,-0.1679836860249158,-0.3892473623040985,0.06279976047751532,0.659207752289366,0.6145120031531988,0.4771376367736216,0.8845838588209226,0.8730225129211245,0.5818155577970183,0.47208348882442086,0.8845838588209226,0.8730225129211245,0.5069793306940862,0.5624052553354176,0.8845838588209226,0.8730225129211245,0.8730225129211245,0.8730225129211245,0.8845838588209226,0.8730225129211245,0.8730225129211245,0.8730225129211245,0.5398203257013662,0.8845838588209226,0.8730225129211245,0.8730225129211245,0.8730225129211245,0.5100155252141257,0.8845838588209226,0.8730225129211245,0.8730225129211245,0.8730225129211245,0.8730225129211245,0.767485648841041,-0.26879192228130583,0.010066233905442291
AD-DB,12.0502511575489,2.780154787055121,18.810598088917637,14.548919166551558,1.0982562871680264,4.587842262116143,1.7256765638195843,0.1264089148584379,1.5727250259919796,4.830536523452861,2.2424774962357836,0.1264089148584379,1.5727250259919796,11.667319869203723,2.776968385771398,0.1264089148584379,1.5727250259919796,1.5727250259919796,1.5727250259919796,0.1264089148584379,1.5727250259919796,1.5727250259919796,1.5727250259919796,2.0156847708935564,0.1264089148584379,1.5727250259919796,1.5727250259919796,1.5727250259919796,14.951152920910317,0.1264089148584379,1.5727250259919796,1.5727250259919796,1.5727250259919796,1.5727250259919796,0.18299375866414272,14.20485400911557,12.874368056239415
AD-CH,0.30790817180518687,11.239576066313314,9.875815815852317,5.3027121463846125,207.7878572279049,117.51717441601147,574.0838399037693,698.5826104247736,1169.751112371809,232.02735703858932,743.3844045487682,698.5826104247736,1169.751112371809,1078.7422031828619,355.76939088953674,698.5826104247736,1169.751112371809,1169.751112371809,1169.751112371809,698.5826104247736,1169.751112371809,1169.751112371809,1169.751112371809,781.6213085585284,698.5826104247736,1169.751112371809,1169.751112371809,1169.751112371809,753.9388662667077,698.5826104247736,1169.751112371809,1169.751112371809,1169.751112371809,1169.751112371809,22.432786628291765,1.4731071240592128,0.5628664285424935
AD-idea,1.697308866833138,5586.025521183457,6.767154278763744,4.38308190576345,17007644508.064184,33491.15511221696,29.568684532891087,50573447.87557548,96.03200765438102,271.43534116752164,15.520493200907366,50573447.87557548,96.03200765438102,94.29843251451553,106.24003979869445,50573447.87557548,96.03200765438102,96.03200765438102,96.03200765438102,50573447.87557548,96.03200765438102,96.03200765438102,96.03200765438102,14.716980020854379,50573447.87557548,96.03200765438102,96.03200765438102,96.03200765438102,21.302735124967896,50573447.87557548,96.03200765438102,96.03200765438102,96.03200765438102,96.03200765438102,2159572.0419704583,42.45760113368915,2.4373143925640686
