,labels_zigzag_noisy_DBSCAN_params11,labels_zigzag_noisy_DBSCAN_params16,labels_zigzag_noisy_DBSCAN_params17,labels_zigzag_noisy_DBSCAN_params18,labels_zigzag_noisy_DBSCAN_params21,labels_zigzag_noisy_DBSCAN_params22,labels_zigzag_noisy_DBSCAN_params23,labels_zigzag_noisy_DBSCAN_params24,labels_zigzag_noisy_DBSCAN_params26,labels_zigzag_noisy_DBSCAN_params27,labels_zigzag_noisy_DBSCAN_params28,labels_zigzag_noisy_DBSCAN_params29,labels_zigzag_noisy_DBSCAN_params31,labels_zigzag_noisy_DBSCAN_params32,labels_zigzag_noisy_DBSCAN_params33,labels_zigzag_noisy_DBSCAN_params34,labels_zigzag_noisy_DBSCAN_params38,labels_zigzag_noisy_DBSCAN_params39,labels_zigzag_noisy_DBSCAN_params40,labels_zigzag_noisy_DBSCAN_params44,labels_zigzag_noisy_DBSCAN_params45,labels_zigzag_noisy_DBSCAN_params49,labels_zigzag_noisy_DBSCAN_params50,labels_zigzag_noisy_DBSCAN_params6
VIASCKDE,0.29264558263104334,0.4030733231979419,0.469449991433278,0.38612418136352855,0.4888864260988288,0.4841661322371879,0.5972723921535052,0.4870452701428958,0.575940213441936,0.5333804094572302,0.5871731689767932,0.5960165575576998,0.4779845601687243,0.6231913947377277,0.5862824248781657,0.629423330565812,0.47181985761487955,0.5859936469034123,0.6286825091160431,0.5607182851681165,0.6310119259643707,0.5321476732948649,0.552785545351735,0.4207245995558777
COP,0.240575688453689,0.20490114580562988,0.20329394615128057,0.20445305371737188,0.18048835693938192,0.1654855766484545,0.19994183045468483,0.20191247059303713,0.15633251802028864,0.1632219584833099,0.1925523801437455,0.1993916563012203,0.24982493280403384,0.20655458164838952,0.16443593746865343,0.19871035229854345,0.22869215059306422,0.1732604017942554,0.1973274341381452,0.20448348686281803,0.19609686831612777,0.18537404581462585,0.202763436884486,0.24714094443316664
Sym,0.013578219300041968,0.009167895032664608,0.027310497300650237,0.039801675824465074,0.011172731539188666,0.010536388496720917,0.040442785160740256,0.0399749298963937,0.024374843347709167,0.015102428953528738,0.024781598270870342,0.040172001941891695,0.032075188710869264,0.02718971340853195,0.02422561331236706,0.041791100500974426,0.010909106796746223,0.02294725914858599,0.040664755773290304,0.012745435515311451,0.03974734646764431,0.012219835521259345,0.03407742253411846,0.031323197915896606
CS,0.9677484644863557,0.857700253471481,1.3050903134723384,1.3560761316986165,0.9329968496063497,0.853411786218985,1.4299047308079593,1.3596534962325533,1.1655114692072401,1.1370072966043967,1.0733309635298782,1.4288287762287144,2.6221322566998007,2.4299721602829525,1.2426077402689404,1.4678667972126502,3.3830270571806023,1.0894936686616892,1.4753946366439432,2.0017584474939794,1.5724413768845478,2.222368411049105,2.0080793523155895,1.3399181142990362
SF,0.34496533854360956,0.20402757827992823,0.33705842587767865,0.35372830885441076,0.11934915679897085,0.17163408072378183,0.3460148632732315,0.3527076340662565,0.10960583297396687,0.10798085015283798,0.33108083340043415,0.34620045492227147,0.19453142475968743,0.1720140180885389,0.16602498881057215,0.34228441281881394,0.1383101630401402,0.27179959302410983,0.3401194643342559,0.1835740548373862,0.3347871226766135,0.1416919609088042,0.28012549996172864,0.39435959101626283
SD,99915.40821118915,56032.42713857123,343747.1231685053,436672.30135339365,66304.79118395018,83617.17868261419,454680.19020511635,441381.2508501609,191087.46588781336,125152.14304705044,339814.40551517,454425.974620585,915984.8003536629,728365.6078251605,190431.1329643162,461073.82434963563,1197660.750488229,313082.8528627043,463396.0656088215,658506.3805968264,471079.1474361626,849674.170101532,588652.2148469223,281749.8155476101
SDbw,0.6093825741729568,0.2772360705724588,1.229870593914781,1.6089782453577803,0.21232797891930097,0.2997492360673336,1.5068777642572035,1.55675970658107,0.46142879518621427,0.33545039006913796,1.1974395823228527,1.506650296736447,2.2518419432976122,1.7326334936577514,0.464944477990934,1.4852485047521946,1.9005602842929654,0.987128192984168,1.4672805144837167,1.4908475200436986,1.4387365069861264,1.5295674386788778,1.4028443061926055,1.8875472515574727
XB*,833.6180708777929,647.6079432419086,3.3931431174671443,1.8705468935510081,35.76252302866906,56.99866685929015,1.922650515901162,1.8598418154048855,6.065921116647317,16.50521019712145,2.1040678246687796,1.9224090276098451,10.348673935800688,5.328711643059683,57.11151733608977,1.9731785370902144,11.53653186081096,2.0933972421179354,1.9617374014925775,3.6582273967827215,1.947901090374124,10.39479943267346,2.4933200839798615,176.16538861970812
S,-0.4204240363917124,0.16430654517871582,-0.029015045499779055,-0.01888802131577549,0.39198510461579195,0.24382014037960711,0.053406288133228584,0.009057817850648131,0.4516140422330657,0.40096397464961026,0.06930039790503059,0.053546915662310256,0.011571813755045077,0.08500383773749258,0.2943215490991751,0.0769043022441232,0.325968707042978,0.17939525166890127,0.08463074000788877,0.3363353527670159,0.10559344732243657,0.4449776297181965,0.2005346160690047,-0.32711157528841484
DB,1.2425005116302685,2.6769542563281696,1.596516145221838,1.3838202701721454,1.4423742290022707,1.9048136408339758,1.4213373896289598,1.3869236461147947,1.6075219297470331,1.7599716081158798,1.278511826554877,1.4211331836684034,3.9914070192528506,2.7869038401642188,2.6421039366720636,1.441720883654252,3.967428070877702,1.3329650928486687,1.4511297162497343,2.124756546769193,1.4628152032994983,2.771776127020519,1.774429363097305,1.0666382687809244
CH,4.09839300006401,15.416851331442437,25.696594509817288,32.941684779422424,44.61992495827155,25.275663904456458,39.416805713062544,35.288716905697235,149.93689247133898,78.10690264848556,37.37673187846886,39.401291906159,3.37305425542365,29.96417328377761,53.303693060834924,41.895889840120205,89.0959519452918,51.24514044908301,42.534692242276286,79.16814520944442,46.01149645091631,149.19599189239733,62.33113749741887,2.573421902934962
AD-S,-0.060135377852161644,0.38036001740414355,0.2671679996912832,0.24829889058431454,0.4874963822719142,0.40012620406174604,0.30752222333171547,0.2728764202572331,0.46083041526748125,0.4339944304786989,0.2997151355160116,0.3099722585787062,0.1940928297704527,0.32643181691997264,0.3620374998024144,0.3164211853446978,0.07630873037354129,0.34214685214805246,0.31482482801792155,0.056476807658932655,0.32204908049857134,-0.07309481475348568,0.2825670622489465,-0.09930110900265292
AD-DB,1.106556020337931,1.2697802952255393,1.2713581582738178,1.1024181163671323,1.4943516636508987,1.4161593427712786,1.1303532836244468,1.101799551081599,1.715826327476397,1.612765229425216,1.2412066672248687,1.1170803728930627,1.5699048698759663,1.4841385921059138,1.7539720996462402,1.1524042819646774,1.6925202058876578,1.4062427038748297,1.1720795720753714,1.7079439925538882,1.1791640061740924,1.793523271351456,1.398120848999092,1.0726217739577235
AD-CH,6.711770492068126,18.612509290079082,50.35429737423986,62.671990691088375,25.557989325430018,27.99422486868897,75.98619665677754,67.79337792320491,54.96300874552366,37.50860232062558,70.63946461110001,76.33268527984097,7.3846498301351815,61.723280330029574,49.82141013251513,80.24110653970719,154.16188795552964,70.99892058593032,81.69138951560097,109.35386187016667,86.19980918751128,105.35046722868319,124.88439077389366,2.9651084137751735
AD-idea,2.717057398768646,3218.9375472681104,3.7448666940102697,2.767178753809617,110018.80065793273,96.65077035510642,2.9519029395929617,2.8926746720176966,238.03988623345722,1184.8515915665,4.671928343363889,3.0369900321446694,1.345044704182899,16.446079697597874,97.04865697578406,2.8694199561596596,1.2015831672473822,7.134751135716203,2.7657923225258347,2.410218839333282,2.749893148582053,1.0599476840147724,2.0378634707286984,1.1366350508296348
