,labels_trajectories_MeanShift_params1,labels_trajectories_MeanShift_params10,labels_trajectories_MeanShift_params11,labels_trajectories_MeanShift_params12,labels_trajectories_MeanShift_params13,labels_trajectories_MeanShift_params14,labels_trajectories_MeanShift_params15,labels_trajectories_MeanShift_params16,labels_trajectories_MeanShift_params17,labels_trajectories_MeanShift_params18,labels_trajectories_MeanShift_params19,labels_trajectories_MeanShift_params2,labels_trajectories_MeanShift_params20,labels_trajectories_MeanShift_params27,labels_trajectories_MeanShift_params28,labels_trajectories_MeanShift_params29,labels_trajectories_MeanShift_params3,labels_trajectories_MeanShift_params30,labels_trajectories_MeanShift_params4,labels_trajectories_MeanShift_params5,labels_trajectories_MeanShift_params6,labels_trajectories_MeanShift_params7,labels_trajectories_MeanShift_params8,labels_trajectories_MeanShift_params9
B,0.029416565857193763,0.06519325868337131,0.06566968117545462,0.06585982893378449,0.06598001630702396,0.06598001630702396,0.06519325868337131,0.06519325868337131,0.10165573587664817,0.10165573587664817,0.10177696513638688,0.029417958774835058,0.10177564250958701,0.10165573587664817,0.10161998216101835,0.10069092070952373,0.05589291213567523,0.3000129593348775,0.0571979164050622,0.06606588073326239,0.0660708122821766,0.06598001630702396,0.06598001630702396,0.06519325868337131
BH,16.49009465020762,90.5544907643492,89.80129975773005,89.82703497055559,89.97850636192113,89.97850636192113,90.5544907643492,90.5544907643492,170.41414771790213,170.41414771790213,170.61666131238718,16.490132269993307,170.6064249571801,170.41414771790213,170.35900821066156,168.86778457814611,67.03344749850672,610.4710487050496,67.17632487778626,90.01649588801646,90.02639495582189,89.97850636192113,89.97850636192113,90.5544907643492
D,0.19080793987798822,0.3013514994920341,0.2923472606911065,0.27561110186137067,0.2662454983254537,0.2662454983254537,0.3013514994920341,0.3013514994920341,0.3572122439792929,0.3572122439792929,0.3544404231889968,0.19080793987798822,0.3544404231889968,0.3572122439792929,0.356799710184338,0.33214643219080203,0.18141349402084483,0.32273209312555284,0.162278179812645,0.256908340582628,0.256908340582628,0.2662454983254537,0.2662454983254537,0.3013514994920341
H,1.5138194843781514,0.3815538544269904,0.37613024720840693,0.3755639265923617,0.37590402812960155,0.37590402812960155,0.3815538544269904,0.3815538544269904,0.29693524734458343,0.29693524734458343,0.29741679966686374,1.5142728522073035,0.29739566516402094,0.29693524734458343,0.2967980769718193,0.2918863147887687,0.5468356259800686,0.3966436892162025,0.5637281781107804,0.3761289325332495,0.3761454083246104,0.37590402812960155,0.37590402812960155,0.3815538544269904
DBCV,-0.8816769229877051,-0.5232775695746636,-0.3900841165064686,-0.40975187903339055,-0.4991100917123947,-0.4991100917123947,-0.5232775695746636,-0.5232775695746636,-0.42235139433323304,-0.42235139433323304,-0.6631805121640854,-0.890462007159191,-0.44929593335976553,-0.42235139433323304,-0.37703299035796567,0.8569918347322839,0.41493770593470264,-0.5096046653494156,0.37675908477836545,-0.5023803333748484,-0.49454137924883307,-0.4991100917123947,-0.4991100917123947,-0.5232775695746636
I,1.0788539361296612,1.399273225489503,1.3545824274442424,1.3435296957529363,1.3414010411747226,1.3414010411747226,1.399273225489503,1.399273225489503,1.467262227458661,1.467262227458661,1.4677701487705856,1.0787997140258452,1.4675421239606752,1.467262227458661,1.4672151006783012,1.4613007660425539,1.3380432546168126,0.5881909959356747,1.2914257893038201,1.3376505140478665,1.3376648830691715,1.3414010411747226,1.3414010411747226,1.399273225489503
C,0.018955739410725893,0.01348234905992275,0.013202452074520837,0.013237656611602212,0.01336754514398639,0.01336754514398639,0.01348234905992275,0.01348234905992275,0.020743169389854106,0.020743169389854106,0.020826757177916336,0.01897405804003879,0.020820615822713114,0.020743169389854106,0.02072167253577567,0.02015686045377411,0.015533447279041863,0.09949331518914564,0.016065284796894688,0.013390730269977634,0.013400180521550977,0.01336754514398639,0.01336754514398639,0.01348234905992275
CDbw,0.3285401812230877,0.2852853794333807,0.11425377125879503,0.12161128530545941,0.3118884167090718,0.3118884167090718,0.2852853794333807,0.2852853794333807,0.08131549261111448,0.08131549261111448,0.06650781902275286,0.3296482622077008,0.0682946136134145,0.08131549261111448,0.07992077520177128,0.1515435687566834,0.18081840517298306,0.07439091997704621,0.22882859666486421,0.3135007806091033,0.31355851066092455,0.3118884167090718,0.3118884167090718,0.2852853794333807
VIASCKDE,0.7247031957660598,0.7338261978399161,0.7376112015693851,0.7384858632321736,0.7385980492660973,0.7385980492660973,0.7338261978399161,0.7338261978399161,0.738683227531123,0.738683227531123,0.7383816642554236,0.7249886537889217,0.7383967448455329,0.738683227531123,0.7385405860095529,0.739377591464758,0.7436261403438567,0.7422181233522229,0.7374797777802595,0.7385862387965384,0.7386829347793442,0.7385980492660973,0.7385980492660973,0.7338261978399161
COP,0.14488062616975925,0.18149348785237293,0.18030543014962797,0.18056708814088798,0.18080441772304875,0.18080441772304875,0.18149348785237293,0.18149348785237293,0.19085832371063816,0.19085832371063816,0.18939139492179075,0.14477890917911374,0.18937783346995785,0.19085832371063816,0.19098975895661946,0.19919141588111897,0.16865329954368352,0.25190334424186733,0.16976923759682985,0.1802716326838766,0.1802862591525479,0.18080441772304875,0.18080441772304875,0.18149348785237293
Sym,0.0059135381003511,0.0058265821483844795,0.005658415177573883,0.00566794197959055,0.005794610056538943,0.005794610056538943,0.0058265821483844795,0.0058265821483844795,0.004413646781174309,0.004413646781174309,0.00436758133770755,0.0059278444216162955,0.004364323046663992,0.004413646781174309,0.004430702242353025,0.0050510344667416066,0.005934262856736126,0.0027126955678046343,0.006013256748865167,0.005837217856897149,0.0058427437302321856,0.005794610056538943,0.005794610056538943,0.0058265821483844795
CS,1.1236092685395307,0.7919490074814671,0.7995012317220427,0.7996119743302273,0.7994981438883831,0.7994981438883831,0.7919490074814671,0.7919490074814671,0.8908724465411166,0.8908724465411166,0.8937797138678057,1.1230150545275266,0.8930820468490979,0.8908724465411166,0.8909080227176106,0.7932401946581211,0.8154840577962459,1.0523258634463515,0.8043910199488988,0.8002584405316232,0.8002315681499075,0.7994981438883831,0.7994981438883831,0.7919490074814671
SF,0.2675423136237247,0.3497134270848672,0.3515905599190806,0.35181092565180694,0.35180600829840847,0.35180600829840847,0.3497134270848672,0.3497134270848672,0.3694063406862146,0.3694063406862146,0.36931828133109323,0.267565129784641,0.3693214005196078,0.3694063406862146,0.36943187461323346,0.370252056201276,0.33835211579390156,0.32180985788924965,0.3350121214664197,0.3518449431185363,0.35184034865706726,0.35180600829840847,0.35180600829840847,0.3497134270848672
SD,57810250.06632324,159957646.83056715,157888190.77700964,157751690.54850835,157796358.75921196,157796358.75921196,159957646.83056715,159957646.83056715,244638748.35459325,244638748.35459325,245119420.99140924,57795877.48865266,245115635.72010255,244638748.35459325,244484432.59197596,239166983.71070564,124138595.50533365,698089176.1753209,125364251.3191281,157831284.05159003,157834809.57673332,157796358.75921196,157796358.75921196,159957646.83056715
SDbw,0.19750544819286844,0.2517414206383669,0.25449826227580064,0.25474487603934015,0.25452009799632985,0.25452009799632985,0.2517414206383669,0.2517414206383669,0.3305434393314125,0.3305434393314125,0.3306871101270108,0.197407587113487,0.3308190010533165,0.3305434393314125,0.3304599877304524,0.32703814911825774,0.28094748310374407,0.8854908394908441,0.28503765080929555,0.2543760795429359,0.25427226720961355,0.25452009799632985,0.25452009799632985,0.2517414206383669
XB*,0.44908373347642844,0.14206397981152769,0.14744548165431598,0.15246440007022893,0.15313080100400905,0.15313080100400905,0.14206397981152769,0.14206397981152769,0.17082932441455645,0.17082932441455645,0.16960019793718265,0.44908373347642844,0.16964110190489828,0.17082932441455645,0.17122784718763717,0.1875447117359057,0.34073782812643744,0.2798337238577323,0.3284392800179416,0.15478288316189895,0.15478288316189895,0.15313080100400905,0.15313080100400905,0.14206397981152769
S,0.497900979654852,0.6434963382325541,0.6474600725979521,0.6473279710975465,0.6469961063239112,0.6469961063239112,0.6434963382325541,0.6434963382325541,0.6447259541814307,0.6447259541814307,0.6444909788352208,0.49778487119480125,0.6445211411963495,0.6447259541814307,0.6447793517990594,0.6464669762211607,0.6351592311782163,0.5030875308784881,0.6296194978223739,0.6468273642650324,0.6468034128920691,0.6469961063239112,0.6469961063239112,0.6434963382325541
DB,0.6963192666874233,0.504445472002611,0.49974553811161265,0.499367232341308,0.49998661602777367,0.49998661602777367,0.504445472002611,0.504445472002611,0.4878713641277349,0.4878713641277349,0.48817845912103236,0.6964459463636518,0.4881782262082473,0.4878713641277349,0.487776609400945,0.4848210411962133,0.5344178723141466,0.6949483448062647,0.5522384173858653,0.49997967266023285,0.5000332356600703,0.49998661602777367,0.49998661602777367,0.504445472002611
CH,30437.060689928643,29005.080895571897,29269.3131747105,29260.21170690491,29206.74811529204,29206.74811529204,29005.080895571897,29005.080895571897,24571.579076134174,24571.579076134174,24538.458898689376,30436.988973456966,24540.131121275033,24571.579076134174,24580.61053045331,24827.09889750445,26370.400215457794,10581.732226814544,26310.061740758334,29193.367491705947,29189.88270904747,29206.74811529204,29206.74811529204,29005.080895571897
AD-S,0.1352115258617218,0.8038801114251292,0.8335778444732601,0.8288852854200078,0.827009323617782,0.827009323617782,0.8038801114251292,0.8038801114251292,0.9175820786106247,0.9175820786106247,0.9166326457052739,0.1354627407121349,0.9168225987761441,0.9175820786106247,0.9177652935368855,0.9252727777520647,0.767691241822343,0.6148718630566435,0.7648919653022593,0.8275288858182929,0.8273389327474225,0.827009323617782,0.827009323617782,0.8038801114251292
AD-DB,2.125833820553387,0.5347413813164685,0.4394653140933194,0.4548249730635715,0.4594086239158647,0.4594086239158647,0.5347413813164685,0.5347413813164685,0.1647156317596171,0.1647156317596171,0.16708376371325392,2.1168553314031087,0.1666022815170393,0.1647156317596171,0.1642630725003659,0.1481656268818053,0.9122183538172299,0.5529587342265896,0.9477080296224455,0.45838922267312043,0.4588444464614071,0.4594086239158647,0.4594086239158647,0.5347413813164685
AD-CH,13813.907268696925,33648.14023663589,36770.99295847297,36319.19821201593,35127.14101466129,35127.14101466129,33648.14023663589,33648.14023663589,39914.583793568134,39914.583793568134,39543.461804581544,13885.47641451592,39631.03670278226,39914.583793568134,39977.918908381085,42802.685159672525,29619.327423509058,14923.021319709174,29465.90503328001,35232.41444731457,35141.247809015425,35127.14101466129,35127.14101466129,33648.14023663589
AD-idea,6.263809921488668,5667.3843260620715,14875.304479921786,14760.636340315586,14887.54014291124,14887.54014291124,5667.3843260620715,5667.3843260620715,18053.15805807685,18053.15805807685,17201.021755856178,6.2160528870347,17264.583046339492,18053.15805807685,18306.342416908723,42200.22076254383,9148.333555742505,274.130728119457,9786.620284194307,15509.959337569466,15458.651785634078,14887.54014291124,14887.54014291124,5667.3843260620715
