,labels_mk2_DBSCAN_params1,labels_mk2_DBSCAN_params11,labels_mk2_DBSCAN_params12,labels_mk2_DBSCAN_params16,labels_mk2_DBSCAN_params17,labels_mk2_DBSCAN_params18,labels_mk2_DBSCAN_params2,labels_mk2_DBSCAN_params21,labels_mk2_DBSCAN_params22,labels_mk2_DBSCAN_params23,labels_mk2_DBSCAN_params24,labels_mk2_DBSCAN_params26,labels_mk2_DBSCAN_params27,labels_mk2_DBSCAN_params28,labels_mk2_DBSCAN_params29,labels_mk2_DBSCAN_params31,labels_mk2_DBSCAN_params32,labels_mk2_DBSCAN_params33,labels_mk2_DBSCAN_params34,labels_mk2_DBSCAN_params6,labels_mk2_DBSCAN_params7
D,0.8712066706079395,0.06929869044401595,0.263700147730767,0.08690392130693372,0.12343675193285689,0.2291207826834508,80.18328685555524,0.07898573987741354,0.07898573987741354,0.1173273948919809,0.3958180944504989,0.020759018910196787,0.024915169412584183,0.1241915292763828,0.6077928326269048,0.17352863423308434,0.17352863423308434,0.01825276414058586,0.16061603843129157,0.20801441510052196,0.9524043146332963
H,0.17080945493346247,4.1912272868060345,1.142010617877583,7.501109896137732,5.13900048757145,0.9867611851525844,2.721928221637455e-05,6.453012970574657,5.521745735222575,3.4340415501206554,0.1727606318477823,5.78592241007288,5.543728243419487,5.382412711145058,0.3161665449132811,2.836336593061086,2.8206315982385135,4.315505156955343,2.895107926559185,1.5514985064078428,0.09623949774248444
DBCV,0.9981750432977513,0.8551701721052966,0.9315902405497974,0.578154267052174,0.6656149760416556,0.7531925433438821,0.9999788423927339,0.5523079171385421,0.6366566688034373,0.7557367988703935,0.8949013319137165,0.11715695754685974,0.3076022948892722,0.38595895906251504,0.9114790588230249,-0.05024395125414466,-0.03957540449573605,0.5077759218120451,0.24056363357809168,0.9719428966091453,0.9851632321847427
I,88.34301438327746,0.22585314190682532,1.5737439582310453,0.02882334461979042,0.043544902524053686,0.6571035502913917,3804.646901140109,0.02842387438848936,0.024328355603497706,0.05840936190021451,0.6303367072178202,0.04943134076556233,0.05890298107847615,0.0581172689144594,0.151362190448358,0.006123490411369074,0.09040945607262274,0.08893506166172288,0.07949474829199109,3.7883109247238105,49.88061911981918
C,2.787365025947372e-05,0.018328593500053742,0.002803045725180913,0.08025607262840508,0.0864555617197994,0.02401140642589288,0.0,0.23440904682534056,0.23832178664702167,0.17703729608560329,0.023477160558536502,0.28646488708297435,0.2555792433799135,0.2092409410604458,0.07623586243569265,0.45237803914391866,0.44830053462781133,0.3223015602726094,0.2545680708808107,0.000539682654007428,7.49241980846745e-05
CDbw,995.1595308601532,111.57248202816308,134.3185796860278,33.21539441012487,21.00393620706348,24.047990100350027,1111.7521927289802,4.54906889476231,8.64899949163344,0.0,8.08045210802456,0.4264554279818804,1.803719869768654,5.76968901969038,0.850376565281076,0.01015262115818823,0.7483787555168947,0.17292944403779642,1.2744586190295846,278.54138573495175,732.584346438965
VIASCKDE,0.502282960261409,0.5234117234100575,0.5866502958481322,0.6017559157690245,0.6268327076991046,0.6869323085068455,0.6100329158513744,0.5911171685344654,0.6042024917257691,,0.7212519526488368,0.6118162972116452,0.59962828189172,0.6351856033592059,0.7184930804541144,0.5838098197834335,0.5852543765015017,0.6079023342548503,0.6529379637937498,0.5125527633736924,0.6369637893764183
COP,0.22408319922580605,0.26210200641547227,0.25017132330666453,0.377185119192515,0.3600580867091548,0.2813346054368733,0.25999071341998853,0.45703165436557397,0.4259341313347595,0.4325182457495828,0.31677473099334663,0.4557077059937432,0.5053578075877382,0.4221605465989446,0.3214801667696519,0.485506531445904,0.4934423662084836,0.44839064706300347,0.48490236679660076,0.24244827016179335,0.2074475085009852
Sym,65.94515635822304,0.07965640205233311,1.3489305619791885,0.003847192638082059,0.005120583123241697,0.23946577556878987,10785.569462595142,0.003022070993073016,0.00319742782541793,0.007596064845414667,1.2010235417778576,0.001685308941040485,0.002578652269639445,0.004830936562386585,0.07667352172417288,0.001073215220997255,0.003914668497905099,0.0027143854735866522,0.010035230014017668,2.3389256020497995,77.89449871522731
CS,0.04958752859726504,0.33422216758956375,0.24924787318464853,0.902909157072242,0.7644123071728937,0.5277609611447276,0.008262866067650065,1.450973556420596,1.201832420509681,0.856799456095277,0.4758654549332044,3.465413673259136,2.0340341377962523,1.5905912190266072,0.8456549846444614,9.181259110741498,3.230957098388937,2.7546950000069983,1.4854381152097105,0.1589482546801425,0.08940819136364302
SF,0.6008023442181194,0.21284815939706914,0.42964513595825315,0.030531458532190636,0.058751953003618795,0.4057196024118489,0.6587659552324543,0.02743532988427133,0.035875922867308785,0.14808458556330484,0.5663639528769258,0.029134482007452833,0.028566958664654973,0.06782503901484327,0.47961496123696346,0.12506263915692706,0.12210027320565486,0.05404610710202795,0.19512007282743027,0.4579570129195064,0.6156409416021413
SD,891119.2639233189,21425454.733881947,41460595.899441905,474991144.7569761,409366699.9106988,736127787.071305,143478.23769958504,1971635095.074444,1501256366.0214274,1130545623.2269518,471102707.7937024,14576559505.464136,6847292818.222391,3079225197.3478093,3901018933.6126037,25248961560.103065,18884961080.43942,13672256156.804834,4761779849.596279,3881390.1198827694,4735200.288909194
SDbw,0.008865528614667561,0.010533934571799028,0.018422793399854358,0.10383652413971214,0.09435493068389074,0.16750536767017665,5.26660076573265e-05,inf,0.3687357890321389,0.3702782646133286,0.43170264453447893,1.3566673536987153,1.0291534688622739,inf,1.0970275456247927,2.2817242305736887,1.9966693770134474,1.368401803643116,inf,0.009401471604313611,0.07221615468267341
XB*,0.1297769479227623,14.787146164300136,0.440023090537904,7.630463375731206,7.064234980111911,0.8836024306081729,1.9048257403254057e-05,10.119981377729442,12.005695300962287,14.408051883104386,0.2789097313233313,68.83955347649403,13.824462328573185,10.131643174089058,0.18842636919979988,37.678186945492264,36.62829708688249,23.37739583965971,4.719358259919049,1.8969191697846821,0.050316576649121335
S,0.9326713299332318,0.6692228279906804,0.7607266645709295,0.20545861391794493,0.31170422357366234,0.5811436266532847,0.995122428547551,-0.0879875669919188,-0.03636546139940762,0.18642449111621281,0.7323593017998872,-0.08526284445049169,-0.11821116180932609,-0.01133972753805158,0.5350648993520591,-0.02032636476785585,-0.07902808471131201,-0.13153172020568352,-0.021331584246986734,0.8314447508420205,0.9081050303189185
DB,0.07555676461864794,0.2915299846318964,0.24205001530458164,0.6985972474989783,0.5896925216571148,0.45577798538770453,0.006090998965777961,1.2464859695481252,1.0056382856693076,0.7850485348121384,0.3419175928020287,5.166140903299775,1.934181692509903,1.5884087694714952,0.6539892634551442,7.873881864831476,5.795920001923415,3.5419745301024332,1.5461427169205697,0.17521307513427406,0.11750663290367656
CH,101515.54806210974,1706.9558458400309,4580.247455274003,244.30526064153304,268.0135803529862,695.6928578229212,167436.80526953563,110.28575300151967,100.69944525704075,138.38495920321932,654.3640064521273,92.02388076057011,107.93581889754783,141.72910299564313,288.19202027669553,10.663771535071142,13.926673583429313,72.02018977868809,119.37394485624479,23146.384504531055,24408.99456521591
AD-S,0.9570138323394342,0.7273329753005944,0.7823328207660524,0.48801737904521963,0.5338966203661337,0.6673591879346421,0.9975948843211982,0.5717705799483166,0.5775537517476157,0.6614239694182185,0.7500418905974163,0.47402409279767754,0.4971343651272289,0.4801684478138832,0.8260782331445479,0.5295370764423041,0.4808400396012495,0.44412964474242406,0.5448550738244461,0.8708903729712167,0.9321330171497574
AD-DB,0.08984480726755809,0.42870830568846374,0.35131672950697057,0.8248442400978212,0.7920282651994714,0.5815502669689833,0.004746765937016396,0.957101336214265,0.8125758140804854,0.7141919065615141,0.5794417237266872,1.280043018403856,1.1699400264085074,0.8604549621819692,0.36078961214635713,1.010178300362761,1.0491644592831422,1.1668827159376376,0.7169714287951964,0.23524668804776494,0.15280569069554142
AD-CH,323.2437680927544,82.3780139092862,403.9301414572329,72.22307146413348,86.41299196613049,208.24836966131483,1738.8731659324253,118.97855732065187,107.4288149065835,112.51633846203643,471.2865252767421,292.14843483079085,184.95707109594665,164.10715138066308,470.9105167966114,536.2204319419307,359.5829463665289,273.5703030725938,252.1092463658402,126.45242262435305,605.6965906057864
AD-idea,1.669951679898954e+52,1.60992242214037e+60,2.30761231330902e+34,4.354976767423085e+23,9.770897052987195e+24,296021058175.894,50239.91026810555,1670551538.3276265,2773731232097.3994,115268298399002.72,913.7531395153467,57.371288366293165,659.3906728576687,486845375.19293535,184.44819172758105,8.807477911487785,20.466509177643285,95.15710450838523,33277.589709429594,1.5341544991489997e+73,104217781829431.94
