,labels_mk2_MeanShift_params1,labels_mk2_MeanShift_params10,labels_mk2_MeanShift_params11,labels_mk2_MeanShift_params12,labels_mk2_MeanShift_params13,labels_mk2_MeanShift_params14,labels_mk2_MeanShift_params15,labels_mk2_MeanShift_params16,labels_mk2_MeanShift_params18,labels_mk2_MeanShift_params19,labels_mk2_MeanShift_params2,labels_mk2_MeanShift_params20,labels_mk2_MeanShift_params26,labels_mk2_MeanShift_params3,labels_mk2_MeanShift_params4,labels_mk2_MeanShift_params5,labels_mk2_MeanShift_params6,labels_mk2_MeanShift_params7,labels_mk2_MeanShift_params8,labels_mk2_MeanShift_params9
VIASCKDE,0.5700273968415617,0.5748452436157317,0.5839569596192469,0.5845991695146945,0.6292385792625556,0.6105499698867645,0.5934461093432726,0.5748452436157317,0.6303509759245198,0.593164615785543,0.559052996141853,0.593164615785543,0.5914650123039491,0.5665944575901705,0.5290591365741574,0.5985210731320406,0.5970376581511082,0.6292385792625556,0.6105499698867645,0.5934461093432726
COP,0.3835852316762403,0.2951610534936611,0.3250373501817312,0.30174622669673795,0.33897470375496724,0.3328222041383169,0.28905205034250675,0.2951610534936611,0.2677894534668377,0.302685462044125,0.399027876667156,0.302685462044125,0.3584113483014388,0.37648949878784116,0.4241469255338942,0.33066123867443364,0.32550013691731594,0.33897470375496724,0.3328222041383169,0.28905205034250675
Sym,0.01097703805418572,0.012611681212955785,0.013757363945733018,0.013118710741017852,0.013354318022171793,0.011547711384590188,0.014098460324983955,0.012611681212955785,0.011806324346641778,0.013601221388241023,0.011273745111897883,0.013601221388241023,0.01320083463047355,0.012242392879776265,0.012332105157330842,0.010521342679536989,0.010552530427015903,0.013354318022171793,0.011547711384590188,0.014098460324983955
CS,1.1466936339179643,1.2238648244298425,1.2717814842792916,1.2103747958107793,1.2712020511040028,1.4681992387872618,1.234164099585875,1.2238648244298425,1.5780667853545625,1.1842075213204322,1.090997066420854,1.1842075213204322,1.2859566475402944,1.3327764234553798,1.1037904201728734,1.1770754063187057,1.204951387958383,1.2712020511040028,1.4681992387872618,1.234164099585875
SF,0.063627061914724,0.2519733597305299,0.2460370332427113,0.25080464683169756,0.18887985379210281,0.1609015706655661,0.29223966157477177,0.2519733597305299,0.3406804793787481,0.25170558707339497,0.05168619834039967,0.25170558707339497,0.2855877335410072,0.1313181875709345,0.08054481044154849,0.21712675540898452,0.2168684944824839,0.18887985379210281,0.1609015706655661,0.29223966157477177
SD,1594311076.622249,6584587946.654473,6820108480.567111,6516289675.272104,4511940059.2605,4143260410.6582108,9398581597.537374,6584587946.654473,15501250335.992773,6459307294.003887,1339207171.4285994,6459307294.003887,9712086153.612024,3125196579.626558,1926609845.101224,5088715563.890165,5115086203.215271,4511940059.2605,4143260410.6582108,9398581597.537374
SDbw,0.26220161469898434,1.0906304441819876,1.1143013832629074,1.0583361145369863,0.7589949714254982,0.7209772128267286,1.3052393488206542,1.0906304441819876,1.9117941998831405,1.0687060839011853,0.23676162264950498,1.0687060839011853,1.4115515885059624,0.5614307528509948,0.3144105584745396,0.8874351592412575,0.8843668233906465,0.7589949714254982,0.7209772128267286,1.3052393488206542
XB*,0.4614678860782671,0.29198719528877487,0.3708576522295899,0.28423130777815386,0.6061473472844162,0.7303095087202652,0.24554439075929102,0.29198719528877487,0.4049692644785841,0.3048598764247681,0.8410635480868258,0.3048598764247681,0.29709620496934613,0.6770724692792791,0.5070052213804035,0.2947304083522062,0.31961300684952215,0.6061473472844162,0.7303095087202652,0.24554439075929102
S,0.34008360871358856,0.3597420208321891,0.3583491288698531,0.35401905626749464,0.35637603659192324,0.301751172085266,0.38902252621138644,0.3597420208321891,0.367988672754239,0.3698483204901926,0.3284652316115163,0.3698483204901926,0.3634292389595432,0.2960869381442,0.33266569031371934,0.3554773274085558,0.35390755359377235,0.35637603659192324,0.301751172085266,0.38902252621138644
DB,0.8757763049868001,0.8227237034367452,0.8807172719375294,0.8403165448634025,0.9024761815560289,0.9904506871883522,0.8269161385522578,0.8227237034367452,1.1067590740037798,0.8362034498928863,0.8602181122790677,0.8362034498928863,0.8617050766951867,0.9516519891337363,0.8575395851647704,0.8534337726920305,0.8574127953633625,0.9024761815560289,0.9904506871883522,0.8269161385522578
CH,865.8274487038357,826.2763810277706,812.092493926983,816.5882461260255,801.4021540590534,685.3641445926473,796.1352041283039,826.2763810277706,659.6125963596393,858.1597512460323,856.6550807795393,858.1597512460323,740.5204165993604,746.0669716017919,848.4206981830382,895.0156103042629,886.3340837549449,801.4021540590534,685.3641445926473,796.1352041283039
AD-S,-0.08997506402555328,-0.1138292747860368,-0.10632185924312808,-0.10939181731179462,-0.1772208239921728,-0.18531303881393274,-0.1326866360962952,-0.1138292747860368,0.06082924237399456,-0.1468025066609352,-0.1013887352219037,-0.1468025066609352,-0.10915372182021696,-0.1730412132468743,-0.17821352729161083,-0.12616113523412437,-0.12595556721138873,-0.1772208239921728,-0.18531303881393274,-0.1326866360962952
AD-DB,3.5329376943564603,3.3310010249922763,3.7220094788891847,3.3074737091716835,2.9579049791568544,3.1338188198147625,3.5516905005968,3.3310010249922763,5.215569944536111,2.3826756263508164,3.647834178875788,2.3826756263508164,2.17427010169939,3.149013974759861,4.097086001334646,3.9616848950208805,3.954361040232775,2.9579049791568544,3.1338188198147625,3.5516905005968
AD-CH,77.47036763675895,363.28800703494227,388.758061437297,359.6400956478825,221.29752119569778,182.8435899517669,492.59232301266144,363.28800703494227,1303.208360605154,274.5259897552099,66.12794896512086,274.5259897552099,406.23361531085516,149.39371026775123,87.48448785528171,283.92190268648415,285.22695040372537,221.29752119569778,182.8435899517669,492.59232301266144
AD-idea,0.7320011995878349,0.5997108636879626,0.6133343696150183,0.6257714853429472,0.5088474621097515,0.38362979471340797,0.6814921924758561,0.5997108636879626,0.8074456738586779,0.5380286613487852,2.3529193079751862,0.5380286613487852,0.716322574615353,0.31147830416324557,0.39635316832316037,0.48691968650190226,0.4905734173852242,0.5088474621097515,0.38362979471340797,0.6814921924758561
