,labels_ring_MeanShift_params1,labels_ring_MeanShift_params10,labels_ring_MeanShift_params11,labels_ring_MeanShift_params12,labels_ring_MeanShift_params13,labels_ring_MeanShift_params14,labels_ring_MeanShift_params15,labels_ring_MeanShift_params16,labels_ring_MeanShift_params17,labels_ring_MeanShift_params18,labels_ring_MeanShift_params19,labels_ring_MeanShift_params2,labels_ring_MeanShift_params20,labels_ring_MeanShift_params21,labels_ring_MeanShift_params22,labels_ring_MeanShift_params23,labels_ring_MeanShift_params24,labels_ring_MeanShift_params3,labels_ring_MeanShift_params4,labels_ring_MeanShift_params5,labels_ring_MeanShift_params6,labels_ring_MeanShift_params7,labels_ring_MeanShift_params8,labels_ring_MeanShift_params9
B,0.018731417853757305,0.0395362972854958,0.06049020752114872,0.04445909607587817,0.03367023097009925,0.03173080565385085,0.05887707592061209,0.0395362972854958,0.06118459478235459,0.04495574269095904,0.06235057311447793,0.012315786907611365,0.05035694253179724,0.07752385011194171,0.05853363913217393,0.05898336581294012,0.05853363913217393,0.029828207916155945,0.026179399348732844,0.03387449793523491,0.03181406853473835,0.03367023097009925,0.03173080565385085,0.05887707592061209
BH,0.7568066028516521,3.1607089543225286,6.431415505800132,3.879550857890648,2.29632907861099,2.014198549794124,6.268782620286548,3.1607089543225286,6.502522048768648,3.9228157910518187,6.629468190502677,0.4186631442415722,4.836110287373501,9.188586526427738,6.232598578750496,6.27635207375752,6.232598578750496,1.6596229099583475,1.168985505031218,2.310459669207583,2.01984112737839,2.29632907861099,2.014198549794124,6.268782620286548
D,0.24769743096494123,0.3437286446403896,0.35188543781671616,0.3415205254348884,0.32312159724091916,0.394146289990225,0.3796174608941734,0.3437286446403896,0.33062615704311704,0.34404637037399055,0.33125964535318586,0.3033692105772412,0.352064993645671,0.30945065938649374,0.4075777414142792,0.4140368529643706,0.4075777414142792,0.3004076052013251,0.278386427227261,0.30371493748037975,0.36351854188326127,0.32312159724091916,0.394146289990225,0.3796174608941734
H,2.275017121989477,0.9296202593677684,0.6988855639138828,0.8500139629126653,1.0931263419377424,1.1579236256195269,0.6811485347943617,0.9296202593677684,0.7107923809725794,0.8453412956083804,0.7124987300078162,2.3203960259444174,0.7612551463932042,0.6893255352699484,0.6774982838756893,0.694290678348542,0.6774982838756893,1.4163091477806389,1.7091028696797326,1.0785520988779314,1.1663764696327346,1.0931263419377424,1.1579236256195269,0.6811485347943617
DBCV,-0.4169887655316514,0.32091143576072584,0.21157154904187012,0.362438616576601,0.5091759041072846,0.32355793622791096,0.30776017786379445,0.32091143576072584,0.25393611225596957,0.22298783378915485,0.37313064511810007,-0.5527155038321385,0.23589307216492963,0.2608460982326339,0.2673927616371061,0.28338796553269546,0.2673927616371061,0.3489129948098148,0.395578890588686,0.49037748590879854,0.35588641756263883,0.5091759041072846,0.32355793622791096,0.30776017786379445
I,0.2164858605391964,0.3261065217920724,0.4147898364990272,0.3479484950579213,0.2716538305182297,0.25070734133429057,0.4126673933135224,0.3261065217920724,0.4124657208276874,0.34882253446244493,0.41716816659704214,0.2659915183240861,0.38099962589409153,0.430406269440867,0.41641040110738065,0.40990899238106615,0.41641040110738065,0.20839456806440942,0.15881759345387714,0.2735755131130788,0.25145460862868746,0.2716538305182297,0.25070734133429057,0.4126673933135224
C,0.023932857898663513,0.005952576501705157,0.008828595287636916,0.0063091175511668296,0.006201226328677027,0.0066523976757028236,0.008130696826553407,0.005952576501705157,0.00912528237360553,0.006534985009459872,0.009699836379864622,0.0176553650956029,0.006913984898128293,0.012463218179725816,0.007983800107066539,0.00815331732035483,0.007983800107066539,0.007604279895017473,0.009190995701085959,0.006279867204431729,0.006658030408462148,0.006201226328677027,0.0066523976757028236,0.008130696826553407
CDbw,2.237525240973677,0.7528204235024087,0.8841860863510702,0.6892840424078734,1.3674359175559232,1.636277934299748,0.6236849868381782,0.7528204235024087,0.6555806350541221,1.2638200379987587,0.612761386908197,2.3401940736464963,0.6382331845397048,0.563912844366895,0.8623566798913707,0.8292217685827658,0.8623566798913707,2.143258868809375,2.140288744779135,1.4837411498106452,1.3416822953267877,1.3674359175559232,1.636277934299748,0.6236849868381782
VIASCKDE,0.6672200882937881,0.7441945037743113,0.7586006852311357,0.7512406510132411,0.7357751652968305,0.7315563136541966,0.7520215948349791,0.7441945037743113,0.7623169904802113,0.7506741413654416,0.7597016249922375,0.6308900309560586,0.7510728640402924,0.7591913441959038,0.7622074965789629,0.7509511786482015,0.7622074965789629,0.728492667535447,0.7070812649783041,0.747610464017726,0.7296206669887606,0.7357751652968305,0.7315563136541966,0.7520215948349791
COP,0.2191929484722096,0.3100254619966845,0.3406662752625611,0.31675146248792657,0.296939384153639,0.29303320328406485,0.33927135285474197,0.3100254619966845,0.34093119175144565,0.3203743911167121,0.34114879345851534,0.18471315318478468,0.3278112529894475,0.35586457770193786,0.3384492467142827,0.3388247720921926,0.3384492467142827,0.2857623481506273,0.2751192818208684,0.29691437853149083,0.2932501270550691,0.296939384153639,0.29303320328406485,0.33927135285474197
Sym,0.02352926972023015,0.05638462857881038,0.03717642880869984,0.04988093464730311,0.0636585103728254,0.06313046475186959,0.039332142047080014,0.05638462857881038,0.03566849735175832,0.04879661179845417,0.03382654681327396,0.040285417184603246,0.045094527785950765,0.02734594347840182,0.038778273633549035,0.038860366948928186,0.038778273633549035,0.05888370442400669,0.05672871266115694,0.06116613923838796,0.06298848477356661,0.0636585103728254,0.06313046475186959,0.039332142047080014
CS,0.8370682750698637,0.7391781417020511,0.7652594443753359,0.7472495702285002,0.7343899710008164,0.7263169748551059,0.7576621620090989,0.7391781417020511,0.7731917707929601,0.7513098830065188,0.7765879065305339,0.7995278211348802,0.7553632333652349,0.8251147732199963,0.7533529257085532,0.7622718097153321,0.7533529257085532,0.7427364810463696,0.7202829167454017,0.7308772092468652,0.7304371122469389,0.7343899710008164,0.7263169748551059,0.7576621620090989
SF,0.14759646709856733,0.16843490064264743,0.17353125811652592,0.16973274158162133,0.1675291840041876,0.1644433041809753,0.1735199991065942,0.16843490064264743,0.1736186505857943,0.17060705148303357,0.17424162799822618,0.14014317346540328,0.17187520905456255,0.1768002794416077,0.17439730380445606,0.17431630869931647,0.17439730380445606,0.16215773114752796,0.15846221046545006,0.16841048031167827,0.1644311440254922,0.1675291840041876,0.1644433041809753,0.1735199991065942
SD,972838.3056214793,3000721.4823653046,5592963.330590177,3653183.3190951697,2131917.8243064852,1883366.7507979067,5454818.609823545,3000721.4823653046,5627257.396245472,3654548.317743842,5602089.388557452,777066.4925705832,4447389.559969774,7391508.947070514,5516959.965798803,5610548.269777502,5516959.965798803,1502192.0869976901,954203.1580026437,2144229.9321402106,1869476.9507070028,2131917.8243064852,1883366.7507979067,5454818.609823545
SDbw,0.11623108995854299,0.2541374119961071,0.38898224179614554,0.28495696532593096,0.2036301478802628,0.18746652258907126,0.3931616434261793,0.2541374119961071,0.3919639719239243,0.2897237808769516,0.39215146483026925,0.10316436510901804,0.3282726385314675,0.4827356744911834,0.3843095911812944,0.39760760196972406,0.3843095911812944,0.1654922030155628,0.12304838929187539,0.2067847304803304,0.18648381165873673,0.2036301478802628,0.18746652258907126,0.3931616434261793
XB*,0.4844549381559834,0.1866050543732365,0.20160286462108462,0.20774206566068812,0.2634341157752635,0.22945234591793237,0.1649931462798053,0.1866050543732365,0.2235717442713101,0.218123130681443,0.24310807357094083,0.2520853469643007,0.19829287424432626,0.277338769054843,0.15229005683136285,0.1512561605639499,0.15229005683136285,0.3693441757182954,0.5284216289991217,0.24643840841317724,0.24373220448066643,0.2634341157752635,0.22945234591793237,0.1649931462798053
S,0.4392502709792725,0.5840671659678565,0.5858255528647501,0.584651480138459,0.5836060023331577,0.5834225916100176,0.5883341253043746,0.5840671659678565,0.584920069703751,0.5851184072246712,0.5838639971623284,0.4579981134035289,0.5880159205591777,0.583461210497947,0.5890352973729275,0.5863330327153338,0.5890352973729275,0.5742614027257236,0.574937404302151,0.5856947416745529,0.5831577263994451,0.5836060023331577,0.5834225916100176,0.5883341253043746
DB,0.6003998993591924,0.5199581872123009,0.5415218679757193,0.5243445194500354,0.5162201735994201,0.5173989181998252,0.5351338093228684,0.5199581872123009,0.543207581024943,0.526562538278984,0.5466019340085086,0.5716640982253886,0.528672439710563,0.5654380648030675,0.5312369837035228,0.5329161148940268,0.5312369837035228,0.5256313700443782,0.5318882383070495,0.5139094289958257,0.5180864661101281,0.5162201735994201,0.5173989181998252,0.5351338093228684
CH,1425.3071698414599,1262.6821813417791,1176.6694491735796,1247.1754507039498,1236.5629062250582,1211.5968384109,1210.8726691616396,1262.6821813417791,1162.2526261331177,1232.207094224753,1137.2832675584732,1979.0513611927952,1238.4154788753647,1066.1179460191215,1218.7252625764022,1209.2414120396588,1218.7252625764022,1116.8946786089227,1004.4069362644653,1228.4971496573355,1208.0002699131792,1236.5629062250582,1211.5968384109,1210.8726691616396
AD-S,0.10037713922836637,0.5564280296615486,0.5195142621421878,0.540368154891177,0.5660021669158702,0.540786743268376,0.5322060022498505,0.5564280296615486,0.5193499519184376,0.5261017615946936,0.54974651195275,0.06953262791653249,0.5405271642557222,0.5567316505861265,0.5413273664537595,0.5452690854621176,0.5413273664537595,0.56150005010975,0.5698630961155313,0.5573807081178442,0.5456459059576075,0.5660021669158702,0.540786743268376,0.5322060022498505
AD-DB,1.688952582192817,1.5467426127533819,1.628512787289193,1.5713754186953295,1.5147589817161138,1.620215351308168,1.5572601098792118,1.5467426127533819,1.6291293380719047,1.6397143063275803,1.5070611890508787,1.7154156263227611,1.5676536206229459,1.4751471663143327,1.5487569728460973,1.5661124375208002,1.5487569728460973,1.5878335676965714,1.5828784250502348,1.5189617609261943,1.5594031693812713,1.5147589817161138,1.620215351308168,1.5572601098792118
AD-CH,644.7268184297928,979.774029724761,1329.7097147211896,1061.897439255128,844.0551289911119,756.0904184711296,1343.1291643997208,979.774029724761,1328.6157799964867,1045.2404300861829,1361.1320036702311,559.3306628273422,1189.6295419079513,1585.734909961233,1357.8215394702231,1361.5176048671585,1357.8215394702231,680.5080624951696,547.6660184662275,838.6043990892044,759.543682832427,844.0551289911119,756.0904184711296,1343.1291643997208
AD-idea,69.02856491460034,149.9598645902401,46.35389368600737,97.02534859682146,278.50728323557047,210.35367037992486,55.28097212838874,149.9598645902401,46.91063591741569,73.33303306439616,78.9275243259254,87.46813448451842,84.2260370451773,78.66500265847588,65.15196875103813,70.9446231938605,65.15196875103813,407.8374266216009,1382.3813338917798,231.25679327891567,229.21518928140983,278.50728323557047,210.35367037992486,55.28097212838874
