,labels_data6_DBSCAN_params13,labels_data6_DBSCAN_params17,labels_data6_DBSCAN_params18,labels_data6_DBSCAN_params19,labels_data6_DBSCAN_params21,labels_data6_DBSCAN_params22,labels_data6_DBSCAN_params23,labels_data6_DBSCAN_params24,labels_data6_DBSCAN_params25,labels_data6_DBSCAN_params26,labels_data6_DBSCAN_params27,labels_data6_DBSCAN_params28,labels_data6_DBSCAN_params29,labels_data6_DBSCAN_params30,labels_data6_DBSCAN_params31,labels_data6_DBSCAN_params32
Sym,2.4972271122188805,0.004090611674073438,0.006869015422480659,0.39326044716360253,0.004146140605501387,0.004146140605501387,0.004188599609491125,0.004236871913916613,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387,0.004146140605501387
CS,0.24641115079343265,1.1458383793523195,0.8501083379247757,0.4219337412564082,1.2778345073496422,1.2778345073496422,1.2719904676681533,1.2474067669151836,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422,1.2778345073496422
SF,0.49432636751983783,0.276334691570421,0.2504401212045354,0.411938100763629,0.3226596741893487,0.3226596741893487,0.3235880801444402,0.3244589595664704,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487,0.3226596741893487
SD,2095.0636024660025,1514226.6548132955,184090.64816592692,5385.0014492401015,3578621.2336917636,3578621.2336917636,3555188.266638363,3536001.4705353854,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636,3578621.2336917636
SDbw,0.030194547959799967,1.0351298942082081,0.223010332400308,0.06925791993901206,1.2897143028802291,1.2897143028802291,1.2784523024297991,1.2703019717492219,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291,1.2897143028802291
XB*,0.17522983572762246,1.1283740194350684,10.299084961974188,0.6459318082627789,0.27454440981112965,0.27454440981112965,0.27024747647481795,0.2674005178992466,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965,0.27454440981112965
S,0.7772054526839564,0.3268315630825766,0.3137004710497286,0.6410988194145542,0.398053163473468,0.398053163473468,0.4008527972580132,0.40335605177676664,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468,0.398053163473468
DB,0.28734755024436265,0.7619045915861105,0.5364083328709951,0.4200203070317093,0.9964014146561949,0.9964014146561949,0.9905573095164819,0.9853281343963308,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949,0.9964014146561949
CH,16550.335549680487,525.1459500037714,495.59239757343823,5965.372852011753,914.2099399592781,914.2099399592781,923.0090230544453,930.2150391981897,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781,914.2099399592781
AD-S,0.7967156385547496,0.5609152532076804,0.27896711055306406,0.5753851803359996,0.8778428801728028,0.8778428801728028,0.8780065039551165,0.8873431405491712,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028,0.8778428801728028
AD-DB,0.4172801026987123,1.1426975971282296,1.1858816859159143,0.7702797865641898,0.24431423965439467,0.24431423965439467,0.24404057837405269,0.22538839707119596,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467,0.24431423965439467
AD-CH,355.3169813165731,1868.3971651280237,520.8257747650972,434.97465276465385,4662.864816718063,4662.864816718063,4666.785194715193,4995.992171101367,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063,4662.864816718063
AD-idea,2.1973420427783315e+21,32.13732507966056,10872.367135482813,18521320509.06915,67.84291146434809,67.84291146434809,67.98004100722305,79.70276789091326,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809,67.84291146434809
