,labels_jain_SpectralClustering_params1,labels_jain_SpectralClustering_params10,labels_jain_SpectralClustering_params11,labels_jain_SpectralClustering_params12,labels_jain_SpectralClustering_params13,labels_jain_SpectralClustering_params14,labels_jain_SpectralClustering_params15,labels_jain_SpectralClustering_params16,labels_jain_SpectralClustering_params17,labels_jain_SpectralClustering_params18,labels_jain_SpectralClustering_params19,labels_jain_SpectralClustering_params2,labels_jain_SpectralClustering_params20,labels_jain_SpectralClustering_params21,labels_jain_SpectralClustering_params22,labels_jain_SpectralClustering_params23,labels_jain_SpectralClustering_params24,labels_jain_SpectralClustering_params25,labels_jain_SpectralClustering_params26,labels_jain_SpectralClustering_params27,labels_jain_SpectralClustering_params28,labels_jain_SpectralClustering_params29,labels_jain_SpectralClustering_params3,labels_jain_SpectralClustering_params30,labels_jain_SpectralClustering_params31,labels_jain_SpectralClustering_params32,labels_jain_SpectralClustering_params33,labels_jain_SpectralClustering_params34,labels_jain_SpectralClustering_params35,labels_jain_SpectralClustering_params36,labels_jain_SpectralClustering_params4,labels_jain_SpectralClustering_params5,labels_jain_SpectralClustering_params6,labels_jain_SpectralClustering_params7,labels_jain_SpectralClustering_params8,labels_jain_SpectralClustering_params9
CDbw,0.07795048239493642,0.015515685168735536,0.018760871443884112,0.015515685168735536,0.16752430510484184,0.16752430510484184,0.20861738506964905,0.20008542418355754,0.2310992517474043,0.20627360417224194,0.04501793372650128,0.11574390945845753,0.06822574213453748,0.04501793372650128,0.06822574213453748,0.04501793372650128,0.06822574213453748,0.2438671196979843,0.08654358869415897,0.2293854091892274,0.21654673244227177,0.2927511983165706,0.06317184265479453,0.027594249338440756,0.49717768702363324,0.3150307668724126,0.49717768702363324,0.3150307668724126,0.49717768702363324,0.3150307668724126,0.06182019389367101,0.07708892163336632,0.07708892163336632,0.018760871443884112,0.015515685168735536,0.018760871443884112
VIASCKDE,0.6335873986048194,0.6150946873903227,0.6204386178499297,0.6150946873903227,0.5748731980272112,0.5748731980272112,0.5830115830954145,0.5819451903214656,0.527327696529365,0.5174878744936003,0.5637668628389078,0.6335873986048194,0.5217105374218471,0.5637668628389078,0.5217105374218471,0.5637668628389078,0.5217105374218471,0.5416815584273761,0.5225473240558802,0.546527376455505,0.5485707854749907,0.4594752228789086,0.5219260968735115,0.4589135280075272,0.544626588198678,0.5703021765074442,0.544626588198678,0.5703021765074442,0.544626588198678,0.5703021765074442,0.5269593581059716,0.5425677063694332,0.5425677063694332,0.6204386178499297,0.6150946873903227,0.6204386178499297
COP,0.3090919166170251,0.2685499886437658,0.26417922814609995,0.2685499886437658,0.2761900401257485,0.2761900401257485,0.2131365678950818,0.21250755690059733,0.207874465114047,0.2080111631757391,0.21168309386364204,0.3090919166170251,0.211567533466025,0.21168309386364204,0.211567533466025,0.21168309386364204,0.211567533466025,0.2263855286845891,0.21959952045998427,0.19669218419753323,0.19740055935752202,0.19795827854390163,0.2583744791553907,0.1977793192713363,0.19583276014540502,0.1967371681206057,0.19583276014540502,0.1967371681206057,0.19583276014540502,0.1967371681206057,0.26105277504149743,0.2818439531305576,0.2818439531305576,0.26417922814609995,0.2685499886437658,0.26417922814609995
Sym,0.00996185598841235,0.024686765665525877,0.02272839941241996,0.024686765665525877,0.017619798561594895,0.017619798561594895,0.02534287588452558,0.028872593345727216,0.039075821152116226,0.04503285066042206,0.03469495028300384,0.00996185598841235,0.04065348096495269,0.03469495028300384,0.04065348096495269,0.03469495028300384,0.04065348096495269,0.013625395194546822,0.04165099308911439,0.03466120121538077,0.04120760171968516,0.049117161270100435,0.021139861581713715,0.04927664507011593,0.04002910955424308,0.033214270916569914,0.04002910955424308,0.033214270916569914,0.04002910955424308,0.033214270916569914,0.02459459299864502,0.02543430196249616,0.02543430196249616,0.02272839941241996,0.024686765665525877,0.02272839941241996
CS,1.154713290830586,1.0035102556197606,0.9638341639719297,1.0035102556197606,1.1237723011819865,1.1237723011819865,1.0368314229106377,1.08344172376516,0.9157820150261372,0.9417834619893151,0.9889007359005403,1.154713290830586,1.0098887049667211,0.9889007359005403,1.0098887049667211,0.9889007359005403,1.0098887049667211,1.2114013372883023,0.9002857336488138,1.017823826524245,1.0044533492106529,0.9919779972238207,1.0063022911706614,0.9923016451371686,0.9820911598746608,1.1061927044103326,0.9820911598746608,1.1061927044103326,0.9820911598746608,1.1061927044103326,1.0258884090237603,1.1633841295871077,1.1633841295871077,0.9638341639719297,1.0035102556197606,0.9638341639719297
SF,0.38395046067482885,0.3820272326844476,0.38122221939692624,0.3820272326844476,0.3444310152247544,0.3444310152247544,0.33367783422399666,0.328448202604546,0.36034174784099904,0.3563835201579092,0.3439641047433015,0.38395046067482885,0.34630686538972333,0.3439641047433015,0.34630686538972333,0.3439641047433015,0.34630686538972333,0.27576776244679113,0.33885282554740404,0.32170701666258883,0.31476476799588304,0.32654033781677005,0.38070938801189025,0.3265104760199877,0.3113399853868799,0.3045673134503002,0.3113399853868799,0.3045673134503002,0.3113399853868799,0.3045673134503002,0.38177627013377347,0.3726759247134189,0.3726759247134189,0.38122221939692624,0.3820272326844476,0.38122221939692624
SD,29533.6073301813,25257.91143361491,24996.415114267456,25257.91143361491,22156.49648026868,22156.49648026868,17805.011892335762,18371.86972072134,15127.791013770646,15464.861217161937,16065.389714417566,29533.6073301813,15897.76032909094,16065.389714417566,15897.76032909094,16065.389714417566,15897.76032909094,20774.686667001075,10879.68227459643,11966.48754760843,12365.38553698893,10755.15955133113,25411.653758735323,10755.856886126767,12213.505608301457,12541.373204801277,12213.505608301457,12541.373204801277,12213.505608301457,12541.373204801277,25477.124173763255,29412.12894640752,29412.12894640752,24996.415114267456,25257.91143361491,24996.415114267456
SDbw,1.2454204337650343,0.9890098275185113,0.9494312470365798,0.9890098275185113,1.0240141328486798,1.0240141328486798,0.8271555477498886,0.8502240993549901,0.772198871294941,0.8010644127713118,0.7772315936195117,1.2454204337650343,0.8603336000392873,0.7772315936195117,0.8603336000392873,0.7772315936195117,0.8603336000392873,0.8777654535348645,0.6817145730413421,0.6336608015661938,0.6290077007415931,0.7300130134390325,0.9791078420498689,0.734243922414689,0.5789712998417953,0.6072924651208319,0.5789712998417953,0.6072924651208319,0.5789712998417953,0.6072924651208319,1.0025004335310592,1.2120699495679794,1.2120699495679794,0.9494312470365798,0.9890098275185113,0.9494312470365798
XB*,0.6712851937481845,0.1767076153637177,0.18061386507493002,0.1767076153637177,0.8611821949855667,0.8611821949855667,0.320489797579215,0.33755382249965205,0.3234066320304885,0.3470624415533163,0.308800213422514,0.6712851937481845,0.33840622468899106,0.308800213422514,0.33840622468899106,0.308800213422514,0.33840622468899106,2.6851936212890744,0.704531376183367,0.5148823456305596,0.3920985273057809,0.5954378172653497,0.18265381500123576,0.5966197149755033,0.2442436949416496,0.21484524479432454,0.2442436949416496,0.21484524479432454,0.2442436949416496,0.21484524479432454,0.1770178657878799,0.2612792947794364,0.2612792947794364,0.18061386507493002,0.1767076153637177,0.18061386507493002
S,0.18871930936026868,0.5086491575328588,0.5010039171476798,0.5086491575328588,0.26515107490400436,0.26515107490400436,0.43079459297695,0.43464377526956943,0.5027495251890546,0.5048683755902094,0.47112256544675984,0.18871930936026868,0.4912462059132627,0.47112256544675984,0.4912462059132627,0.47112256544675984,0.4912462059132627,0.2522562962860803,0.4281540057832255,0.4200030222215223,0.45080358286282235,0.45571758408573765,0.5020944803301676,0.45629827221774716,0.4588780313215536,0.4643477376363663,0.4588780313215536,0.4643477376363663,0.4588780313215536,0.4643477376363663,0.5081629262435845,0.46805955272054633,0.46805955272054633,0.5010039171476798,0.5086491575328588,0.5010039171476798
DB,0.8660778900166366,0.7759801562270763,0.7550103769285152,0.7759801562270763,0.8101791102525899,0.8101791102525899,0.7333353219352392,0.7641382339158215,0.6261626077895907,0.6397276799180616,0.7148860783543046,0.8660778900166366,0.6984002402137713,0.7148860783543046,0.6984002402137713,0.7148860783543046,0.6984002402137713,1.3569434026593021,0.629218014018518,0.7497275863366921,0.7261104883899105,0.6727647934878486,0.7704484926625556,0.6729014142170335,0.7181064741116956,0.6952428581722462,0.7181064741116956,0.6952428581722462,0.7181064741116956,0.6952428581722462,0.7829302685983845,0.8571487654571514,0.8571487654571514,0.7550103769285152,0.7759801562270763,0.7550103769285152
CH,38.46942324635375,495.73858745889385,470.0268276196132,495.73858745889385,143.02886697433013,143.02886697433013,394.8680466630563,409.86660454734374,519.1284179921279,533.2309414806266,487.9425254629017,38.46942324635375,527.6190996582221,487.9425254629017,527.6190996582221,487.9425254629017,527.6190996582221,139.19241272174915,379.0079764089635,479.33459079848535,506.75113186483,505.671878784035,475.2935643002372,505.46139116218546,513.2453118208097,516.3514496648594,513.2453118208097,516.3514496648594,513.2453118208097,516.3514496648594,495.003622880135,422.1088240464874,422.1088240464874,470.0268276196132,495.73858745889385,470.0268276196132
AD-S,0.18487752032282725,0.15590256509736594,0.4496588183886518,0.15590256509736594,0.1213723623402344,0.1213723623402344,0.21101123194891247,0.20736921766292413,0.102066767966461,0.07735877854861617,0.16756665608045468,0.18487752032282725,0.14184141017904653,0.16756665608045468,0.14184141017904653,0.16756665608045468,0.14184141017904653,0.09203547261085716,0.026090352501417818,0.17806242599323835,0.1427435349302207,0.1357432197991808,0.4489587446769707,0.13620480309574173,0.10560189982116278,0.12490041702402971,0.10560189982116278,0.12490041702402971,0.10560189982116278,0.12490041702402971,0.15126035221134593,0.01093323540208346,0.01093323540208346,0.4496588183886518,0.15590256509736594,0.4496588183886518
AD-DB,1.7904830554359954,2.3724544472248206,1.1507470179979777,2.3724544472248206,2.310849117767768,2.310849117767768,1.4865527409859778,1.489486853430515,2.3096041942976497,2.3203785665629524,1.5421846908176253,1.7904830554359954,1.5333910533231776,1.5421846908176253,1.5333910533231776,1.5421846908176253,1.5333910533231776,1.5171244626399247,2.2450167758700523,1.579865410534709,1.674188042673373,1.5561756347475226,1.1496197080389003,1.5557725041212356,2.023583485624349,1.8980416379731686,2.023583485624349,1.8980416379731686,2.023583485624349,1.8980416379731686,2.3528165090009523,2.9970557334117705,2.9970557334117705,1.1507470179979777,2.3724544472248206,1.1507470179979777
AD-CH,687.0531492360934,675.738305942765,658.0909299995077,675.738305942765,370.77213789960757,370.77213789960757,386.98491062295113,386.94648448744704,352.9084272429623,347.25771702029436,357.151308103973,687.0531492360934,337.29243070104405,357.151308103973,337.29243070104405,357.151308103973,337.29243070104405,214.83243022289824,229.5307676826199,266.9204852817324,251.02473151311347,233.6410119016248,648.3022814849243,233.68315489610123,251.98748261587525,255.0080856133949,251.98748261587525,255.0080856133949,251.98748261587525,255.0080856133949,674.2571960343846,689.3663264580655,689.3663264580655,658.0909299995077,675.738305942765,658.0909299995077
AD-idea,1.6835943112517953,1.2977747849412897,2.8180524753668474,1.2977747849412897,1.7520303521312113,1.7520303521312113,2.1271247630039585,2.0713495999900045,1.4888107988384671,1.3749680340069357,1.6261051337460601,1.6835943112517953,1.4885674967059919,1.6261051337460601,1.4885674967059919,1.6261051337460601,1.4885674967059919,1.1384613744105863,1.6578639808303497,2.418008626685438,1.9272752582147858,1.9101429946116417,2.9977206733044146,1.9119212633820921,1.7002719752392144,1.1939928104391329,1.7002719752392144,1.1939928104391329,1.7002719752392144,1.1939928104391329,1.3353522275770555,1.0064772889509677,1.0064772889509677,2.8180524753668474,1.2977747849412897,2.8180524753668474
