,labels_d31_DBSCAN_params13,labels_d31_DBSCAN_params14,labels_d31_DBSCAN_params15,labels_d31_DBSCAN_params17,labels_d31_DBSCAN_params18,labels_d31_DBSCAN_params19,labels_d31_DBSCAN_params20,labels_d31_DBSCAN_params21,labels_d31_DBSCAN_params22,labels_d31_DBSCAN_params23,labels_d31_DBSCAN_params24,labels_d31_DBSCAN_params25,labels_d31_DBSCAN_params26,labels_d31_DBSCAN_params27,labels_d31_DBSCAN_params28,labels_d31_DBSCAN_params9
C,0.005485463376222688,-1.9047383070462855e-18,-2.9092118474267877e-18,0.06386571953606668,0.044237773575361676,0.005007492856655078,0.0016670366607995674,0.3019467926417072,0.21067419635348644,0.2245795203984369,0.22442918044533022,0.30231648922931176,0.30231648922931176,0.30231648922931176,0.30231648922931176,0.00019695332700983515
CDbw,0.0,29.339532577970356,92.45157900114211,0.30045555337174873,0.4020133715876735,0.7247948291727656,1.1148768864736667,0.17055856213038975,0.11328971157674983,0.18992016051788382,0.18992268571877777,0.17062759771793135,0.17062759771793135,0.17062759771793135,0.17062759771793135,146.69477012636398
VIASCKDE,,0.6231845846639643,0.5208898999576769,0.7104587447740865,0.6716225949648318,0.6359809708520155,0.613274186760981,0.8048678076594199,0.7828718760141794,0.7798881187735753,0.7776940990127932,0.8378093400831139,0.8378093400831139,0.8378093400831139,0.8378093400831139,0.492829176298194
COP,0.10245885617107607,0.06533627230092373,0.26090652025864636,0.17756649073677844,0.12234763344066986,0.08487829111849533,0.07896374181345157,0.33599980064269924,0.24354325740591382,0.24033740385708915,0.24028284921069284,0.3362458080102116,0.3362458080102116,0.3362458080102116,0.3362458080102116,0.11080575529101867
Sym,0.03460644659167062,4.11774316863589,289.70346745191927,0.009366229981049036,0.009711996595654554,0.027426529967466917,0.034746903237042305,0.004883556437833225,0.0035598265811084247,0.002649168338272204,0.0026463971090918245,0.004858817417607094,0.004858817417607094,0.004858817417607094,0.004858817417607094,14.158140138151877
CS,0.762357570854137,0.11441671996061614,0.021704850976905197,0.8161494610352533,0.851290905998893,0.6942684703715909,0.6175130513842026,0.8367698370509212,1.161166192234807,1.375486206161525,1.375646842762573,0.8450236606904923,0.8450236606904923,0.8450236606904923,0.8450236606904923,0.11031302180187594
SF,0.10288778043016367,0.5599295797221804,0.7205684834260165,0.18011435229812633,0.1341628412305358,0.13724992558768723,0.1552630988705671,0.3791414574565999,0.25659428804645523,0.23469570117370098,0.23472572438223493,0.3789939858909259,0.3789939858909259,0.3789939858909259,0.3789939858909259,0.5753770519873009
SD,199746.6099596292,20529.99741855161,574.2572662096685,9418180.516136954,4313455.652025735,1822165.4358052071,1420059.390675089,98501511.07515755,69620404.0797051,58431655.66348146,58419908.41722758,98380180.14141347,98380180.14141347,98380180.14141347,98380180.14141347,15784.55832843525
SDbw,0.022935143009158113,0.000631156262508474,0.00030238709109155475,0.3195341574823718,0.11529582492082718,0.045792901702770145,0.03439314638525677,1.4887172545304774,0.7808998078204558,0.6938968670062601,0.6930649343509921,1.4875745079363403,1.4875745079363403,1.4875745079363403,1.4875745079363403,0.02489541073307319
XB*,4.062789945106509,0.010074194878525513,0.00010497740622311958,1.5278559463196957,1.7718885894578333,0.3678146551929632,0.10085697015755371,0.3712972701039526,0.9635652153290161,5.722261001067897,5.7280712464474375,0.3716367641765005,0.3716367641765005,0.3716367641765005,0.3716367641765005,0.23512874339055992
S,0.3920129007439649,0.9284248826761526,0.9867624902083861,0.3841285297078034,0.4733482144371301,0.6156627023765009,0.6527350109335942,0.23083626572483693,0.2392255793898745,0.02276110891017363,0.02279715691003956,0.230657442486975,0.230657442486975,0.230657442486975,0.230657442486975,0.8232779397138253
DB,0.676382889349913,0.09335233254680371,0.018692876467367985,0.5972949200060385,0.6301599241019977,0.5023141003579188,0.4662240730767287,0.632968661299611,0.9710302135985837,1.516397050710929,1.5168184433972471,0.6331853511840725,0.6331853511840725,0.6331853511840725,0.6331853511840725,0.2033996541602519
CH,7251.868852038404,24804.401837770543,70369.0635308351,2314.5577383089567,3442.247298904827,9446.684324993368,11425.45359334344,269.05388072877014,1004.0873667566183,765.3529106005147,765.721684287709,268.8085115306782,268.8085115306782,268.8085115306782,268.8085115306782,58546.084493582486
AD-S,0.3642913715652431,0.9672355135535825,0.9937800582444218,0.5095131642684689,0.4455922621519851,0.5249772033921356,0.6151078349117208,0.6961313632000661,0.4043765994393102,0.4275763313099201,0.4277144373600848,0.6958348988193255,0.6958348988193255,0.6958348988193255,0.6958348988193255,0.8424998811817567
AD-DB,1.1884864795565209,0.06696037230091269,0.01243988351115572,1.004138846415993,1.0476577207847082,0.9607224803983136,0.773053692388506,0.4019555025861382,0.954613975270193,0.9113467357991396,0.9110982438332519,0.40225474584155335,0.40225474584155335,0.40225474584155335,0.40225474584155335,0.28096164920021705
AD-CH,379.26831003155405,842.3889669607853,2267.764109646797,863.0544718762143,751.1552886281006,618.3623205064413,690.7348550600742,2301.5370604811214,1747.9683417530666,1373.5925647136519,1373.5180908095833,2301.2679418580005,2301.2679418580005,2301.2679418580005,2301.2679418580005,417.9664304457503
AD-idea,5.809698402341971e+18,1.1065861457882686e+23,25965.518987467454,139761.63353861458,62718565.61954063,153096625103.63696,936284615406976.6,35.34400428853177,73.2536792215824,241.6132853498417,241.7217110610557,35.31002601956933,35.31002601956933,35.31002601956933,35.31002601956933,2.2890159468042284e+24
