,labels_a1_DBSCAN_params13,labels_a1_DBSCAN_params14,labels_a1_DBSCAN_params15,labels_a1_DBSCAN_params17,labels_a1_DBSCAN_params18,labels_a1_DBSCAN_params19,labels_a1_DBSCAN_params20,labels_a1_DBSCAN_params21,labels_a1_DBSCAN_params22,labels_a1_DBSCAN_params23,labels_a1_DBSCAN_params24,labels_a1_DBSCAN_params9
DBCV,0.08632119119538809,0.1664176285202195,0.014967770072122568,0.09973879376572505,0.23102871063471642,0.432117391647215,0.6012572443846191,0.22939067925046014,0.400740916523761,0.400740916523761,0.41629514307238275,0.06631500471050857
I,0.4249959223523077,109.56807373690933,295998.5628811875,0.3574279044884764,0.48349401719463847,0.7644053375145375,0.9524736990273368,0.5002374801806897,0.28168197631135233,0.28168197631135233,0.28202915370231263,7969.009061845755
C,0.42346893862711504,0.5142519275652654,0.5516485687020195,0.12104655730714324,0.03783690049000495,0.06540350359177753,0.13058265050903833,0.12657679538085825,0.12662788071105188,0.12662788071105188,0.12659374232236098,0.5470858997260546
CDbw,0.22018862565213362,0.5684579568096787,0.35969379131855955,0.20514859516472583,0.16911559339811785,0.2145040198017519,0.2823829794042285,0.3776740484775675,0.0,0.0,1.588336050282397,0.590190158462381
VIASCKDE,0.4261300439839008,0.5483209798821083,0.7777531393582744,0.6915945058228393,0.6463217167105321,0.5940743293907758,0.5485032802079474,0.7856571761599984,,,0.777709808706007,0.639031482078613
COP,0.18244636202472422,0.3045821173699304,0.345442925917602,0.23985633552623153,0.1582139299347015,0.14635460133786546,0.15773013866668,0.2973192785395327,0.2971402846345189,0.2971402846345189,0.2969841962122882,0.343861710065722
Sym,0.00042305436535290203,0.00047212990149336325,0.0012404236940266606,0.006078377952041064,0.004928066208400908,0.0035771291280869595,0.0032678639406053577,0.0031549134555857003,0.00234874232893357,0.00234874232893357,0.00234960516304785,0.0004579527129317995
CS,1.1002792336441334,0.7378896373727654,1.2056973747470339,1.398611151280117,1.2664067890142283,1.1505347807451998,1.068972423182154,1.084278781887828,1.1277772345044477,1.1277772345044477,1.1303042674396788,0.7156147679511125
SF,0.07554559388143134,0.2559560632583717,0.3941322568108345,0.12940741838690406,0.09406852580861624,0.11063637785222358,0.12424634452002326,0.353144872389236,0.34653813276227674,0.34653813276227674,0.3281100969517483,0.34459485577644255
SD,3401171.6835946315,7525289.661876879,63663602.66059745,58692982.532486856,25874153.062052183,20759691.868500292,18563536.69477608,75739069.41269384,56789514.44602128,56789514.44602128,57578883.15319332,8048245.5915328525
SDbw,0.0880792676060262,0.16840488675898674,1.8191191598199774,0.5554818979215299,0.3435427844527466,0.2981126079206735,0.27959832771967635,0.8380027147713923,0.7955659474662637,0.7955659474662637,0.8208067775887786,0.22965034800469247
XB*,605.7019930108007,344.1359171437083,5.229267425902003,9.112250907747711,41.629657112799954,203.79316883545482,178.36951993618848,0.5589084069436024,2.772312981485186,2.772312981485186,2.0164042068491566,1190.554906772158
S,-0.12301706280552233,-0.5620367023661216,-0.16501903463242132,0.29548642401596453,0.4286216046082791,0.4791366101787709,0.42901747616836905,0.33306281225075246,0.24555953463630556,0.24555953463630556,0.2535098677337001,-0.7322868455082598
DB,1.9993923244319625,1.1523772434865314,0.9658446813143777,1.7938691198253376,2.0839961320286684,2.7978271416435265,2.56097328249962,0.8047648056843721,0.7768696365522342,0.7768696365522342,0.7869678340087071,1.2885100611372964
CH,60.58625530475234,20.825591817012572,15.913804856092773,1359.905957904889,1850.1444454185719,1243.0051419645774,851.3559222246984,2003.6616107801058,1337.0136423986683,1337.0136423986683,1339.2503430068575,6.407791073897983
AD-S,0.0074159229642917854,-0.3638209288172327,0.13560111636696684,0.37570643323100755,0.465071790075606,0.43715600399537363,0.3978276548523095,0.5961409356405573,0.5343702485808673,0.5343702485808673,0.5343702485808673,-0.42774332480516947
AD-DB,1.9378739388373443,1.5975628765088663,0.7033220562691775,1.4582027465504541,1.8436400778771938,2.0186079626711226,1.9543771818798021,0.7704148883442485,0.6995087219853173,0.6995087219853173,0.898922969280852,1.6666714686063873
AD-CH,53.27689554953077,36.26533808698822,190.58650721191998,826.5912742866543,554.5142768655503,490.9424801396195,427.5009623459469,2242.427694746344,1495.7777631467407,1495.7777631467407,1496.1790969792874,6.521396424697986
AD-idea,1223044987.4415865,128.01617133127291,1.07526985894806,862.8327959459268,128221.8945481807,172135.16680932263,135967.94318351356,27.54706425248086,27.534177569363045,27.534177569363045,27.52446620482411,4.739894379363808
