,labels_yeast_DBSCAN_params16,labels_yeast_DBSCAN_params21,labels_yeast_DBSCAN_params26,labels_yeast_DBSCAN_params27,labels_yeast_DBSCAN_params31,labels_yeast_DBSCAN_params32,labels_yeast_DBSCAN_params33,labels_yeast_DBSCAN_params36,labels_yeast_DBSCAN_params37,labels_yeast_DBSCAN_params38,labels_yeast_DBSCAN_params41,labels_yeast_DBSCAN_params46,labels_yeast_DBSCAN_params47,labels_yeast_DBSCAN_params51,labels_yeast_DBSCAN_params52
VIASCKDE,0.44161949516353244,0.2881655464855062,0.25118394851699716,0.45065024625609573,0.16455953783496985,0.16569124178872097,0.19071280735643356,0.10248276139468986,0.10070794917452745,0.13064639944852277,0.08792919726959225,0.08210541672218695,0.07794803290497473,0.0817425963354612,0.08210879316242473
COP,0.26979225708952925,0.4268829902664443,0.4633211976360862,0.2878795219720602,0.4221319624598075,0.4019507333786873,0.2667627183950007,0.3465036310726788,0.3538209653326351,0.3557330624628426,0.39553851077658997,0.4003350090131352,0.37127102659670397,0.336430722258189,0.33778866418191916
Sym,34.17658530909705,2.389835226347464,0.10025370396850218,1.6080813912473908,0.002264922998389075,0.00595736594651003,0.05360687751731997,0.0016839286688263087,0.0029632667625673044,0.0066623932915442245,0.001064948182298049,0.0024955969921649727,0.0018803368161663524,0.0022251158733687043,0.0041297668269274085
CS,0.18354078556617864,0.4582086441267248,0.7987020660438656,0.48315315013640847,0.8991285187370817,0.8606121906911028,1.027685081476765,0.7409296889271385,1.284800751801132,0.9988960531724754,0.8914868200466584,0.8156919785449444,1.3082655070393798,0.8672092782156163,0.5153874097821931
SF,0.6161319546775437,0.5569282079270303,0.27803203711723024,0.5832453043751131,0.017291120754678646,0.19351452760675247,0.4906733904611086,0.1857097239685087,0.2925284611992588,0.4554653333228492,0.14364440482322038,0.3437360107698185,0.41120312005875326,0.13209775780913569,0.27749438209898747
SD,143.0945668936626,652.2617035258132,970.7589320476349,1283.6865190124363,1441.5478561158257,1742.3423877614553,3719.0640656996443,2322.4104727416284,4394.952772880025,4709.087530426521,2481.8168243221294,5633.66293313821,7168.655411505252,10994.178922945403,12447.376760648607
SDbw,0.03901631075976812,0.6075301943354645,0.3557598589253234,1.0719060593589493,0.12595878849874448,0.265522099553671,0.9105641477352237,0.2669884558271094,0.5345501850675323,1.0637731967985942,0.33824418153140334,0.5044754115114557,1.18788539146321,0.46373893195469085,0.5970079754849971
XB*,0.00960633726380166,0.4201152041672236,0.8360355733483815,0.07831695784181553,3.275428764178619,1.6969179179863885,0.8927795888488861,1.5157653515398561,2.5916711324875497,0.38751683601444625,3.685318659134099,0.3802029424638895,0.6865935688753979,1.0026591414013877,0.08601683896478707
S,0.8453350696202159,0.5139351542701099,0.35235844140042816,0.6529313023920111,-0.08748898548485949,-0.03521692141652872,0.09005359982369844,-0.10978824748879576,-0.010726196996961682,0.2659564590427882,-0.018382111917103663,0.2166140751826841,0.11316223042052995,0.44687138056460557,0.6349070389211049
DB,0.18061878098492257,0.6515980956018873,0.8636165443648762,0.4288478624238567,1.03103253511672,0.9763326301173658,1.0816969176351972,0.8557294069765474,1.25414486799025,0.811488970532619,0.8954380955901536,0.7747661984578554,0.9606801845340923,0.7179682459827704,0.4211540842088601
CH,116.45904141307668,46.46722848141605,34.14778788189654,48.84664949957577,23.387775710438255,22.600264471577038,28.019692589707883,11.146214300069733,34.853408193246814,23.11467267469451,11.425491955855692,12.5398837601535,4.362120281160466,47.555309180518,63.899378561653414
AD-S,0.9013862627670354,0.6287266475017311,0.48597215314022707,0.719049954723281,0.20965624310282516,0.16113607934344365,0.12465700705374363,0.23579901512745213,0.1804627811675951,0.13084792150779792,0.337371184905223,0.434961319301762,0.40182719970689335,0.855711454593762,0.9055994549880358
AD-DB,0.1972274744659293,0.6998593037200099,1.0098601994262726,0.523886686733671,1.2853081210300163,1.3376039159314377,1.5054982925545073,1.2775822558543564,1.651666500336096,1.6790577399749917,1.115726869497833,1.0004958150289518,1.0522167552902675,0.7155043614862612,0.253904576192938
AD-CH,20.281150031614853,11.57004179230888,7.901260958198958,29.254833021399257,17.177335335144193,10.419607754205845,11.784599610497011,6.429874239410606,185.88000681847734,10.151929644434642,6.993457599148147,8.826939032035758,5.008608034156373,38.321840956597235,58.94086286693845
AD-idea,22.078071024815667,13.731133267252059,2.851620042866926,5.487049819010901,136.022450022755,1.8655372089855622,1.5382009285547482,2.440176069408491,0.34006588292159795,1.4864799393315544,4.0998950508419005,4.120044461803147,2.0091743823351305,34.267619155398165,277.9134166721018
