,labels_ring_DBSCAN_params1,labels_ring_DBSCAN_params11,labels_ring_DBSCAN_params12,labels_ring_DBSCAN_params13,labels_ring_DBSCAN_params16,labels_ring_DBSCAN_params17,labels_ring_DBSCAN_params18,labels_ring_DBSCAN_params21,labels_ring_DBSCAN_params22,labels_ring_DBSCAN_params23,labels_ring_DBSCAN_params26,labels_ring_DBSCAN_params27,labels_ring_DBSCAN_params28,labels_ring_DBSCAN_params29,labels_ring_DBSCAN_params31,labels_ring_DBSCAN_params32,labels_ring_DBSCAN_params33,labels_ring_DBSCAN_params34,labels_ring_DBSCAN_params36,labels_ring_DBSCAN_params37,labels_ring_DBSCAN_params38,labels_ring_DBSCAN_params39,labels_ring_DBSCAN_params41,labels_ring_DBSCAN_params42,labels_ring_DBSCAN_params43,labels_ring_DBSCAN_params44,labels_ring_DBSCAN_params46,labels_ring_DBSCAN_params47,labels_ring_DBSCAN_params48,labels_ring_DBSCAN_params49,labels_ring_DBSCAN_params50,labels_ring_DBSCAN_params51,labels_ring_DBSCAN_params52,labels_ring_DBSCAN_params53,labels_ring_DBSCAN_params54,labels_ring_DBSCAN_params55,labels_ring_DBSCAN_params6,labels_ring_DBSCAN_params7
B,0.00035268063159635965,0.027280021988718112,0.039881539720597846,0.021320085757727713,0.4589537734954323,0.3985016057350319,0.03261806323366413,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,0.037401741492451734,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,314876.7108533533,0.0008603975608251532,0.0022851104809120154
BH,3.622633598921059e-05,0.25262083291351933,1.8130710660742413,0.02206998522050838,69.71819129376972,55.180256690839315,1.355097289909336,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,4.755988903586003,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,239.32830938921433,0.0006117579568854614,0.0005200464283237658
D,0.7701907069102164,0.05152452518630251,0.319925908805507,0.1910654161397473,0.2267893414984005,0.035975558087207475,0.2642699665256885,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,1.8570666709788373,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.445902004073732,0.23945221296513863,0.29545358672923144
H,0.40553014265934917,3.4963194342883868,0.5145302706808975,1.4864929199033612,1.1846517865366777,1.2859543023469864,0.3337483102517033,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,0.05300928788502842,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,1.9999155734468559,5.076913710267823,1.016567561787108
DBCV,0.9447172876468358,-0.06869235509048818,-0.46752053430464835,0.36709073493589406,0.23468272905194187,0.2502140482353135,0.9789791265264247,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9957013974902588,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.9815473275191354,0.7038510116000644,0.9254538774213145
I,2.5501495828310814,0.013044379379991308,0.10231874779432532,0.04641492606510369,0.1968925145609013,0.1524032649488802,0.1043135858757242,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,0.430979942976261,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,7.615922904348193e-07,0.8023464579823273,0.23667096925452027
C,0.00033516549800123135,0.02935881423822822,0.0904191062189145,0.019816457430371418,0.13860156367130733,0.13978093666474437,0.002774595893175052,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,1.2741565808361941e-16,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.34586624667519816,0.002875081269369904,0.003582258633610577
CDbw,135.71673449228484,42.36115450080904,46.392980132784835,1.7852197455309697,0.34657962712182544,0.6366245015663552,12.87494269394672,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,7.772198518422781,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,0.08157152218587281,41.473568639524345,11.412381512748773
VIASCKDE,0.469076322209977,0.6189224793996474,0.7172247852969503,0.5674426817354172,0.8141074607826,0.8110457854161661,0.8241699865944886,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.8780968942835112,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.837704968280551,0.408151558292373,0.46188744664066583
COP,0.16644150034211697,0.3042700440530969,0.4297909995378045,0.14764076983457863,0.5136957866721088,0.5087740197124005,0.3632940231778786,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.4181104107866166,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.6377396862660121,0.13882675350576218,0.12285782873656402
Sym,54.7627462294095,0.024295987775482173,0.18418227023134978,0.3726385234223617,0.003326788083105023,0.0029105485502570346,0.14782795286475392,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,0.4712371745691466,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,9.347758445559583e-05,1.6600668697097214,3.304235225602679
CS,0.16765669772465808,0.4400632579895877,0.2087582179203002,0.7698826225419866,1.43380776647489,1.319413877397785,0.2908787822026131,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,0.23228040558078153,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,685.2099149822265,0.23559100949434914,0.4343272600209506
SF,0.6154000926822802,0.31978259762993255,0.5247546914064347,0.5245327257959158,0.19940441097358563,0.19843261013265356,0.42356234824691497,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.5099182358890317,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.2710099683591034,0.4826559509342746,0.5801413116201877
SD,28764.87910896108,125359.54842111532,7427857.380950107,352680.71464115183,21247353.99914605,16717399.127417075,1381979.113608187,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,12381150.213144178,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,39356886.143192895,186687.10183296935,18959.657421040672
SDbw,0.1668164900863086,0.03859629963274291,0.17339983071623905,0.38955634705452435,1.0299633446259238,0.8189746708853372,0.06896647195433608,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,0.09881479385594635,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,1.9999987060257622,0.09339670242287156,0.17719317476544535
XB*,0.1820601507490026,30.9895033345966,1.4829843013874915,1.2477592951433492,4.346503855844891,4.346503855844891,1.301595826703947,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,0.04118775456058928,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,301919.69400796934,1.0228251415670575,0.498370482895789
S,0.794959594488112,0.08441813595497272,0.12897131427515057,0.5226826432222618,0.4119730910982156,0.3599588407412152,0.7051602221745645,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.7158343002867924,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.2677909412588699,0.49622563100607636,0.700509674812051
DB,0.24683637675108716,0.4142335353456259,0.4022630734931484,0.6020777866844512,1.670730111798665,1.4694142167880362,0.2878446491536038,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,0.2616832066683268,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,659.8609993962638,0.5001806898272592,0.3813288973088835
CH,10737.5469889947,154.95849852444175,143.93339297306483,1248.9107121663947,237.84499789204696,182.8029883614344,351.3105365106859,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,534.8028880045457,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,0.001587923091056625,4639.609248717034,3025.9243641776557
AD-S,0.8316279218096356,0.43729406618467564,0.33081390279621997,0.39367545257229325,0.5605695788200166,0.5662893378197122,0.9263283832091606,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9587142439118423,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.9399475292485931,0.5636467790831822,0.7268242256225852
AD-DB,0.33348025472560777,0.573803846209502,0.36003005405346866,1.2847720871704287,1.2518559953997728,1.2210657778640177,0.32878912392567816,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.09113752207567613,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.12010494150281426,0.7742280384642434,0.596231878636656
AD-CH,131.4010952321566,197.24000433612315,344.8150493103529,88.04049435229689,3042.8927200229837,2308.185461050871,454.8836881747085,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,486.27417260202765,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,8309.399992311017,93.99605026082725,83.71320392367025
AD-idea,6102538624.014135,2.409062092525815e+19,864755905.8039032,2077.0080245627064,44.78821370565049,133.34852892828863,4861512456065.022,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,295456.5924112431,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,304.88139037298936,4.0180897730601786e+17,3398474.6290406496
