,labels_lsun_DBSCAN_params11,labels_lsun_DBSCAN_params16,labels_lsun_DBSCAN_params17,labels_lsun_DBSCAN_params21,labels_lsun_DBSCAN_params22,labels_lsun_DBSCAN_params23,labels_lsun_DBSCAN_params26,labels_lsun_DBSCAN_params27,labels_lsun_DBSCAN_params28,labels_lsun_DBSCAN_params29,labels_lsun_DBSCAN_params31,labels_lsun_DBSCAN_params32,labels_lsun_DBSCAN_params33,labels_lsun_DBSCAN_params34,labels_lsun_DBSCAN_params36,labels_lsun_DBSCAN_params37,labels_lsun_DBSCAN_params38,labels_lsun_DBSCAN_params39,labels_lsun_DBSCAN_params41,labels_lsun_DBSCAN_params42,labels_lsun_DBSCAN_params43,labels_lsun_DBSCAN_params44,labels_lsun_DBSCAN_params45,labels_lsun_DBSCAN_params50
B,0.0869234966639961,0.7994465082129447,0.2539264413440845,1.594519967397176,1.1996540600837253,0.265224564595292,2.3485726340047997,1.6108033625370992,1.4106104195253704,0.3953882118735544,2.058198936130487,2.4316016965315956,2.625126136268059,1.1710251251897923,2.058198936130487,2.058198936130487,2.058198936130487,1.7683948909655136,1.2769054329982483,1.2769054329982483,2.3258643262828933,2.055393658965475,1.0701334730591865,1.8432488380198535
BH,0.00033841081242931884,0.04326456974272847,0.023331576396041102,0.9582963535713046,0.48199455154952536,0.1555513234918236,6.917570649963783,8.125133295460003,0.7279514961747252,0.14588902117349292,21.71275361967041,21.484837522232155,11.34255540894331,4.087735572574562,21.71275361967041,21.71275361967041,21.71275361967041,16.88464516048414,90.69289165313161,90.69289165313161,60.32259502626076,21.51735223207465,3.637856580816404,5.5365412758184585
D,3.9251092370539564,0.18004055829061882,0.31025549941166525,0.09076482108026265,0.17076910724274857,1.1855732411480717,0.009694838845753532,0.06033703177392209,0.22898466702169318,1.5279985512889949,0.10819058359670573,0.004775622745799123,0.11422742082473143,0.45393990187186917,0.10819058359670573,0.10819058359670573,0.10819058359670573,0.1926788468103137,0.15974869823005153,0.15974869823005153,0.08469598175262681,0.10819058359670573,0.2997632973260337,0.4151773856837968
H,,,,,,,,,,,,,,,,,,,0.5972653726998842,0.5972653726998842,,,,
DBCV,0.062418955475053065,0.32175489399703083,0.19784725288835084,0.13393903084239858,0.35667759513248065,0.22299652067397704,0.47433022609675163,0.39673536038979207,0.1956030686294538,0.14164051054421828,0.5115837507126257,0.5520556124446736,0.5746437962536686,0.5009378056329618,0.5115837507126257,0.5115837507126257,0.5115837507126257,0.7484095521190346,0.7315485618828181,0.7315485618828181,0.5400140502519526,-0.4075513238126093,0.5230506346868631,-0.06375605851930502
I,39752.99592886463,1.5027137851758683,41.835375592030864,0.24666736805022973,1.362342595119195,64.168323184499,0.09639549793526629,0.23742843880542056,4.923773392546075,398.35089632248327,0.27820072425776143,0.2849937317602931,0.29846408555100845,1.8504587835999722,0.27820072425776143,0.27820072425776143,0.27820072425776143,0.7150996675962555,0.21472698099569437,0.21472698099569437,0.09486789762047193,0.2882467425224325,2.1095102689290397,1.255132480546402
C,0.5486149726386972,0.4327001816875546,0.5354930693994524,0.09482801784487836,0.2809520691267129,0.5354316751476095,0.15864755237808414,0.17493794947859165,0.30742663543568977,0.5704191053764612,0.1375735458054296,0.14169551484755352,0.15675346465392978,0.1370101011937642,0.1375735458054296,0.1375735458054296,0.1375735458054296,0.1514444334714296,0.3813822024007571,0.3813822024007571,0.3824384103377715,0.1355385075078729,0.1989714637486748,0.04851767888766546
CDbw,1.0700241779907607,0.5895484353090139,0.7268771290118833,0.5498429137613563,0.7662215716452845,0.6628395964521657,0.7642093655206661,0.4936781099792099,1.0132603145687937,0.42096252667444095,0.0,0.20252417456968813,0.6662472107601036,0.23069844343498347,0.0,0.0,0.0,0.45953023833113216,0.07976601078034791,0.07976601078034791,0.0,0.0,0.23136395972987817,0.11796712282150569
VIASCKDE,0.42571427187867417,0.3417873885740669,0.3610506498521907,0.437916390031626,0.4260686032818555,0.46850819612460465,0.5248314503603656,0.4963148290658215,0.4394060559684126,0.5036739837028954,,0.5413380803687265,0.5282657104377497,0.5120374171232944,,,,0.537054076424159,0.5266545815693315,0.5266545815693315,,,0.5080902417439879,0.5560528834872194
COP,0.36691974632618596,0.3413738673318932,0.3608915153047237,0.325658814836744,0.35850268398095686,0.3247906222887471,0.33163561986378326,0.3343812540364221,0.30348077851908956,0.3390444433627654,0.2580054478643957,0.26476764579506507,0.33622200915885436,0.2999610737738997,0.2580054478643957,0.2580054478643957,0.2580054478643957,0.24559403116522527,0.3058662411363814,0.3058662411363814,0.31257992351721725,0.257098056058714,0.30472237098435495,0.2761048773683705
Sym,0.0041378215761797245,0.002806133045515933,0.0038264390271163617,0.009464855909901966,0.006654647232241394,0.005168637719617863,0.021336639989404747,0.019289646576776804,0.011037359244596019,0.007602749345198397,0.05687623128458113,0.03968873545766918,0.02072628727554843,0.013240682826598266,0.05687623128458113,0.05687623128458113,0.05687623128458113,0.026786775391934022,0.004456608382921983,0.004456608382921983,0.005044961406337045,0.052565003826994215,0.007956606413823189,0.046733005274454634
CS,0.7167175427744371,0.8476636830511824,0.9068966766360946,1.2348965162449317,1.132308723311959,1.1080594946930555,1.7773356813566972,1.6285024612694448,0.9974750359270564,1.5357966705325596,1.0039256359148527,1.903710918239505,1.631022387483469,1.0655574877676053,1.0039256359148527,1.0039256359148527,1.0039256359148527,1.3572211335586526,1.7701167885298466,1.7701167885298466,1.2638752453975979,0.9937215177865628,1.1842755415146249,1.0890908477572696
SF,0.3660323565366934,0.1372336737996359,0.24528232399279082,0.11561896214434408,0.16326869033010338,0.30847608263069093,0.1655982058181903,0.15941705671907225,0.21504961402051448,0.3381667028263322,0.303086113508255,0.20254405387747698,0.1928679965265272,0.28001321553805114,0.303086113508255,0.303086113508255,0.303086113508255,0.25965072954499224,0.3470025253176344,0.3470025253176344,0.3434044998549922,0.3062411929964559,0.25832580460915033,0.3102630620355722
SD,111367.17900176022,35264.53364215705,75351.85869060228,82962.73660331758,97553.9788269043,224730.57641289057,159154.33953479351,233798.05075511962,150498.6675719576,365306.2919039873,323391.7014408053,442350.32246520807,286775.8752568865,279772.0854510293,323391.7014408053,323391.7014408053,323391.7014408053,352447.67146406556,574083.0973923855,574083.0973923855,380105.60937624145,315416.87417650636,342410.40746235533,212998.01526242256
SDbw,1.5367131054528593,0.20072619790006196,0.5339346051944494,0.38771240165571497,0.4714680372012825,1.3231424830548568,0.7353312167586635,0.7978607460672544,0.5461523764450179,1.6964774096150643,0.8285446065691588,1.0463774846346208,1.0176692792721818,0.7780136566161191,0.8285446065691588,0.8285446065691588,0.8285446065691588,0.9387434617623509,1.6643116783134668,1.6643116783134668,1.0486361518183345,0.8054652011346985,0.9280282407348708,0.6446193113022711
XB*,33.34702582433564,82.9600337318367,55.60790507590012,38.27409718173214,30.851949767774773,4.330017833850961,209.3973106238503,5.300364420145435,5.548213956816523,2.6223005981865084,0.7205127083662217,12.28343083612605,4.494742746420188,0.7103505091144938,0.7205127083662217,0.7205127083662217,0.7205127083662217,0.5616481322559593,1.0253993704475728,1.0253993704475728,1.3868683000500899,0.7201267489129682,1.1573707930556711,0.36323634063300514
S,-0.5632543702107099,-0.06656852953184486,-0.35220918348801733,0.04191578628977518,0.06269380807316376,-0.2156105658507123,0.10441433891114624,0.11552574611102577,0.07416169018670198,-0.24265014635519716,0.3734478635809156,0.3769138156511183,0.2366685980775547,0.4507694898963555,0.3734478635809156,0.3734478635809156,0.3734478635809156,0.3807161369413967,0.2524751564106731,0.2524751564106731,0.1852379196641361,0.37687628412445606,0.38943576441647865,0.544532922689896
DB,1.2843511664506686,1.188361880564349,1.263900298566121,1.4046141678414508,1.197042197650014,1.3379117729771215,4.162384218193674,1.376700587022273,1.0337384351774643,1.6438841843561522,0.6654962412467522,2.5630885865843887,1.2054154365142626,0.8435108506028943,0.6654962412467522,0.6654962412467522,0.6654962412467522,0.9741302213477263,1.199475681632126,1.199475681632126,0.9821618297515448,0.661042338620385,1.0617273616138285,0.5953108653007286
CH,2.489512858904134,14.091982732623874,8.99928313248074,80.03669695077612,47.55117149525401,17.52224996361818,90.82030248901981,94.75496931073998,77.8460410237119,13.670571028041307,208.77222244654672,207.59778587779346,146.14283688068318,280.7986937594099,208.77222244654672,208.77222244654672,208.77222244654672,229.48786995867889,93.97720214740805,93.97720214740805,47.437294557346334,211.8668116135581,171.2028116335558,567.8699556813004
AD-S,-0.44890155314729824,0.056212098677070894,-0.30871424453964147,0.21759597469176664,0.08688334649814196,-0.10085420863309094,0.5792881623084373,0.4801669720557046,0.09564495177498074,-0.18868923051200967,0.6813428530848094,0.6506795978540327,0.5336715123820938,0.35983644155676237,0.6813428530848094,0.6813428530848094,0.6813428530848094,0.6003925944670422,0.3874549951684962,0.3874549951684962,0.370916441207623,0.6748599642996612,0.3214604712844856,0.4014432236267042
AD-DB,1.543901052019785,1.3473660412418338,1.4561857199079167,1.3220006924197776,1.416557381222075,1.0006500466964101,1.1298178613868697,1.5282574473717774,1.4951105056095664,0.9908987008654049,0.5868468123821247,1.0268911218267553,1.5781466811624927,1.205154616340928,0.5868468123821247,0.5868468123821247,0.5868468123821247,1.150698908191612,0.9711695018496411,0.9711695018496411,0.8904401010331937,0.5876374838486502,1.2565687148938482,1.2350712843645524
AD-CH,2.64774694878203,26.933233934879446,10.424413709092516,64.46264207722223,52.290258605846205,148.62556886374807,149.9492168138107,154.07047978132525,134.0395271081871,274.10213906914186,417.5912943444942,416.3057804290185,226.4240793181132,376.14175421002096,417.5912943444942,417.5912943444942,417.5912943444942,413.1710872728281,559.1138651323787,559.1138651323787,279.9660787341511,413.2351241553011,330.4293049877415,414.10896835970607
AD-idea,1.5441575870301645,676.2086893776625,16.128836078313004,26.041462491165106,95.17777151415223,2.4908441304037217,175.39312442585629,47.753599272798816,17.11292482101505,1.7568864163166427,37.595444085874206,38.15518989542165,50.391967373538435,4.022595380578676,37.595444085874206,37.595444085874206,37.595444085874206,30.246449355349313,5.837134853515835,5.837134853515835,5.946172773566825,36.4080905880126,3.5269834036410725,3.8528827237809677
