,labels_data7_DBSCAN_params13,labels_data7_DBSCAN_params17,labels_data7_DBSCAN_params18,labels_data7_DBSCAN_params19,labels_data7_DBSCAN_params21,labels_data7_DBSCAN_params22,labels_data7_DBSCAN_params23,labels_data7_DBSCAN_params24,labels_data7_DBSCAN_params25,labels_data7_DBSCAN_params26,labels_data7_DBSCAN_params27,labels_data7_DBSCAN_params28
CS,0.6851026628741247,1.2660509964296012,1.0261695067645913,1.0327742573198364,954.7575498617388,954.7575498617388,1.3755511193183416,2.9008340540430324,954.7575498617388,954.7575498617388,954.7575498617388,954.7575498617388
SF,0.3595336260277495,0.061841263334437735,0.17871460756927993,0.33356310542005796,0.2229332896484374,0.2229332896484374,0.0646721845845506,0.2021883298006265,0.2229332896484374,0.2229332896484374,0.2229332896484374,0.2229332896484374
SD,668759.1816196538,390185.384536823,801260.7605018968,1104633.6477986905,8011737.650094641,8011737.650094641,1418175.3207608084,3596593.247994837,8011737.650094641,8011737.650094641,8011737.650094641,8011737.650094641
SDbw,1.837641822776103,inf,0.5070231891923209,2.0099103395552294,2.000017201750293,2.000017201750293,inf,1.3364506766594877,2.000017201750293,2.000017201750293,2.000017201750293,2.000017201750293
XB*,100.58414075615526,251.8696958890121,25.508746190846132,12.696496738575151,352783.3496085954,352783.3496085954,64.46660416536005,143.8302959029523,352783.3496085954,352783.3496085954,352783.3496085954,352783.3496085954
S,-0.5975583544274619,-0.02748759498336897,-0.15265277961683715,-0.4869739073988818,0.11245631130059798,0.11245631130059798,0.09177273358507926,-0.016247608646140145,0.11245631130059798,0.11245631130059798,0.11245631130059798,0.11245631130059798
DB,1.3647958386360137,2.2359831847182527,1.884473161806838,1.6283318676688776,892.4091926389871,892.4091926389871,2.8135783724103267,9.502231495765422,892.4091926389871,892.4091926389871,892.4091926389871,892.4091926389871
CH,3.8289662351618503,49.7107337122427,18.503141859320568,6.698467611209203,0.0011260950638030834,0.0011260950638030834,191.44164835692695,24.81080814826704,0.0011260950638030834,0.0011260950638030834,0.0011260950638030834,0.0011260950638030834
AD-S,-0.506435298374808,0.2592139135404557,-0.23803192754486766,-0.1418125225775126,0.6941918394282138,0.6941918394282138,0.4467586087843066,-0.17121642751577787,0.6941918394282138,0.6941918394282138,0.6941918394282138,0.6941918394282138
AD-DB,2.047139268510468,1.332129581532567,3.316774912581342,2.6005624931966596,0.6116163211435725,0.6116163211435725,1.6308261193336255,2.228345614113202,0.6116163211435725,0.6116163211435725,0.6116163211435725,0.6116163211435725
AD-CH,48.47466034308163,63.20964546238055,18.564198333204487,78.4255806080878,1631.7419360784634,1631.7419360784634,205.26723856056344,200.9636350211347,1631.7419360784634,1631.7419360784634,1631.7419360784634,1631.7419360784634
AD-idea,1.6104140848167532,115613.26654899881,12.353362876101102,1.403104778961022,10.803427032170815,10.803427032170815,83.64190962597333,4.328496459900139,10.803427032170815,10.803427032170815,10.803427032170815,10.803427032170815
