,labels_sonar_SpectralClustering_params1,labels_sonar_SpectralClustering_params10,labels_sonar_SpectralClustering_params11,labels_sonar_SpectralClustering_params12,labels_sonar_SpectralClustering_params13,labels_sonar_SpectralClustering_params14,labels_sonar_SpectralClustering_params15,labels_sonar_SpectralClustering_params16,labels_sonar_SpectralClustering_params17,labels_sonar_SpectralClustering_params18,labels_sonar_SpectralClustering_params19,labels_sonar_SpectralClustering_params2,labels_sonar_SpectralClustering_params20,labels_sonar_SpectralClustering_params21,labels_sonar_SpectralClustering_params22,labels_sonar_SpectralClustering_params23,labels_sonar_SpectralClustering_params24,labels_sonar_SpectralClustering_params25,labels_sonar_SpectralClustering_params26,labels_sonar_SpectralClustering_params27,labels_sonar_SpectralClustering_params28,labels_sonar_SpectralClustering_params29,labels_sonar_SpectralClustering_params3,labels_sonar_SpectralClustering_params30,labels_sonar_SpectralClustering_params31,labels_sonar_SpectralClustering_params32,labels_sonar_SpectralClustering_params33,labels_sonar_SpectralClustering_params34,labels_sonar_SpectralClustering_params35,labels_sonar_SpectralClustering_params36,labels_sonar_SpectralClustering_params4,labels_sonar_SpectralClustering_params5,labels_sonar_SpectralClustering_params6,labels_sonar_SpectralClustering_params7,labels_sonar_SpectralClustering_params8,labels_sonar_SpectralClustering_params9
B,0.485060274899571,0.485060274899571,0.485060274899571,0.485060274899571,0.6731314471085322,0.6731314471085322,1.9586052964289449,1.952123691568772,1.653785041142315,1.8399857900462102,0.5935632275731231,0.485060274899571,0.5904180795548568,0.5935632275731231,0.5904180795548568,0.5935632275731231,0.5904180795548568,0.7899524992697367,0.8267568856587326,1.3847634002500508,1.3945804692266592,1.389067874024693,2.1907388111717,1.7071068522563735,0.5567031547320321,0.608598194928906,0.5567031547320321,0.608598194928906,0.5567031547320321,0.608598194928906,2.2466998336199295,2.15334259617657,2.283003814634756,0.485060274899571,0.485060274899571,0.485060274899571
BH,1013.6244517950292,1013.6244517950292,1013.6244517950292,1013.6244517950292,557.0859222752484,557.0859222752484,533.5653539589775,532.3919139731055,519.4557556879522,524.9365602936048,609.6155403390052,1013.6244517950292,600.0895652451171,609.6155403390052,600.0895652451171,609.6155403390052,600.0895652451171,405.6545071098227,392.056991152819,363.597015344282,363.576254403622,362.4159848588939,900.5875311715529,375.6383161886989,448.82523868453694,440.78157448552594,448.82523868453694,440.78157448552594,448.82523868453694,440.78157448552594,899.6186227335044,901.4522296412725,897.7854073943486,1013.6244517950292,1013.6244517950292,1013.6244517950292
D,0.5578785388944765,0.5578785388944765,0.5578785388944765,0.5578785388944765,0.35508551941318706,0.32688988983005196,0.30413195709885227,0.2571651885949574,0.32192647705186184,0.29746772442067054,0.34170050055717655,0.5578785388944765,0.4396037914515618,0.34170050055717655,0.4396037914515618,0.34170050055717655,0.4396037914515618,0.2268723409366605,0.259901631770388,0.3075219488740826,0.30102575371230056,0.2958032087292685,0.3626105755183608,0.28385674216078827,0.33792759210627726,0.36380867629368335,0.33792759210627726,0.36380867629368335,0.33792759210627726,0.36380867629368335,0.33658498433449674,0.34565709480512735,0.34482128724311106,0.5578785388944765,0.5578785388944765,0.5578785388944765
H,0.48982491944196915,0.48982491944196915,0.48982491944196915,0.48982491944196915,1.204159526461927,1.204159526461927,1.6503588875951223,1.6377507575468888,1.5725024472905231,1.5612204474230063,1.0017903739737966,0.48982491944196915,1.01267042275755,1.0017903739737966,1.01267042275755,1.0017903739737966,1.01267042275755,1.2728881758605168,1.7732478692280504,2.2032574193803245,2.186091541839475,2.23554548162789,1.0563592821845906,2.3002558002446545,1.2401333142379816,1.4710287841150957,1.2401333142379816,1.4710287841150957,1.2401333142379816,1.4710287841150957,1.065791203169209,1.0510190200684246,1.0682127427446457,0.48982491944196915,0.48982491944196915,0.48982491944196915
DBCV,0.3273591851525201,0.3273591851525201,0.3273591851525201,0.3273591851525201,-0.6061023324577658,-0.6061023324577657,-0.5914868837086513,-0.6314385786539769,-0.6192784987354728,-0.6871497119535875,-0.3573373212053665,0.3273591851525201,-0.3780277220768852,-0.3573373212053665,-0.3780277220768852,-0.3573373212053665,-0.3780277220768852,-0.6259871519828504,-0.6852414563524116,-0.6220507460055427,-0.6156203743724841,-0.6198708087570742,-0.6547364951244122,-0.7043415954244043,-0.12207973638734788,-0.33963719392666997,-0.12207973638734788,-0.33963719392666997,-0.12207973638734788,-0.33963719392666997,-0.6813652612820766,-0.6570235642646247,-0.9164091120568327,0.3273591851525201,0.3273591851525201,0.3273591851525201
I,5.703891498630234,5.703891498630234,5.703891498630234,5.703891498630234,3.5827290223750974,3.5827290223750974,1.7661578149763932,1.7672935715508056,2.0668400331630346,1.7980015884066278,3.008309726326717,5.703891498630234,3.088100092382175,3.008309726326717,3.088100092382175,3.008309726326717,3.088100092382175,3.2948072004081825,2.548821679933047,1.5302100125272033,1.5106424110859509,1.6175730122539902,2.229044855459429,1.3495697224102796,1.729619139911718,1.7880440736185452,1.729619139911718,1.7880440736185452,1.729619139911718,1.7880440736185452,2.2048683703607335,2.243936684358098,2.1954649399650035,5.703891498630234,5.703891498630234,5.703891498630234
C,0.16713342859772715,0.16713342859772715,0.16713342859772715,0.16713342859772715,0.24722345688327604,0.24722345688327604,0.24154798796186436,0.24336287269349288,0.19644364185538954,0.23093367792012073,0.20048228160628728,0.16713342859772715,0.18839749806407127,0.20048228160628728,0.18839749806407127,0.20048228160628728,0.18839749806407127,0.26565464113669196,0.2603764534571974,0.18901411889800984,0.19025357825083072,0.18266627022524687,0.310550078305492,0.20689339989996208,0.18925847638642418,0.19387662111090792,0.18925847638642418,0.19387662111090792,0.18925847638642418,0.19387662111090792,0.30613919487372104,0.31239505092879377,0.30677970135189603,0.16713342859772715,0.16713342859772715,0.16713342859772715
VIASCKDE,0.05914493292999386,0.05914493292999386,0.05914493292999386,0.05914493292999386,0.04490333185097798,0.04490333185097799,0.04101298684017866,0.04130634386345403,0.039701008895171114,0.040465472133263396,0.049992099561183084,0.05914493292999386,0.050069400833579886,0.049992099561183084,0.050069400833579886,0.049992099561183084,0.050069400833579886,0.04518678480009281,0.04266141174703933,0.037722664095885025,0.03774108321401638,0.03392156856031582,0.04284503588513406,0.035858703726556675,0.05620140333287533,0.05428952147966995,0.05620140333287533,0.05428952147966995,0.05620140333287533,0.05428952147966995,0.04290016760894425,0.0420487404916356,0.04053119439482787,0.05914493292999386,0.05914493292999386,0.05914493292999386
COP,0.5142136747238744,0.5142136747238744,0.5142136747238744,0.5142136747238744,0.4764351335772589,0.4764351335772589,0.4823531124043837,0.48632153101743475,0.4897185956716586,0.4839519856773726,0.4919585411799195,0.5142136747238744,0.48936108235484777,0.4919585411799195,0.48936108235484777,0.4919585411799195,0.48936108235484777,0.4676374700726865,0.46894395954933105,0.48594458651675354,0.48461326408589617,0.488397395067722,0.4829379054021563,0.48110877157619913,0.4861474954613971,0.48679409948051366,0.4861474954613971,0.48679409948051366,0.4861474954613971,0.48679409948051366,0.4829635303550293,0.48306298132035624,0.4829979167929218,0.5142136747238744,0.5142136747238744,0.5142136747238744
Sym,0.0013196753556490182,0.0013196753556490182,0.0013196753556490182,0.0013196753556490182,0.0010864956947088354,0.0010864956947088354,0.0007417145516601457,0.0007431701652563796,0.0008076398387085642,0.0007481971046904151,0.0009866061800657864,0.0013196753556490182,0.0010033490245341203,0.0009866061800657864,0.0010033490245341203,0.0009866061800657864,0.0010033490245341203,0.001029578382655281,0.0009191832040812265,0.0007122038169765188,0.0007068838929733129,0.0007332869581453673,0.0008311371433260323,0.0006631413855455804,0.0007483168994435853,0.0007635213752827413,0.0007483168994435853,0.0007635213752827413,0.0007483168994435853,0.0007635213752827413,0.0008254138551728211,0.0008340136993932496,0.0008195855594135579,0.0013196753556490182,0.0013196753556490182,0.0013196753556490182
CS,1.1463893134484613,1.1463893134484613,1.1463893134484613,1.1463893134484613,1.5670501063822466,1.5670501063822466,2.3170636810347034,2.298567256641471,2.1709357479472833,2.1610408956413383,1.3867943932764608,1.1463893134484613,1.392412540551495,1.3867943932764608,1.392412540551495,1.3867943932764608,1.392412540551495,1.3407448756399152,1.7076352045374945,2.2297484722410372,2.2136839439765774,2.2731505691153613,2.272915978369749,2.3827137660078725,1.3353714564460515,1.4545623619298476,1.3353714564460515,1.4545623619298476,1.3353714564460515,1.4545623619298476,2.2836243943831045,2.2644858830400563,2.2883538923391082,1.1463893134484613,1.1463893134484613,1.1463893134484613
SF,0.007592923509853411,0.007592923509853411,0.007592923509853411,0.007592923509853411,0.0010817136729773802,0.0010817136729773802,0.0007869162758434856,0.0008121799960336684,0.0007916024254952525,0.0008824768518228554,0.0008290989842910657,0.007592923509853411,0.0008281078134939612,0.0008290989842910657,0.0008281078134939612,0.0008290989842910657,0.0008281078134939612,0.00043988824422480644,0.00012563823106359617,7.354064395326265e-05,7.625183111481526e-05,6.575600402092263e-05,0.00875793812412562,5.29881224831108e-05,0.0002221020327116685,0.0001231947510678122,0.0002221020327116685,0.0001231947510678122,0.0002221020327116685,0.0001231947510678122,0.008635423036939982,0.008789395125261668,0.00867053296571163,0.007592923509853411,0.007592923509853411,0.007592923509853411
SD,5.19125362438673,5.19125362438673,5.19125362438673,5.19125362438673,5.0284291179057,5.0284291179057,5.350886985716017,5.318165977900329,5.342092281266708,5.20504307358191,4.985395831509693,5.19125362438673,4.998146895113381,4.985395831509693,4.998146895113381,4.985395831509693,4.998146895113381,4.098633426618494,4.842100098144579,5.254939375191398,5.200077357264424,5.3823341518206895,5.665643696427612,5.5470966638761485,4.198835136747953,4.595568161869652,4.198835136747953,4.595568161869652,4.198835136747953,4.595568161869652,5.704625956399226,5.656424240768877,5.7200579913174625,5.19125362438673,5.19125362438673,5.19125362438673
SDbw,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
XB*,0.4606740380024554,0.4606740380024554,0.4606740380024554,0.4606740380024554,1.1608449229900966,1.1608449229900966,1.7090508178040453,1.6734298948978756,1.606533147872554,1.5738871824089216,0.7542814207300526,0.4606740380024554,0.7437699267362918,0.7542814207300526,0.7437699267362918,0.7542814207300526,0.7437699267362918,1.1809657942775016,1.5774948582131667,2.4280105233607334,2.4037050281697114,2.4203902198971226,1.2848500341258187,2.395651707568885,1.1127736568131077,1.265271008350055,1.1127736568131077,1.265271008350055,1.1127736568131077,1.265271008350055,1.2935053267996401,1.2756734280102504,1.304594428328273,0.4606740380024554,0.4606740380024554,0.4606740380024554
S,0.27233773831970026,0.27233773831970026,0.27233773831970026,0.27233773831970026,0.16523141034400815,0.16523141034400815,0.12126336905354042,0.12158885922139409,0.1456354346240051,0.13038369774512715,0.1948137190804252,0.27233773831970026,0.20365752873824555,0.1948137190804252,0.20365752873824555,0.1948137190804252,0.20365752873824555,-0.004610449504190954,0.0871652877696028,0.11604941779235003,0.11513247285615782,0.12283585062765923,0.15439040873600168,0.12437393351859018,0.17951665509805365,0.17753960022504717,0.17951665509805365,0.17753960022504717,0.17951665509805365,0.17753960022504717,0.1553225743842977,0.15410415093271806,0.15359416378716467,0.27233773831970026,0.27233773831970026,0.27233773831970026
DB,1.1168648312409917,1.1168648312409917,1.1168648312409917,1.1168648312409917,1.6906108542956735,1.6906108542956735,2.0997606237823145,2.0957963818834924,1.9789495351413715,1.985073945092438,1.4330298621101385,1.1168648312409917,1.4530805887382259,1.4330298621101385,1.4530805887382259,1.4330298621101385,1.4530805887382259,1.5836380201519777,1.7894864413167242,2.0295189150825115,2.007988936557169,2.086782822422755,2.054765819400436,2.245826628399626,1.264404117955717,1.4542940122632073,1.264404117955717,1.4542940122632073,1.264404117955717,1.4542940122632073,2.0736836192750845,2.044075254622427,2.0803518053027386,1.1168648312409917,1.1168648312409917,1.1168648312409917
CH,12.725782983647688,12.725782983647688,12.725782983647688,12.725782983647688,29.514082144032816,29.514082144032816,35.33351216275411,35.63730970422679,39.07738344265812,37.59918963044818,18.138635070936363,12.725782983647688,20.053683589697016,18.138635070936363,20.053683589697016,18.138635070936363,20.053683589697016,22.205381882393976,25.33392989258712,32.639494225516366,32.64524094451235,32.96745523077017,40.17907110242426,29.413437738268545,13.5288815606807,15.0166727564912,13.5288815606807,15.0166727564912,13.5288815606807,15.0166727564912,40.4442112109486,39.942929176030695,40.947433144071,12.725782983647688,12.725782983647688,12.725782983647688
AD-S,0.41715406564405816,0.41715406564405816,0.41715406564405816,0.41715406564405816,0.06771887084530041,0.06771887084530041,0.04899523397680077,0.051433036467563906,0.019541386945595374,0.005628744377516755,0.20430201132300982,0.41715406564405816,0.20430201132300982,0.20430201132300982,0.20430201132300982,0.20430201132300982,0.20430201132300982,0.0500463371147894,0.05017676601883859,0.06853037736147895,0.06853037736147895,0.0665266778562464,0.054717502534789256,0.035939441902577876,0.2212915393115225,0.22110002384216762,0.2212915393115225,0.22110002384216762,0.2212915393115225,0.22110002384216762,0.054717502534789256,0.054717502534789256,0.04775959968356172,0.41715406564405816,0.41715406564405816,0.41715406564405816
AD-DB,1.1331656431778003,1.1331656431778003,1.1331656431778003,1.1331656431778003,1.907451158740537,1.9074511587405365,2.5251270309230995,2.512993218044417,2.0444039265551566,2.020948638427394,1.5578950725489416,1.1331656431778003,1.5821365991017202,1.5578950725489416,1.5821365991017202,1.5578950725489416,1.5821365991017202,1.9451329426000132,2.236794071416929,2.1198308425385695,2.111108604277832,2.1550243840201135,2.33785115384954,2.491037214965046,1.394988575390856,1.4994226935224026,1.394988575390856,1.4994226935224026,1.394988575390856,1.4994226935224026,2.3437896539852825,2.336533782922614,2.346086051990629,1.1331656431778003,1.1331656431778003,1.1331656431778003
AD-CH,10.19470368000471,10.19470368000471,10.19470368000471,10.19470368000471,94.13857580391735,94.13857580391733,89.9418141360671,90.11532005071439,97.54394932330757,98.43585459811807,97.56886161809959,10.19470368000471,98.00508814474634,97.56886161809959,98.00508814474634,97.56886161809959,98.00508814474634,63.157566468562926,63.160325517892254,64.59009734433509,64.69248038653923,64.38711439422957,179.54043891368855,64.10840467373166,65.95797067653879,66.44257320721293,65.95797067653879,66.44257320721293,65.95797067653879,66.44257320721293,179.54043891368858,179.54043891368855,179.00929256288106,10.19470368000471,10.19470368000471,10.19470368000471
AD-idea,3.118129870249756,3.118129870249756,3.118129870249756,3.118129870249756,1.9563019131494828,1.9563019131494825,1.1026794455483528,1.1045111313030431,1.0152602758685085,0.9935334888997385,2.5010838065663554,3.118129870249756,2.513132560229066,2.5010838065663554,2.513132560229066,2.5010838065663554,2.513132560229066,3.6565775279991053,2.196853788618471,1.2387690598804293,1.2272722177774908,1.2115611692198314,1.0607231897534122,1.089198173908727,5.568926128843556,4.123553519317452,5.568926128843556,4.123553519317452,5.568926128843556,4.123553519317452,1.0570240628124967,1.0573999513609929,1.047458452850801,3.118129870249756,3.118129870249756,3.118129870249756
