,labels_twodiamonds_MeanShift_params1,labels_twodiamonds_MeanShift_params10,labels_twodiamonds_MeanShift_params11,labels_twodiamonds_MeanShift_params12,labels_twodiamonds_MeanShift_params13,labels_twodiamonds_MeanShift_params14,labels_twodiamonds_MeanShift_params15,labels_twodiamonds_MeanShift_params16,labels_twodiamonds_MeanShift_params17,labels_twodiamonds_MeanShift_params18,labels_twodiamonds_MeanShift_params19,labels_twodiamonds_MeanShift_params2,labels_twodiamonds_MeanShift_params20,labels_twodiamonds_MeanShift_params21,labels_twodiamonds_MeanShift_params22,labels_twodiamonds_MeanShift_params23,labels_twodiamonds_MeanShift_params24,labels_twodiamonds_MeanShift_params25,labels_twodiamonds_MeanShift_params26,labels_twodiamonds_MeanShift_params27,labels_twodiamonds_MeanShift_params28,labels_twodiamonds_MeanShift_params29,labels_twodiamonds_MeanShift_params3,labels_twodiamonds_MeanShift_params4,labels_twodiamonds_MeanShift_params5,labels_twodiamonds_MeanShift_params6,labels_twodiamonds_MeanShift_params7,labels_twodiamonds_MeanShift_params8,labels_twodiamonds_MeanShift_params9
B,0.05095662315239734,0.20231116564473373,0.44325783317842987,0.44325783317842987,0.15985265879545862,0.20686912486372763,0.20149132387036217,0.20231116564473373,0.4430684975746366,0.4430684975746366,0.4430684975746366,0.04887828456590437,0.4430684975746366,0.4430684975746366,0.5117688483845485,0.4430684975746366,0.4430684975746366,0.4430684975746366,0.4430684975746366,0.4430684975746366,0.4430684975746366,0.4430684975746366,0.1159663501544371,0.11771621938231572,0.18463434905389073,0.20615829221286674,0.15985265879545862,0.20686912486372763,0.20149132387036217
BH,1.227505809450354,20.79373200425246,91.44388438973573,91.44388438973573,10.055014645540895,21.025596485698294,20.836995530715786,20.79373200425246,91.42254464881525,91.42254464881525,91.42254464881525,0.9933518972805382,91.42254464881525,91.42254464881525,53.30405465810464,91.42254464881525,91.42254464881525,91.42254464881525,91.42254464881525,91.42254464881525,91.42254464881525,91.42254464881525,5.80167352758553,5.621817130801559,14.609315063066386,20.937211039988462,10.055014645540895,21.025596485698294,20.836995530715786
D,0.19207420560325456,0.2997540529656395,0.2837818572747802,0.24405046139683104,0.1994973883599359,0.27826021800061784,0.3212375446819946,0.2997540529656395,0.2650599943229336,0.2650599943229336,0.2650599943229336,0.21431445248148026,0.2650599943229336,0.2650599943229336,0.16197959809290524,0.2650599943229336,0.2650599943229336,0.2650599943229336,0.2650599943229336,0.2654443927682905,0.2654443927682905,0.2650599943229336,0.16195983202614794,0.15802561151633054,0.20284694121154156,0.2764628764319907,0.1994973883599359,0.27826021800061784,0.3212375446819946
H,2.726997509364313,0.67739131419176,0.36210222399069825,0.36210222399069825,0.8574924374556642,0.6990686627243333,0.6691007221802991,0.67739131419176,0.3619650567323057,0.3619650567323057,0.3619650567323057,3.459512939748211,0.3619650567323057,0.3619650567323057,0.9568415194349924,0.3619650567323057,0.3619650567323057,0.3619650567323057,0.3619650567323057,0.3619650567323057,0.3619650567323057,0.3619650567323057,1.5569402229401696,1.7518944103724332,1.1020983537857556,0.6941144072549431,0.8574924374556642,0.6990686627243333,0.6691007221802991
DBCV,-0.5787285950390086,-0.8345478959010693,-0.4516737375014084,-0.4516737375014083,-0.6965474255195261,-0.6906541285825892,-0.6373353561485122,-0.8345478959010693,-0.32153966046770294,-0.32153966046770294,-0.32153966046770294,-0.5912567757866328,-0.32153966046770294,-0.32153966046770294,-0.8431517678204288,-0.32153966046770294,-0.32153966046770294,-0.32153966046770294,-0.32153966046770294,-0.32153966046770294,-0.32153966046770294,-0.32153966046770294,-0.57210585176913,-0.7416763103184343,-0.729820046125604,-0.75333409670823,-0.6965474255195261,-0.6906541285825892,-0.6373353561485122
I,0.26576584323656116,0.49299848174694805,0.5953716445179806,0.5953716445179806,0.35448005063790006,0.4853173175142941,0.4965323545007362,0.49299848174694805,0.5956624319764171,0.5956624319764171,0.5956624319764171,0.2309321827680674,0.5956624319764171,0.5956624319764171,0.39508573376495115,0.5956624319764171,0.5956624319764171,0.5956624319764171,0.5956624319764171,0.5956624319764171,0.5956624319764171,0.5956624319764171,0.3417442904197993,0.3522984607884107,0.3840531384609457,0.4762882498463934,0.35448005063790006,0.4853173175142941,0.4965323545007362
C,0.03219667061073841,0.06848637097633728,0.10063354278706792,0.10063354278706792,0.06711881778808922,0.06973548896758693,0.06855001984141287,0.06848637097633728,0.10054043514698989,0.10054043514698989,0.10054043514698989,0.032031484966049635,0.10054043514698989,0.10054043514698989,0.14489547647873655,0.10054043514698989,0.10054043514698989,0.10054043514698989,0.10054043514698989,0.10054043514698989,0.10054043514698989,0.10054043514698989,0.060291194307762086,0.05662261833972927,0.07397267427140923,0.06937685680791195,0.06711881778808922,0.06973548896758693,0.06855001984141287
CDbw,0.32742619883990287,0.06563627817152319,0.10915843678116668,0.10819819512354804,0.09661207416464898,0.0513119086313523,0.09888946197176152,0.06563627817152319,0.10456355536302142,0.10456355536302142,0.10456355536302142,0.28436188323186185,0.10456355536302142,0.10456355536302142,0.08777215010624059,0.10456355536302142,0.10456355536302142,0.10456355536302142,0.10456355536302142,0.10407742511833905,0.10407742511833905,0.10456355536302142,0.15547367219976663,0.1683764359897952,0.03504204692707987,0.034119249783895286,0.09661207416464898,0.0513119086313523,0.09888946197176152
VIASCKDE,0.4829915344335656,0.5702268013567796,0.6271754726652455,0.6271754726652455,0.5503989161337433,0.5648381735630381,0.572569706776434,0.5702268013567796,0.6273969681296703,0.6273969681296703,0.6273969681296703,0.42333597953652,0.6273969681296703,0.6273969681296703,0.5676408552873334,0.6273969681296703,0.6273969681296703,0.6273969681296703,0.6273969681296703,0.6273969681296703,0.6273969681296703,0.6273969681296703,0.5123071469295433,0.4924812712184226,0.5364296320936067,0.5657265641664886,0.5503989161337433,0.5648381735630381,0.572569706776434
COP,0.18270454111805332,0.2228622869684903,0.3029511677373671,0.3029511677373671,0.21562947093341203,0.22417750376460796,0.22455937287924901,0.2228622869684903,0.3031636805638746,0.3031636805638746,0.3031636805638746,0.17580675579393013,0.3031636805638746,0.3031636805638746,0.2858238591108405,0.3031636805638746,0.3031636805638746,0.3031636805638746,0.3031636805638746,0.3031636805638746,0.3031636805638746,0.3031636805638746,0.20995582294082538,0.19878035834804553,0.21583030522570992,0.22294686485169424,0.21562947093341203,0.22417750376460796,0.22455937287924901
Sym,0.024074786266351664,0.014888659294098501,0.05307899274642702,0.05307899274642702,0.016078772221926805,0.01587351318801802,0.015424799994266361,0.014888659294098501,0.05384924013241848,0.05384924013241848,0.05384924013241848,0.02160140234931943,0.05384924013241848,0.05384924013241848,0.02693926238377435,0.05384924013241848,0.05384924013241848,0.05384924013241848,0.05384924013241848,0.05384924013241848,0.05384924013241848,0.05384924013241848,0.020001065610475165,0.01902327325095325,0.014367882869595783,0.01533732591857485,0.016078772221926805,0.01587351318801802,0.015424799994266361
CS,1.1109813082596194,1.1894870296825935,1.3480955980516687,1.3480955980516687,1.0564889823912647,1.2265958603700873,1.182849809100128,1.1894870296825935,1.3479259993630959,1.3479259993630959,1.3479259993630959,1.1899310070094966,1.3479259993630959,1.3479259993630959,1.9166076325641848,1.3479259993630959,1.3479259993630959,1.3479259993630959,1.3479259993630959,1.3479259993630959,1.3479259993630959,1.3479259993630959,1.2429238633428341,1.2963275849819946,1.382778675524949,1.2189278660344236,1.0564889823912647,1.2265958603700873,1.182849809100128
SF,0.10873809544665158,0.28926315499227384,0.38025307670816777,0.38025307670816777,0.2397643789123639,0.28588294185134966,0.29068241870281875,0.28926315499227384,0.38029995292911933,0.38029995292911933,0.38029995292911933,0.08827554035469465,0.38029995292911933,0.38029995292911933,0.2901429029123763,0.38029995292911933,0.38029995292911933,0.38029995292911933,0.38029995292911933,0.38029995292911933,0.38029995292911933,0.38029995292911933,0.1927510665314629,0.18264825785204641,0.2478426808036246,0.2863603238765047,0.2397643789123639,0.28588294185134966,0.29068241870281875
SD,76287.34306662723,342136.12524001236,882298.0116220217,882298.0116220217,215167.27986476631,351207.3415352121,340528.6107317806,342136.12524001236,882181.857377843,882181.857377843,882181.857377843,71609.23415430644,882181.857377843,882181.857377843,731533.198603956,882181.857377843,882181.857377843,882181.857377843,882181.857377843,882181.857377843,882181.857377843,882181.857377843,170825.42688427595,186773.03831829122,297477.09866993997,348585.3386256823,215167.27986476631,351207.3415352121,340528.6107317806
SDbw,0.2647465419271505,0.8584592252894594,1.357281015831889,1.357281015831889,0.6615431312167621,0.8809412239066587,0.8689100300270342,0.8584592252894594,1.3572097734317103,1.3572097734317103,1.3572097734317103,0.24140261833340743,1.3572097734317103,1.3572097734317103,1.2665063586643746,1.3572097734317103,1.3572097734317103,1.3572097734317103,1.3572097734317103,1.3572097734317103,1.3572097734317103,1.3572097734317103,0.5186744240484192,0.5139906713672596,0.7641600386379324,0.8714801214193253,0.6615431312167621,0.8809412239066587,0.8689100300270342
XB*,0.48294530602639313,0.23045313271225307,0.22353864287595446,0.22353864287595446,0.39899269270721976,0.22462323924432429,0.24497413019034783,0.23045313271225307,0.2235096076255091,0.2235096076255091,0.2235096076255091,0.6123821181137926,0.2235096076255091,0.2235096076255091,0.7355682222523007,0.2235096076255091,0.2235096076255091,0.2235096076255091,0.2235096076255091,0.2235096076255091,0.2235096076255091,0.2235096076255091,0.8450202648237692,0.6930177922468436,0.521967312592153,0.22588962392837153,0.39899269270721976,0.22462323924432429,0.24497413019034783
S,0.3594231155996641,0.4380808987512871,0.48577069160843567,0.48577069160843567,0.40824629525723694,0.43392803150332,0.4380290675291578,0.4380808987512871,0.485918709357733,0.485918709357733,0.485918709357733,0.330949328108927,0.485918709357733,0.485918709357733,0.31807785054988774,0.485918709357733,0.485918709357733,0.485918709357733,0.485918709357733,0.485918709357733,0.485918709357733,0.485918709357733,0.36118390600410494,0.3484095777370078,0.3825211559927287,0.43489700308373513,0.40824629525723694,0.43392803150332,0.4380290675291578
DB,0.8158470157439541,0.8242927433232079,0.8520784270434455,0.8520784270434455,0.7422327431592036,0.8412985737805314,0.8172839287729792,0.8242927433232079,0.851863969409335,0.851863969409335,0.851863969409335,0.8863903518995342,0.851863969409335,0.851863969409335,1.1916590306244157,0.851863969409335,0.851863969409335,0.851863969409335,0.851863969409335,0.851863969409335,0.851863969409335,0.851863969409335,0.8610406219443476,0.9619111594124049,0.9547371334636582,0.838360421532349,0.7422327431592036,0.8412985737805314,0.8172839287729792
CH,984.816609096356,977.840170649285,902.3980403528144,902.3980403528144,866.967432168973,964.130795980928,975.2589890336931,977.840170649285,902.7949452276697,902.7949452276697,902.7949452276697,956.5696813031916,902.7949452276697,902.7949452276697,572.6340718522746,902.7949452276697,902.7949452276697,902.7949452276697,902.7949452276697,902.7949452276697,902.7949452276697,902.7949452276697,836.8410188639174,867.2334476758246,861.5765691199808,969.3209206277184,866.967432168973,964.130795980928,975.2589890336931
AD-S,0.09279091789417598,0.06982786367625546,0.16573317349578118,0.16573317349578118,0.07491343898103767,0.059715933621965,0.06881737301324092,0.06982786367625546,0.16559405534425764,0.16559405534425764,0.16559405534425764,0.06715743325684341,0.16559405534425764,0.16559405534425764,0.10286496962281935,0.16559405534425764,0.16559405534425764,0.16559405534425764,0.16559405534425764,0.16559405534425764,0.16559405534425764,0.16559405534425764,0.06640324145290877,0.06826374586864635,0.037771612439013696,0.06909030474081296,0.07491343898103767,0.059715933621965,0.06881737301324092
AD-DB,1.8640191520702705,1.971297979838183,1.6750169795960872,1.6750169795960872,1.9611834276050972,1.9930172863587017,1.966347498027051,1.971297979838183,1.6751869538372581,1.6751869538372581,1.6751869538372581,1.9670820936022002,1.6751869538372581,1.6751869538372581,1.926051702206199,1.6751869538372581,1.6751869538372581,1.6751869538372581,1.6751869538372581,1.6751869538372581,1.6751869538372581,1.6751869538372581,1.90314114578198,1.882189525944009,2.2128942221139543,1.864405284566811,1.9611834276050972,1.9930172863587017,1.966347498027051
AD-CH,67.94490789003932,320.27429974769535,926.2317389960485,926.2317389960486,195.30008237274953,318.0835448940908,320.1101095075571,320.27429974769535,926.2210898189793,926.2210898189793,926.2210898189793,59.00567604772787,926.2210898189793,926.2210898189793,462.3280262495041,926.2210898189793,926.2210898189793,926.2210898189793,926.2210898189793,926.2210898189793,926.2210898189793,926.2210898189793,138.7891883325521,139.7118113702722,238.00656278924765,308.8482926844009,195.30008237274953,318.0835448940908,320.1101095075571
AD-idea,3.3494323918423423,1.2265672785197708,1.4350328774212147,1.4350328774212147,1.4897199061982878,1.1997678289071876,1.2318059315520704,1.2265672785197708,1.4345512176025297,1.4345512176025297,1.4345512176025297,2.2422369318718403,1.4345512176025297,1.4345512176025297,1.2227934890983125,1.4345512176025297,1.4345512176025297,1.4345512176025297,1.4345512176025297,1.4345512176025297,1.4345512176025297,1.4345512176025297,1.4200497094403315,1.331423526327147,1.0850159323024067,1.2512651609642533,1.4897199061982878,1.1997678289071876,1.2318059315520704
