,labels_compound_DBSCAN_params16,labels_compound_DBSCAN_params17,labels_compound_DBSCAN_params21,labels_compound_DBSCAN_params22,labels_compound_DBSCAN_params23,labels_compound_DBSCAN_params26,labels_compound_DBSCAN_params27,labels_compound_DBSCAN_params28,labels_compound_DBSCAN_params31,labels_compound_DBSCAN_params32,labels_compound_DBSCAN_params33,labels_compound_DBSCAN_params34,labels_compound_DBSCAN_params36,labels_compound_DBSCAN_params37,labels_compound_DBSCAN_params38,labels_compound_DBSCAN_params39,labels_compound_DBSCAN_params41,labels_compound_DBSCAN_params42,labels_compound_DBSCAN_params43,labels_compound_DBSCAN_params44,labels_compound_DBSCAN_params45,labels_compound_DBSCAN_params46,labels_compound_DBSCAN_params47,labels_compound_DBSCAN_params48,labels_compound_DBSCAN_params49,labels_compound_DBSCAN_params50
Sym,0.006473145928378463,0.004291603693492346,0.011601296153591444,0.013364611214605934,0.006844780294484151,0.012474095260139192,0.014899480377687829,0.015498319507222313,0.029279730339535584,0.03354756295279274,0.018986354751902718,0.016622537070864106,0.06807610224443264,0.03561762392627721,0.03206428466562758,0.019875010114811915,0.05485562416044343,0.05485562416044343,0.03220421005156733,0.02653837997472422,0.016258531582068338,0.02579478317081329,0.02579478317081329,0.01812254722069302,0.040451846774375716,0.014814380177909486
CS,1.3753194475387567,1.1469063014363128,1.963424957007032,1.9747527124188555,2.2018889066336222,1.9815639572653312,2.0915448600335442,1.9450280151084298,1.159293291823883,1.485906040764599,1.5657666085010957,1.327562866302627,0.8079395670563807,1.1510333448347347,1.2791341250465902,1.559098383119092,0.8252971317985202,0.8252971317985202,1.1823113447880804,1.4361950998831856,1.3274715079364987,1.1087670574775355,1.1087670574775355,1.537465647454472,1.12449850562152,1.3302303861992342
SF,0.17115175475786237,0.24928082773614701,0.19928110845911218,0.22658680925794628,0.2906324774848186,0.16343536550543358,0.20715947379259814,0.21568192798431451,0.158071119054774,0.22484868766642674,0.20587030670804995,0.30481510414311475,0.2977063036640284,0.2562656517005939,0.2284610537286954,0.19999274492742547,0.3668275222299977,0.3668275222299977,0.24043457284292646,0.20415499041970386,0.3047653851653226,0.3752953157906169,0.3752953157906169,0.22464198541789093,0.260996781446177,0.30821478683626435
SD,1297.434994708576,1384.2043556060698,4327.492811380778,4626.283673223337,2667.853510364085,4352.6993217099625,4638.432096058306,5243.815869160892,2057.1065638268587,3879.9302748621794,3280.7402465433156,4391.803403234629,2043.8229823698944,3105.4182977678865,3951.037755378856,3424.633278584304,2545.8794399546564,2545.8794399546564,3780.2050323343024,4492.942953494491,4391.869724630284,5434.473465371053,5434.473465371053,6897.360899388823,3047.9389223538565,4337.551075700269
SDbw,0.5365660558386149,0.7425712282292208,0.6914606695108105,0.8123888437242908,1.1947261233727302,0.5044915786149922,0.6859443227082264,0.7467603179674109,0.6203268433596278,0.7608334003681793,0.78767987486894,0.938555839439401,0.4116703909380658,0.589058704990762,0.7392451389119121,0.7881623206456829,0.527064181944487,0.527064181944487,0.6669728804309185,0.8350207902013527,0.9088354748984501,1.046518156138675,1.046518156138675,1.1938777817869615,0.5800135249390792,0.8914112582835753
XB*,29.375094692057285,64.77058286066645,574.1112716389506,558.110348001938,18.162722135868705,529.2116727487027,579.5495475200994,736.0999736304954,9.229361080173222,14.030067768234796,7.4158108382892625,1.125622563237916,0.13084270587608343,0.80631027154191,3.3700680570254287,5.3842111063147,0.14085892941027067,0.14085892941027067,1.1171441193457465,6.279983664361094,1.0535864266747141,0.35445878485416965,0.35445878485416965,0.6422272307837278,0.683776278339379,0.8684862696002567
S,-0.05809951355124321,-0.4404753849452127,0.02173722258070847,0.013608420733616771,-0.1504195340016849,0.08297064718964052,0.07448792667043735,0.04072557632269984,0.417923681048439,0.5263979314393687,0.4645337145625106,0.4797467637881544,0.5714201192449911,0.569080610849112,0.5593984560735321,0.4817260161560008,0.5996578352996351,0.5996578352996351,0.5757665607749218,0.5595931285388399,0.49339269927111035,0.4954113139990323,0.4954113139990323,0.4082535964811452,0.5751227536074763,0.5221176687540385
DB,1.2109454339787251,1.4248546368296393,3.8440387015943966,4.848274967591739,2.507484923124923,3.8214425110841663,4.877069926705663,5.2564360961025365,1.7057470953482818,2.7175535285618206,1.9279909756596478,1.115185106520671,0.5813359993362752,0.9001943387599886,1.5373105922602441,1.7726268453500609,0.5585730821787528,0.5585730821787528,0.989883940220787,2.0282369266994524,1.093876929603334,0.8083038963250937,0.8083038963250937,1.1978506711792436,0.8216801736894741,1.017592634959474
CH,56.08273099209152,8.426465995613276,117.03907679075778,148.46962459251338,40.84937592637812,152.89726563139385,178.09436331120358,153.32143691664118,262.82475253459484,461.79248602696,275.3776243701784,328.8911642061589,654.405980567625,604.1179625328235,539.7180732918583,284.78619720416,743.455689371988,743.455689371988,576.1004243522048,478.20390384331915,341.23237797555515,419.1309644165822,419.1309644165822,224.87962720346874,607.7191233245601,375.226271770717
AD-S,0.0626631104086676,-0.3893020285537666,0.4165611950568178,0.4370178648411817,-0.10727870273358572,0.4769936766440472,0.43082846668040276,0.4001190915306049,0.5843080590075814,0.5597333256836623,0.46949957862847086,0.5592682523323321,0.59886631333699,0.5939629786044411,0.5743749095021583,0.4457236840366698,0.6340196852138895,0.6340196852138895,0.5956817890412124,0.5667228234609217,0.5679296783186696,0.44089786652779484,0.44089786652779484,0.31607566539178567,0.5957531431949291,0.5888729230410257
AD-DB,1.6049109052493309,1.70362127263669,1.0995108351745577,1.4604608625764166,1.288310199907054,1.1409070997815172,1.174327360812736,1.1579729829963616,1.3020009086205804,1.2311518251035798,1.3483166391969488,0.8648225495778933,1.0978408698528392,1.1542812045096522,1.2353589053995795,1.630656148670211,0.7135068805888668,0.7135068805888668,1.1217694331603636,1.2844623106707986,0.8567083718099181,1.0784170151445391,1.0784170151445391,1.5502688136477962,1.1276257078076155,0.8321647825939148
AD-CH,82.97845449840356,11.757822026171366,170.8707757206087,220.22779575221398,52.44001275084454,167.79242762662741,246.45249687476868,232.58009625758436,141.49189895992208,318.50892306000316,240.84743454123392,413.3889060420793,325.74881573238514,323.73311870217054,322.2197039680983,241.89089767897306,483.1365670624571,483.1365670624571,324.2952187897867,320.320889258746,420.8186770213824,667.4459973235932,667.4459973235932,334.4146720535108,324.7176831859613,438.0869335832635
AD-idea,10.958177354562826,3.0278047192685955,47.155159888997495,67.3426428493296,2.389036324225655,11.348140823305306,54.95810743215869,57.236596707492325,4.863366868296932,23.075082383643366,17.5881983601001,6.256213544410051,21.22235177029735,21.687230611851472,21.928348130551772,16.757938647899408,20.597555253305575,20.597555253305575,21.215047840647763,21.127554030135087,5.873388015514251,3.752028253822248,3.752028253822248,3.663268117733922,21.512724759652713,5.781753466802035
