,labels_lsun_MeanShift_params1,labels_lsun_MeanShift_params10,labels_lsun_MeanShift_params11,labels_lsun_MeanShift_params12,labels_lsun_MeanShift_params13,labels_lsun_MeanShift_params14,labels_lsun_MeanShift_params15,labels_lsun_MeanShift_params16,labels_lsun_MeanShift_params17,labels_lsun_MeanShift_params18,labels_lsun_MeanShift_params19,labels_lsun_MeanShift_params2,labels_lsun_MeanShift_params20,labels_lsun_MeanShift_params21,labels_lsun_MeanShift_params22,labels_lsun_MeanShift_params23,labels_lsun_MeanShift_params24,labels_lsun_MeanShift_params25,labels_lsun_MeanShift_params26,labels_lsun_MeanShift_params3,labels_lsun_MeanShift_params4,labels_lsun_MeanShift_params5,labels_lsun_MeanShift_params6,labels_lsun_MeanShift_params7,labels_lsun_MeanShift_params8,labels_lsun_MeanShift_params9
B,0.03597882130979122,0.10782287255103601,0.10932690035989279,0.10782287255103601,0.11019769881801486,0.08982294338537747,0.10782287255103601,0.10782287255103601,0.10723838355978814,0.10595126138405328,0.1310400952375249,0.034503685914945216,0.1308980756476444,0.10701401857865152,0.10687707284511755,0.1075687821992771,0.1075687821992771,0.11012110207939656,0.09200395053574492,0.05592306548596852,0.05765738583887267,0.10926740045651977,0.0714782763038501,0.11019769881801486,0.08982294338537747,0.10782287255103601
BH,0.5198121855638798,5.557268462220518,5.563375631397422,5.557268462220518,5.634448307879102,2.971087902790174,5.557268462220518,5.557268462220518,5.486558079792322,5.574730106260011,8.884658880154783,0.5556364540170646,8.894226761324997,5.530405486902454,5.649967580130523,5.649827360214017,5.649827360214017,5.5710647040423975,3.633993698095283,1.0403849396032494,1.0544478123850605,5.495664697404903,1.9926751681851633,5.634448307879102,2.971087902790174,5.557268462220518
D,0.16858640349646878,0.33584778306130647,0.33584778306130647,0.33584778306130647,0.3352510989422481,0.25596871533029575,0.33584778306130647,0.33584778306130647,0.37989500877824445,0.34681429267018815,0.3762351748890947,0.19362629800819225,0.43854916075932454,0.37097517120294243,0.3178928833319823,0.34681429267018815,0.34681429267018815,0.33584778306130647,0.23710250355801113,0.13844981230751663,0.1254142017727909,0.33915305341295104,0.19205698854380712,0.3352510989422481,0.25596871533029575,0.33584778306130647
H,2.810917446263468,0.5671147342738441,0.5769239799932675,0.5671147342738441,0.6131012811567293,1.0050160614417034,0.5671147342738441,0.5671147342738441,0.5738670121133984,0.55105255959433,0.3945124039659001,2.5853218301453342,0.391286548754974,0.5638670937919907,0.5609336825548605,0.561238973317182,0.561238973317182,0.582028575390843,0.665038379297097,2.145217132958051,2.084674834114167,0.5854749002012165,1.1303632648410693,0.6131012811567293,1.0050160614417034,0.5671147342738441
DBCV,-0.13818211848196962,0.08786788396262482,0.08624689888819191,0.08786788396262482,0.021581259994769196,-0.2878732399811697,0.08786788396262482,0.08786788396262482,0.12163777667329216,-0.23281172745968934,-0.20656516923891213,-0.12688703719577152,-0.08692468731453788,-0.40233617142838013,-0.23827385781682348,-0.2513237834882281,-0.2513237834882281,0.10638098774658591,-0.08341108955464643,-0.18475197010038935,-0.10493133627624639,0.1716261836816932,0.024600329253468455,0.021581259994769196,-0.2878732399811697,0.08786788396262482
I,0.35808218579796375,1.1085187417291318,1.098080674848429,1.1085187417291318,1.0971060324342077,0.8258981058403847,1.1085187417291318,1.1085187417291318,1.091183104325447,1.1003493789369354,1.180400854258311,0.40901530031505495,1.184587598057404,1.0861664053697606,1.0840250678537218,1.0771000492265488,1.0771000492265488,1.0897960439432084,1.0001394577760443,0.5996539620768921,0.5788012032169951,1.0778587202924164,0.8057009461531246,1.0971060324342077,0.8258981058403847,1.1085187417291318
C,0.026872747152639993,0.030643023110249436,0.030526348104873674,0.030643023110249436,0.0312091808297822,0.03258569075038277,0.030643023110249436,0.030643023110249436,0.029189422207833007,0.029995691621754847,0.03391708389236562,0.026659715457989504,0.03402988492373159,0.029541570736992026,0.030533818392947325,0.030374003463086278,0.030374003463086278,0.030501309135111565,0.02988588901159143,0.033532150685558176,0.03395631194229129,0.029158763314435728,0.02824506930138559,0.0312091808297822,0.03258569075038277,0.030643023110249436
CDbw,0.0,0.16288364074369416,0.16008182294136908,0.16288364074369416,0.17146470021579469,0.3302757592601521,0.16288364074369416,0.16288364074369416,0.16164948715426142,0.1626197003312204,0.10949645340176803,0.0,0.10259571724888199,0.18061194183276236,0.16593901109426853,0.16204882458492786,0.16204882458492786,0.15604259512494942,0.2629102404976274,0.543987087296923,0.44294226349855137,0.15380539322096454,0.37268190844456994,0.17146470021579469,0.3302757592601521,0.16288364074369416
VIASCKDE,,0.5404540859629704,0.5433898723097165,0.5404540859629704,0.5406973201935663,0.49078432992777393,0.5404540859629704,0.5404540859629704,0.5252811667535969,0.5159750304556193,0.546431465486429,,0.5529942848349719,0.522061393945296,0.5240229562901854,0.5223837345423894,0.5223837345423894,0.5432137067586708,0.5058026453938337,0.49102189133791796,0.4859912192619471,0.5362847327150498,0.49688101215270236,0.5406973201935663,0.49078432992777393,0.5404540859629704
COP,0.3011684361037355,0.2643150133230451,0.2634806256726746,0.2643150133230451,0.2660586015457863,0.277218479479002,0.2643150133230451,0.2643150133230451,0.2536447995979746,0.2580424194226517,0.28498104368576177,0.30158189139848984,0.2845485612661722,0.2650277893739029,0.2714805689578952,0.2712154879030537,0.2712154879030537,0.2639844187965143,0.2859992874244886,0.2676478774654499,0.273174617989006,0.255169054736625,0.2967417932320602,0.2660586015457863,0.277218479479002,0.2643150133230451
Sym,0.0415156430890938,0.07897285566042286,0.07930940824403485,0.07897285566042286,0.0721272204825972,0.06478831783474341,0.07897285566042286,0.07897285566042286,0.07258219859313475,0.06667863392161584,0.05047395257933537,0.04387917258545854,0.04992927831249819,0.06834435990022826,0.06077393472787563,0.060942848559150685,0.060942848559150685,0.08066975378475874,0.06933394724172834,0.050015788222810546,0.04909455995514883,0.07731175358070771,0.060497594407930455,0.0721272204825972,0.06478831783474341,0.07897285566042286
CS,0.9680809163010887,0.9177331458020398,0.9202971393856497,0.9177331458020398,0.9710680813036932,1.0084136902450969,0.9177331458020398,0.9177331458020398,0.9379675716720403,0.9174886009044418,0.8751894124731711,0.9653569113699252,0.8738150749557343,0.9230598420990486,0.9213438519283453,0.9221588703314482,0.9221588703314482,0.9238904776126613,0.8893837726811616,1.1053078202680406,1.0815970703571531,0.9313565217249251,0.9913192364011997,0.9710680813036932,1.0084136902450969,0.9177331458020398
SF,0.1337305276822014,0.2934324016398947,0.294195205995352,0.2934324016398947,0.2905309718110176,0.24230075375847693,0.2934324016398947,0.2934324016398947,0.29102166306789556,0.29037383300563013,0.3260271656497159,0.14286292490046892,0.32688408696505944,0.28998942548431805,0.2913563837680371,0.29160633269564495,0.29160633269564495,0.2944906603660813,0.2674212856668797,0.1831738196891749,0.18139377769433396,0.2931850534644276,0.23180765547539584,0.2905309718110176,0.24230075375847693,0.2934324016398947
SD,29722.301668195843,131465.12837826897,130868.20097519977,131465.12837826897,135319.87568346242,87562.25090274359,131465.12837826897,131465.12837826897,132403.8137875601,131040.40205179507,172014.78274614117,30672.842688913963,170029.22459219737,132094.7564724277,128565.51094845046,128380.69826025079,128380.69826025079,130800.2127291642,100903.20297146826,44903.49821093113,45492.3752353167,131609.7696737073,68221.4329104448,135319.87568346242,87562.25090274359,131465.12837826897
SDbw,0.1725782880514611,0.44301658232959484,0.43926279142087743,0.44301658232959484,0.452354802600452,0.3473866376998619,0.44301658232959484,0.44301658232959484,0.44929684448446416,0.43480223417557506,0.5563469461436787,0.17825156695049532,0.5618935437797663,0.4436305467162144,0.4295707313206909,0.4293827092260295,0.4293827092260295,0.44009995785681083,0.3701155329202021,0.2526349891629664,0.2635687385223253,0.45115364129519464,0.31362477097107516,0.452354802600452,0.3473866376998619,0.44301658232959484
XB*,0.7368889130727184,0.2171575060302364,0.23068043849395845,0.2171575060302364,0.24029876389625732,0.36395532946283665,0.2171575060302364,0.2171575060302364,0.19272460182460413,0.17390281609561106,0.18997135567811227,0.7186088151163181,0.19318199813662185,0.17596778215621262,0.20377695254599504,0.20177078269355717,0.20177078269355717,0.2375315641153451,0.20355285756547406,0.8721752471720723,0.7293677842055887,0.21909244491894286,0.41225512156761873,0.24029876389625732,0.36395532946283665,0.2171575060302364
S,0.38031308013973586,0.5353439540894148,0.533224818713419,0.5353439540894148,0.5303850471819866,0.45449607953123305,0.5353439540894148,0.5353439540894148,0.5377537375723042,0.5335459366119302,0.5670209589287338,0.38553679200171487,0.5670918407269927,0.5347221586161631,0.5288121116289787,0.5281839903874914,0.5281839903874914,0.5319657087954447,0.5040067120595877,0.43831467734099855,0.43327199827821006,0.5352466746108402,0.4780289503092075,0.5303850471819866,0.45449607953123305,0.5353439540894148
DB,0.7873019190694399,0.6455504880492369,0.6474551089416238,0.6455504880492369,0.6670150218643409,0.7198766961165494,0.6455504880492369,0.6455504880492369,0.651992248820649,0.6433347895673946,0.560859572739661,0.7738948804550344,0.5569122217745172,0.6490954752933502,0.6340498943413254,0.6346690214646501,0.6346690214646501,0.6486058094048632,0.6351232733513507,0.8238954301376089,0.8289750583428669,0.6521728261395221,0.7187183438209097,0.6670150218643409,0.7198766961165494,0.6455504880492369
CH,515.9983196120905,698.0895357115368,697.2148088956858,698.0895357115368,687.1745447451857,640.643409296173,698.0895357115368,698.0895357115368,708.3591487338786,695.5936071080041,700.7954293142748,544.2665042962776,699.8995574278705,701.9600440912516,685.015775370673,685.0352272166457,685.0352272166457,696.116234105484,731.5188623194068,598.2014099495549,589.7529442239971,707.0217246380078,731.6380390663783,687.1745447451857,640.643409296173,698.0895357115368
AD-S,0.2568758911859224,0.3539463391905943,0.3571844254672091,0.3539463391905943,0.3520421366723137,0.3068725890313524,0.3539463391905943,0.3539463391905943,0.3374213011815596,0.32239598459388225,0.3407696780778243,0.2533187433676749,0.3397497642158456,0.329127408938323,0.3099411154523945,0.3119076051845829,0.3119076051845829,0.3549448234973869,0.31621192550191907,0.31306986244135593,0.3138474654244467,0.3436995489862597,0.30166467080452647,0.3520421366723137,0.3068725890313524,0.3539463391905943
AD-DB,1.6700494075172392,1.358652075641587,1.3551387399903017,1.358652075641587,1.3855424532889988,1.5800013596036337,1.358652075641587,1.358652075641587,1.3904000009639828,1.4280299054186307,1.431790443594288,1.6736649677137845,1.4417787854228754,1.4102790247644894,1.4707442204015795,1.4690140718385913,1.4690140718385913,1.3675445704924023,1.528759621400677,1.6139289124662364,1.6881555836526891,1.3769175604106434,1.6508952339137148,1.3855424532889988,1.5800013596036337,1.358652075641587
AD-CH,86.87925618181754,328.3542572396759,329.3902553883463,328.3542572396759,324.50375777353105,223.34894352312634,328.3542572396759,328.3542572396759,322.1086409375293,313.74483978172356,381.2640165331091,91.60119139945182,380.5452201532208,317.5442514462834,306.0804166590734,306.625482794386,306.625482794386,327.4445784456308,260.68261343875287,129.95581239223333,130.04445773867536,323.9565726170652,194.79661598453575,324.50375777353105,223.34894352312634,328.3542572396759
AD-idea,22.90817432919055,11.993479347756763,12.07162266123638,11.993479347756763,11.094772497830391,12.021158028625942,11.993479347756763,11.993479347756763,10.455932604220902,10.398241900411074,13.61902614734196,43.93562931069494,13.980667614756898,10.698704541896197,9.680158106622429,9.891389768773827,9.891389768773827,11.679329060478263,10.136768948331442,33.89455817081022,32.582435212772005,11.032527038278637,12.347596399006322,11.094772497830391,12.021158028625942,11.993479347756763
