,labels_yaleA_HDBSCAN_params1,labels_yaleA_HDBSCAN_params10,labels_yaleA_HDBSCAN_params11,labels_yaleA_HDBSCAN_params12,labels_yaleA_HDBSCAN_params13,labels_yaleA_HDBSCAN_params14,labels_yaleA_HDBSCAN_params15,labels_yaleA_HDBSCAN_params16,labels_yaleA_HDBSCAN_params17,labels_yaleA_HDBSCAN_params18,labels_yaleA_HDBSCAN_params19,labels_yaleA_HDBSCAN_params2,labels_yaleA_HDBSCAN_params20,labels_yaleA_HDBSCAN_params21,labels_yaleA_HDBSCAN_params22,labels_yaleA_HDBSCAN_params23,labels_yaleA_HDBSCAN_params24,labels_yaleA_HDBSCAN_params25,labels_yaleA_HDBSCAN_params26,labels_yaleA_HDBSCAN_params27,labels_yaleA_HDBSCAN_params28,labels_yaleA_HDBSCAN_params29,labels_yaleA_HDBSCAN_params3,labels_yaleA_HDBSCAN_params30,labels_yaleA_HDBSCAN_params31,labels_yaleA_HDBSCAN_params32,labels_yaleA_HDBSCAN_params33,labels_yaleA_HDBSCAN_params34,labels_yaleA_HDBSCAN_params35,labels_yaleA_HDBSCAN_params36,labels_yaleA_HDBSCAN_params37,labels_yaleA_HDBSCAN_params38,labels_yaleA_HDBSCAN_params39,labels_yaleA_HDBSCAN_params4,labels_yaleA_HDBSCAN_params40,labels_yaleA_HDBSCAN_params41,labels_yaleA_HDBSCAN_params42,labels_yaleA_HDBSCAN_params43,labels_yaleA_HDBSCAN_params44,labels_yaleA_HDBSCAN_params45,labels_yaleA_HDBSCAN_params46,labels_yaleA_HDBSCAN_params47,labels_yaleA_HDBSCAN_params48,labels_yaleA_HDBSCAN_params49,labels_yaleA_HDBSCAN_params5,labels_yaleA_HDBSCAN_params50,labels_yaleA_HDBSCAN_params51,labels_yaleA_HDBSCAN_params52,labels_yaleA_HDBSCAN_params53,labels_yaleA_HDBSCAN_params54,labels_yaleA_HDBSCAN_params55,labels_yaleA_HDBSCAN_params56,labels_yaleA_HDBSCAN_params6,labels_yaleA_HDBSCAN_params7,labels_yaleA_HDBSCAN_params8,labels_yaleA_HDBSCAN_params9
BH,1382.6868991851807,28410.207356770832,28410.207356770832,28410.207356770832,28410.207356770832,28410.207356770832,3395.7174479166665,3395.7174479166665,3395.7174479166665,3395.7174479166665,3395.7174479166665,1382.6868991851807,3395.7174479166665,3395.7174479166665,31943.91015625,31943.91015625,31943.91015625,31943.91015625,31943.91015625,31943.91015625,31943.91015625,8146.839192708333,1382.6868991851807,8146.839192708333,8146.839192708333,8146.839192708333,8146.839192708333,8146.839192708333,8146.839192708333,3395.7174479166665,3395.7174479166665,3395.7174479166665,3395.7174479166665,1382.6868991851807,3395.7174479166665,3395.7174479166665,3395.7174479166665,13369.4013671875,13369.4013671875,13369.4013671875,13369.4013671875,13369.4013671875,13369.4013671875,13369.4013671875,1382.6868991851807,8146.839192708333,8146.839192708333,8146.839192708333,8146.839192708333,8146.839192708333,8146.839192708333,8146.839192708333,1382.6868991851807,1382.6868991851807,28410.207356770832,28410.207356770832
D,0.4607292487797579,0.7400701987240657,0.7400701987240657,0.7400701987240657,0.7400701987240657,0.7400701987240657,0.6829297636433617,0.6829297636433617,0.6829297636433617,0.6829297636433617,0.6829297636433617,0.4607292487797579,0.6829297636433617,0.6829297636433617,0.9134611820708813,0.9134611820708813,0.9134611820708813,0.9134611820708813,0.9134611820708813,0.9134611820708813,0.9134611820708813,0.6518412313074524,0.4607292487797579,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.6829297636433617,0.6829297636433617,0.6829297636433617,0.6829297636433617,0.4607292487797579,0.6829297636433617,0.6829297636433617,0.6829297636433617,0.6140608152754331,0.6140608152754331,0.6140608152754331,0.6140608152754331,0.6140608152754331,0.6140608152754331,0.6140608152754331,0.4607292487797579,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.6518412313074524,0.4607292487797579,0.4607292487797579,0.7400701987240657,0.7400701987240657
H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBCV,0.75,0.782051282051282,0.782051282051282,0.782051282051282,0.782051282051282,0.782051282051282,0.21794871794871795,0.21794871794871795,0.21794871794871795,0.21794871794871795,0.21794871794871795,0.75,0.21794871794871795,0.21794871794871795,0.8397435897435898,0.8397435897435898,0.8397435897435898,0.8397435897435898,0.8397435897435898,0.8397435897435898,0.8397435897435898,0.4166666666666667,0.75,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.21794871794871795,0.21794871794871795,0.21794871794871795,0.21794871794871795,0.75,0.21794871794871795,0.21794871794871795,0.21794871794871795,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.75,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.75,0.75,0.782051282051282,0.782051282051282
I,308.0768683349199,641.8560645434125,641.8560645434125,641.8560645434125,641.8560645434125,641.8560645434125,8150.733161064103,8150.733161064103,8150.733161064103,8150.733161064103,8150.733161064103,308.0768683349199,8150.733161064103,8150.733161064103,538.2020094164518,538.2020094164518,538.2020094164518,538.2020094164518,538.2020094164518,538.2020094164518,538.2020094164518,1510.834957187603,308.0768683349199,1510.834957187603,1510.834957187603,1510.834957187603,1510.834957187603,1510.834957187603,1510.834957187603,8150.733161064103,8150.733161064103,8150.733161064103,8150.733161064103,308.0768683349199,8150.733161064103,8150.733161064103,8150.733161064103,535.7809186669211,535.7809186669211,535.7809186669211,535.7809186669211,535.7809186669211,535.7809186669211,535.7809186669211,308.0768683349199,1510.834957187603,1510.834957187603,1510.834957187603,1510.834957187603,1510.834957187603,1510.834957187603,1510.834957187603,308.0768683349199,308.0768683349199,641.8560645434125,641.8560645434125
C,0.23735359563049163,0.09577693507712767,0.09577693507712767,0.09577693507712767,0.09577693507712767,0.09577693507712767,0.6362954134069456,0.6362954134069456,0.6362954134069456,0.6362954134069456,0.6362954134069456,0.23735359563049163,0.6362954134069456,0.6362954134069456,0.0691653932082894,0.0691653932082894,0.0691653932082894,0.0691653932082894,0.0691653932082894,0.0691653932082894,0.0691653932082894,0.5339957818171819,0.23735359563049163,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.6362954134069456,0.6362954134069456,0.6362954134069456,0.6362954134069456,0.23735359563049163,0.6362954134069456,0.6362954134069456,0.6362954134069456,0.38021112530255496,0.38021112530255496,0.38021112530255496,0.38021112530255496,0.38021112530255496,0.38021112530255496,0.38021112530255496,0.23735359563049163,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.5339957818171819,0.23735359563049163,0.23735359563049163,0.09577693507712767,0.09577693507712767
VIASCKDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COP,0.38275464785358193,0.5044335578621599,0.5044335578621599,0.5044335578621599,0.5044335578621599,0.5044335578621599,0.4793305627975668,0.4793305627975668,0.4793305627975668,0.4793305627975668,0.4793305627975668,0.38275464785358193,0.4793305627975668,0.4793305627975668,0.5168474821631878,0.5168474821631878,0.5168474821631878,0.5168474821631878,0.5168474821631878,0.5168474821631878,0.5168474821631878,0.5226060666551877,0.38275464785358193,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.4793305627975668,0.4793305627975668,0.4793305627975668,0.4793305627975668,0.38275464785358193,0.4793305627975668,0.4793305627975668,0.4793305627975668,0.5603686401476626,0.5603686401476626,0.5603686401476626,0.5603686401476626,0.5603686401476626,0.5603686401476626,0.5603686401476626,0.38275464785358193,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.5226060666551877,0.38275464785358193,0.38275464785358193,0.5044335578621599,0.5044335578621599
Sym,7.868175350583382e-05,0.00013148390994000933,0.00013148390994000933,0.00013148390994000933,0.00013148390994000933,0.00013148390994000933,5.769778677888238e-05,5.769778677888238e-05,5.769778677888238e-05,5.769778677888238e-05,5.769778677888238e-05,7.868175350583382e-05,5.769778677888238e-05,5.769778677888238e-05,0.00015344905431018984,0.00015344905431018984,0.00015344905431018984,0.00015344905431018984,0.00015344905431018984,0.00015344905431018984,0.00015344905431018984,5.798902671132648e-05,7.868175350583382e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,5.769778677888238e-05,5.769778677888238e-05,5.769778677888238e-05,5.769778677888238e-05,7.868175350583382e-05,5.769778677888238e-05,5.769778677888238e-05,5.769778677888238e-05,6.119304689171028e-05,6.119304689171028e-05,6.119304689171028e-05,6.119304689171028e-05,6.119304689171028e-05,6.119304689171028e-05,6.119304689171028e-05,7.868175350583382e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,5.798902671132648e-05,7.868175350583382e-05,7.868175350583382e-05,0.00013148390994000933,0.00013148390994000933
CS,1.006169615650594,1.5186901865184315,1.5186901865184315,1.5186901865184315,1.5186901865184315,1.5186901865184315,2.324291114879577,2.324291114879577,2.324291114879577,2.324291114879577,2.324291114879577,1.006169615650594,2.324291114879577,2.324291114879577,1.4065206824456598,1.4065206824456598,1.4065206824456598,1.4065206824456598,1.4065206824456598,1.4065206824456598,1.4065206824456598,2.269453088127352,1.006169615650594,2.269453088127352,2.269453088127352,2.269453088127352,2.269453088127352,2.269453088127352,2.269453088127352,2.324291114879577,2.324291114879577,2.324291114879577,2.324291114879577,1.006169615650594,2.324291114879577,2.324291114879577,2.324291114879577,2.1279644744631656,2.1279644744631656,2.1279644744631656,2.1279644744631656,2.1279644744631656,2.1279644744631656,2.1279644744631656,1.006169615650594,2.269453088127352,2.269453088127352,2.269453088127352,2.269453088127352,2.269453088127352,2.269453088127352,2.269453088127352,1.006169615650594,1.006169615650594,1.5186901865184315,1.5186901865184315
SF,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0941914041495693e-11,0.0,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5907188317030325e-05,3.5907188317030325e-05,3.5907188317030325e-05,3.5907188317030325e-05,3.5907188317030325e-05,3.5907188317030325e-05,3.5907188317030325e-05,0.0,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,1.0941914041495693e-11,0.0,0.0,1.0,1.0
SD,0.2411992641922373,0.6324509819714282,0.6324509819714282,0.6324509819714282,0.6324509819714282,0.6324509819714282,0.4595479621557579,0.4595479621557579,0.4595479621557579,0.4595479621557579,0.4595479621557579,0.2411992641922373,0.4595479621557579,0.4595479621557579,0.6208414530704316,0.6208414530704316,0.6208414530704316,0.6208414530704316,0.6208414530704316,0.6208414530704316,0.6208414530704316,0.5344994127202845,0.2411992641922373,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.4595479621557579,0.4595479621557579,0.4595479621557579,0.4595479621557579,0.2411992641922373,0.4595479621557579,0.4595479621557579,0.4595479621557579,0.5926680864106253,0.5926680864106253,0.5926680864106253,0.5926680864106253,0.5926680864106253,0.5926680864106253,0.5926680864106253,0.2411992641922373,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.5344994127202845,0.2411992641922373,0.2411992641922373,0.6324509819714282,0.6324509819714282
SDbw,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
XB*,2.912898624028108,1.522800462655975,1.522800462655975,1.522800462655975,1.522800462655975,1.522800462655975,3.8711507265200793,3.8711507265200793,3.8711507265200793,3.8711507265200793,3.8711507265200793,2.912898624028108,3.8711507265200793,3.8711507265200793,0.9818304964129564,0.9818304964129564,0.9818304964129564,0.9818304964129564,0.9818304964129564,0.9818304964129564,0.9818304964129564,3.4581410431225015,2.912898624028108,3.4581410431225015,3.4581410431225015,3.4581410431225015,3.4581410431225015,3.4581410431225015,3.4581410431225015,3.8711507265200793,3.8711507265200793,3.8711507265200793,3.8711507265200793,2.912898624028108,3.8711507265200793,3.8711507265200793,3.8711507265200793,2.863530226415706,2.863530226415706,2.863530226415706,2.863530226415706,2.863530226415706,2.863530226415706,2.863530226415706,2.912898624028108,3.4581410431225015,3.4581410431225015,3.4581410431225015,3.4581410431225015,3.4581410431225015,3.4581410431225015,3.4581410431225015,2.912898624028108,2.912898624028108,1.522800462655975,1.522800462655975
S,0.25278884172439575,0.2459011822938919,0.2459011822938919,0.2459011822938919,0.2459011822938919,0.2459011822938919,-0.10260713845491409,-0.10260713845491409,-0.10260713845491409,-0.10260713845491409,-0.10260713845491409,0.25278884172439575,-0.10260713845491409,-0.10260713845491409,0.28624939918518066,0.28624939918518066,0.28624939918518066,0.28624939918518066,0.28624939918518066,0.28624939918518066,0.28624939918518066,0.01213572546839714,0.25278884172439575,0.01213572546839714,0.01213572546839714,0.01213572546839714,0.01213572546839714,0.01213572546839714,0.01213572546839714,-0.10260713845491409,-0.10260713845491409,-0.10260713845491409,-0.10260713845491409,0.25278884172439575,-0.10260713845491409,-0.10260713845491409,-0.10260713845491409,0.0722755566239357,0.0722755566239357,0.0722755566239357,0.0722755566239357,0.0722755566239357,0.0722755566239357,0.0722755566239357,0.25278884172439575,0.01213572546839714,0.01213572546839714,0.01213572546839714,0.01213572546839714,0.01213572546839714,0.01213572546839714,0.01213572546839714,0.25278884172439575,0.25278884172439575,0.2459011822938919,0.2459011822938919
DB,1.478223173964565,1.6914102886080435,1.6914102886080435,1.6914102886080435,1.6914102886080435,1.6914102886080435,2.6708835828016633,2.6708835828016633,2.6708835828016633,2.6708835828016633,2.6708835828016633,1.478223173964565,2.6708835828016633,2.6708835828016633,1.454025767798675,1.454025767798675,1.454025767798675,1.454025767798675,1.454025767798675,1.454025767798675,1.454025767798675,2.6483210638952017,1.478223173964565,2.6483210638952017,2.6483210638952017,2.6483210638952017,2.6483210638952017,2.6483210638952017,2.6483210638952017,2.6708835828016633,2.6708835828016633,2.6708835828016633,2.6708835828016633,1.478223173964565,2.6708835828016633,2.6708835828016633,2.6708835828016633,2.441883494084026,2.441883494084026,2.441883494084026,2.441883494084026,2.441883494084026,2.441883494084026,2.441883494084026,1.478223173964565,2.6483210638952017,2.6483210638952017,2.6483210638952017,2.6483210638952017,2.6483210638952017,2.6483210638952017,2.6483210638952017,1.478223173964565,1.478223173964565,1.6914102886080435,1.6914102886080435
CH,18.479189755569532,22.463372371728557,22.463372371728557,22.463372371728557,22.463372371728557,22.463372371728557,5.588041817608024,5.588041817608024,5.588041817608024,5.588041817608024,5.588041817608024,18.479189755569532,5.588041817608024,5.588041817608024,31.006971301344286,31.006971301344286,31.006971301344286,31.006971301344286,31.006971301344286,31.006971301344286,31.006971301344286,11.267674788984289,18.479189755569532,11.267674788984289,11.267674788984289,11.267674788984289,11.267674788984289,11.267674788984289,11.267674788984289,5.588041817608024,5.588041817608024,5.588041817608024,5.588041817608024,18.479189755569532,5.588041817608024,5.588041817608024,5.588041817608024,16.89200661911145,16.89200661911145,16.89200661911145,16.89200661911145,16.89200661911145,16.89200661911145,16.89200661911145,18.479189755569532,11.267674788984289,11.267674788984289,11.267674788984289,11.267674788984289,11.267674788984289,11.267674788984289,11.267674788984289,18.479189755569532,18.479189755569532,22.463372371728557,22.463372371728557
AD-S,0.4030877512714633,0.25312338209747076,0.25312338209747076,0.25312338209747076,0.25312338209747076,0.25312338209747076,0.0367333966547882,0.0367333966547882,0.0367333966547882,0.0367333966547882,0.0367333966547882,0.4030877512714633,0.0367333966547882,0.0367333966547882,0.2773256169314558,0.2773256169314558,0.2773256169314558,0.2773256169314558,0.2773256169314558,0.2773256169314558,0.2773256169314558,0.05644852449564581,0.4030877512714633,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.0367333966547882,0.0367333966547882,0.0367333966547882,0.0367333966547882,0.4030877512714633,0.0367333966547882,0.0367333966547882,0.0367333966547882,0.03578399998065873,0.03578399998065873,0.03578399998065873,0.03578399998065873,0.03578399998065873,0.03578399998065873,0.03578399998065873,0.4030877512714633,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.05644852449564581,0.4030877512714633,0.4030877512714633,0.25312338209747076,0.25312338209747076
AD-DB,1.4835745926005823,1.53981707865604,1.53981707865604,1.53981707865604,1.53981707865604,1.53981707865604,2.0402132671109663,2.0402132671109663,2.0402132671109663,2.0402132671109663,2.0402132671109663,1.4835745926005823,2.0402132671109663,2.0402132671109663,1.5186340334498187,1.5186340334498187,1.5186340334498187,1.5186340334498187,1.5186340334498187,1.5186340334498187,1.5186340334498187,2.299021931331074,1.4835745926005823,2.299021931331074,2.299021931331074,2.299021931331074,2.299021931331074,2.299021931331074,2.299021931331074,2.0402132671109663,2.0402132671109663,2.0402132671109663,2.0402132671109663,1.4835745926005823,2.0402132671109663,2.0402132671109663,2.0402132671109663,1.6373101873228686,1.6373101873228686,1.6373101873228686,1.6373101873228686,1.6373101873228686,1.6373101873228686,1.6373101873228686,1.4835745926005823,2.299021931331074,2.299021931331074,2.299021931331074,2.299021931331074,2.299021931331074,2.299021931331074,2.299021931331074,1.4835745926005823,1.4835745926005823,1.53981707865604,1.53981707865604
AD-CH,15.453832319535568,78.03597046611607,78.03597046611607,78.03597046611607,78.03597046611607,78.03597046611607,61.24070892393463,61.24070892393463,61.24070892393463,61.24070892393463,61.24070892393463,15.453832319535568,61.24070892393463,61.24070892393463,78.43184567373339,78.43184567373339,78.43184567373339,78.43184567373339,78.43184567373339,78.43184567373339,78.43184567373339,69.16272647326875,15.453832319535568,69.16272647326875,69.16272647326875,69.16272647326875,69.16272647326875,69.16272647326875,69.16272647326875,61.24070892393463,61.24070892393463,61.24070892393463,61.24070892393463,15.453832319535568,61.24070892393463,61.24070892393463,61.24070892393463,81.68561258838395,81.68561258838395,81.68561258838395,81.68561258838395,81.68561258838395,81.68561258838395,81.68561258838395,15.453832319535568,69.16272647326875,69.16272647326875,69.16272647326875,69.16272647326875,69.16272647326875,69.16272647326875,69.16272647326875,15.453832319535568,15.453832319535568,78.03597046611607,78.03597046611607
AD-idea,2145.806310286896,1.8779289852693173,1.8779289852693173,1.8779289852693173,1.8779289852693173,1.8779289852693173,1.1179344237579458,1.1179344237579458,1.1179344237579458,1.1179344237579458,1.1179344237579458,2145.806310286896,1.1179344237579458,1.1179344237579458,1.8732347856223004,1.8732347856223004,1.8732347856223004,1.8732347856223004,1.8732347856223004,1.8732347856223004,1.8732347856223004,1.1723024003040612,2145.806310286896,1.1723024003040612,1.1723024003040612,1.1723024003040612,1.1723024003040612,1.1723024003040612,1.1723024003040612,1.1179344237579458,1.1179344237579458,1.1179344237579458,1.1179344237579458,2145.806310286896,1.1179344237579458,1.1179344237579458,1.1179344237579458,1.1780953679327364,1.1780953679327364,1.1780953679327364,1.1780953679327364,1.1780953679327364,1.1780953679327364,1.1780953679327364,2145.806310286896,1.1723024003040612,1.1723024003040612,1.1723024003040612,1.1723024003040612,1.1723024003040612,1.1723024003040612,1.1723024003040612,2145.806310286896,2145.806310286896,1.8779289852693173,1.8779289852693173
