,labels_zigzag_MeanShift_params1,labels_zigzag_MeanShift_params10,labels_zigzag_MeanShift_params11,labels_zigzag_MeanShift_params12,labels_zigzag_MeanShift_params13,labels_zigzag_MeanShift_params14,labels_zigzag_MeanShift_params15,labels_zigzag_MeanShift_params16,labels_zigzag_MeanShift_params17,labels_zigzag_MeanShift_params18,labels_zigzag_MeanShift_params19,labels_zigzag_MeanShift_params2,labels_zigzag_MeanShift_params20,labels_zigzag_MeanShift_params21,labels_zigzag_MeanShift_params22,labels_zigzag_MeanShift_params23,labels_zigzag_MeanShift_params24,labels_zigzag_MeanShift_params25,labels_zigzag_MeanShift_params26,labels_zigzag_MeanShift_params27,labels_zigzag_MeanShift_params28,labels_zigzag_MeanShift_params29,labels_zigzag_MeanShift_params3,labels_zigzag_MeanShift_params30,labels_zigzag_MeanShift_params4,labels_zigzag_MeanShift_params5,labels_zigzag_MeanShift_params6,labels_zigzag_MeanShift_params7,labels_zigzag_MeanShift_params8,labels_zigzag_MeanShift_params9
B,0.013267806213020983,0.02342898554658632,0.029477283550628227,0.02821653921134274,0.022815967692507478,0.023788742538197342,0.03679953253763503,0.02342898554658632,0.04959429045585277,0.038227247122677666,0.04959429045585277,0.012744207710047199,0.0573749585130434,0.04774814128890318,0.0320182167459132,0.08280459304449461,0.051313177015002265,0.09854805056798492,0.0693254374558031,0.18793485676917354,0.16192499490809134,0.4736392188194886,0.011725165364201796,0.4736392188194886,0.012438861493723722,0.023543675168440966,0.02037203017465902,0.022815967692507478,0.023788742538197342,0.03679953253763503
BH,0.09540096544349988,0.19863836274227167,0.3202195716765592,0.24040619589715265,0.19333049791176887,0.19513907134875602,0.3567905040260388,0.19863836274227167,0.7916221863839561,0.4867327253304516,0.7916221863839561,0.06872104576523118,0.7410624326076163,0.7820229506500823,0.3864032047675762,1.85323281604496,0.8014549617147357,2.723822318679352,1.30603096088407,6.194914852469633,3.1870807319572703,30.872159883643032,0.07394603280927241,30.872159883643032,0.07351607317622173,0.1800563559083591,0.136869213900199,0.19333049791176887,0.19513907134875602,0.3567905040260388
D,0.3436857692963193,0.28596613970324564,0.30931261029881435,0.23186590861940912,0.29650773742085257,0.28714262122773354,0.18314673705169016,0.28596613970324564,0.4459927526402566,0.3723354838859998,0.4459927526402566,0.21334899926934037,0.24588866055396816,0.4623372976037983,0.4595862611663683,0.3348914326331644,0.4219749280656419,0.3845870994480207,0.3818890031887764,0.41184877091911853,0.2656478768525551,0.3108937078149452,0.11635310476776854,0.3108937078149452,0.1861490881872888,0.24042926794865035,0.2741206613217074,0.29650773742085257,0.28714262122773354,0.18314673705169016
H,1.540979112855979,1.5931250000218347,1.1050454670309513,1.390656211508587,1.374345134337707,1.3954745468859944,1.3188776051426585,1.5931250000218347,0.7992195201818,0.945040438101419,0.7992195201818,2.1233232745801582,1.0679689900839007,0.770990185747435,1.002988333751565,0.9757249070917892,0.8114162246523543,0.9895042326762002,0.9637393962801862,0.5050702476382483,1.0623995363657177,0.3805110252022159,1.9401909617127155,0.3805110252022159,2.017968401337697,1.5552258780227002,1.7732782560052993,1.374345134337707,1.3954745468859944,1.3188776051426585
DBCV,0.7397750663025848,0.34973997271169255,0.32685613398837976,0.21703087576198357,0.5434996422737298,0.2556314644394086,0.5321552357443271,0.34973997271169255,0.34170387986154527,0.47461962771067717,0.34170387986154527,0.6399012212802344,0.2420396913215015,0.44346518779594496,0.38365277992915503,-0.3707307595461605,0.5542466123485821,-0.35589044207219267,0.20289717768893184,-0.6142550826212803,-0.5817479983876166,-0.9343973917390134,0.654634721724321,-0.9343973917390134,0.6306949499578375,0.4365557130642907,0.3572394475849045,0.5434996422737298,0.2556314644394086,0.5321552357443271
I,1.14445240668881,1.033239777496199,1.119427047733705,0.9834761450411031,1.0526697395850775,1.0364597018004476,0.9486109131376947,1.033239777496199,1.2470739589881594,1.19294562582059,1.2470739589881594,0.9237318259510872,0.9472172081681592,1.3168327983787513,1.2223393128390934,1.059219392265188,1.1938800392525781,1.1658756710520033,1.1308553056831985,0.6192422548030421,0.4085528797501203,0.6719551859378129,1.0195495040933371,0.6719551859378129,0.969228177594075,0.8912391028882816,0.8937336270032045,1.0526697395850775,1.0364597018004476,0.9486109131376947
C,0.0058872505516849106,0.007304810919566561,0.007820883764298764,0.007913169526926278,0.006425260663104518,0.006787855761207878,0.009920932003680369,0.007304810919566561,0.010262282921110696,0.008949925095609606,0.010262282921110696,0.006693394360260699,0.015285440391551264,0.009959183094233593,0.008168513592551808,0.02546932901445909,0.010721727275777599,0.035017003384913814,0.020758645744195062,0.04584790461034451,0.045736676928590424,0.11792038992732969,0.006194622117704128,0.11792038992732969,0.00640929884001546,0.007529391020168117,0.007115509392811648,0.006425260663104518,0.006787855761207878,0.009920932003680369
CDbw,4.090222189170483,2.6347780195060713,2.569172088596316,2.56081771551374,2.946601210910752,3.1764320094109686,2.5036944169225155,2.6347780195060713,1.36897601016049,1.5603658810457177,1.36897601016049,4.809318073481823,1.2257577667388477,1.1074173547006654,1.6590620829764133,0.1851316634993322,1.2896281480976035,0.1546480226154408,0.6363974244371223,0.03149111331460449,0.27558581924461023,0.0051123989176750295,5.793669640655901,0.0051123989176750295,5.286945091959013,2.75220169003506,3.0364999700884834,2.946601210910752,3.1764320094109686,2.5036944169225155
VIASCKDE,0.5791508298496649,0.5524348122318941,0.5745566705747545,0.5464546507677508,0.5694474423841729,0.556255922765992,0.5875803653938044,0.5524348122318941,0.6072412788069234,0.5887331707902466,0.6072412788069234,0.5488353212463949,0.5830407890924888,0.5975874727861422,0.5624970479180915,0.6157889141424268,0.5912360161423384,0.5846325917755071,0.5922876952577387,0.5397594836612312,0.5515057724610303,0.45546848401535034,0.5525877846985413,0.45546848401535034,0.5624678154536815,0.5560906205021554,0.5514729294178493,0.5694474423841729,0.556255922765992,0.5875803653938044
COP,0.13004912940272798,0.12092567756869194,0.12005880018424904,0.1185637032167262,0.11931957066092634,0.12023208682197163,0.12213464320068906,0.12092567756869194,0.12045233974379731,0.12209609700074131,0.12045233974379731,0.14237638140107223,0.12394179210584932,0.12153836745982163,0.1252661212235586,0.13421384588473248,0.12061583567364544,0.14960031520198813,0.12752825309929047,0.15849597244327293,0.15474041682653847,0.20297335053992185,0.1349213000171836,0.20297335053992185,0.13478861420723995,0.11829040212622283,0.12537760392674166,0.11931957066092634,0.12023208682197163,0.12213464320068906
Sym,0.20048889808150708,0.1601236881661668,0.1418914289228782,0.13510659095121114,0.14265767079387376,0.14411649759324718,0.14743713461097346,0.1601236881661668,0.11806278296588003,0.13294059893530918,0.11806278296588003,0.16829961529745568,0.12764994169479713,0.1207589750342319,0.1423231809703338,0.05872219583605854,0.11381309779321631,0.04357144460863349,0.06493082659434807,0.03262967273335561,0.02148639241857796,0.031082266686784432,0.18838773542405515,0.031082266686784432,0.18051615362639414,0.15381841162475177,0.1506927526121138,0.14265767079387376,0.14411649759324718,0.14743713461097346
CS,0.6460176970822089,0.7689250170589036,0.7330167025409037,0.7502380944599635,0.7203046797549323,0.7204593191144093,0.7950807193127453,0.7689250170589036,0.7591485852192916,0.7481679225686031,0.7591485852192916,0.6747390485179723,0.8398162700516614,0.7506035675056568,0.7267752335484824,1.0503597309966832,0.7748734587377851,1.1666830380608537,0.9569093794341971,0.9874494636382317,1.2391492324186109,1.1791085588646082,0.6544981513201817,1.1791085588646082,0.6750148418358611,0.7340003472052573,0.7310646566608636,0.7203046797549323,0.7204593191144093,0.7950807193127453
SF,0.2023315276688319,0.18799697441929086,0.2002214799502634,0.18901842201981045,0.20238081859145052,0.1917508982780477,0.2014076716644243,0.18799697441929086,0.22656445668869718,0.21157444945658044,0.22656445668869718,0.1862255473849258,0.20898706853118842,0.22717454429194883,0.20476852379787014,0.2385298437515596,0.22584007695729502,0.2547894058165662,0.2219243025048293,0.304689442349508,0.23193933431500158,0.38887263554831863,0.19700508194772215,0.38887263554831863,0.1912665728887405,0.186591958610147,0.18243527659557013,0.20238081859145052,0.1917508982780477,0.2014076716644243
SD,18426.822361831273,36320.57491559151,48997.498718771094,41408.27615795734,32400.95774672418,34946.33877023972,52691.7173412522,36320.57491559151,91425.58425381183,65764.06366027497,91425.58425381183,14316.525881074944,89736.68801770854,90680.32740657365,57290.2137722228,142829.57414339986,91479.6847928358,166536.02378781114,120423.03222737409,223513.72009686488,174326.46875740506,613837.9859879498,14784.695465954272,613837.9859879498,15211.24199402099,32503.722659164312,26737.998588885177,32400.95774672418,34946.33877023972,52691.7173412522
SDbw,0.09607443407545077,0.13851750899515605,0.15050124751338181,0.14464008273149642,0.12239560333070004,0.13097152183993582,0.16452792415771647,0.13851750899515605,0.227764037277522,0.17319285619449143,0.227764037277522,0.08320436233107395,0.2591426655539485,0.22503150151182233,0.16704659940233546,0.37474436012760315,0.2319906769913469,0.4340393645489784,0.30455239287325697,0.7226181127928244,0.5346417964145495,1.4033468210121738,0.0831488553174234,1.4033468210121738,0.08837677888620965,0.13045335752007053,0.11588706222504848,0.12239560333070004,0.13097152183993582,0.16452792415771647
XB*,0.3449831480538332,0.448781181558968,0.253396433254653,0.4731176274281957,0.32425655987180413,0.3191613827347807,0.594943369752177,0.448781181558968,0.19974951821953932,0.23460275622720447,0.19974951821953932,0.35155335895720985,0.5089806211915603,0.16073345479330284,0.163546355840933,0.4417864587841821,0.19974951821953932,0.3381860865885432,0.2583529670708253,0.16435731165599363,0.2771546493007249,0.23819078810568767,0.5590156306599016,0.23819078810568767,0.5539504081765808,0.49854816180321543,0.448781181558968,0.32425655987180413,0.3191613827347807,0.594943369752177
S,0.6120947496343563,0.5694419810555235,0.6012557806928865,0.5760577512224859,0.5845209880845066,0.5776278128667107,0.5804657804444991,0.5694419810555235,0.6285579773962083,0.6111367525702373,0.6285579773962083,0.583082632569055,0.5851534764179487,0.6324577915742655,0.6031515295820238,0.5544118210457601,0.6240622673157543,0.5186511628819486,0.5787189101315909,0.5225523850308352,0.47788546224496076,0.473678195634417,0.5929251144733633,0.473678195634417,0.5941742005075562,0.5689924360928126,0.5568124571856674,0.5845209880845066,0.5776278128667107,0.5804657804444991
DB,0.49039671074950053,0.5738994728147665,0.5415144267867904,0.5475022909828418,0.5237125974067329,0.5438557598948284,0.5715697061331758,0.5738994728147665,0.5234570599420676,0.5336301815585942,0.5234570599420676,0.5311676203543794,0.5843847421781778,0.5166725158056322,0.5377100670809775,0.6451981344385865,0.5299385982391377,0.6924022804792719,0.6487683514849213,0.6842610330216418,0.7999654225796702,0.8190388450027706,0.5133382635636118,0.8190388450027706,0.5167095119803334,0.5560382240546234,0.5575073663509488,0.5237125974067329,0.5438557598948284,0.5715697061331758
CH,716.9116372512361,609.9400637319559,584.8797560960859,576.4353345744767,627.1141885607689,621.1574326893202,522.90536592269,609.9400637319559,508.74031445851017,544.9900136052881,508.74031445851017,686.0577662697696,431.92649644245944,515.3548200532566,573.0335236332091,357.36949491872815,502.1291612138111,331.74273813525303,387.1129451456874,339.72773248583115,276.4289133910938,263.8801772696273,695.7894314173037,263.8801772696273,699.9162322140171,591.7439688456667,616.0842575650341,627.1141885607689,621.1574326893202,522.90536592269
AD-S,0.6088908784947002,0.5160744376396861,0.5182159824073624,0.5229726977539805,0.5568426391078847,0.5463329285815466,0.5440570406796212,0.5160744376396861,0.5581724504989597,0.5423455294624818,0.5581724504989597,0.603491611642153,0.5549647353750662,0.5540812797413291,0.5528354874093434,0.5181966162583934,0.5521347710951438,0.4671684966474425,0.5368282801208253,0.2732830344765818,0.38638653287001934,0.3754039360456974,0.6169704612839505,0.3754039360456974,0.6122643297806043,0.5258245387795644,0.5323259000808692,0.5568426391078847,0.5463329285815466,0.5440570406796212
AD-DB,1.113873916540761,1.3710037894201064,1.405139576288918,1.358747289510723,1.1737348228284008,1.3256100188980555,1.2665716911434701,1.3710037894201064,1.1231723668901985,1.235305836691238,1.1231723668901985,1.2040469847061435,1.1890217624711341,1.1308688074706272,1.2287420782937584,1.0606020249373878,1.1310098526393042,1.071440858963462,1.1503830924992342,1.104846220721099,1.0866740526004521,1.0532852212306567,1.1397960072724334,1.0532852212306567,1.1555555217988596,1.3108812651138608,1.3538570977903432,1.1737348228284008,1.3256100188980555,1.2665716911434701
AD-CH,92.83698074369183,105.93137029051368,126.19426365185446,113.04943209792776,112.42743887840167,108.41856280958159,129.68036411315902,105.93137029051368,183.87343712417925,150.65203961009755,183.87343712417925,78.66928667921461,166.7842559586404,182.92038297246714,140.77606153029774,179.43152253805934,182.72923640103116,179.51523128058508,194.692932607617,188.12262637541,136.1927826397579,395.66104063194103,83.22888689951479,395.66104063194103,82.85931318674034,100.80647252689954,91.32926026079853,112.42743887840167,108.41856280958159,129.68036411315902
AD-idea,1830905.4232584827,32242.114984934393,15923.61405013794,14307.25889170841,203668.25084316742,84273.59233680519,35422.59392430127,32242.114984934393,6817.374593948828,11975.5854309021,6817.374593948828,130101.38532180146,9015.713729398049,6434.625183728144,18637.055147427047,842.4819624025664,6270.80600675653,200.3494257740261,1578.2091759277994,12.610290132503419,25.483076069951046,10.593083690785217,547134.0818228296,10.593083690785217,976793.3669065346,30706.26309719297,184594.99965672844,203668.25084316742,84273.59233680519,35422.59392430127
