,labels_ring_KMeans_params1,labels_ring_KMeans_params10,labels_ring_KMeans_params11,labels_ring_KMeans_params12,labels_ring_KMeans_params13,labels_ring_KMeans_params14,labels_ring_KMeans_params15,labels_ring_KMeans_params16,labels_ring_KMeans_params17,labels_ring_KMeans_params18,labels_ring_KMeans_params19,labels_ring_KMeans_params2,labels_ring_KMeans_params20,labels_ring_KMeans_params21,labels_ring_KMeans_params22,labels_ring_KMeans_params23,labels_ring_KMeans_params24,labels_ring_KMeans_params25,labels_ring_KMeans_params26,labels_ring_KMeans_params27,labels_ring_KMeans_params28,labels_ring_KMeans_params29,labels_ring_KMeans_params3,labels_ring_KMeans_params30,labels_ring_KMeans_params31,labels_ring_KMeans_params32,labels_ring_KMeans_params33,labels_ring_KMeans_params34,labels_ring_KMeans_params35,labels_ring_KMeans_params36,labels_ring_KMeans_params37,labels_ring_KMeans_params38,labels_ring_KMeans_params39,labels_ring_KMeans_params4,labels_ring_KMeans_params40,labels_ring_KMeans_params41,labels_ring_KMeans_params42,labels_ring_KMeans_params43,labels_ring_KMeans_params44,labels_ring_KMeans_params45,labels_ring_KMeans_params46,labels_ring_KMeans_params47,labels_ring_KMeans_params48,labels_ring_KMeans_params49,labels_ring_KMeans_params5,labels_ring_KMeans_params50,labels_ring_KMeans_params51,labels_ring_KMeans_params52,labels_ring_KMeans_params53,labels_ring_KMeans_params54,labels_ring_KMeans_params6,labels_ring_KMeans_params7,labels_ring_KMeans_params8,labels_ring_KMeans_params9
B,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.36930300689461804,0.6295447661475876,0.36930300689461804,0.37092448829464053,0.37092448829464053,0.37092448829464053,0.37092448829464053,0.36930300689461804,0.36930300689461804,0.37092448829464053,0.37092448829464053,0.37092448829464053,0.6295447661475876,0.37092448829464053,0.36930300689461804,0.36930300689461804,0.37092448829464053,0.37092448829464053,0.37092448829464053,0.37092448829464053,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.6295447661475876,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.6295447661475876,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.26063642821001365,0.6295447661475876,0.6295447661475876,0.6295447661475876,0.6295447661475876
BH,172.82140180855765,172.82140180855765,172.82140180855765,172.82140180855765,172.82140180855765,172.82140180855765,172.82140180855765,172.82140180855765,172.82140180855765,172.82140180855765,80.60696570467618,172.82140180855765,80.60696570467618,80.59585313886652,80.59585313886652,80.59585313886652,80.59585313886652,80.60696570467618,80.60696570467618,80.59585313886652,80.59585313886652,80.59585313886652,172.82140180855765,80.59585313886652,80.60696570467618,80.60696570467618,80.59585313886652,80.59585313886652,80.59585313886652,80.59585313886652,40.89587465100735,40.89587465100735,40.89587465100735,172.82140180855765,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,172.82140180855765,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,40.89587465100735,172.82140180855765,172.82140180855765,172.82140180855765,172.82140180855765
D,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.3258035109706407,0.4979322338736498,0.3258035109706407,0.32102253793204155,0.32102253793204155,0.32102253793204155,0.32102253793204155,0.3258035109706407,0.3258035109706407,0.32102253793204155,0.32102253793204155,0.32102253793204155,0.4979322338736498,0.32102253793204155,0.3258035109706407,0.3258035109706407,0.32102253793204155,0.32102253793204155,0.32102253793204155,0.32102253793204155,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.4979322338736498,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.4979322338736498,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.5318490237973055,0.4979322338736498,0.4979322338736498,0.4979322338736498,0.4979322338736498
H,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.7144286744545267,0.6198586625268435,0.7144286744545267,0.7210736248443413,0.7210736248443413,0.7210736248443413,0.7210736248443413,0.7144286744545267,0.7144286744545267,0.7210736248443413,0.7210736248443413,0.7210736248443413,0.6198586625268435,0.7210736248443413,0.7144286744545267,0.7144286744545267,0.7210736248443413,0.7210736248443413,0.7210736248443413,0.7210736248443413,1.0013452819782171,1.0013452819782171,1.0013452819782171,0.6198586625268435,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,0.6198586625268435,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,1.0013452819782171,0.6198586625268435,0.6198586625268435,0.6198586625268435,0.6198586625268435
DBCV,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8209075074830263,-0.8728128126638156,-0.8209075074830263,-0.8255016477329352,-0.8255016477329352,-0.8255016477329352,-0.8255016477329352,-0.8209075074830263,-0.8209075074830263,-0.8255016477329352,-0.8255016477329352,-0.8255016477329352,-0.8728128126638156,-0.8255016477329352,-0.8209075074830263,-0.8209075074830263,-0.8255016477329352,-0.8255016477329352,-0.8255016477329352,-0.8255016477329352,0.27391989607747114,0.27391989607747114,0.27391989607747114,-0.8728128126638156,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,-0.8728128126638156,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,0.27391989607747114,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156,-0.8728128126638156
I,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.3920050809279144,0.27198934418484744,0.3920050809279144,0.3933169344877744,0.3933169344877744,0.3933169344877744,0.3933169344877744,0.3920050809279144,0.3920050809279144,0.3933169344877744,0.3933169344877744,0.3933169344877744,0.27198934418484744,0.3933169344877744,0.3920050809279144,0.3920050809279144,0.3933169344877744,0.3933169344877744,0.3933169344877744,0.3933169344877744,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.27198934418484744,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.27198934418484744,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.3382120006733835,0.27198934418484744,0.27198934418484744,0.27198934418484744,0.27198934418484744
C,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.10456133106227991,0.16873276139367585,0.10456133106227991,0.1040166029089144,0.1040166029089144,0.1040166029089144,0.1040166029089144,0.10456133106227991,0.10456133106227991,0.1040166029089144,0.1040166029089144,0.1040166029089144,0.16873276139367585,0.1040166029089144,0.10456133106227991,0.10456133106227991,0.1040166029089144,0.1040166029089144,0.1040166029089144,0.1040166029089144,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.16873276139367585,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.16873276139367585,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.04000235222703498,0.16873276139367585,0.16873276139367585,0.16873276139367585,0.16873276139367585
CDbw,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.10156278834521036,0.004443264763235879,0.10156278834521036,0.10301332530178046,0.10301332530178046,0.10301332530178046,0.10301332530178046,0.10156278834521036,0.10156278834521036,0.10301332530178046,0.10301332530178046,0.10301332530178046,0.004443264763235879,0.10301332530178046,0.10156278834521036,0.10156278834521036,0.10301332530178046,0.10301332530178046,0.10301332530178046,0.10301332530178046,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.004443264763235879,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.004443264763235879,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.2674708652490123,0.004443264763235879,0.004443264763235879,0.004443264763235879,0.004443264763235879
VIASCKDE,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.7360230417059722,0.6802796277508947,0.7360230417059722,0.7379499114653008,0.7379499114653008,0.7379499114653008,0.7379499114653008,0.7360230417059722,0.7360230417059722,0.7379499114653008,0.7379499114653008,0.7379499114653008,0.6802796277508947,0.7379499114653008,0.7360230417059722,0.7360230417059722,0.7379499114653008,0.7379499114653008,0.7379499114653008,0.7379499114653008,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.6802796277508947,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.6802796277508947,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.7928077756803253,0.6802796277508947,0.6802796277508947,0.6802796277508947,0.6802796277508947
COP,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.3742795070807432,0.42993856991643076,0.3742795070807432,0.37395282746798025,0.37395282746798025,0.37395282746798025,0.37395282746798025,0.3742795070807432,0.3742795070807432,0.37395282746798025,0.37395282746798025,0.37395282746798025,0.42993856991643076,0.37395282746798025,0.3742795070807432,0.3742795070807432,0.37395282746798025,0.37395282746798025,0.37395282746798025,0.37395282746798025,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.42993856991643076,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.42993856991643076,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.4547693620764198,0.42993856991643076,0.42993856991643076,0.42993856991643076,0.42993856991643076
Sym,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.003821415178639844,0.004116197050417391,0.003821415178639844,0.0038345301907564007,0.0038345301907564007,0.0038345301907564007,0.0038345301907564007,0.003821415178639844,0.003821415178639844,0.0038345301907564007,0.0038345301907564007,0.0038345301907564007,0.004116197050417391,0.0038345301907564007,0.003821415178639844,0.003821415178639844,0.0038345301907564007,0.0038345301907564007,0.0038345301907564007,0.0038345301907564007,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.004116197050417391,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.004116197050417391,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.007379331626427353,0.004116197050417391,0.004116197050417391,0.004116197050417391,0.004116197050417391
CS,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.3947735974851878,1.6563451772781979,1.3947735974851878,1.404350122333206,1.404350122333206,1.404350122333206,1.404350122333206,1.3947735974851878,1.3947735974851878,1.404350122333206,1.404350122333206,1.404350122333206,1.6563451772781979,1.404350122333206,1.3947735974851878,1.3947735974851878,1.404350122333206,1.404350122333206,1.404350122333206,1.404350122333206,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.6563451772781979,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.6563451772781979,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.4001076404194521,1.6563451772781979,1.6563451772781979,1.6563451772781979,1.6563451772781979
SF,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.24289597759242243,0.30852459897702866,0.24289597759242243,0.24215023503004773,0.24215023503004773,0.24215023503004773,0.24215023503004773,0.24289597759242243,0.24289597759242243,0.24215023503004773,0.24215023503004773,0.24215023503004773,0.30852459897702866,0.24215023503004773,0.24289597759242243,0.24289597759242243,0.24215023503004773,0.24215023503004773,0.24215023503004773,0.24215023503004773,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.30852459897702866,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.30852459897702866,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.18589006110945105,0.30852459897702866,0.30852459897702866,0.30852459897702866,0.30852459897702866
SD,34544895.971456744,34544895.971456744,34544895.971456744,34544895.971456744,34544895.971456744,34544895.971456744,34544895.971456744,34544895.971456744,34544895.971456744,34544895.971456744,24271104.401713062,34544895.971456744,24271104.401713062,24428486.48008046,24428486.48008046,24428486.48008046,24428486.48008046,24271104.401713062,24271104.401713062,24428486.48008046,24428486.48008046,24428486.48008046,34544895.971456744,24428486.48008046,24271104.401713062,24271104.401713062,24428486.48008046,24428486.48008046,24428486.48008046,24428486.48008046,21176779.77158288,21176779.77158288,21176779.77158288,34544895.971456744,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,34544895.971456744,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,21176779.77158288,34544895.971456744,34544895.971456744,34544895.971456744,34544895.971456744
SDbw,1.892623274255311,1.892623274255311,1.892623274255311,1.892623274255311,1.892623274255311,1.892623274255311,1.892623274255311,1.892623274255311,1.892623274255311,1.892623274255311,1.1404868079621953,1.892623274255311,1.1404868079621953,1.1458868166297587,1.1458868166297587,1.1458868166297587,1.1458868166297587,1.1404868079621953,1.1404868079621953,1.1458868166297587,1.1458868166297587,1.1458868166297587,1.892623274255311,1.1458868166297587,1.1404868079621953,1.1404868079621953,1.1458868166297587,1.1458868166297587,1.1458868166297587,1.1458868166297587,0.8218642780393057,0.8218642780393057,0.8218642780393057,1.892623274255311,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,1.892623274255311,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,0.8218642780393057,1.892623274255311,1.892623274255311,1.892623274255311,1.892623274255311
