,labels_wine_MeanShift_params1,labels_wine_MeanShift_params10,labels_wine_MeanShift_params11,labels_wine_MeanShift_params12,labels_wine_MeanShift_params13,labels_wine_MeanShift_params14,labels_wine_MeanShift_params15,labels_wine_MeanShift_params16,labels_wine_MeanShift_params17,labels_wine_MeanShift_params18,labels_wine_MeanShift_params2,labels_wine_MeanShift_params21,labels_wine_MeanShift_params22,labels_wine_MeanShift_params25,labels_wine_MeanShift_params26,labels_wine_MeanShift_params3,labels_wine_MeanShift_params4,labels_wine_MeanShift_params5,labels_wine_MeanShift_params6,labels_wine_MeanShift_params7,labels_wine_MeanShift_params8,labels_wine_MeanShift_params9
B,0.3372396773606058,0.42701327672189626,0.7945640346118062,0.42701327672189626,0.7210950180287657,0.4085386415840893,0.7852788306163132,0.42701327672189626,0.7906336667557333,0.462171197223515,0.299803547458751,0.7906336667557333,0.462171197223515,0.7906336667557333,0.462171197223515,0.3746445105830035,0.30287707674539366,0.7177492860272401,0.41808285076818724,0.7210950180287657,0.4085386415840893,0.7852788306163132
BH,20.872589544754398,48.30161093156881,83.11091880333319,48.30161093156881,84.87857004217118,33.504075751277206,83.31402217383366,48.30161093156881,83.11993517660053,61.121290910549995,9.71150874248476,83.11993517660053,61.121290910549995,83.11993517660053,61.121290910549995,29.81687382245323,11.479505547392328,85.0180958270373,28.90566579523214,84.87857004217118,33.504075751277206,83.31402217383366
D,0.3747822751235178,0.4200435110558732,0.4212407020346145,0.4200435110558732,0.37604381645472046,0.41415766927832753,0.3704449173079096,0.4200435110558732,0.4188420649965467,0.4189883614127232,0.42517549092442525,0.4188420649965467,0.4189883614127232,0.4188420649965467,0.4189883614127232,0.3359598626988785,0.4322768215322893,0.3764233453634366,0.41415766927832753,0.37604381645472046,0.41415766927832753,0.3704449173079096
H,1.5992223441551054,1.1131822125711626,1.1210848252335845,1.1131822125711626,0.9644128114258157,1.2164494831397437,1.1219109857297946,1.1131822125711626,1.1199499485498632,1.116098624698711,2.148938843680317,1.1199499485498632,1.116098624698711,1.1199499485498632,1.116098624698711,1.4823811297306169,2.0192287253255237,0.9608620514087716,1.2791078850327546,0.9644128114258157,1.2164494831397437,1.1219109857297946
DBCV,-0.4477135520158371,-0.5745582172276475,-0.5824867782429654,-0.5745582172276475,-0.16893566692631298,-0.08958380882300071,-0.4840783450577913,-0.5745582172276475,-0.6554094323461306,-0.5434777512778245,-0.07508831041953953,-0.6554094323461306,-0.5434777512778245,-0.6554094323461306,-0.5434777512778245,-0.3487661517532552,-0.12009650927195674,-0.31168814579237586,-0.059419076949485825,-0.16893566692631298,-0.08958380882300071,-0.4840783450577913
I,0.6088239718620296,0.5541146272423281,0.7304048890468554,0.5541146272423281,0.8339724598502836,0.5644643081601579,0.7580171663360481,0.5541146272423281,0.7379809732614471,0.861999898381581,0.20047371553311247,0.7379809732614471,0.861999898381581,0.7379809732614471,0.861999898381581,0.5818270633480084,0.25777067739237797,0.8383223804322727,0.44005135783997223,0.8339724598502836,0.5644643081601579,0.7580171663360481
C,0.07034372130821899,0.12090915854592844,0.12809200324141895,0.12090915854592844,0.14316784101829136,0.1303180450845582,0.13212383402846778,0.12090915854592844,0.12834508596153663,0.12186769478788505,0.05721265956798369,0.12834508596153663,0.12186769478788505,0.12834508596153663,0.12186769478788505,0.08095102940859539,0.057551875248699653,0.14331824951692737,0.13209596225230166,0.14316784101829136,0.1303180450845582,0.13212383402846778
VIASCKDE,,,0.03761477373012402,,0.0391534452718482,,0.039179112658857145,,0.03761477373012403,,,0.03761477373012403,,0.03761477373012403,,,,0.04063367235704285,,0.0391534452718482,,0.039179112658857145
COP,0.4322508733466407,0.42072923446977706,0.38730941275317904,0.42072923446977706,0.39324863873603866,0.487464959082403,0.38862244486173925,0.42072923446977706,0.387689925719291,0.4256516467368265,0.43161812800545823,0.387689925719291,0.4256516467368265,0.387689925719291,0.4256516467368265,0.4126476818386838,0.43762403422638346,0.393859080315331,0.48421178804949616,0.39324863873603866,0.487464959082403,0.38862244486173925
Sym,0.003684596870159519,0.0032690410059394593,0.0036913398606883466,0.0032690410059394593,0.004031593035798288,0.0034560370837768673,0.0037624379089162526,0.0032690410059394593,0.0037126662823643857,0.0040527722362155615,0.0022471112334674346,0.0037126662823643857,0.0040527722362155615,0.0037126662823643857,0.0040527722362155615,0.003500131347296612,0.0025277188576965635,0.004043669869278301,0.0030744332037617524,0.004031593035798288,0.0034560370837768673,0.0037624379089162526
CS,0.8437204993783812,0.9070740648906876,1.6750332949095892,0.9070740648906876,1.5071256690351842,0.7573489123166782,1.6581700189445112,0.9070740648906876,1.6726725911665277,1.1153961340049225,0.682459585065798,1.6726725911665277,1.1153961340049225,1.6726725911665277,1.1153961340049225,1.0641712205315184,0.7357307923784303,1.5032314519120067,0.738995703397037,1.5071256690351842,0.7573489123166782,1.6581700189445112
SF,0.006852936591191905,0.040500646218114,0.0435937575569455,0.040500646218114,0.05375703861912884,0.017129647448500096,0.0442076179827563,0.040500646218114,0.04376774380884341,0.041872432433059936,0.0009516412853447509,0.04376774380884341,0.041872432433059936,0.04376774380884341,0.041872432433059936,0.012844013540698196,0.0009310868474589062,0.05392695779982415,0.011080574152254608,0.05375703861912884,0.017129647448500096,0.0442076179827563
SD,8.983577225950068,9.529079455838747,15.110143289522329,9.529079455838747,13.645761483769807,8.532341710076723,15.044539943987889,9.529079455838747,15.104339684063802,11.715430282042602,7.249521630100335,15.104339684063802,11.715430282042602,15.104339684063802,11.715430282042602,9.826838192581226,7.416065861644352,13.627750826068665,7.826755471181216,13.645761483769807,8.532341710076723,15.044539943987889
SDbw,inf,inf,0.6946715283645123,inf,0.6248678323668347,inf,0.6890742545347563,inf,0.6939301849906192,inf,inf,0.6939301849906192,inf,0.6939301849906192,inf,inf,inf,0.6239830959992761,inf,0.6248678323668347,inf,0.6890742545347563
XB*,0.6487696899347749,0.7050516540141237,0.7311540963751397,0.7050516540141237,0.7338966644630104,0.765165692913608,0.7760485552307771,0.7050516540141237,0.7406769251854185,0.7260930226551086,0.7985401713209481,0.7406769251854185,0.7260930226551086,0.7406769251854185,0.7260930226551086,0.7575922913927678,0.6658056520212255,0.7353920985097283,0.765165692913608,0.7338966644630104,0.765165692913608,0.7760485552307771
S,0.25987494230319313,0.2197508430356353,0.257760554751884,0.2197508430356353,0.24086687567607412,0.15058986290091395,0.2565633353488923,0.2197508430356353,0.2576734162954348,0.25466031146121937,0.18014388534618528,0.2576734162954348,0.25466031146121937,0.2576734162954348,0.25466031146121937,0.2705300519434217,0.19335083469753303,0.2398707493060083,0.12853695296927614,0.24086687567607412,0.15058986290091395,0.2565633353488923
DB,1.03401560577296,1.131976744288052,1.503746721441911,1.131976744288052,1.3779633852760067,1.0369050670410314,1.5181622807024444,1.131976744288052,1.50615270072017,1.2560979815957332,0.9038888601712686,1.50615270072017,1.2560979815957332,1.50615270072017,1.2560979815957332,1.1578707777348922,0.9519722877997856,1.376340803514856,1.0062251493477452,1.3779633852760067,1.0369050670410314,1.5181622807024444
CH,31.330361896584535,25.231028759832153,46.697522645712006,25.231028759832153,43.90277225069682,17.96917496743044,46.370375204609125,25.231028759832153,46.68296566905947,32.717540629629354,18.920241845907587,46.68296566905947,32.717540629629354,46.68296566905947,32.717540629629354,39.1293739908572,21.483188508471137,43.6871231614822,15.87428543428496,43.90277225069682,17.96917496743044,46.370375204609125
AD-S,0.13811448258459447,0.21468069648207108,0.2034447414258913,0.21468069648207108,0.20461266725717497,0.1117423890217144,0.20433055426503463,0.21468069648207108,0.2034456820247469,0.2090636595528368,0.1752846393952764,0.2034456820247469,0.2090636595528368,0.2034456820247469,0.2090636595528368,0.12704713339284265,0.16706982749585714,0.20555410026573895,0.12079588840749027,0.20461266725717497,0.1117423890217144,0.20433055426503463
AD-DB,1.3847949378093527,1.1572415211031246,1.5549231220002937,1.1572415211031246,1.5152685632956047,1.2845805655292957,1.5493869678904233,1.1572415211031246,1.554208236258719,1.2849526997568335,1.1965443235745477,1.554208236258719,1.2849526997568335,1.554208236258719,1.2849526997568335,1.4980651175326651,1.2918239878008098,1.5134815652684814,1.235389032817339,1.5152685632956047,1.2845805655292957,1.5493869678904233
AD-CH,26.549634213869464,45.36366585270002,88.3992952397508,45.36366585270002,90.29971658717433,30.86624556520481,87.89056610569362,45.36366585270002,88.21385794331296,59.770105512522534,13.339551225335521,88.21385794331296,59.770105512522534,88.21385794331296,59.770105512522534,35.54851931722765,15.426682935500825,90.20555485629534,26.720943584610264,90.29971658717433,30.86624556520481,87.89056610569362
AD-idea,0.6471574816183028,0.8512763458252143,0.8419416177875114,0.8512763458252143,1.0711434649773282,1.1418712468937815,0.8450489572134853,0.8512763458252143,0.8429338124346174,0.8484693387159697,0.9171111829810562,0.8429338124346174,0.8484693387159697,0.8429338124346174,0.8484693387159697,0.7488382124420366,1.1758955025587754,1.0813255642065747,1.4307386519931031,1.0711434649773282,1.1418712468937815,0.8450489572134853
