,labels_zigzag_outliers_MeanShift_params1,labels_zigzag_outliers_MeanShift_params10,labels_zigzag_outliers_MeanShift_params11,labels_zigzag_outliers_MeanShift_params12,labels_zigzag_outliers_MeanShift_params13,labels_zigzag_outliers_MeanShift_params14,labels_zigzag_outliers_MeanShift_params15,labels_zigzag_outliers_MeanShift_params16,labels_zigzag_outliers_MeanShift_params17,labels_zigzag_outliers_MeanShift_params18,labels_zigzag_outliers_MeanShift_params19,labels_zigzag_outliers_MeanShift_params2,labels_zigzag_outliers_MeanShift_params20,labels_zigzag_outliers_MeanShift_params21,labels_zigzag_outliers_MeanShift_params22,labels_zigzag_outliers_MeanShift_params23,labels_zigzag_outliers_MeanShift_params24,labels_zigzag_outliers_MeanShift_params3,labels_zigzag_outliers_MeanShift_params4,labels_zigzag_outliers_MeanShift_params5,labels_zigzag_outliers_MeanShift_params6,labels_zigzag_outliers_MeanShift_params7,labels_zigzag_outliers_MeanShift_params8,labels_zigzag_outliers_MeanShift_params9
B,0.013362182601450145,0.03812755361860854,0.11680390125116916,0.11680390125116916,0.03812755361860854,0.0380465908916691,0.03809829687648486,0.03812755361860854,0.21587936985895273,0.21587936985895273,0.23795897944354272,0.01124937130570673,0.25380880128964006,0.21587936985895273,0.21587936985895273,0.23550593038426854,0.23550593038426854,0.015012801701930664,0.013480652839168134,0.028158248705262907,0.019213550491574242,0.03812755361860854,0.0380465908916691,0.03809829687648486
BH,0.14341714752036644,0.9053626726137557,8.124037753807057,8.124037753807057,0.9053626726137557,0.9002376755513452,0.9048424486534327,0.9053626726137557,26.385944021673694,26.385944021673694,26.2523606546648,0.09598910952494773,26.189094451323243,26.385944021673694,26.385944021673694,26.28696661209906,26.28696661209906,0.17198779551091073,0.1409029193415502,0.4560896222636644,0.23192525986510107,0.9053626726137557,0.9002376755513452,0.9048424486534327
D,0.26968968843034863,0.5477903647160766,0.3813978689374258,0.3813978689374258,0.5477903647160766,0.5207804590135534,0.5477903647160766,0.5477903647160766,0.2830129300056759,0.2830129300056759,0.2622981531367568,0.30924758662689833,0.2600576099514866,0.2830129300056759,0.2830129300056759,0.25993319900672923,0.25993319900672923,0.31879052568778116,0.3262302953061643,0.26384589667921016,0.3205640612346635,0.5477903647160766,0.5207804590135534,0.5477903647160766
H,0.9819873798505334,0.6626517756870793,0.32300222653433786,0.32300222653433786,0.6626517756870793,0.6379173974915732,0.6624689215367914,0.6626517756870793,0.22361793947562336,0.22361793947562336,0.31586661662042925,1.2436270738021633,0.3441279992155561,0.22361793947562336,0.22361793947562336,0.2953617895155087,0.2953617895155087,0.8452598974359763,1.058244420431896,0.7220063245103482,0.7800875217521412,0.6626517756870793,0.6379173974915732,0.6624689215367914
DBCV,0.598102252287259,-0.03338229828110755,-0.8576677979497388,-0.8576677979497388,-0.03338229828110755,0.06901953484284738,-0.03391947560483785,-0.03338229828110755,-0.8335878029153193,-0.8335878029153193,-0.8453728294214221,0.5064083166145348,-0.9432473424780184,-0.8335878029153193,-0.8335878029153193,-0.8625509557880364,-0.8625509557880364,0.49526330175219674,0.4697221544510551,0.3072897183149595,0.4628051202208327,-0.03338229828110755,0.06901953484284738,-0.03391947560483785
I,2.0159536763690755,1.9461588088029969,1.247701885709955,1.247701885709955,1.9461588088029969,1.87318403871491,1.9499324194289966,1.9461588088029969,0.9408522990341728,0.9408522990341728,0.8293103351209544,1.9427500860903464,0.7725641130151594,0.9408522990341728,0.9408522990341728,0.8437361746960603,0.8437361746960603,2.163542774628087,2.066364129739627,2.0458876005694813,2.1141819860033126,1.9461588088029969,1.87318403871491,1.9499324194289966
C,0.005775296591310341,0.015828282627647506,0.06298700067619456,0.06298700067619456,0.015828282627647506,0.01492209766006271,0.01573156482766292,0.015828282627647506,0.15566078946567574,0.15566078946567574,0.1899340897343312,0.0044592114502517745,0.19979398488881753,0.15566078946567574,0.15566078946567574,0.18279150021843574,0.18279150021843574,0.006080206844191732,0.005626841919592168,0.012743401472713625,0.007784548169300033,0.015828282627647506,0.01492209766006271,0.01573156482766292
CDbw,6.539904748143324,10.016620886132399,1.7230279608045254,1.7230279608045254,10.016620886132399,7.778412090393173,8.382816493217273,10.016620886132399,3.29186172100997,3.29186172100997,5.6053516945573145,6.586496427273195,0.13220487273675116,3.29186172100997,3.29186172100997,1.2346791368334944,1.2346791368334944,3.274627726255533,2.8643717555318355,4.698664098381858,3.556027032053757,10.016620886132399,7.778412090393173,8.382816493217273
VIASCKDE,0.5852856456887334,0.6615274857417048,0.5214269958762787,0.5214269958762787,0.6615274857417048,0.6536900389179002,0.6573277960134035,0.6615274857417048,0.5709883467549111,0.5709883467549111,0.563227523730843,0.5697637780898732,0.5760814529681821,0.5709883467549111,0.5709883467549111,0.5615975571507126,0.5615975571507126,0.6105327072530737,0.5924272922101264,0.63746910132054,0.620138639066571,0.6615274857417048,0.6536900389179002,0.6573277960134035
COP,0.10111128873053218,0.11983904802925789,0.2000827284021966,0.2000827284021966,0.11983904802925789,0.1183435647082775,0.11491144192793745,0.11983904802925789,0.21420498715525818,0.21420498715525818,0.21730225759818142,0.09639611678262401,0.21939702612054646,0.21420498715525818,0.21420498715525818,0.2177615807869993,0.2177615807869993,0.10182024004396634,0.10051192468016558,0.10637574504189623,0.10732912320051304,0.11983904802925789,0.1183435647082775,0.11491144192793745
Sym,0.27528466518877115,0.09957837824048411,0.05435187565100949,0.05435187565100949,0.09957837824048411,0.0975818264219824,0.09769565145981508,0.09957837824048411,0.22203494297869708,0.22203494297869708,0.15156766275742578,0.29353180803800133,0.1432922250563028,0.22203494297869708,0.22203494297869708,0.15497812779980275,0.15497812779980275,0.2907523557200526,0.27605961059257966,0.21769882160422474,0.28742829610249426,0.09957837824048411,0.0975818264219824,0.09769565145981508
CS,0.5134127588251942,0.6413616280011166,0.6237013593793044,0.6237013593793044,0.6413616280011166,0.6308963014042482,0.644406768976734,0.6413616280011166,0.6282793241946167,0.6282793241946167,0.6958203739181776,0.528350525102677,0.8852927151098743,0.6282793241946167,0.6282793241946167,0.6886680656490053,0.6886680656490053,0.506906685821865,0.5317971607770232,0.5351703395019715,0.5133935275227756,0.6413616280011166,0.6308963014042482,0.644406768976734
SF,0.31558338054401147,0.34705381054086726,0.38522824339361894,0.38522824339361894,0.34705381054086726,0.34115651176019457,0.34671107320622796,0.34705381054086726,0.4224230398575247,0.4224230398575247,0.3789480096108082,0.3058349197443002,0.349213862228004,0.4224230398575247,0.4224230398575247,0.38242329960210886,0.38242329960210886,0.322294718788675,0.3189966723912179,0.3333576719483301,0.3185522240101123,0.34705381054086726,0.34115651176019457,0.34671107320622796
SD,72440.04772669959,227191.41456291394,681978.7081917549,681978.7081917549,227191.41456291394,228161.44309986103,227518.347350132,227191.41456291394,1215969.852367216,1215969.852367216,1382238.9930981616,57913.68920367974,1495909.8808087183,1215969.852367216,1215969.852367216,1379670.3733253542,1379670.3733253542,83599.17337952144,70872.63324516846,152663.2204094715,105448.36766963148,227191.41456291394,228161.44309986103,227518.347350132
SDbw,0.11103919827784514,0.15831263165450732,0.37093758132655613,0.37093758132655613,0.15831263165450732,0.17022636074607891,0.15802458889056753,0.15831263165450732,0.5596613698173711,0.5596613698173711,0.5918635140861064,0.0987063844690784,0.6141675892832621,0.5596613698173711,0.5596613698173711,0.5848864536691428,0.5848864536691428,0.10996723994753926,0.11379296958154446,0.13597687515591533,0.11343159780975946,0.15831263165450732,0.17022636074607891,0.15802458889056753
XB*,0.32244763017285044,0.2197250942040339,0.172000038472767,0.172000038472767,0.2197250942040339,0.18821628047403227,0.2092043239330004,0.2197250942040339,0.24687499606531665,0.24687499606531665,0.31804656352315547,0.3223710291102916,0.3207875242987832,0.24687499606531665,0.24687499606531665,0.2954438508690819,0.2954438508690819,0.31794870307662654,0.32297052686457706,0.3609404533148904,0.3069292482773306,0.2197250942040339,0.18821628047403227,0.2092043239330004
S,0.658856349934555,0.6554017510454387,0.5106289401892304,0.5106289401892304,0.6554017510454387,0.6515020570651284,0.6544159205951152,0.6554017510454387,0.367718026951649,0.367718026951649,0.3288723285002109,0.6416362529668957,0.3182207457837805,0.367718026951649,0.367718026951649,0.3387018281917145,0.3387018281917145,0.6729393752999022,0.6510307903051634,0.6631131466327301,0.6716845246587292,0.6554017510454387,0.6515020570651284,0.6544159205951152
DB,0.47204049415891786,0.46294108682981383,0.5773644435491718,0.5773644435491718,0.46294108682981383,0.4720567872175281,0.46199712637610335,0.46294108682981383,0.5251798513363403,0.5251798513363403,0.6696142112107197,0.48868706264376943,0.7108762265890469,0.5251798513363403,0.5251798513363403,0.645401244448871,0.645401244448871,0.4572933325929917,0.47402857272425125,0.47270085557352753,0.45486296702629686,0.46294108682981383,0.4720567872175281,0.46199712637610335
CH,1216.9094302170747,612.5447949984408,251.75312672764392,251.75312672764392,612.5447949984408,616.2531856919471,612.9193075960512,612.5447949984408,73.9450595969092,73.9450595969092,75.0260719576135,1373.830364240689,75.54189673774492,73.9450595969092,73.9450595969092,74.74497165926763,74.74497165926763,1186.0639438413168,1238.98869565486,768.6597875208364,1038.5636722317608,612.5447949984408,616.2531856919471,612.9193075960512
AD-S,0.592375823565325,0.5436788206297635,0.43129144300990474,0.43129144300990474,0.5436788206297635,0.521594482686044,0.5406058530200697,0.5436788206297635,0.5604442109971931,0.5604442109971931,0.5278839697770679,0.5735828860693643,0.5150463373778048,0.5604442109971931,0.5604442109971931,0.5355180110220759,0.5355180110220759,0.5701260339883172,0.5780509761393131,0.5727596006703615,0.5630453083078257,0.5436788206297635,0.521594482686044,0.5406058530200697
AD-DB,1.0605875686949668,0.8618034112804007,0.8797632621243461,0.8797632621243461,0.8618034112804007,0.9025627389526486,0.8630954834381697,0.8618034112804007,0.5005468839985069,0.5005468839985069,0.547195346365626,1.1784100948886405,0.6143233191974118,0.5005468839985069,0.5005468839985069,0.6139956893478044,0.6139956893478044,1.106383793776075,1.1138418714520457,0.9677147209603122,1.0862689162110024,0.8618034112804007,0.9025627389526486,0.8630954834381697
AD-CH,202.55290436197197,292.423172532326,174.60179791846474,174.60179791846474,292.423172532326,237.41651370657462,282.679320094351,292.423172532326,76.3215375239898,76.3215375239898,62.25308099276308,177.54802063771206,63.428767463032415,76.3215375239898,76.3215375239898,78.23424128770927,78.23424128770927,210.4014634465962,196.60329463552793,269.5288283225944,228.75665982440282,292.423172532326,237.41651370657462,282.679320094351
AD-idea,93905813.53931475,5074503.119613896,3232.8405526066053,3232.8405526066053,5074503.119613896,2449818.67890534,4383758.171768273,5074503.119613896,1193.3291826423974,1193.3291826423974,464.32130803527775,140122686.08439344,53.41217134758989,1193.3291826423974,1193.3291826423974,451.9346936741139,451.9346936741139,51369528.410475776,76227414.68458779,19375385.84985697,27695105.2625718,5074503.119613896,2449818.67890534,4383758.171768273
