,labels_parabolic_DBSCAN_params11,labels_parabolic_DBSCAN_params12,labels_parabolic_DBSCAN_params16,labels_parabolic_DBSCAN_params17,labels_parabolic_DBSCAN_params18,labels_parabolic_DBSCAN_params19,labels_parabolic_DBSCAN_params21,labels_parabolic_DBSCAN_params23,labels_parabolic_DBSCAN_params24,labels_parabolic_DBSCAN_params28,labels_parabolic_DBSCAN_params29,labels_parabolic_DBSCAN_params30,labels_parabolic_DBSCAN_params35,labels_parabolic_DBSCAN_params40,labels_parabolic_DBSCAN_params6
B,0.0006577723747948595,0.0003149371749587808,0.17288871529986968,0.1671709531664504,0.023339274350596902,0.001933613317832521,3.5047051412507275,0.306231976861375,0.030193561326935507,0.4996532400496952,0.16060714153859246,0.009509920236362008,0.05118248812366561,0.24109849154788449,8.652504471866263e-05
BH,0.0012261206211765631,0.0014256658742238747,3.0343472346568277,2.3399019913497754,0.5451490622037073,0.05356564197900045,166.48051488898915,16.107806523980265,3.2538130990456278,125.96182279931134,12.15484827696225,1.795814006273111,15.662912549354916,73.74269385936836,0.00012024720640158483
D,0.19792380477931648,0.4917967847955399,0.0517053804032758,0.050815145985651324,0.1798895970390136,0.4379317318266388,0.17576342819378415,0.07919213483535743,0.1212138691512433,0.022313360409328742,0.15285012459385086,3.693817754645889,1.299054474855955,0.3123620666904177,1.001977979456357
H,5.311588593737583,0.5547312323783514,3.4879544604847794,3.06386881425718,0.6423134597427493,0.43562436944531413,0.8169784488130561,1.698227501348805,0.2668263531085763,0.39915703518554735,0.8707758205346863,0.009361218403415528,0.0494583840716732,0.21471451481403575,0.17055065809366998
DBCV,0.8194117101090814,0.8759014178010477,-0.410263770612491,-0.1832916743478229,-0.13943274519135257,0.5242056745936763,-0.851799476161026,-0.059117151754928834,0.27767418572931774,-0.43643703984416404,-0.14072448279903474,0.997100540073849,0.9828663267567129,-0.6577483064861588,0.9905363726344577
I,1.5143729507859003,142.30236463274622,0.052851580501853804,0.09469786785183416,1.976892841499902,89.44017727568759,0.02004916158796325,0.15970716662007517,9.529935747592027,0.5344424761366853,0.5119580173650563,43.31248629649816,7.216485712078005,1.095544531439494,178.16113777051015
C,0.0035372118271048397,0.0008127595671436668,0.07502594916818875,0.05343482350596124,0.015475611241260573,0.003058866154400514,0.6080186305980738,0.09110780974450242,0.009605985589837263,0.16349828051570675,0.045095252154581586,0.0,2.325723712265173e-06,0.054542079808037054,7.687005492511717e-06
CDbw,24.77946855442297,34.4275977930664,9.089398490944314,2.210682992096554,3.9774763312408727,6.680779678451908,11.785727278510768,0.6113045417065014,2.7123918884210854,0.07398569141830437,1.2625087004592084,2.3068336433516285,0.38383445364225693,0.0922237178616155,90.43270579620929
VIASCKDE,0.3875334319143184,0.4719312131721705,0.5865436788344388,0.5448170547668967,0.5956085766766736,0.5126798279551927,0.5910608835107568,0.58028010744633,0.6637900133487683,0.577686297609556,0.633390106833842,0.6943731194130839,0.7276094915170943,0.6596349419096433,0.45735816228347775
COP,0.18701538020798694,0.18306062982708396,0.31494871164788,0.2507354109536004,0.130191507993435,0.2209498255553968,0.4860556000647345,0.3370416028298086,0.2032680864143028,0.4013414829644639,0.3218366805680812,0.20711568465278604,0.21917956737775496,0.3635912750554873,0.22908781015574925
Sym,0.46429181295324895,23.08912695746447,0.0035447495011281488,0.006202461150064467,0.17079654943381473,6.984162314821469,0.008489661173774381,0.0048698632998256785,0.33142127720122966,0.0055578855698454775,0.012770886870515986,1.582547370449956,0.11660021669111365,0.01523306718706255,70.08179730574277
CS,0.3926943919527273,0.4784739379664813,0.9641063393056201,1.039058192127464,0.565381241258914,0.7932161892444644,1.6043432062023375,1.507049147943305,0.5084341797729763,1.3109338692729202,0.9488996906046747,0.17133537502939347,0.41298448110003483,0.9024231163165624,0.08231439808334966
SF,0.3244552275703366,0.615426251885022,0.1945377540008505,0.23982685042797247,0.45070845446956165,0.641066826359888,0.37841000416383463,0.2986652460699968,0.5827293717891493,0.3594520763386807,0.35833011606194076,0.6825337430413458,0.5769648039898585,0.4284987395942168,0.6119427163141798
SD,11195.885045899322,1623.6120552428424,409170.99994340877,325052.0524591537,106273.5714570027,21528.052615455606,6048470.719438673,1567623.8904141488,322567.32251376956,8826848.695139522,1190641.9651701357,188825.85622433102,1201118.0811203395,6161352.585665358,6594.111576087416
SDbw,0.032905223178001534,0.4530304439918791,0.23437974078832272,0.2201326674368409,0.16413077357072237,0.6256450457566041,1.5297224343307727,0.5197184964030056,0.3389149535388946,1.1859483000340258,0.41154289431969043,0.016663381711935037,0.08704977298499314,0.8608679377868311,0.06390987113312956
XB*,2.312975917768588,0.2636762074622798,30.22464581058173,15.364859122551625,0.47323679098964294,0.22020420460466497,4.026047520291029,2.98713929387724,0.35690638507486094,0.2495205983661764,1.340946037989392,0.0054334706547937515,0.029495003412626664,0.12640045625935276,0.15037255570794694
S,0.5675922558530078,0.6701675363982094,0.00026888693173296566,0.2405240119385002,0.3862120407377567,0.5565284474858344,-0.2994231228199432,0.07723936827277231,0.6264342519346534,0.4140130544141393,0.3117493597181123,0.9127720196270859,0.8018833547145768,0.561876279863508,0.865345746802566
DB,0.44797029685113043,0.4180053455588877,0.8253727583713485,0.7273013981507883,0.49293292428243907,0.6505834942552596,1.8924086689919972,1.1279215521082668,0.49901397732355707,0.9250862745671069,0.7143078618849407,0.12537194533946422,0.2874443323817596,0.6428487227845817,0.15302686778177463
CH,6980.712384630344,20751.176684519785,213.22401269985772,341.6832016538468,2183.6670030375467,14727.633681125528,1.0230017435317331,448.1786334627403,4799.262878495204,985.5190237798558,770.5718914107482,13427.310843662031,5316.564315819082,1860.193997017762,38975.23862305118
AD-S,0.6314526685514601,0.7060617290914639,0.2844922825150796,0.31356012055699406,0.3040193379820308,0.3407109174732213,0.2319382263448032,0.3959158613548793,0.6328616429858315,0.0026007320809326717,0.23165335545436289,0.9811642950404158,0.9584642665023654,0.001584199466638549,0.9142902559747763
AD-DB,0.6625038542561622,0.5925325338858582,1.0705429110304432,1.3118983187278785,0.987207357580578,1.3358682388474437,1.2095151446773118,1.1653421744020973,1.0056677232716507,1.9137399063059954,1.1845501809642907,0.037727725971798784,0.08285340718680267,1.8067861214278618,0.1672784405188162
AD-CH,59.1294025313155,483.63757731079016,103.41959664875763,130.6060265284179,1016.5085338930219,1334.9172592549749,4.783983909188462,255.29667622812786,4504.915156986264,984.1159443649584,660.7455752186852,6230.6926397682655,6669.181896216459,895.4498856264155,297.00153260248084
AD-idea,2.867221863558122e+23,5074.980876072927,6222.917562451686,2682.6228359580764,26501.28388343422,5.463815122620215,1.8771742150404267,79.73174214745096,85.55375032771332,0.9286349795638437,28.09074195724637,2810.587294812462,585.1889566914757,1.0052259726601736,423175022170056.56
