,labels_wdbc_KMeans_params1,labels_wdbc_KMeans_params10,labels_wdbc_KMeans_params11,labels_wdbc_KMeans_params12,labels_wdbc_KMeans_params13,labels_wdbc_KMeans_params14,labels_wdbc_KMeans_params15,labels_wdbc_KMeans_params16,labels_wdbc_KMeans_params17,labels_wdbc_KMeans_params18,labels_wdbc_KMeans_params19,labels_wdbc_KMeans_params2,labels_wdbc_KMeans_params20,labels_wdbc_KMeans_params21,labels_wdbc_KMeans_params22,labels_wdbc_KMeans_params23,labels_wdbc_KMeans_params24,labels_wdbc_KMeans_params25,labels_wdbc_KMeans_params26,labels_wdbc_KMeans_params27,labels_wdbc_KMeans_params28,labels_wdbc_KMeans_params29,labels_wdbc_KMeans_params3,labels_wdbc_KMeans_params30,labels_wdbc_KMeans_params31,labels_wdbc_KMeans_params32,labels_wdbc_KMeans_params33,labels_wdbc_KMeans_params34,labels_wdbc_KMeans_params35,labels_wdbc_KMeans_params36,labels_wdbc_KMeans_params37,labels_wdbc_KMeans_params38,labels_wdbc_KMeans_params39,labels_wdbc_KMeans_params4,labels_wdbc_KMeans_params40,labels_wdbc_KMeans_params41,labels_wdbc_KMeans_params42,labels_wdbc_KMeans_params43,labels_wdbc_KMeans_params44,labels_wdbc_KMeans_params45,labels_wdbc_KMeans_params46,labels_wdbc_KMeans_params47,labels_wdbc_KMeans_params48,labels_wdbc_KMeans_params49,labels_wdbc_KMeans_params5,labels_wdbc_KMeans_params50,labels_wdbc_KMeans_params51,labels_wdbc_KMeans_params52,labels_wdbc_KMeans_params53,labels_wdbc_KMeans_params54,labels_wdbc_KMeans_params6,labels_wdbc_KMeans_params7,labels_wdbc_KMeans_params8,labels_wdbc_KMeans_params9
B,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.5345570528208268,0.6231332518599507,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.6231332518599507,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5345570528208268,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.6231332518599507,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.6231332518599507,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.5194376888437117,0.6231332518599507,0.6231332518599507,0.6231332518599507,0.6231332518599507
BH,431.6766394408971,431.6766394408971,431.6766394408971,431.6766394408971,431.6766394408971,431.6766394408971,431.6766394408971,431.6766394408971,431.6766394408971,431.6766394408971,249.37897314385577,431.6766394408971,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,431.6766394408971,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,249.37897314385577,170.73213730638236,170.73213730638236,170.73213730638236,431.6766394408971,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,431.6766394408971,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,170.73213730638236,431.6766394408971,431.6766394408971,431.6766394408971,431.6766394408971
D,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.2101894156939883,0.19767933201986088,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.19767933201986088,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.2101894156939883,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.19767933201986088,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.19767933201986088,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.1783250267589379,0.19767933201986088,0.19767933201986088,0.19767933201986088,0.19767933201986088
H,0.549848685576964,0.549848685576964,0.549848685576964,0.549848685576964,0.549848685576964,0.549848685576964,0.549848685576964,0.549848685576964,0.549848685576964,0.549848685576964,1.089964557189858,0.549848685576964,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,0.549848685576964,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.089964557189858,1.6344618498239374,1.6344618498239374,1.6344618498239374,0.549848685576964,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,0.549848685576964,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,1.6344618498239374,0.549848685576964,0.549848685576964,0.549848685576964,0.549848685576964
DBCV,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.707628326532143,-0.8567877894285295,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.8567877894285295,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.707628326532143,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.8567877894285295,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.8567877894285295,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.7115751723615906,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295,-0.8567877894285295
I,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.228078134696245,1.8042747324191302,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.8042747324191302,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.228078134696245,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.8042747324191302,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.8042747324191302,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.0595216706954347,1.8042747324191302,1.8042747324191302,1.8042747324191302,1.8042747324191302
C,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.09328642109338803,0.12655032599764235,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.12655032599764235,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.09328642109338803,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.12655032599764235,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.12655032599764235,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.10770305817173943,0.12655032599764235,0.12655032599764235,0.12655032599764235,0.12655032599764235
VIASCKDE,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.007543583522936583,0.005496379495044874,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.005496379495044874,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.007543583522936583,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.005496379495044874,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.005496379495044874,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.010707240173292984,0.005496379495044874,0.005496379495044874,0.005496379495044874,0.005496379495044874
COP,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.27163785312545086,0.23283922675886545,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.23283922675886545,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.27163785312545086,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.23283922675886545,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.23283922675886545,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.28193100789056097,0.23283922675886545,0.23283922675886545,0.23283922675886545,0.23283922675886545
Sym,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.0015380717699806953,0.001802717418859098,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.001802717418859098,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0015380717699806953,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.001802717418859098,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.001802717418859098,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.0014284695453069462,0.001802717418859098,0.001802717418859098,0.001802717418859098,0.001802717418859098
CS,1.8633447225127544,1.8633447225127544,1.8633447225127544,1.8633447225127544,1.8633447225127544,1.8633447225127544,1.8633447225127544,1.8633447225127544,1.8633447225127544,1.8633447225127544,2.173163085883827,1.8633447225127544,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,1.8633447225127544,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.173163085883827,2.341148090115599,2.341148090115599,2.341148090115599,1.8633447225127544,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,1.8633447225127544,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,2.341148090115599,1.8633447225127544,1.8633447225127544,1.8633447225127544,1.8633447225127544
SF,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.04639541198760777,0.13965316175849896,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.13965316175849896,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.04639541198760777,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.13965316175849896,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.13965316175849896,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.016672548215815652,0.13965316175849896,0.13965316175849896,0.13965316175849896,0.13965316175849896
SD,103.46984732153676,103.46984732153676,103.46984732153676,103.46984732153676,103.46984732153676,103.46984732153676,103.46984732153676,103.46984732153676,103.46984732153676,103.46984732153676,97.8117829582029,103.46984732153676,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,103.46984732153676,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,97.8117829582029,91.82896557481286,91.82896557481286,91.82896557481286,103.46984732153676,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,103.46984732153676,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,91.82896557481286,103.46984732153676,103.46984732153676,103.46984732153676,103.46984732153676
SDbw,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.8233417595571828,0.7748541563080756,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.7748541563080756,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,0.8233417595571828,1.0189454624444814,1.0189454624444814,1.0189454624444814,0.7748541563080756,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,0.7748541563080756,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,1.0189454624444814,0.7748541563080756,0.7748541563080756,0.7748541563080756,0.7748541563080756
XB*,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.7712628743422874,0.5403483029500078,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.5403483029500078,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,0.7712628743422874,1.3637407225140985,1.3637407225140985,1.3637407225140985,0.5403483029500078,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,0.5403483029500078,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,1.3637407225140985,0.5403483029500078,0.5403483029500078,0.5403483029500078,0.5403483029500078
