,labels_target_MeanShift_params1,labels_target_MeanShift_params10,labels_target_MeanShift_params11,labels_target_MeanShift_params12,labels_target_MeanShift_params13,labels_target_MeanShift_params14,labels_target_MeanShift_params15,labels_target_MeanShift_params16,labels_target_MeanShift_params17,labels_target_MeanShift_params18,labels_target_MeanShift_params19,labels_target_MeanShift_params2,labels_target_MeanShift_params20,labels_target_MeanShift_params21,labels_target_MeanShift_params22,labels_target_MeanShift_params23,labels_target_MeanShift_params24,labels_target_MeanShift_params25,labels_target_MeanShift_params26,labels_target_MeanShift_params27,labels_target_MeanShift_params28,labels_target_MeanShift_params29,labels_target_MeanShift_params3,labels_target_MeanShift_params30,labels_target_MeanShift_params31,labels_target_MeanShift_params32,labels_target_MeanShift_params4,labels_target_MeanShift_params5,labels_target_MeanShift_params6,labels_target_MeanShift_params7,labels_target_MeanShift_params8,labels_target_MeanShift_params9
B,0.01630082422176884,0.018747205635280286,0.01927591920460001,0.018747205635280286,0.018254259821849077,0.017753486489532237,0.01927591920460001,0.018747205635280286,0.01876300624289751,0.020830219354638344,0.0195118331519784,0.016159600141464232,0.018834138463968683,0.019567559747023195,0.02007521455018991,0.026971213233612346,0.021168673554278976,0.01975721517598859,0.018860407670897517,0.026632015358741278,0.021581053078747622,0.06607679133340463,0.016409195862928935,0.06628410632404019,0.08637093669136722,0.08637093669136722,0.016612455745797707,0.018575052750837703,0.01822777322450585,0.018254259821849077,0.017753486489532237,0.01927591920460001
BH,0.5268542362923505,0.8277916683964087,1.1013882502235395,0.8277916683964087,0.8065775186932005,0.7007000450982197,1.1013882502235395,0.8277916683964087,0.9375891385032236,1.0389732223040118,1.1146043331365487,0.4049935663262466,0.8318025172228898,1.1177791442781893,1.0018098543706353,2.0990332199454533,1.20697461218157,1.1282172747007408,0.832257177326735,2.073679929482551,1.2292714463743655,9.959998048575954,0.5844862680419247,9.995115482885163,25.570473339964153,25.570473339964153,0.5370416088587565,0.9272776888747833,0.7197539449936592,0.8065775186932005,0.7007000450982197,1.1013882502235395
D,0.28715935989630426,0.3797453727474887,0.33574523900820424,0.3797453727474887,0.23520881939050983,0.24408341312597842,0.33574523900820424,0.3797453727474887,0.3721486292131137,0.2901707535659109,0.34276885949532776,0.24552023192715497,0.34150889244977106,0.33713973649015105,0.29959071133216747,0.3333376452214853,0.3404322891897066,0.29007868209817106,0.34669670914992234,0.387071995508323,0.3750180452025061,0.3089047560577638,0.36468343451851515,0.30833133378303906,1.0438979536671,1.0438979536671,0.31371998539307167,0.32246969147365495,0.24290654993570104,0.23520881939050983,0.24408341312597842,0.33574523900820424
H,1.3445119582738945,1.019802560346467,0.6616971939157943,1.019802560346467,1.0304172952699822,1.1466610254951162,0.6616971939157943,1.019802560346467,0.8218384604665439,0.9435593994753748,0.6731888759466097,2.0375353723458574,1.0321153245615526,0.671649992496005,0.9099651397580447,0.6623749159505801,0.7557333444841895,0.6890660138214927,1.0127610226672041,0.6480962088123077,0.7821153606339252,0.52021123113623,1.2443107338814807,0.51000034925761,0.0814739194818089,0.0814739194818089,1.5126223885521761,0.8257331420171262,1.1787406297466403,1.0304172952699822,1.1466610254951162,0.6616971939157943
DBCV,0.48067144726270106,0.28634940355889055,0.4789405598999289,0.28634940355889055,0.4402074637585449,0.44082144829308856,0.4789405598999289,0.28634940355889055,0.2939445152015211,0.27078301727749804,0.3780404694360716,0.3818145013813474,0.24175330826304645,0.34709471135191416,0.31539154591707114,0.3244464970384281,0.2910080544093104,0.5871515179464684,0.3285635124281665,0.40030267619797455,0.30696142069541427,-0.7794754560538567,0.40274182623190724,-0.866444441269553,0.803989790523349,0.803989790523349,0.3498518707058306,0.3803395356769477,0.3865365749243045,0.4402074637585449,0.44082144829308856,0.4789405598999289
I,0.3384578085493617,0.3827626370127967,0.47315232614241254,0.3827626370127967,0.40236539588196535,0.3744482483766866,0.47315232614241254,0.3827626370127967,0.4315077218014555,0.3916398110303242,0.4716084632667202,0.2707500505577105,0.3824872542694424,0.47035598180973837,0.4051698770096168,0.46655328857338363,0.43834905095312515,0.467566650973025,0.38282365530133533,0.47104186907844986,0.423409753146082,0.31507752155227536,0.36231254336444996,0.31540793359768754,0.3510804716667116,0.3510804716667116,0.33006751080910146,0.4417607339903065,0.36803125061966985,0.40236539588196535,0.3744482483766866,0.47315232614241254
C,0.005867522506434485,0.005924515182966482,0.004855540481416887,0.005924515182966482,0.005113151809806878,0.005557853821630688,0.004855540481416887,0.005924515182966482,0.005140063566153704,0.006825856169696682,0.005069964252974966,0.00710020891137242,0.005904763374270736,0.00512669854088611,0.006321460121253564,0.01052533739508638,0.006595451070625378,0.005348772596171677,0.0061025604887501445,0.010125029407305535,0.007005255909851305,0.11323608895757716,0.005459987709080022,0.11493326550836755,0.0322148997185287,0.0322148997185287,0.006000843706963754,0.004863975844302333,0.005664607246465743,0.005113151809806878,0.005557853821630688,0.004855540481416887
CDbw,6.965555164259788,11.518388833054837,18.573281524612838,11.518388833054837,11.486395969344754,9.18047481394064,18.573281524612838,11.518388833054837,14.195388082580124,14.847522288634355,17.269944607350453,5.086215789564284,11.845991916575722,17.97232283461427,14.930429454594796,31.562411930929215,19.36526955011033,18.16186632487391,12.05758169964103,31.997317807017215,18.649925060271485,81.20788695557295,8.469935507310046,81.93427882252871,231.34284515895035,231.34284515895035,7.427499464485184,14.297284682318447,9.602599491968771,11.486395969344754,9.18047481394064,18.573281524612838
VIASCKDE,0.5678250266407678,0.5428734480224315,0.5929832051849889,0.5428734480224315,0.5801154062603536,0.567560456641424,0.5929832051849889,0.5428734480224315,0.5821716361590185,0.5592136034967417,0.5901918231966298,0.556208718587475,0.5560993487965966,0.5928891324011976,0.5558809125666442,0.5897335255566358,0.5811433208967174,0.59119944745362,0.5512819411838035,0.5966379475840285,0.5657935050201475,0.6357040128895937,0.5740421412685246,0.6410209136205963,0.612091729239389,0.612091729239389,0.5663500703999655,0.5906401295245873,0.5698775300636727,0.5801154062603536,0.567560456641424,0.5929832051849889
COP,0.3915585601277988,0.41489778677876593,0.4213353854084595,0.41489778677876593,0.40945314669420346,0.4046082256909125,0.4213353854084595,0.41489778677876593,0.4160371029257159,0.42580409020722765,0.42142578543258247,0.3831074259926882,0.41486765462222464,0.42172525499071756,0.4228733412217921,0.4585985766342368,0.4296577521985237,0.4227636342301312,0.41400368092110507,0.45919315910462394,0.4336579179444642,0.3660124587941732,0.39647106841595103,0.3650599113291606,0.1733576378783655,0.1733576378783655,0.39396037831294944,0.4123208554581841,0.40600061536277204,0.40945314669420346,0.4046082256909125,0.4213353854084595
Sym,0.12210604824571525,0.11686717749909123,0.12144444088594863,0.11686717749909123,0.11914634557500338,0.11727248888393217,0.12144444088594863,0.11686717749909123,0.11791681595375843,0.11288672051042901,0.1245246532064371,0.11369330903754077,0.12248226346938958,0.12393535456388254,0.11396403375775194,0.09177828932023278,0.12157645116347673,0.11810189512873878,0.11705252220068786,0.09833773488095543,0.11940478041192794,0.018156699590022595,0.12197685999855827,0.01803246395269677,0.08953129743985945,0.08953129743985945,0.11465394089742048,0.12759686298815168,0.11406895820504155,0.11914634557500338,0.11727248888393217,0.12144444088594863
CS,0.43373694968611093,0.4496444659982292,0.41456585850818656,0.4496444659982292,0.44236906691692607,0.44682228251844114,0.41456585850818656,0.4496444659982292,0.43339844168599495,0.45318838222101987,0.42373031700397346,0.4624486799420079,0.44408912313693766,0.4181854832835968,0.44419829214957735,0.45056202362747544,0.4340079557364241,0.41862725458076144,0.44688981745645007,0.4395250455427385,0.44024391729103196,0.37159813447502144,0.44185798366496015,0.3663044566714945,0.16387282356956379,0.16387282356956379,0.4627730382459097,0.4378640548363239,0.45330088997406953,0.44236906691692607,0.44682228251844114,0.41456585850818656
SF,0.2648198635590897,0.25664350305093586,0.29227067707630805,0.25664350305093586,0.2773762796333934,0.267279021042822,0.29227067707630805,0.25664350305093586,0.27674229259313077,0.26250472078971354,0.29208240612014624,0.24027093037096714,0.258753918192252,0.2919735616131923,0.26565066710852625,0.2946939198489311,0.277442301230864,0.2909014607814874,0.2566246371731463,0.2969612754893527,0.26818092899780654,0.36947237642646935,0.2643573561582496,0.371970421702832,0.49150663322889254,0.49150663322889254,0.2531203442216181,0.2873229740869838,0.26737964121885005,0.2773762796333934,0.267279021042822,0.29227067707630805
SD,2664681.896867535,4618416.203981514,5422994.791926165,4618416.203981514,4107847.082824304,3643044.174061444,5422994.791926165,4618416.203981514,4919844.6310892375,5447598.172030806,5428364.710782047,2128606.7088134023,4556205.573787099,5432826.061885661,5328728.82235786,8446763.376930112,6054820.78087513,5593408.136966832,4680781.1830144115,8343286.560119853,6391516.390984158,13672775.221569354,3045728.2053363146,13297107.524378425,12091450.057791514,12091450.057791514,2915402.286697918,4603951.923965767,3657043.540941661,4107847.082824304,3643044.174061444,5422994.791926165
SDbw,0.11575054627407583,0.15931801471172352,0.1607870463175765,0.15931801471172352,0.15099188255339435,0.13722153145511498,0.1607870463175765,0.15931801471172352,0.1602889835785115,0.18254308606708913,0.15819848999807434,0.11124194091454073,0.16262981515946778,0.15984816092163007,0.17227070779578516,0.2056106368197494,0.1840340522310106,0.16435376146700237,0.1666011068005777,0.2085074705685907,0.2013001076748886,0.28423568567651125,0.12110350304150048,0.2766782230392199,0.2169433596287318,0.2169433596287318,0.12071283628734028,0.15150821187987407,0.1375093779367052,0.15099188255339435,0.13722153145511498,0.1607870463175765
XB*,0.3904100032504569,0.2641777723146197,0.135913366244148,0.2641777723146197,0.4242522963554489,0.3628327071792275,0.135913366244148,0.2641777723146197,0.17398342361544986,0.2507590043336248,0.15936564432268363,0.8441737261530161,0.3110965092525302,0.1657471907453604,0.26331060699513736,0.19528529137123926,0.21762834857998034,0.16570679186060755,0.2233043785326238,0.19273588446911302,0.17876317548518153,0.2676911792212908,0.20718464956785276,0.2696376221238593,0.08782359256763482,0.08782359256763482,0.2956560666178559,0.25718020175593403,0.37858044699933074,0.4242522963554489,0.3628327071792275,0.135913366244148
S,0.5798036948741099,0.5674861482305487,0.6041899738632829,0.5674861482305487,0.5883779497762767,0.5800298712108879,0.6041899738632829,0.5674861482305487,0.5893280892089843,0.5634381326754182,0.6020023974392026,0.5571820754662882,0.5685403638114482,0.601366305745392,0.573035168854868,0.5938814384475763,0.5849517312018284,0.5991880868299667,0.5666201435713815,0.5974732989999211,0.5768690618724834,0.42360181925875234,0.5781204967467619,0.42237139378402455,0.5070454045474698,0.5070454045474698,0.5631473986602032,0.596463310947549,0.5736490141804856,0.5883779497762767,0.5800298712108879,0.6041899738632829
DB,0.4951896858248066,0.4907720944356318,0.4187110249537511,0.4907720944356318,0.4611882989730526,0.48149282095773294,0.4187110249537511,0.4907720944356318,0.44337891151822034,0.4745041241185125,0.419129108951249,0.5693133263621963,0.48841357891910003,0.42022821955965717,0.47167169027165173,0.44581997866456663,0.45265308080844097,0.4219620745501304,0.48822350599873643,0.43723485314449106,0.4657141835540215,0.48163045520354314,0.4883451004356999,0.4785749658697153,0.25236145667691584,0.25236145667691584,0.5211363384402902,0.4313749189063866,0.48675836171310166,0.4611882989730526,0.48149282095773294,0.4187110249537511
CH,746.7546023380744,699.924710416508,718.7525411020428,699.924710416508,719.8632676080487,721.2118183963488,718.7525411020428,699.924710416508,718.8029045490501,642.505635127264,709.4130821329917,696.7578212699211,696.2693494070797,707.2024254756285,668.6803251946782,523.3218713193356,649.8477560812045,700.0219351462134,695.8572098211664,530.7525628730567,636.8107638940464,148.3836089758116,761.7606654668498,147.41547421835645,34.73391472110212,34.73391472110212,731.6963453283655,727.4975821562275,700.6916844042162,719.8632676080487,721.2118183963488,718.7525411020428
AD-S,0.6105366084459187,0.5774266344661464,0.6244676702890115,0.5774266344661464,0.6220422927140585,0.6202843074537429,0.6244676702890115,0.5774266344661464,0.5979149266883816,0.5794388243816087,0.6216489907985085,0.5917132159822338,0.5695350163414842,0.6199754205624275,0.5963110366797445,0.5822811596975913,0.5669362088917472,0.6219885111348644,0.5784576093739772,0.5794944456298039,0.5539660687047805,0.3611488975836424,0.6039150148295103,0.3596777361328902,0.767485648841041,0.767485648841041,0.5917298630993346,0.6249497610604542,0.6179802151231312,0.6220422927140585,0.6202843074537429,0.6244676702890115
AD-DB,1.1461755303314145,1.175409559616553,0.9057721463246927,1.175409559616553,1.0571086511905656,1.1208218690236649,0.9057721463246927,1.175409559616553,1.0519411878407676,1.0894138917518306,0.9058944169505244,1.232070421052866,1.2066614126170716,0.9183360038360687,1.037093727511284,0.8916970329187286,1.0810562869552487,0.9071841973778848,1.1427027240159435,0.8960593488113607,1.0720390682035104,0.579886431557463,1.1784210769589627,0.578033364440841,0.18299375866414272,0.18299375866414272,1.2265546478663818,0.9793345820256231,1.1097170714502396,1.0571086511905656,1.1208218690236649,0.9057721463246927
AD-CH,299.2607867655829,343.80774258243247,419.00992622943863,343.80774258243247,360.07613614458677,334.86755980444644,419.00992622943863,343.80774258243247,375.7827640135877,360.3231342557245,417.76938737072317,252.0235842078734,334.63858662200914,416.4330330495718,374.90463933016065,465.16435699776173,389.00015340881106,417.70686424469966,335.2615672188262,462.77088854537266,376.3950865714179,144.68571913511525,314.88417535584136,142.65747289608086,22.432786628291765,22.432786628291765,293.3662921705881,389.22371903470287,334.5889149214541,360.07613614458677,334.86755980444644,419.00992622943863
AD-idea,221284499.15795004,56272215.796296336,84018265.17287819,56272215.796296336,104584863.26012371,130215488.78976266,84018265.17287819,56272215.796296336,77130206.1699008,60418344.02829927,79201527.1914973,240607404.92238808,51016597.18314098,77960699.68762515,76091910.67813902,24806759.27418937,33577317.13077143,81734097.78742026,68239328.88203295,23696659.456457492,25305636.434830103,1499153.8123493758,122517624.37991084,1501749.454005989,2159572.0419704583,2159572.0419704583,84578021.03728744,94987177.560549,119455585.68139248,104584863.26012371,130215488.78976266,84018265.17287819
