,labels_aggregation_MeanShift_params1,labels_aggregation_MeanShift_params10,labels_aggregation_MeanShift_params11,labels_aggregation_MeanShift_params12,labels_aggregation_MeanShift_params13,labels_aggregation_MeanShift_params14,labels_aggregation_MeanShift_params15,labels_aggregation_MeanShift_params16,labels_aggregation_MeanShift_params17,labels_aggregation_MeanShift_params18,labels_aggregation_MeanShift_params19,labels_aggregation_MeanShift_params2,labels_aggregation_MeanShift_params20,labels_aggregation_MeanShift_params21,labels_aggregation_MeanShift_params22,labels_aggregation_MeanShift_params23,labels_aggregation_MeanShift_params24,labels_aggregation_MeanShift_params25,labels_aggregation_MeanShift_params26,labels_aggregation_MeanShift_params3,labels_aggregation_MeanShift_params4,labels_aggregation_MeanShift_params5,labels_aggregation_MeanShift_params6,labels_aggregation_MeanShift_params7,labels_aggregation_MeanShift_params8,labels_aggregation_MeanShift_params9
Sym,0.03110960035853416,0.02575963560845967,0.026117247891341698,0.026581958172800665,0.034507988249859504,0.03626599036067356,0.026117247891341698,0.02575963560845967,0.021803217004684645,0.026462464172039648,0.02552367697150372,0.0325108600608848,0.02575963560845967,0.021803217004684645,0.024023324487919447,0.01926389054295755,0.01926389054295755,0.010712802774674604,0.010712802774674604,0.030238662818434996,0.042468958502511256,0.030818427642923172,0.03547966550501051,0.034507988249859504,0.03626599036067356,0.026117247891341698
CS,0.9955886397549157,0.9210739105435926,0.916466649804153,0.8509129177434024,0.9290251987645161,0.9280132944025355,0.916466649804153,0.9210739105435926,0.7896552913274826,0.9144269586964038,0.9215057532327947,0.9998331627179807,0.9210739105435926,0.7896552913274826,0.954009775736911,0.8236165154986224,0.8236165154986224,0.960704598209542,0.960704598209542,0.961916121496065,0.8949299969604892,1.0319474612301396,0.907197400645513,0.9290251987645161,0.9280132944025355,0.916466649804153
SF,0.12642703387262189,0.27336922042757916,0.273790913584372,0.278861700643553,0.20633117571359394,0.21306545770792484,0.273790913584372,0.27336922042757916,0.2929478813940114,0.27419604053281477,0.27302978789786225,0.12282068393905543,0.27336922042757916,0.2929478813940114,0.22304178157698062,0.28448664544468205,0.28448664544468205,0.3037081963483389,0.3037081963483389,0.17895772651229913,0.20104685731182614,0.19259614893650512,0.21372793403803103,0.20633117571359394,0.21306545770792484,0.273790913584372
SD,3045.8692683447484,10429.356522124674,10366.072889329782,10053.643118181466,7383.293436341333,7137.177800225068,10366.072889329782,10429.356522124674,13312.434310573588,10304.879648068194,10481.197067808538,2737.1659707461254,10429.356522124674,13312.434310573588,9573.192268473475,13639.64472954828,13639.64472954828,25909.14353218544,25909.14353218544,5612.585934819223,5825.542704504959,6440.620477587524,7107.275242093752,7383.293436341333,7137.177800225068,10366.072889329782
SDbw,0.1893391113743272,0.385027444727286,0.38279071625386984,0.3784693349230883,0.32074544928890025,0.30295295307987397,0.38279071625386984,0.385027444727286,0.49363419665066377,0.380113858054571,0.3864980376656405,0.17809072368103002,0.385027444727286,0.49363419665066377,0.3779753196800464,0.5124312101169324,0.5124312101169324,0.6777640826135892,0.6777640826135892,0.2958272214529508,0.26875189263529997,0.2984900679536263,0.3097958838267707,0.32074544928890025,0.30295295307987397,0.38279071625386984
XB*,0.38402600194387215,0.3127178473939472,0.31477973765455497,0.335938970759527,0.25544194627284855,0.2951741429026143,0.31477973765455497,0.3127178473939472,0.15336389421950258,0.31670401041501556,0.31137586420605756,0.5235905583313262,0.3127178473939472,0.15336389421950258,0.2821905824271731,0.14650309317969476,0.14650309317969476,0.17688844381966953,0.17688844381966953,0.5219135831832666,0.41278265096481226,0.6665367130766806,0.2622740481674402,0.25544194627284855,0.2951741429026143,0.31477973765455497
S,0.4136720967443357,0.5161704404957564,0.5169299718196856,0.5172224240845644,0.4768963383469419,0.47799158435413847,0.5169299718196856,0.5161704404957564,0.5379105454907377,0.5176609269694494,0.5155828319315543,0.41268578918357746,0.5161704404957564,0.5379105454907377,0.4561060916563638,0.5266941563947539,0.5266941563947539,0.49212728943275913,0.49212728943275913,0.4716578008248372,0.46834902188488803,0.4602259542747054,0.47693849124243276,0.4768963383469419,0.47799158435413847,0.5169299718196856
DB,0.7647818369349342,0.5769364941901222,0.5753383192939132,0.5549590411487736,0.6619511285231846,0.6546743686690893,0.5753383192939132,0.5769364941901222,0.5535315483200608,0.5737564291269093,0.578475996644004,0.7958793386567801,0.5769364941901222,0.5535315483200608,0.6818867661398066,0.5808982355668495,0.5808982355668495,0.6714159885624836,0.6714159885624836,0.674228943488129,0.6817394607780072,0.7532164746642249,0.6317630855022186,0.6619511285231846,0.6546743686690893,0.5753383192939132
CH,1524.7818774977522,1081.1382025252594,1083.1699210995737,1082.8861812675902,1262.0533960175876,1256.043760994106,1083.1699210995737,1081.1382025252594,1206.2154847242714,1084.9467024648195,1079.8104486583113,1548.4326357240036,1081.1382025252594,1206.2154847242714,1030.3780829552406,1205.21667620536,1205.21667620536,868.0097291517316,868.0097291517316,1228.8455578919468,1254.1270472320962,1234.6963289164985,1244.17872815228,1262.0533960175876,1256.043760994106,1083.1699210995737
AD-S,0.11372023187757598,0.5544651688033974,0.5564723377813959,0.5620142444238991,0.2385901137193582,0.2587055630603745,0.5564723377813959,0.5544651688033974,0.5125368363329049,0.5584795067593945,0.552457999825399,0.12220937359277415,0.5544651688033974,0.5125368363329049,0.2185926750938382,0.4825845721737125,0.4825845721737125,0.6263769388964887,0.6263769388964887,0.25477367643431553,0.15696009184425297,0.25942082759722984,0.29386860872319187,0.2385901137193582,0.2587055630603745,0.5564723377813959
AD-DB,1.7265232573842455,1.026362414229368,1.0245570186392388,1.0063932968425167,1.5989947602519534,1.453530492818803,1.0245570186392388,1.026362414229368,1.598240183789287,1.0235816925771946,1.0281472350563838,1.7502053782229892,1.026362414229368,1.598240183789287,2.084680760869292,1.8400199683920722,1.8400199683920722,0.6302325463385802,0.6302325463385802,1.721561812294728,1.53139818318615,1.5328283089917571,1.43657134670849,1.5989947602519534,1.453530492818803,1.0245570186392388
AD-CH,219.08447544937044,597.4635490324587,599.4101832630862,607.7104109966172,410.6142605097958,435.3299173924695,599.4101832630862,597.4635490324587,658.7767321243996,601.3761858737853,595.5359983689356,206.6706545906056,597.4635490324587,658.7767321243996,401.2820346113198,637.7887130123064,637.7887130123064,748.6870604112619,748.6870604112619,321.1980359147291,392.9361997313982,373.00675137299703,428.5864572788559,410.6142605097958,435.3299173924695,599.4101832630862
AD-idea,22.350743378506362,85.41564168532874,87.78488308858347,122.29783621796153,34.45834960023721,42.18148191160563,87.78488308858347,85.41564168532874,15.563190301042141,90.29504428616809,84.81450603277563,39.38061248936015,85.41564168532874,15.563190301042141,29.505540858896037,14.285447858314697,14.285447858314697,29.508850626954413,29.508850626954413,74.03684257353531,14.088084164023007,58.654462627586014,47.73615712046682,34.45834960023721,42.18148191160563,87.78488308858347
