,labels_ionosphere_HDBSCAN_params1,labels_ionosphere_HDBSCAN_params10,labels_ionosphere_HDBSCAN_params11,labels_ionosphere_HDBSCAN_params12,labels_ionosphere_HDBSCAN_params13,labels_ionosphere_HDBSCAN_params14,labels_ionosphere_HDBSCAN_params2,labels_ionosphere_HDBSCAN_params22,labels_ionosphere_HDBSCAN_params23,labels_ionosphere_HDBSCAN_params24,labels_ionosphere_HDBSCAN_params25,labels_ionosphere_HDBSCAN_params26,labels_ionosphere_HDBSCAN_params27,labels_ionosphere_HDBSCAN_params28,labels_ionosphere_HDBSCAN_params29,labels_ionosphere_HDBSCAN_params3,labels_ionosphere_HDBSCAN_params30,labels_ionosphere_HDBSCAN_params31,labels_ionosphere_HDBSCAN_params32,labels_ionosphere_HDBSCAN_params33,labels_ionosphere_HDBSCAN_params34,labels_ionosphere_HDBSCAN_params35,labels_ionosphere_HDBSCAN_params4,labels_ionosphere_HDBSCAN_params43,labels_ionosphere_HDBSCAN_params44,labels_ionosphere_HDBSCAN_params45,labels_ionosphere_HDBSCAN_params46,labels_ionosphere_HDBSCAN_params47,labels_ionosphere_HDBSCAN_params48,labels_ionosphere_HDBSCAN_params49,labels_ionosphere_HDBSCAN_params5,labels_ionosphere_HDBSCAN_params6,labels_ionosphere_HDBSCAN_params7,labels_ionosphere_HDBSCAN_params8,labels_ionosphere_HDBSCAN_params9
B,0.07863855144377856,0.07796426737655682,0.07796426737655682,0.07796426737655682,0.07796426737655682,0.07796426737655682,0.07863855144377856,0.13026089989193856,0.13026089989193856,0.13026089989193856,0.13026089989193856,0.13026089989193856,0.13026089989193856,0.13026089989193856,0.07796426737655682,0.07863855144377856,0.07796426737655682,0.07796426737655682,0.07796426737655682,0.07796426737655682,0.07796426737655682,0.07796426737655682,0.07863855144377856,0.34196212217291533,0.34196212217291533,0.34196212217291533,0.34196212217291533,0.34196212217291533,0.34196212217291533,0.34196212217291533,0.07863855144377856,0.07863855144377856,0.07863855144377856,0.07796426737655682,0.07796426737655682
BH,18.71619437483771,33.93559208058733,33.93559208058733,33.93559208058733,33.93559208058733,33.93559208058733,18.71619437483771,42.85727868642593,42.85727868642593,42.85727868642593,42.85727868642593,42.85727868642593,42.85727868642593,42.85727868642593,33.93559208058733,18.71619437483771,33.93559208058733,33.93559208058733,33.93559208058733,33.93559208058733,33.93559208058733,33.93559208058733,18.71619437483771,381.39727069991574,381.39727069991574,381.39727069991574,381.39727069991574,381.39727069991574,381.39727069991574,381.39727069991574,18.71619437483771,18.71619437483771,18.71619437483771,33.93559208058733,33.93559208058733
D,0.4727683392288659,0.43859167184502584,0.43859167184502584,0.43859167184502584,0.43859167184502584,0.43859167184502584,0.4727683392288659,0.31309602568000494,0.31309602568000494,0.31309602568000494,0.31309602568000494,0.31309602568000494,0.31309602568000494,0.31309602568000494,0.43859167184502584,0.4727683392288659,0.43859167184502584,0.43859167184502584,0.43859167184502584,0.43859167184502584,0.43859167184502584,0.43859167184502584,0.4727683392288659,0.37894785966085676,0.37894785966085676,0.37894785966085676,0.37894785966085676,0.37894785966085676,0.37894785966085676,0.37894785966085676,0.4727683392288659,0.4727683392288659,0.4727683392288659,0.43859167184502584,0.43859167184502584
H,0.4281837002550949,0.19452706218393492,0.19452706218393492,0.19452706218393492,0.19452706218393492,0.19452706218393492,0.4281837002550949,0.4710612937262211,0.4710612937262211,0.4710612937262211,0.4710612937262211,0.4710612937262211,0.4710612937262211,0.4710612937262211,0.19452706218393492,0.4281837002550949,0.19452706218393492,0.19452706218393492,0.19452706218393492,0.19452706218393492,0.19452706218393492,0.19452706218393492,0.4281837002550949,0.37031097885221337,0.37031097885221337,0.37031097885221337,0.37031097885221337,0.37031097885221337,0.37031097885221337,0.37031097885221337,0.4281837002550949,0.4281837002550949,0.4281837002550949,0.19452706218393492,0.19452706218393492
DBCV,0.6820210233820532,0.6343639354879752,0.6343639354879752,0.6343639354879752,0.6343639354879752,0.6343639354879752,0.6820210233820532,0.6654621505976668,0.6654621505976668,0.6654621505976668,0.6654621505976668,0.6654621505976668,0.6654621505976668,0.6654621505976668,0.6343639354879752,0.6820210233820532,0.6343639354879752,0.6343639354879752,0.6343639354879752,0.6343639354879752,0.6343639354879752,0.6343639354879752,0.6820210233820532,0.622937580398923,0.622937580398923,0.622937580398923,0.622937580398923,0.622937580398923,0.622937580398923,0.622937580398923,0.6820210233820532,0.6820210233820532,0.6820210233820532,0.6343639354879752,0.6343639354879752
I,5.183624939199727,9.803647387334774,9.803647387334774,9.803647387334774,9.803647387334774,9.803647387334774,5.183624939199727,6.6001835661492585,6.6001835661492585,6.6001835661492585,6.6001835661492585,6.6001835661492585,6.6001835661492585,6.6001835661492585,9.803647387334774,5.183624939199727,9.803647387334774,9.803647387334774,9.803647387334774,9.803647387334774,9.803647387334774,9.803647387334774,5.183624939199727,5.538449559208411,5.538449559208411,5.538449559208411,5.538449559208411,5.538449559208411,5.538449559208411,5.538449559208411,5.183624939199727,5.183624939199727,5.183624939199727,9.803647387334774,9.803647387334774
C,0.011753944460364164,0.010399986021670657,0.010399986021670657,0.010399986021670657,0.010399986021670657,0.010399986021670657,0.011753944460364164,0.01558881847004288,0.01558881847004288,0.01558881847004288,0.01558881847004288,0.01558881847004288,0.01558881847004288,0.01558881847004288,0.010399986021670657,0.011753944460364164,0.010399986021670657,0.010399986021670657,0.010399986021670657,0.010399986021670657,0.010399986021670657,0.010399986021670657,0.011753944460364164,0.11814935633992134,0.11814935633992134,0.11814935633992134,0.11814935633992134,0.11814935633992134,0.11814935633992134,0.11814935633992134,0.011753944460364164,0.011753944460364164,0.011753944460364164,0.010399986021670657,0.010399986021670657
VIASCKDE,0.07840397355140656,0.05422308009599279,0.05422308009599279,0.05422308009599279,0.05422308009599279,0.05422308009599279,0.07840397355140656,0.06139599793248204,0.06139599793248204,0.06139599793248204,0.06139599793248204,0.06139599793248204,0.06139599793248204,0.06139599793248204,0.05422308009599279,0.07840397355140656,0.05422308009599279,0.05422308009599279,0.05422308009599279,0.05422308009599279,0.05422308009599279,0.05422308009599279,0.07840397355140656,0.02687825406180704,0.02687825406180704,0.02687825406180704,0.02687825406180704,0.02687825406180704,0.02687825406180704,0.02687825406180704,0.07840397355140656,0.07840397355140656,0.07840397355140656,0.05422308009599279,0.05422308009599279
COP,0.2910798245164623,0.35389699292239385,0.35389699292239385,0.35389699292239385,0.35389699292239385,0.35389699292239385,0.2910798245164623,0.31815826398647556,0.31815826398647556,0.31815826398647556,0.31815826398647556,0.31815826398647556,0.31815826398647556,0.31815826398647556,0.35389699292239385,0.2910798245164623,0.35389699292239385,0.35389699292239385,0.35389699292239385,0.35389699292239385,0.35389699292239385,0.35389699292239385,0.2910798245164623,0.3410581209427253,0.3410581209427253,0.3410581209427253,0.3410581209427253,0.3410581209427253,0.3410581209427253,0.3410581209427253,0.2910798245164623,0.2910798245164623,0.2910798245164623,0.35389699292239385,0.35389699292239385
Sym,0.011609792616933397,0.023222070732745813,0.023222070732745813,0.023222070732745813,0.023222070732745813,0.023222070732745813,0.011609792616933397,0.011896280406733808,0.011896280406733808,0.011896280406733808,0.011896280406733808,0.011896280406733808,0.011896280406733808,0.011896280406733808,0.023222070732745813,0.011609792616933397,0.023222070732745813,0.023222070732745813,0.023222070732745813,0.023222070732745813,0.023222070732745813,0.023222070732745813,0.011609792616933397,0.004072215451642568,0.004072215451642568,0.004072215451642568,0.004072215451642568,0.004072215451642568,0.004072215451642568,0.004072215451642568,0.011609792616933397,0.011609792616933397,0.011609792616933397,0.023222070732745813,0.023222070732745813
CS,0.6572609826924201,0.6432059037109196,0.6432059037109196,0.6432059037109196,0.6432059037109196,0.6432059037109196,0.6572609826924201,0.8572047650082142,0.8572047650082142,0.8572047650082142,0.8572047650082142,0.8572047650082142,0.8572047650082142,0.8572047650082142,0.6432059037109196,0.6572609826924201,0.6432059037109196,0.6432059037109196,0.6432059037109196,0.6432059037109196,0.6432059037109196,0.6432059037109196,0.6572609826924201,1.2022346715863956,1.2022346715863956,1.2022346715863956,1.2022346715863956,1.2022346715863956,1.2022346715863956,1.2022346715863956,0.6572609826924201,0.6572609826924201,0.6572609826924201,0.6432059037109196,0.6432059037109196
SF,0.03276711592984338,0.26842484898918906,0.26842484898918906,0.26842484898918906,0.26842484898918906,0.26842484898918906,0.03276711592984338,0.06732719169350532,0.06732719169350532,0.06732719169350532,0.06732719169350532,0.06732719169350532,0.06732719169350532,0.06732719169350532,0.26842484898918906,0.03276711592984338,0.26842484898918906,0.26842484898918906,0.26842484898918906,0.26842484898918906,0.26842484898918906,0.26842484898918906,0.03276711592984338,0.08794798131627235,0.08794798131627235,0.08794798131627235,0.08794798131627235,0.08794798131627235,0.08794798131627235,0.08794798131627235,0.03276711592984338,0.03276711592984338,0.03276711592984338,0.26842484898918906,0.26842484898918906
SD,49.63551204775104,105.24331364675588,105.24331364675588,105.24331364675588,105.24331364675588,105.24331364675588,49.63551204775104,89.20736414854191,89.20736414854191,89.20736414854191,89.20736414854191,89.20736414854191,89.20736414854191,89.20736414854191,105.24331364675588,49.63551204775104,105.24331364675588,105.24331364675588,105.24331364675588,105.24331364675588,105.24331364675588,105.24331364675588,49.63551204775104,297.42691371716217,297.42691371716217,297.42691371716217,297.42691371716217,297.42691371716217,297.42691371716217,297.42691371716217,49.63551204775104,49.63551204775104,49.63551204775104,105.24331364675588,105.24331364675588
SDbw,0.12309651445257726,0.16339890303156585,0.16339890303156585,0.16339890303156585,0.16339890303156585,0.16339890303156585,0.12309651445257726,0.2575469663740576,0.2575469663740576,0.2575469663740576,0.2575469663740576,0.2575469663740576,0.2575469663740576,0.2575469663740576,0.16339890303156585,0.12309651445257726,0.16339890303156585,0.16339890303156585,0.16339890303156585,0.16339890303156585,0.16339890303156585,0.16339890303156585,0.12309651445257726,0.6462054647421988,0.6462054647421988,0.6462054647421988,0.6462054647421988,0.6462054647421988,0.6462054647421988,0.6462054647421988,0.12309651445257726,0.12309651445257726,0.12309651445257726,0.16339890303156585,0.16339890303156585
XB*,0.16663836666951873,0.09201072269813772,0.09201072269813772,0.09201072269813772,0.09201072269813772,0.09201072269813772,0.16663836666951873,0.34458256709266777,0.34458256709266777,0.34458256709266777,0.34458256709266777,0.34458256709266777,0.34458256709266777,0.34458256709266777,0.09201072269813772,0.16663836666951873,0.09201072269813772,0.09201072269813772,0.09201072269813772,0.09201072269813772,0.09201072269813772,0.09201072269813772,0.16663836666951873,0.2681768508913383,0.2681768508913383,0.2681768508913383,0.2681768508913383,0.2681768508913383,0.2681768508913383,0.2681768508913383,0.16663836666951873,0.16663836666951873,0.16663836666951873,0.09201072269813772,0.09201072269813772
S,0.5710246248408806,0.6044274407367083,0.6044274407367083,0.6044274407367083,0.6044274407367083,0.6044274407367083,0.5710246248408806,0.5627113957150206,0.5627113957150206,0.5627113957150206,0.5627113957150206,0.5627113957150206,0.5627113957150206,0.5627113957150206,0.6044274407367083,0.5710246248408806,0.6044274407367083,0.6044274407367083,0.6044274407367083,0.6044274407367083,0.6044274407367083,0.6044274407367083,0.5710246248408806,0.458305744455884,0.458305744455884,0.458305744455884,0.458305744455884,0.458305744455884,0.458305744455884,0.458305744455884,0.5710246248408806,0.5710246248408806,0.5710246248408806,0.6044274407367083,0.6044274407367083
DB,0.49650932732457426,0.4342275502092436,0.4342275502092436,0.4342275502092436,0.4342275502092436,0.4342275502092436,0.49650932732457426,0.6520053653987996,0.6520053653987996,0.6520053653987996,0.6520053653987996,0.6520053653987996,0.6520053653987996,0.6520053653987996,0.4342275502092436,0.49650932732457426,0.4342275502092436,0.4342275502092436,0.4342275502092436,0.4342275502092436,0.4342275502092436,0.4342275502092436,0.49650932732457426,0.8580719426187703,0.8580719426187703,0.8580719426187703,0.8580719426187703,0.8580719426187703,0.8580719426187703,0.8580719426187703,0.49650932732457426,0.49650932732457426,0.49650932732457426,0.4342275502092436,0.4342275502092436
CH,185.56698937246964,242.09940720378543,242.09940720378543,242.09940720378543,242.09940720378543,242.09940720378543,185.56698937246964,179.94696901598635,179.94696901598635,179.94696901598635,179.94696901598635,179.94696901598635,179.94696901598635,179.94696901598635,242.09940720378543,185.56698937246964,242.09940720378543,242.09940720378543,242.09940720378543,242.09940720378543,242.09940720378543,242.09940720378543,185.56698937246964,96.07116050139946,96.07116050139946,96.07116050139946,96.07116050139946,96.07116050139946,96.07116050139946,96.07116050139946,185.56698937246964,185.56698937246964,185.56698937246964,242.09940720378543,242.09940720378543
AD-S,0.4385175187462453,0.4394618665503862,0.4394618665503862,0.4394618665503862,0.4394618665503862,0.4394618665503862,0.4385175187462453,0.46035467039369227,0.46035467039369227,0.46035467039369227,0.46035467039369227,0.46035467039369227,0.46035467039369227,0.46035467039369227,0.4394618665503862,0.4385175187462453,0.4394618665503862,0.4394618665503862,0.4394618665503862,0.4394618665503862,0.4394618665503862,0.4394618665503862,0.4385175187462453,0.37802644961229165,0.37802644961229165,0.37802644961229165,0.37802644961229165,0.37802644961229165,0.37802644961229165,0.37802644961229165,0.4385175187462453,0.4385175187462453,0.4385175187462453,0.4394618665503862,0.4394618665503862
AD-DB,1.062363170961805,0.9353522521772341,0.9353522521772341,0.9353522521772341,0.9353522521772341,0.9353522521772341,1.062363170961805,0.924175381313467,0.924175381313467,0.924175381313467,0.924175381313467,0.924175381313467,0.924175381313467,0.924175381313467,0.9353522521772341,1.062363170961805,0.9353522521772341,0.9353522521772341,0.9353522521772341,0.9353522521772341,0.9353522521772341,0.9353522521772341,1.062363170961805,1.1806140666910254,1.1806140666910254,1.1806140666910254,1.1806140666910254,1.1806140666910254,1.1806140666910254,1.1806140666910254,1.062363170961805,1.062363170961805,1.062363170961805,0.9353522521772341,0.9353522521772341
AD-CH,50.236292469517934,95.97205622405673,95.97205622405673,95.97205622405673,95.97205622405673,95.97205622405673,50.236292469517934,76.54850140063714,76.54850140063714,76.54850140063714,76.54850140063714,76.54850140063714,76.54850140063714,76.54850140063714,95.97205622405673,50.236292469517934,95.97205622405673,95.97205622405673,95.97205622405673,95.97205622405673,95.97205622405673,95.97205622405673,50.236292469517934,46.14598898426932,46.14598898426932,46.14598898426932,46.14598898426932,46.14598898426932,46.14598898426932,46.14598898426932,50.236292469517934,50.236292469517934,50.236292469517934,95.97205622405673,95.97205622405673
AD-idea,49.947273380883026,11.769453290251333,11.769453290251333,11.769453290251333,11.769453290251333,11.769453290251333,49.947273380883026,25.602668096992673,25.602668096992673,25.602668096992673,25.602668096992673,25.602668096992673,25.602668096992673,25.602668096992673,11.769453290251333,49.947273380883026,11.769453290251333,11.769453290251333,11.769453290251333,11.769453290251333,11.769453290251333,11.769453290251333,49.947273380883026,2.887507908115143,2.887507908115143,2.887507908115143,2.887507908115143,2.887507908115143,2.887507908115143,2.887507908115143,49.947273380883026,49.947273380883026,49.947273380883026,11.769453290251333,11.769453290251333
