,labels_wdbc_HDBSCAN_params1,labels_wdbc_HDBSCAN_params10,labels_wdbc_HDBSCAN_params11,labels_wdbc_HDBSCAN_params12,labels_wdbc_HDBSCAN_params13,labels_wdbc_HDBSCAN_params14,labels_wdbc_HDBSCAN_params2,labels_wdbc_HDBSCAN_params22,labels_wdbc_HDBSCAN_params23,labels_wdbc_HDBSCAN_params24,labels_wdbc_HDBSCAN_params25,labels_wdbc_HDBSCAN_params26,labels_wdbc_HDBSCAN_params27,labels_wdbc_HDBSCAN_params28,labels_wdbc_HDBSCAN_params3,labels_wdbc_HDBSCAN_params4,labels_wdbc_HDBSCAN_params5,labels_wdbc_HDBSCAN_params6,labels_wdbc_HDBSCAN_params7,labels_wdbc_HDBSCAN_params8,labels_wdbc_HDBSCAN_params9
DBCV,0.16754657049423957,0.42816720392564916,0.42816720392564916,0.42816720392564916,0.42816720392564916,0.42816720392564916,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.16754657049423957,0.42816720392564916,0.42816720392564916
I,0.8527412929209924,0.8752602387896219,0.8752602387896219,0.8752602387896219,0.8752602387896219,0.8752602387896219,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8527412929209924,0.8752602387896219,0.8752602387896219
C,0.11770041047696919,0.08875054810924471,0.08875054810924471,0.08875054810924471,0.08875054810924471,0.08875054810924471,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.11770041047696919,0.08875054810924471,0.08875054810924471
VIASCKDE,0.01137339806760096,0.012443419166245435,0.012443419166245435,0.012443419166245435,0.012443419166245435,0.012443419166245435,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.01137339806760096,0.012443419166245435,0.012443419166245435
COP,0.3025892033013853,0.2860007510084134,0.2860007510084134,0.2860007510084134,0.2860007510084134,0.2860007510084134,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.3025892033013853,0.2860007510084134,0.2860007510084134
Sym,0.007169696973860822,0.00844497481921671,0.00844497481921671,0.00844497481921671,0.00844497481921671,0.00844497481921671,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.007169696973860822,0.00844497481921671,0.00844497481921671
CS,0.975024415633622,0.8406280538874504,0.8406280538874504,0.8406280538874504,0.8406280538874504,0.8406280538874504,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.975024415633622,0.8406280538874504,0.8406280538874504
SF,0.241993634553483,0.25804248678563746,0.25804248678563746,0.25804248678563746,0.25804248678563746,0.25804248678563746,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.241993634553483,0.25804248678563746,0.25804248678563746
SD,57.297415654711784,59.16465700818866,59.16465700818866,59.16465700818866,59.16465700818866,59.16465700818866,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,57.297415654711784,59.16465700818866,59.16465700818866
SDbw,0.6658176034374832,0.6766704804631701,0.6766704804631701,0.6766704804631701,0.6766704804631701,0.6766704804631701,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6658176034374832,0.6766704804631701,0.6766704804631701
XB*,0.2427681428414686,0.20903948248578336,0.20903948248578336,0.20903948248578336,0.20903948248578336,0.20903948248578336,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.2427681428414686,0.20903948248578336,0.20903948248578336
S,0.3997957779113267,0.4254176491443416,0.4254176491443416,0.4254176491443416,0.4254176491443416,0.4254176491443416,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.3997957779113267,0.4254176491443416,0.4254176491443416
DB,0.8153875114911822,0.71555595899206,0.71555595899206,0.71555595899206,0.71555595899206,0.71555595899206,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.8153875114911822,0.71555595899206,0.71555595899206
CH,71.1205030522177,42.13115930073462,42.13115930073462,42.13115930073462,42.13115930073462,42.13115930073462,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,71.1205030522177,42.13115930073462,42.13115930073462
AD-S,0.30851367464418705,0.36748443372013406,0.36748443372013406,0.36748443372013406,0.36748443372013406,0.36748443372013406,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.30851367464418705,0.36748443372013406,0.36748443372013406
AD-DB,1.4119591119869028,1.265174719455233,1.265174719455233,1.265174719455233,1.265174719455233,1.265174719455233,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.4119591119869028,1.265174719455233,1.265174719455233
AD-CH,25.84319128635066,191.9814508191679,191.9814508191679,191.9814508191679,191.9814508191679,191.9814508191679,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,25.84319128635066,191.9814508191679,191.9814508191679
AD-idea,2.010784744147782,2.4992717850311394,2.4992717850311394,2.4992717850311394,2.4992717850311394,2.4992717850311394,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.010784744147782,2.4992717850311394,2.4992717850311394
