,labels_ionosphere_SpectralClustering_params1,labels_ionosphere_SpectralClustering_params10,labels_ionosphere_SpectralClustering_params11,labels_ionosphere_SpectralClustering_params12,labels_ionosphere_SpectralClustering_params13,labels_ionosphere_SpectralClustering_params14,labels_ionosphere_SpectralClustering_params15,labels_ionosphere_SpectralClustering_params16,labels_ionosphere_SpectralClustering_params17,labels_ionosphere_SpectralClustering_params18,labels_ionosphere_SpectralClustering_params19,labels_ionosphere_SpectralClustering_params2,labels_ionosphere_SpectralClustering_params20,labels_ionosphere_SpectralClustering_params21,labels_ionosphere_SpectralClustering_params22,labels_ionosphere_SpectralClustering_params23,labels_ionosphere_SpectralClustering_params24,labels_ionosphere_SpectralClustering_params25,labels_ionosphere_SpectralClustering_params26,labels_ionosphere_SpectralClustering_params27,labels_ionosphere_SpectralClustering_params28,labels_ionosphere_SpectralClustering_params29,labels_ionosphere_SpectralClustering_params3,labels_ionosphere_SpectralClustering_params30,labels_ionosphere_SpectralClustering_params31,labels_ionosphere_SpectralClustering_params32,labels_ionosphere_SpectralClustering_params33,labels_ionosphere_SpectralClustering_params34,labels_ionosphere_SpectralClustering_params35,labels_ionosphere_SpectralClustering_params36,labels_ionosphere_SpectralClustering_params4,labels_ionosphere_SpectralClustering_params5,labels_ionosphere_SpectralClustering_params6,labels_ionosphere_SpectralClustering_params7,labels_ionosphere_SpectralClustering_params8,labels_ionosphere_SpectralClustering_params9
B,1.5298986053329418,0.9787232827970708,0.8942645079719954,0.9787232827970708,0.7672914688769664,0.9575318071400722,1.1334575584911943,1.341223445565923,1.2727277508802084,1.3684191025084294,0.834250572871761,1.5159460447221516,0.8764338859024946,0.834250572871761,0.8764338859024946,0.834250572871761,0.8764338859024946,0.7942750397478725,0.8272096245122093,0.934828549709261,0.9973748549156665,0.9852310756239011,1.1840795917849993,1.0040363006351425,0.6809643348505091,0.7422492778354564,0.6809643348505091,0.7422492778354564,0.6809643348505091,0.7422492778354564,1.5502521738409567,1.5490307425518075,1.5701923597438443,0.8942645079719954,0.9787232827970708,0.8942645079719954
BH,1271.620182084805,1421.3876806627777,1455.3164336129719,1421.3876806627777,881.1553128137858,766.8924378666507,770.3768037260361,783.3751754519086,778.6482124773478,786.3153838886328,914.6675779808453,1260.3781042612757,904.9428593269004,914.6675779808453,904.9428593269004,914.6675779808453,904.9428593269004,544.2245839307844,542.0293873675722,534.4880087178731,538.5212227626083,539.940114873873,1405.5091462386872,539.7355552766729,645.3767031939313,640.5048213081335,645.3767031939313,640.5048213081335,645.3767031939313,640.5048213081335,1270.5768502794995,1262.1997469475882,1264.9199852202635,1455.3164336129719,1421.3876806627777,1455.3164336129719
D,0.16724538115231366,0.19972405403743407,0.23466444437687115,0.19972405403743407,0.19887195257981477,0.1691681385829199,0.12452865145363007,0.1638119224388778,0.08990996722626739,0.09645546542971695,0.1938797071547899,0.1890612581157702,0.19344357268572973,0.1938797071547899,0.19344357268572973,0.1938797071547899,0.19344357268572973,0.16945930988822097,0.1609474588561399,0.19077573667478573,0.10870993421868298,0.10520130745035301,0.1622137129780904,0.17108812513185903,0.20314494774198577,0.1737599683734988,0.20314494774198577,0.1737599683734988,0.20314494774198577,0.1737599683734988,0.16144301687387963,0.18829765859903488,0.20435945779992307,0.23466444437687115,0.19972405403743407,0.23466444437687115
H,0.8725511640297678,0.761218217608364,0.6822641052465572,0.761218217608364,0.8094479261727051,1.2680105611564363,1.436329577648284,1.5502869025499537,1.5283707072496209,1.5693006470852562,0.9155649229101105,0.8434106454254955,1.0265693494485695,0.9155649229101105,1.0265693494485695,0.9155649229101105,1.0265693494485695,1.4658784988678568,1.5421909394351416,1.6081329250236553,1.6849993475052916,1.6573934623139392,0.8721804329078398,1.7011251058654597,0.9623049865268284,1.1652997164809842,0.9623049865268284,1.1652997164809842,0.9623049865268284,1.1652997164809842,0.8670922385450984,0.8414289490778751,0.8401635235186472,0.6822641052465572,0.761218217608364,0.6822641052465572
DBCV,-0.9551164247654538,-0.9376735142735801,-0.9541913164986205,-0.9376735142735801,-0.7972607949663862,-0.9030517885708164,-0.8906467153068159,-0.9287840771149561,-0.8806495724981085,-0.9356775861343983,-0.8495472845245334,-0.9482576703187653,-0.8489017768904807,-0.8495472845245334,-0.8489017768904807,-0.8495472845245334,-0.8489017768904807,-0.8282214792588343,-0.8960932975174587,-0.8265041915595684,-0.8850259054435426,-0.8465578083366672,-0.8367322608894019,-0.8992310654597239,-0.7714145449754504,-0.9163008248174396,-0.7714145449754504,-0.9163008248174396,-0.7714145449754504,-0.9163008248174396,-0.969101566302902,-0.9654004780166117,-0.9592654511005645,-0.9541913164986205,-0.9376735142735801,-0.9541913164986205
I,3.4267173959179855,3.4992103890058965,3.5940378859880577,3.4992103890058965,2.095838108599111,3.288973431401712,3.0084081548087473,2.7448200923101336,2.841911645888554,2.7155356871874647,1.9608427357909197,3.511330604386038,1.8752909894487315,1.9608427357909197,1.8752909894487315,1.9608427357909197,1.8752909894487315,2.2595898417957447,2.217621643317812,2.24927655145764,2.1865522314430974,2.252142475963458,3.110245271175645,2.253995688062105,1.8978494993817063,1.6473769058380356,1.8978494993817063,1.6473769058380356,1.8978494993817063,1.6473769058380356,3.4093979229260687,3.469611126793697,3.4353619746284165,3.5940378859880577,3.4992103890058965,3.5940378859880577
C,0.2135476350531887,0.27013100509390536,0.29424536042738075,0.27013100509390536,0.2778469074440423,0.19322903729644703,0.2305128578938932,0.25978008415150505,0.2460786126758479,0.2674469304496435,0.2827178227395901,0.22121506542318314,0.27255610109161355,0.2827178227395901,0.27255610109161355,0.2827178227395901,0.27255610109161355,0.2642560863065754,0.25808889800326257,0.2425443949182141,0.25570382948259673,0.27360970132732637,0.25986307450611795,0.2708723878944075,0.2801773961825164,0.2852770161727073,0.2801773961825164,0.2852770161727073,0.2801773961825164,0.2852770161727073,0.22131356642219546,0.24051495835047904,0.2493280148562586,0.29424536042738075,0.27013100509390536,0.29424536042738075
VIASCKDE,0.014648025346233273,0.015895386569199112,0.01588417393133467,0.015895386569199112,0.023253120515201457,0.020705688125757658,0.021052881001406332,0.022138688675047282,0.020497192484722267,0.022398565475554785,0.021007719043216282,0.014765970891907806,0.02103420205086531,0.021007719043216282,0.02103420205086531,0.021007719043216282,0.02103420205086531,0.02790439381118765,0.027951246827902725,0.025313761990284425,0.025574875199210503,0.025535764784751724,0.015925887934876728,0.025544159833392612,0.028007341463158728,0.02413871131069891,0.028007341463158728,0.02413871131069891,0.028007341463158728,0.02413871131069891,0.014676780078899837,0.014783406968862059,0.014851125416757729,0.01588417393133467,0.015895386569199112,0.01588417393133467
COP,0.34879225132753433,0.3726183914988635,0.3743576709866931,0.3726183914988635,0.35081478072427624,0.3582391212560869,0.33417601524106255,0.3542156010227316,0.356359375884227,0.35651174625103044,0.3644179705209811,0.371671100456952,0.3588657190956244,0.3644179705209811,0.3588657190956244,0.3644179705209811,0.3588657190956244,0.35170781076589014,0.35182754769643987,0.35061208749581874,0.351569879177743,0.35053966534124603,0.36814287365061804,0.3513081647320534,0.3474007068537093,0.34798007522096497,0.3474007068537093,0.34798007522096497,0.3474007068537093,0.34798007522096497,0.3525701180229681,0.36945962875498894,0.36829760186797283,0.3743576709866931,0.3726183914988635,0.3743576709866931
Sym,0.0006992567240447435,0.0007559882540951527,0.0007550439117422214,0.0007559882540951527,0.0005870813347941133,0.0007124679179688435,0.0006983443115943371,0.0006758011094481227,0.0006907670043174622,0.000674646957319539,0.000572486669424664,0.0007067279517583588,0.000560649044036781,0.000572486669424664,0.000560649044036781,0.000572486669424664,0.000560649044036781,0.0005926282964968919,0.0005874449538636877,0.0006095263784404833,0.0006009886917563473,0.0006100240402261117,0.000719462351105686,0.0006093102120420379,0.0005500292043195236,0.0005158492956272137,0.0005500292043195236,0.0005158492956272137,0.0005500292043195236,0.0005158492956272137,0.0006936525576087263,0.0006961932225584865,0.0006885996214015678,0.0007550439117422214,0.0007559882540951527,0.0007550439117422214
CS,2.302396031817244,1.8823187929328389,1.7511663804101696,1.8823187929328389,1.58833592880838,2.062044199262623,2.4739426242107476,2.569234385112469,2.5345680359115166,2.5987602874495037,1.7116045102713977,2.0618041291169797,1.8911362568267787,1.7116045102713977,1.8911362568267787,1.7116045102713977,1.8911362568267787,1.9450611156268887,2.017208689444962,2.014643025362649,2.0995561394465465,2.0780010088736525,2.193237734941106,2.1159658738307434,1.5521891234341991,1.7070647685324112,1.5521891234341991,1.7070647685324112,1.5521891234341991,1.7070647685324112,2.21626560843548,2.143561959769549,2.1484311845551582,1.7511663804101696,1.8823187929328389,1.7511663804101696
SF,0.023976577691378398,0.017659776016349715,0.020810425495255802,0.017659776016349715,0.005827962221099159,0.003667829383275256,0.0028742834666767303,0.0025186178171524576,0.002527189480590164,0.0024865257565422905,0.004910185448949722,0.026653980357182805,0.0036554803598286556,0.004910185448949722,0.0036554803598286556,0.004910185448949722,0.0036554803598286556,0.0010450547667063548,0.0008329951716489203,0.0006145436711695318,0.0005346896609210727,0.0006174634103442989,0.014227701993129283,0.0005683499565242167,0.0029150225567659005,0.0018775316620874838,0.0029150225567659005,0.0018775316620874838,0.0029150225567659005,0.0018775316620874838,0.024795955338847264,0.028266224683198282,0.02884538417197824,0.020810425495255802,0.017659776016349715,0.020810425495255802
SD,489.6087733113327,459.3539137252674,424.1825686222619,459.3539137252674,338.22292603124174,428.0189343335569,453.791551376934,465.2194310860209,466.0039705759941,464.9364007493155,368.1806303855807,481.35029705244057,390.0921754920606,368.1806303855807,390.0921754920606,368.1806303855807,390.0921754920606,351.62540050669395,368.7084005411146,396.3132704812202,404.99377194402774,393.65385806742876,492.09456473427014,399.79929060488075,265.8344759277105,292.1193456728211,265.8344759277105,292.1193456728211,265.8344759277105,292.1193456728211,484.2145904923529,472.2805215985248,468.76501526996344,424.1825686222619,459.3539137252674,424.1825686222619
SDbw,0.9784253820871772,0.7736630212283186,0.7144187036006807,0.7736630212283186,0.6529944738199531,0.7732472052325803,inf,1.201214794031819,1.5408100175281885,1.2007163433480599,0.6200871410066131,0.9658419220059649,0.6569811405708554,0.6200871410066131,0.6569811405708554,0.6200871410066131,0.6569811405708554,0.6880059598282617,0.742481072224338,0.6935174291671148,0.710232165185909,0.7011161177310246,0.8287864792039643,0.7063035595549286,0.44749970586553994,0.49177392947983956,0.44749970586553994,0.49177392947983956,0.44749970586553994,0.49177392947983956,0.9885653667939918,0.9541135772777739,0.9323139992294047,0.7144187036006807,0.7736630212283186,0.7144187036006807
XB*,1.1599544141873128,0.7692092677376795,0.7540243919537213,0.7692092677376795,0.6808767146659014,1.5272946458605372,1.6747352810415415,1.9133145285438096,1.8239708348548138,1.916141515393335,0.7827980888294269,1.1633589768100645,0.8360925609335985,0.7827980888294269,0.8360925609335985,0.7827980888294269,0.8360925609335985,1.58992231714761,1.5757942826271931,1.4682642397408476,1.5225162487376667,1.5193273933959115,0.8419894131824939,1.5510684991238584,1.013519692536927,1.1226105564194173,1.013519692536927,1.1226105564194173,1.013519692536927,1.1226105564194173,1.1692310939791477,1.1471802247990053,1.1554702822283154,0.7540243919537213,0.7692092677376795,0.7540243919537213
S,0.29371388095701834,0.25150365126921387,0.23537183869796813,0.25150365126921387,0.24123384525204736,0.30027446991880424,0.26524881606502754,0.23683530256174595,0.2456628662365204,0.22748718088221445,0.22403572527053905,0.2928076860829941,0.2294609751162636,0.22403572527053905,0.2294609751162636,0.22403572527053905,0.2294609751162636,0.245320962745787,0.24867121453339108,0.26433814767864744,0.2507207244306935,0.24052530176858794,0.2543385304189368,0.23892947396432207,0.23609910399890996,0.22692440128942504,0.23609910399890996,0.22692440128942504,0.23609910399890996,0.22692440128942504,0.29047524918729734,0.2832161166916241,0.2787087258028285,0.23537183869796813,0.25150365126921387,0.23537183869796813
DB,1.590109563909722,1.4163241680086478,1.302172376967655,1.4163241680086478,1.1678917318016522,1.735115507005088,1.915985648085762,2.087580764483529,2.0363252022327103,2.0959639013343834,1.2895417932145385,1.5547043801995648,1.3405551820401025,1.2895417932145385,1.3405551820401025,1.2895417932145385,1.3405551820401025,1.598183166810026,1.6253562879619425,1.735607109937829,1.7849327507514223,1.7619061623200596,1.5939356772813806,1.7908530277761432,1.0621152779658316,1.185519180533699,1.0621152779658316,1.185519180533699,1.0621152779658316,1.185519180533699,1.584595315271902,1.5431477086657854,1.5408384158012354,1.302172376967655,1.4163241680086478,1.302172376967655
CH,108.67625473116824,60.55760190933421,51.03262876882483,60.55760190933421,45.549544674168544,78.18675622362399,77.04839284559456,72.8910985534334,74.38687235919078,71.96978733207852,37.52384593665619,112.74962761704117,39.791555449866614,37.52384593665619,39.791555449866614,37.52384593665619,39.791555449866614,61.487442258116175,62.20355907378922,64.70852253058348,63.36011264250995,62.890529602011,65.17322178167873,62.95807638720435,33.773711514020974,34.90786677198308,33.773711514020974,34.90786677198308,33.773711514020974,34.90786677198308,109.05125358399967,112.08466060892735,111.09523841852585,51.03262876882483,60.55760190933421,51.03262876882483
AD-S,0.10878682752878752,0.23476652155442576,0.2443992303778213,0.23476652155442576,0.21238055171739154,0.14774170542479698,0.09649366666241763,0.08961118875645356,0.08590819963024092,0.08354108170628376,0.1899906832936999,0.11010512096994778,0.18332925951735182,0.1899906832936999,0.18332925951735182,0.1899906832936999,0.18332925951735182,0.16034947416046022,0.16034947416046022,0.15880942048975455,0.15346100804247337,0.14622432767568536,0.19625293945069652,0.14527766022695585,0.21076959781000995,0.2049578875126758,0.21076959781000995,0.2049578875126758,0.21076959781000995,0.2049578875126758,0.10878682752878752,0.10852607787487646,0.10822710689739194,0.2443992303778213,0.23476652155442576,0.2443992303778213
AD-DB,4.562396633881597,2.2888650484003703,2.1783169082484206,2.2888650484003703,2.4452846471067136,4.230299327880814,4.257052914400589,4.2131344896332985,4.3040089730519995,4.217503098040399,2.336698089722043,4.505729948237769,2.5420896374290614,2.336698089722043,2.5420896374290614,2.336698089722043,2.5420896374290614,3.8365203184705856,3.881631136371557,4.102165084221228,4.067935249874378,3.994328942406194,2.5359470192254427,4.001307276170175,2.3437177406130387,2.46444886601671,2.3437177406130387,2.46444886601671,2.3437177406130387,2.46444886601671,4.51496791526392,4.43013113574433,4.398140534428358,2.1783169082484206,2.2888650484003703,2.1783169082484206
AD-CH,143.13735588787742,150.62876657177344,147.16994121336828,150.62876657177344,76.78830612325912,79.49897598537369,79.65864775538516,82.13374164371787,81.43818998661823,82.36226973110021,75.70768446974073,143.9416567930845,75.4141537212493,75.70768446974073,75.4141537212493,75.70768446974073,75.4141537212493,55.6297821458895,55.96091445859705,56.49222754111575,57.08494426907037,57.00083209481297,152.487485196737,57.22735381739888,51.40818743483386,52.12542560953287,51.40818743483386,52.12542560953287,51.40818743483386,52.12542560953287,143.5599106780615,144.56536069948098,144.8934082170567,147.16994121336828,150.62876657177344,147.16994121336828
AD-idea,1.0954682954720514,1.4497723515253051,1.655289293950448,1.4497723515253051,2.3643221216985215,1.6067608120097165,1.0174522211649237,1.0370100723796052,1.0633680141512702,1.0441986431405312,1.6471101256108402,1.1147208284602628,1.4911338995240733,1.6471101256108402,1.4911338995240733,1.6471101256108402,1.4911338995240733,2.5113921432054545,2.22359068639254,1.9765826276719622,1.9074883143837165,1.8621174026555718,1.1197131627007992,1.8536743329591328,3.0507569331101325,2.4395443309846145,3.0507569331101325,2.4395443309846145,3.0507569331101325,2.4395443309846145,1.0995319102036374,1.1254965830415944,1.1139840770321214,1.655289293950448,1.4497723515253051,1.655289293950448
