,labels_jain_MeanShift_params1,labels_jain_MeanShift_params10,labels_jain_MeanShift_params11,labels_jain_MeanShift_params12,labels_jain_MeanShift_params13,labels_jain_MeanShift_params14,labels_jain_MeanShift_params15,labels_jain_MeanShift_params16,labels_jain_MeanShift_params17,labels_jain_MeanShift_params18,labels_jain_MeanShift_params19,labels_jain_MeanShift_params2,labels_jain_MeanShift_params20,labels_jain_MeanShift_params21,labels_jain_MeanShift_params22,labels_jain_MeanShift_params25,labels_jain_MeanShift_params26,labels_jain_MeanShift_params3,labels_jain_MeanShift_params4,labels_jain_MeanShift_params5,labels_jain_MeanShift_params6,labels_jain_MeanShift_params7,labels_jain_MeanShift_params8,labels_jain_MeanShift_params9
B,0.01428378144045204,0.06943823237385721,0.08004061201985395,0.06925130760670892,0.014789862762044229,0.01534678940931362,0.08267153250164665,0.06943823237385721,0.22115155967179032,0.22042342164839038,0.09965403494400048,0.013262467201283564,0.1175896910758673,0.11305617162658554,0.1178089140732263,0.06693072294818395,0.06823458137477373,0.021144141389491816,0.022583241543763774,0.04752913104740358,0.04526668685678911,0.014789862762044229,0.01534678940931362,0.08267153250164665
BH,0.17316187658702373,2.6523332618654996,3.2564166352850896,2.6946888074126014,0.17853838853610007,0.16370284166534685,4.222238659181366,2.6523332618654996,16.847205533961098,16.823368433692195,5.4707267470591905,0.13855303782467018,5.62709988564203,5.531399278307648,5.549645596329536,2.3701475639361504,2.4024991318047655,0.3693073064276698,0.3926646243944231,1.5248882125931316,1.0784652767487115,0.17853838853610007,0.16370284166534685,4.222238659181366
D,0.2886319354944668,0.3454219810973962,0.21722633950134734,0.32380301742047735,0.30152673622963294,0.15334556054405435,0.2986058788744441,0.3454219810973962,0.37597638600356237,0.3732450641890843,0.26554962204366295,0.2505269894521652,0.2505396918915556,0.251566644702774,0.25269809368326634,0.2815110045362452,0.25964650267868333,0.3733512500872471,0.24955396126352417,0.22868722450107873,0.23674002989151036,0.30152673622963294,0.15334556054405435,0.2986058788744441
H,2.950186335550662,0.9519945182152895,1.0901383050352176,0.9671655771369656,2.7466040310647775,3.5757763592963467,0.8870020457996503,0.9519945182152895,0.4127139816684706,0.40171110867280274,0.6900790861678943,3.4420850359713513,0.8347681018755074,0.8264103530236947,0.8307021035842663,0.9602755811986783,0.9844948917325287,1.8376369770406582,2.011889290324649,1.3916367689603062,1.6582404723645057,2.7466040310647775,3.5757763592963467,0.8870020457996503
DBCV,0.02242211741545679,-0.6629261264817949,-0.6986338036496973,-0.766366789349616,0.11879970480538897,-0.20105350976192307,-0.6022897592785272,-0.6629261264817949,-0.6956134822455547,-0.7951396445967809,-0.6601142140174586,-0.01952989326541557,-0.7012245072026687,-0.7259648356858494,-0.5567470251661616,-0.3870614357383591,-0.3628270004031669,-0.008881740647984686,-0.3640538194779547,-0.35687765195572135,-0.3762356388121173,0.11879970480538897,-0.20105350976192307,-0.6022897592785272
I,0.4430339921641164,0.720198319759189,0.5564551928659627,0.7120339496949536,0.43654270996853384,0.4222222014919801,0.6736167657439108,0.720198319759189,0.7618053435395188,0.7520161568977399,0.9126970666071351,0.42768866637833053,0.8277772298552175,0.8475442688282878,0.8250147563773406,0.8179679637774314,0.8152415352770706,0.6555810547516426,0.6322206991729931,0.6406149926318436,0.5128127283377807,0.43654270996853384,0.4222222014919801,0.6736167657439108
C,0.01268447143076318,0.042074905148840144,0.04754388397255827,0.04266887333806852,0.013649233938058522,0.015004590207568428,0.04669557947000719,0.042074905148840144,0.07623098938584687,0.07456958656593904,0.04787562389287178,0.013043292832813976,0.050917002530880516,0.04825281714856409,0.04948569346929652,0.0356069103285708,0.036588146838175996,0.015734437368462,0.01874080720187106,0.03211489943735967,0.036509667245208925,0.013649233938058522,0.015004590207568428,0.04669557947000719
CDbw,0.8736639007091791,0.09610447263435212,0.0902583490910031,0.10201332004210613,1.0878725728927803,0.7957380202435407,0.06740554586056606,0.09610447263435212,0.028374147314740986,0.02529067030165802,0.07703044683071378,1.1462147164363952,0.08819903307612002,0.07168036444801476,0.06591329398990212,0.21506089170659815,0.20178810853482906,0.6532849895116678,0.3119949004709537,0.17680608011379348,0.3901313612262698,1.0878725728927803,0.7957380202435407,0.06740554586056606
VIASCKDE,0.45171301222492205,0.4674268123433008,0.4784716556799017,0.4598791168033463,0.4377714191242972,0.3817946388540913,0.4923793738121828,0.4674268123433008,0.5519352735892683,0.5517012455499222,0.5108374854531532,0.41397306184844884,0.48491217306603746,0.5045644680715397,0.5098294753993097,0.5275393659425626,0.5104528385284085,0.4852292045166889,0.4417518464092208,0.493070806645264,0.48168045819885164,0.4377714191242972,0.3817946388540913,0.4923793738121828
COP,0.12388266296552534,0.16480282782667233,0.1763656645164493,0.1642654837745554,0.12639611925854238,0.12320866688272902,0.18243750314448262,0.16480282782667233,0.21174708929156472,0.2126898240153612,0.18192561030296067,0.12176258501165521,0.17825915651897967,0.18054891749107801,0.17889479099652542,0.15649179915843228,0.15601020143977148,0.12795909593155966,0.13033353026485947,0.15764071703845978,0.15398367536763427,0.12639611925854238,0.12320866688272902,0.18243750314448262
Sym,0.06888280978876968,0.060316145999578435,0.05053803806742299,0.05303755719643784,0.06747465781617262,0.06344151763965239,0.0485137917683459,0.060316145999578435,0.0352639973418366,0.0350676926367659,0.05426635128665691,0.06651425907832659,0.05679218361715866,0.05951972169589635,0.06104264311848812,0.06451293866304103,0.0643535903349018,0.07530427776291669,0.06766642001979502,0.07364065468982152,0.06910004996221163,0.06747465781617262,0.06344151763965239,0.0485137917683459
CS,0.8676999194947427,0.962151951496988,1.012590838210535,0.961470197548061,0.8500228521979726,0.93518596195814,0.9847255314960108,0.962151951496988,1.0048318503117095,0.9945189152591529,0.9988712400263459,0.8998518287832168,1.1060250692815095,1.0766538064453752,1.0919212063163188,1.0057140901816266,1.0235294415282334,0.859428092763351,0.9055732327062206,1.0148076431653712,1.00718913012077,0.8500228521979726,0.93518596195814,0.9847255314960108
SF,0.13481019168715047,0.23177076722925982,0.21947709274710914,0.23174098065570736,0.13502828242249387,0.12183675485539047,0.23959130072857704,0.23177076722925982,0.34757307436089724,0.3494649965055856,0.2733910876337322,0.12479672205858472,0.264506523542565,0.26497057605958807,0.265671459113643,0.24143805561509002,0.2415213255258838,0.17703494507448492,0.17047597627536326,0.2090369909162536,0.19086375448732562,0.13502828242249387,0.12183675485539047,0.23959130072857704
SD,1212.2559998387367,6122.16574782865,6739.939042825855,6077.478834114126,1207.358277477132,1281.3801431686627,7997.540606550551,6122.16574782865,15568.749065936929,15423.966235546059,9573.168161778472,1126.485654771288,10140.14061807459,10291.222889548924,10202.589736659756,5970.933444434237,6027.707983994217,1895.1696433931143,2014.45206488997,4457.755746962979,3389.9490120274877,1207.358277477132,1281.3801431686627,7997.540606550551
SDbw,0.10886301351769521,0.4150400985058218,0.42209796323209425,0.3967673331432228,0.10796146983992053,0.12268319580244019,0.47465460136652804,0.4150400985058218,0.8115362210098426,0.8007400459764262,0.5151264824968399,0.10082596506378327,0.5536843001869449,0.530195173045274,0.5450120160364346,0.3856244061428806,0.39664316169478114,0.17131949291373114,0.18000188832424352,0.31642048724015415,0.2594658380523905,0.10796146983992053,0.12268319580244019,0.47465460136652804
XB*,0.4470570825390726,0.2849549923907271,0.45247806808647345,0.28697925544076985,0.43449345813669776,0.7150906293023601,0.3287007872746846,0.2849549923907271,0.3231482957028215,0.3201656523975337,0.22163392403428156,0.5382616911941106,0.4077554667203491,0.41484833680013,0.42146979338670587,0.28531141016858835,0.3170014924963626,0.358774171857344,0.5473595632815862,0.46436599856015426,0.44139234353710816,0.43449345813669776,0.7150906293023601,0.3287007872746846
S,0.43229818959450816,0.4221397312818924,0.4327609322734486,0.42056869041433825,0.430122572900886,0.3918796401568222,0.4539131267070409,0.4221397312818924,0.49026617812212064,0.4927206335126464,0.4722123800650521,0.39517954049109927,0.44362586360765716,0.44899238229662447,0.44558821416384853,0.4497709811669435,0.43969303999766246,0.44487107261300185,0.40945812904791656,0.45157487871403856,0.3999631126734174,0.430122572900886,0.3918796401568222,0.4539131267070409
DB,0.7257602446466733,0.7456533740210484,0.7971472485087088,0.7515344093971298,0.6903448129765531,0.7939414767913171,0.7750554510982209,0.7456533740210484,0.6910432824285971,0.6793727944913762,0.7102166973504243,0.7437243789529141,0.800704939482314,0.8028869480504344,0.8055715807213188,0.7045016705451392,0.7054709690730556,0.676416902225393,0.7067282992567371,0.757561270538071,0.7334886456371503,0.6903448129765531,0.7939414767913171,0.7750554510982209
CH,828.1897489274822,571.7005764338329,454.33110520730844,561.7556885458127,802.7462760961153,797.7750210645908,484.55163998501604,571.7005764338329,519.8831454458987,520.8818972881396,555.6902011379598,863.575046309319,537.6913470853207,548.5858497811569,546.479709320015,647.0288203195341,637.494647286849,863.3642935787353,810.4867155532427,592.9478174504343,551.4303868545072,802.7462760961153,797.7750210645908,484.55163998501604
AD-S,0.2311298523761792,0.06610924059348623,0.0931739352001303,0.04636182008815317,0.20965072312252164,0.18107323399696304,0.13881376947287197,0.06610924059348623,0.16778610666052815,0.16569401565919292,0.14963502478354038,0.22041889272256732,0.11807410919141262,0.10319341874944077,0.09607858098678602,0.1041780317023402,0.09447223504363783,0.23053797166734724,0.231975423394606,0.2011318423552752,0.15096512951732488,0.20965072312252164,0.18107323399696304,0.13881376947287197
AD-DB,1.5853926836961945,2.0259558384825995,1.9867550077627283,2.079557023598618,1.6085269940900309,1.7118024703779775,2.043877606529166,2.0259558384825995,1.5281965161236262,1.527925013330927,1.861287559010798,1.6328155551426102,1.8396574909773258,1.8567534401010337,1.8483775815322339,1.8153263420406105,1.8848787739802029,1.4798403570946828,1.4803340318530072,1.55623023939502,1.631574888220184,1.6085269940900309,1.7118024703779775,2.043877606529166
AD-CH,50.824383117110145,127.9588805491107,135.34281012307594,126.89187569878126,49.872250142429806,46.81790987777916,166.19283249838378,127.9588805491107,346.6645758669268,343.7359218422484,206.28636133200655,46.845452474897684,195.75357381106713,189.26234407742666,187.9267575546814,131.87629208324017,130.9149548105933,70.66414636816162,69.94688845268088,114.75541269135726,90.3301099514294,49.872250142429806,46.81790987777916,166.19283249838378
AD-idea,7.713065486222651,1.8363399559597617,1.78861762389248,1.7525181579833413,2.79495852856938,19.311393441144247,2.243341709830955,1.8363399559597617,1.4092814674696643,1.3909995637587758,2.1919421903623992,13.590224630762233,1.526071964451077,1.5898084767892824,1.4349355497938585,2.318572242492986,2.3935410487705506,38.84090313988532,29.44543671134315,8.591489327623343,15.261683344829438,2.79495852856938,19.311393441144247,2.243341709830955
