,labels_dense_KMeans_params1,labels_dense_KMeans_params10,labels_dense_KMeans_params11,labels_dense_KMeans_params12,labels_dense_KMeans_params13,labels_dense_KMeans_params14,labels_dense_KMeans_params15,labels_dense_KMeans_params16,labels_dense_KMeans_params17,labels_dense_KMeans_params18,labels_dense_KMeans_params19,labels_dense_KMeans_params2,labels_dense_KMeans_params20,labels_dense_KMeans_params21,labels_dense_KMeans_params22,labels_dense_KMeans_params23,labels_dense_KMeans_params24,labels_dense_KMeans_params25,labels_dense_KMeans_params26,labels_dense_KMeans_params27,labels_dense_KMeans_params28,labels_dense_KMeans_params29,labels_dense_KMeans_params3,labels_dense_KMeans_params30,labels_dense_KMeans_params31,labels_dense_KMeans_params32,labels_dense_KMeans_params33,labels_dense_KMeans_params34,labels_dense_KMeans_params35,labels_dense_KMeans_params36,labels_dense_KMeans_params37,labels_dense_KMeans_params38,labels_dense_KMeans_params39,labels_dense_KMeans_params4,labels_dense_KMeans_params40,labels_dense_KMeans_params41,labels_dense_KMeans_params42,labels_dense_KMeans_params43,labels_dense_KMeans_params44,labels_dense_KMeans_params45,labels_dense_KMeans_params46,labels_dense_KMeans_params47,labels_dense_KMeans_params48,labels_dense_KMeans_params49,labels_dense_KMeans_params5,labels_dense_KMeans_params50,labels_dense_KMeans_params51,labels_dense_KMeans_params52,labels_dense_KMeans_params53,labels_dense_KMeans_params54,labels_dense_KMeans_params6,labels_dense_KMeans_params7,labels_dense_KMeans_params8,labels_dense_KMeans_params9
B,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1369482606005979,0.1925021289761077,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1925021289761077,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.1369482606005979,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.1925021289761077,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.1925021289761077,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.10353621333622429,0.1925021289761077,0.1925021289761077,0.1925021289761077,0.1925021289761077
BH,14.514875106747454,14.514875106747454,14.514875106747454,14.514875106747454,14.514875106747454,14.514875106747454,14.514875106747454,14.514875106747454,14.514875106747454,14.514875106747454,6.154962503175587,14.514875106747454,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,14.514875106747454,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,6.154962503175587,3.327992629407648,3.327992629407648,3.327992629407648,14.514875106747454,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,14.514875106747454,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,3.327992629407648,14.514875106747454,14.514875106747454,14.514875106747454,14.514875106747454
D,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.23668736449404731,0.32061124639290955,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.32061124639290955,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.23668736449404731,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.32061124639290955,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.32061124639290955,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.2833291974198307,0.32061124639290955,0.32061124639290955,0.32061124639290955,0.32061124639290955
H,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.5575833971100057,0.18265617522325422,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.18265617522325422,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.5575833971100057,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.18265617522325422,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.18265617522325422,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.6037828047210241,0.18265617522325422,0.18265617522325422,0.18265617522325422,0.18265617522325422
DBCV,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.6579129744728405,-0.8465808489028934,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.8465808489028934,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,-0.6579129744728405,0.12087671280352419,0.12087671280352419,0.12087671280352419,-0.8465808489028934,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,-0.8465808489028934,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,0.12087671280352419,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934,-0.8465808489028934
I,2.1933542619088873,2.1933542619088873,2.1933542619088873,2.1933542619088873,2.1933542619088873,2.1933542619088873,2.1933542619088873,2.1933542619088873,2.1933542619088873,2.1933542619088873,1.9712766791186822,2.1933542619088873,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,2.1933542619088873,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.9712766791186822,1.7956882723143426,1.7956882723143426,1.7956882723143426,2.1933542619088873,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,2.1933542619088873,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,1.7956882723143426,2.1933542619088873,2.1933542619088873,2.1933542619088873,2.1933542619088873
C,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.030407054985169223,0.043184145312612554,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.043184145312612554,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.030407054985169223,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.043184145312612554,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.043184145312612554,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.022213997254620216,0.043184145312612554,0.043184145312612554,0.043184145312612554,0.043184145312612554
CDbw,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.11068448251811774,0.051107987353341496,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.051107987353341496,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.11068448251811774,0.301088405572872,0.301088405572872,0.301088405572872,0.051107987353341496,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.051107987353341496,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.301088405572872,0.051107987353341496,0.051107987353341496,0.051107987353341496,0.051107987353341496
VIASCKDE,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5634576480262514,0.5801340414592094,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5801340414592094,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5634576480262514,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5801340414592094,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5801340414592094,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5858839625209123,0.5801340414592094,0.5801340414592094,0.5801340414592094,0.5801340414592094
COP,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15155102420712982,0.15982251721943289,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15982251721943289,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.15155102420712982,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.15982251721943289,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.15982251721943289,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.14589263104473907,0.15982251721943289,0.15982251721943289,0.15982251721943289,0.15982251721943289
Sym,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.07151940353231687,0.06611536338031529,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.06611536338031529,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07151940353231687,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.06611536338031529,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.06611536338031529,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.07923128098532518,0.06611536338031529,0.06611536338031529,0.06611536338031529,0.06611536338031529
CS,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.157624800770782,1.0024493350775736,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.0024493350775736,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.157624800770782,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.0024493350775736,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.0024493350775736,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.1237245836434013,1.0024493350775736,1.0024493350775736,1.0024493350775736,1.0024493350775736
SF,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.3918181487424095,0.4845871753300005,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.4845871753300005,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3918181487424095,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.4845871753300005,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.4845871753300005,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.3362792125861732,0.4845871753300005,0.4845871753300005,0.4845871753300005,0.4845871753300005
SD,545471.5699374771,545471.5699374771,545471.5699374771,545471.5699374771,545471.5699374771,545471.5699374771,545471.5699374771,545471.5699374771,545471.5699374771,545471.5699374771,438806.18905882287,545471.5699374771,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,545471.5699374771,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,438806.18905882287,323141.6081807534,323141.6081807534,323141.6081807534,545471.5699374771,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,545471.5699374771,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,323141.6081807534,545471.5699374771,545471.5699374771,545471.5699374771,545471.5699374771
SDbw,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.7339342301179386,0.6038917619061547,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.6038917619061547,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7339342301179386,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.6038917619061547,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.6038917619061547,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.7112459100573637,0.6038917619061547,0.6038917619061547,0.6038917619061547,0.6038917619061547
