,labels_a3_MeanShift_params1,labels_a3_MeanShift_params10,labels_a3_MeanShift_params11,labels_a3_MeanShift_params12,labels_a3_MeanShift_params13,labels_a3_MeanShift_params14,labels_a3_MeanShift_params15,labels_a3_MeanShift_params16,labels_a3_MeanShift_params17,labels_a3_MeanShift_params18,labels_a3_MeanShift_params19,labels_a3_MeanShift_params2,labels_a3_MeanShift_params20,labels_a3_MeanShift_params27,labels_a3_MeanShift_params28,labels_a3_MeanShift_params29,labels_a3_MeanShift_params3,labels_a3_MeanShift_params30,labels_a3_MeanShift_params4,labels_a3_MeanShift_params5,labels_a3_MeanShift_params6,labels_a3_MeanShift_params7,labels_a3_MeanShift_params8,labels_a3_MeanShift_params9
B,0.035889515040603,0.1616424690791388,0.2024732676985744,0.22476362924920962,0.13353534438014575,0.13219680249465185,0.16548777446618193,0.1616424690791388,0.21813372355457503,0.25621829184811823,0.21652254163989634,0.03503114946835406,0.2255645483557156,0.21961916304950233,0.4128481160268439,0.41406150594872754,0.05800472778862567,0.42104298456440364,0.0562630539872282,0.1272809535113613,0.11037594813622678,0.13353534438014575,0.13219680249465185,0.16548777446618193
BH,7.446966721470603,125.36092703546105,183.894538899401,269.2348663108207,89.6848119385572,88.74577000838235,127.79201524430384,125.36092703546105,258.1308365086811,290.189909570063,258.45691401975085,7.00568606215713,265.2207136711887,258.9274824070676,593.9190722554247,606.6164903469247,19.349789063290803,590.5427818063042,17.21682024615551,70.79020395361499,55.55648866516843,89.6848119385572,88.74577000838235,127.79201524430384
D,0.18536824808377192,0.24446589808303362,0.2658092526838416,0.3757296940261498,0.23985474665586454,0.24563448122440415,0.1999940173434937,0.24446589808303362,0.37653724378444836,0.27928172360538556,0.3923847016986575,0.17249014097695545,0.31408333494200047,0.35953785704722313,0.23554222944806394,0.2687658500191136,0.2478649027140203,0.2364460184889874,0.1875571828625403,0.22056844690429958,0.18676431749510233,0.23985474665586454,0.24563448122440415,0.1999940173434937
H,3.4657165391316833,1.0709748351343236,0.9314387263620441,0.5389926267401862,1.3358565286269266,1.284122349957774,1.071640205079268,1.0709748351343236,0.5341113557509666,0.6087159365133962,0.5283107745116593,3.837708395608299,0.5505104649055366,0.5373216449631398,0.5132269139504951,0.5118285469002206,2.0369108769478528,0.5241781246416872,2.470170968301556,1.5706511187420729,1.7757081909673196,1.3358565286269266,1.284122349957774,1.071640205079268
DBCV,-0.8622021426480733,-0.9689723281062076,-0.9740633260099784,-0.9714245784283531,-0.9878158692524526,-0.9823779981207744,-0.977161997010787,-0.9689723281062076,-0.9264539077880778,-0.9717182307025477,-0.8763276998001678,-0.8236438366930842,-0.9862994737396263,-0.9437398333462385,-0.9759279261504153,-0.9831108298097468,-0.9619256883111351,-0.9788791641377612,-0.9525992076540356,-0.9800783739188391,-0.9793952964649545,-0.9878158692524526,-0.9823779981207744,-0.977161997010787
I,0.243293052509171,0.4297479840643114,0.48282229374077373,0.5389285834896921,0.4392545490939401,0.44727501611194154,0.46274869040543803,0.4297479840643114,0.5580758967842833,0.4823208089809836,0.5836278053400417,0.2277069279910328,0.5144324301838441,0.5447129609596595,0.3861557588224036,0.3626138876397516,0.3334550926901686,0.35771000244125617,0.310153069468703,0.37454153230797965,0.3331528611640644,0.4392545490939401,0.44727501611194154,0.46274869040543803
C,0.021770846795888615,0.06171309925935491,0.07047331615540599,0.0714233560539714,0.05385530706982799,0.052673147973170825,0.06638167348660472,0.06171309925935491,0.0644109512715466,0.08572432113244624,0.06435937931671928,0.02267993997186951,0.06917770367067297,0.06511654322434052,0.13799156618980202,0.13859342230673957,0.02812893101376551,0.1283674336526675,0.028824477001298004,0.052474123369187005,0.049619534697762105,0.05385530706982799,0.052673147973170825,0.06638167348660472
CDbw,0.14984193384113204,0.025933746986945488,0.010438402730850296,0.010858363707322093,0.024702655163242444,0.020883497438032476,0.016451449392926927,0.025933746986945488,0.008268359291731489,0.012879545574186814,0.019700476786505206,0.15747102409316274,0.008934912700880721,0.014652147051774256,0.006371033124901775,0.011829010031193273,0.1689654656894057,0.008708067311135161,0.19671065136313046,0.01632128079431894,0.022002189295661903,0.024702655163242444,0.020883497438032476,0.016451449392926927
VIASCKDE,0.7209217590446303,0.7994171627922046,0.791593602771408,0.80605901308017,0.7777629207770529,0.7809914021948896,0.7911528621479251,0.7994171627922046,0.8160953500900008,0.8002565356036901,0.8170002716594544,0.712234327649496,0.8079638981603908,0.81389090128099,0.8157047715981935,0.8102919236838153,0.7581131244303755,0.8074332704773657,0.7479189542559556,0.7775923074465354,0.7644670324151178,0.7777629207770529,0.7809914021948896,0.7911528621479251
COP,0.16025852807908472,0.2475691749875298,0.2551309945452437,0.27472377327769465,0.2248458235843803,0.2250731730910604,0.2400818722581968,0.2475691749875298,0.28238049838428053,0.2998663481157322,0.2769829031223505,0.16035115854675483,0.2914656949658959,0.28157662996697724,0.32809826492174,0.2834375654567859,0.17073819452698105,0.2957598240862569,0.17179395630138083,0.21715819108503878,0.21459663348429234,0.2248458235843803,0.2250731730910604,0.2400818722581968
Sym,0.00311042488024113,0.0034365271900740693,0.0036919155286596695,0.0036488847928628247,0.002633720371385138,0.003034987294415501,0.003577775634175384,0.0034365271900740693,0.004908276752721697,0.0031914281607622226,0.005130372273118221,0.003183108724133958,0.0037913792960928582,0.004748505701207364,0.0022159781546439105,0.002326350347175686,0.003731510211424443,0.002793089700884736,0.00337356579021696,0.003170523292397111,0.002577538239551632,0.002633720371385138,0.003034987294415501,0.003577775634175384
CS,1.1205634392663335,1.1688219633485881,1.1558983422818445,0.9899164960511506,1.2627438319263093,1.2431191529068484,1.1908850393757682,1.1688219633485881,0.9627484437925575,1.0701125368161981,0.9604938431503709,1.1536862804534176,1.0001069021025129,0.9727690925257997,1.1663663876745511,1.1992828355296115,1.0545704709218198,1.1977825605818393,1.1253666279672456,1.221606923202351,1.2762589714890775,1.2627438319263093,1.2431191529068484,1.1908850393757682
SF,0.059370139373013164,0.17855630173564008,0.1978357069842811,0.2408968883398539,0.15343571378150855,0.15512620207672767,0.17834294446346,0.17855630173564008,0.2406811155631582,0.22675323890282828,0.2418692126073927,0.05435453412493463,0.23776354087261298,0.24017346504819015,0.26823914916465874,0.26398918393676885,0.09023072386398956,0.25850058703011414,0.07818806445907422,0.13493361813222482,0.12106737931459088,0.15343571378150855,0.15512620207672767,0.17834294446346
SD,20366708.778468423,97832841.55048926,118024060.51459232,137371122.14404446,82617143.97805826,82364801.91740403,96467018.47592327,97832841.55048926,133175891.13763194,155734057.45859462,132747282.7953733,19774302.818686556,137099093.58232716,133766672.63418508,230845463.440364,239531100.936607,35044373.51594002,255558398.58881155,34409448.583533905,76631684.36777574,66652468.706219204,82617143.97805826,82364801.91740403,96467018.47592327
SDbw,0.15891655745395455,0.6412913420100994,0.8129893347669228,0.8938852388807046,0.5523367631141919,0.551751957129927,0.6496776455348595,0.6412913420100994,0.9257787678568797,1.0042715589819746,0.9024529440556535,0.15295511139579399,0.941755878599263,0.9289258868873185,1.2139136415066178,1.2405567522335588,0.24930488351493268,1.2365287333999775,0.24585129315869297,0.5399838039792052,0.43150988789358313,0.5523367631141919,0.551751957129927,0.6496776455348595
XB*,0.527947786250097,0.4047874249319785,0.40942410463804163,0.19097543251941881,0.34327069305581265,0.2810047583234865,0.44983904503471034,0.4047874249319785,0.163032601709056,0.24947587833196655,0.17327241677114988,0.651354524811394,0.17966926310412448,0.16501813090011866,0.3156508909636623,0.29952761811713724,0.29017240744203676,0.2902357047830274,0.39398323287398024,0.47656761432372835,0.42284714169043774,0.34327069305581265,0.2810047583234865,0.44983904503471034
S,0.41218619871749507,0.39616286002417933,0.39767375161118346,0.4256240492837305,0.378428710960283,0.384844766005145,0.3886688702439332,0.39616286002417933,0.43884281734312464,0.3928269228757736,0.4401075139298344,0.3980285325328841,0.42590211595323435,0.4368441987689906,0.3797889673427111,0.3818453265603879,0.41082247465321525,0.38907272597371023,0.3899174216369425,0.3799273423234185,0.36218993824791573,0.378428710960283,0.384844766005145,0.3886688702439332
DB,0.7923695780154094,0.8497687331431992,0.8917260184639482,0.7574360334242958,0.8978757732571127,0.8760903626038244,0.8417641642986763,0.8497687331431992,0.7445244318938411,0.7857084662845698,0.7399611984775825,0.8257252247261834,0.7588396316398995,0.7468340066395147,0.8555266701365265,0.8533690466778213,0.7650166721432551,0.8689549319124783,0.8224150798620576,0.9196287886651474,0.9295345131496963,0.8978757732571127,0.8760903626038244,0.8417641642986763
CH,9536.634630282218,7570.6785330183875,7401.4842666383765,8061.459551559322,7805.148496802659,7900.9510186888965,7398.142695941067,7570.6785330183875,8515.725139613509,7298.897193502699,8501.829030547286,9260.291918575445,8221.288540581243,8481.837002386346,5826.99131837626,5626.5615268428755,9099.22745734896,5881.736953882934,8887.976403338193,7531.500733080142,7587.255006451409,7805.148496802659,7900.9510186888965,7398.142695941067
AD-S,0.24790828196344467,0.20298638903021105,0.18001863023569892,0.13147876021298072,0.17852004900113147,0.20488721928813677,0.17426496680948403,0.20298638903021105,0.14859250132880458,-0.004164485560156967,0.14655210674134025,0.25982940170047414,0.07207848633976009,0.14979444958840252,0.1770601005475393,0.10544530731540001,0.2696287235915197,0.07590680966870932,0.214431053978939,0.14652883171794304,0.1432779813462044,0.17852004900113147,0.20488721928813677,0.17426496680948403
AD-DB,1.5441243458490916,1.623054221839192,1.5901318832914675,1.690097552535898,1.662664106542093,1.6204459308723589,1.666536580135035,1.623054221839192,1.6284871656778144,1.7414503069308354,1.6230564800049596,1.5859293793766753,1.6398112445822979,1.6263271204885386,1.6290966157904403,1.8429208528382157,1.5695018204021849,2.169443425039112,1.8403361488984982,1.911744828068406,1.746283882409718,1.662664106542093,1.6204459308723589,1.666536580135035
AD-CH,778.1819611061782,2158.029199951268,2583.1616373585234,3073.889576472094,1812.1106181833777,1865.8072106727361,2119.665594420052,2158.029199951268,3160.0766011510204,2882.9816595527104,3218.0632281976127,746.6779923993939,2991.259314159357,3162.2672326852585,4858.112801611186,4359.033067683564,1116.9438241847315,4310.32401165372,975.3123440458627,1575.0039053307476,1431.017212386619,1812.1106181833777,1865.8072106727361,2119.665594420052
AD-idea,756.2922884556632,4.0705947915175225,1.7064435692928601,1.6474254604722411,3.4564874166274016,4.590500968359363,3.3402205694442286,4.0705947915175225,1.5895390419228819,0.8870858991471519,1.6358637863009955,1727.6476482961818,1.3031755520946924,1.6075847473046845,1.7244595192931187,1.1109097368150984,78.03266584889137,1.190930090872534,33.93043389946988,3.394393232870072,3.790055492774157,3.4564874166274016,4.590500968359363,3.3402205694442286
