,labels_s3_DBSCAN_params1,labels_s3_DBSCAN_params10,labels_s3_DBSCAN_params11,labels_s3_DBSCAN_params12,labels_s3_DBSCAN_params13,labels_s3_DBSCAN_params14,labels_s3_DBSCAN_params15,labels_s3_DBSCAN_params16,labels_s3_DBSCAN_params17,labels_s3_DBSCAN_params18,labels_s3_DBSCAN_params19,labels_s3_DBSCAN_params20,labels_s3_DBSCAN_params5,labels_s3_DBSCAN_params6,labels_s3_DBSCAN_params9
C,1.4192214245009206e-05,0.0,4.2095239620673326e-18,0.0,0.006710860416265812,0.002348797419607341,0.0009617959350092857,0.0,0.4733890991071996,0.17800151172845474,0.13911183904391433,0.05363540340365461,0.0019292526203398151,1.439070123640711e-18,0.003774088304027753
CDbw,738.0593691366093,23.395218567330424,29.667932053648105,13.237684099548908,7.991836103329617,5.0744693883850704,6.8252959459188585,5.888155519137332,12.717261331707947,0.8053010183159239,0.4050682386648061,0.748418453147332,101.16943872709578,109.09751514404016,40.68044190843955
VIASCKDE,0.5300952980593228,0.7242404025355893,0.7262513313785677,0.7286155560228563,0.5990195411273241,0.6903390551367559,0.7213370673873368,0.7226734921224202,0.592394642815772,0.5797367878611536,0.6252082016678525,0.6462480349563627,0.6287460549319508,0.6847799888303331,0.5932830843365791
COP,0.25954652883814405,0.039773038389523716,0.04349174194194452,0.06543014066904114,0.1492775610043379,0.09419198496565317,0.05791699867142805,0.05679779663063026,0.46602875451743997,0.3594065633994359,0.29503388989609725,0.1912623302007733,0.047778538568959014,0.05108174240724832,0.10860179997076894
Sym,33152.82634112507,4.200238295662363,9.574269749091082,19.66707229223103,0.011155914579656579,0.1675053441829191,0.6016140058637677,1.018893251842271,0.004211514460061036,0.0014223621916859411,0.005263314475439797,0.007772283673754031,6.242511384260778,132.88535326012772,0.34889611315233965
CS,0.00759214844770688,0.07960783812511465,0.0700837333042811,0.07507684402503999,0.6671314791702614,0.49535969885307357,0.22471929672801522,0.16476833262998083,0.618581877324397,1.1629667179605039,1.4268334082405048,0.8875173067736483,0.09861063762372094,0.02367776411716742,0.48960493390161397
SF,0.6398038753208215,0.5864681075633029,0.6055364894365332,0.6260679064269343,0.10843218508826125,0.4285818076703414,0.511335007753052,0.5368982124911671,0.3862744157873981,0.3664743784393806,0.2804496775205041,0.27418573108699085,0.59845777601049,0.630651799466154,0.4340179054169664
SD,174702.74623929718,637407.8777657893,873122.5962874537,3182113.0026571527,1851158.0737105892,2446647.098162678,1886097.7047995892,1567643.9834052753,188167812.37375972,269019938.5026176,180411076.59717524,32134817.580070585,257360.35939392634,167003.45449076808,324650.56652727484
SDbw,0.4722273527155907,0.0005240578324867696,0.0005215675310103316,0.0035297475157809706,0.02408113939964977,0.044406630621124085,0.018397061556030582,0.0016140729125516992,0.6347498232169217,1.1115532583552519,0.6177928254769343,0.1792674130012761,0.06639542429821853,9.460537977438587e-05,0.04116300605667514
XB*,0.036955274369473004,0.0047343843650393255,0.004033625846147008,0.002391062024183379,14.866906818632076,1.5106006612461849,0.3052223427186733,0.012253264452075278,1.9433933396324146,1.8549139711122882,4.182971022458237,2.582582893723296,1.7246447284555555,0.0005389226009869531,2.4055973251469434
S,0.8099452411091642,0.9424392143045098,0.9456001752408707,0.9461379629148735,0.27974527767815455,0.6041678829298606,0.8312813094725071,0.9050571051176455,-0.36171667108248107,0.1487041718597343,0.13453709985809278,0.3807786528879168,0.5150383087462738,0.978233937910677,0.44231924221605423
DB,0.2180152050131122,0.06069347622503396,0.05458674410889653,0.05386617385875405,0.5582978758925328,0.4789090631908337,0.22713202660347923,0.11438557345244603,0.7760968707777461,0.7246662779655193,0.8264420462435281,0.6141566206491932,0.340926225333877,0.02035536034669808,0.47989247105049243
CH,1387624.9228601805,46007.341441220145,42199.79261366294,18029.65128887041,3659.547631263778,17318.300135452904,30841.353025885837,38015.994982357086,11.286014613871124,1143.3611310756105,1480.213427699789,3208.792042423145,31687.62245039486,137904.0997966072,15744.260176483038
AD-S,0.8252672160765672,0.9855060718799127,0.9873291109512037,0.9898438228815631,0.4120145701330223,0.6503840968996719,0.8763612822845047,0.9746505939986436,0.314563943991874,0.19976654510794034,0.24951512150166,0.4859389211492434,0.5663340604289663,0.9941194883936199,0.5541671129972051
AD-DB,0.35072384999231393,0.031169931023651544,0.027261313548287272,0.020193991173272793,1.0535098578892574,0.8868032419235642,0.3597266748357016,0.05544646337521889,1.145992037137596,1.4337675544106165,1.38008319832584,1.1527228893046364,0.5738671796952249,0.010804101331125597,0.7627992138881284
AD-CH,3156.255859680333,3326.3298584835643,3508.4205209336956,3298.312752445223,193.97599229710073,2189.3989193199473,3098.5101681990723,3434.594268085289,10.109877039641555,1366.2619163889094,1271.893335664745,1371.0335971116124,1464.5869273089236,3193.8982610417715,1010.8158261069264
AD-idea,5619.610402205176,4.4819205745602096e+27,9.983172469757305e+20,1033877.8965890985,2.670681688080476e+24,276602209075599.75,5.334179110916868e+20,7.756779001400065e+23,5.592339221785605,6.069290885859203,17.520438198990032,66984.80322732916,5.461817603731154e+21,4.2322363611466235e+18,1.2414921929302743e+22
