,labels_data2_MeanShift_params1,labels_data2_MeanShift_params10,labels_data2_MeanShift_params11,labels_data2_MeanShift_params12,labels_data2_MeanShift_params13,labels_data2_MeanShift_params14,labels_data2_MeanShift_params15,labels_data2_MeanShift_params16,labels_data2_MeanShift_params17,labels_data2_MeanShift_params18,labels_data2_MeanShift_params19,labels_data2_MeanShift_params2,labels_data2_MeanShift_params20,labels_data2_MeanShift_params27,labels_data2_MeanShift_params28,labels_data2_MeanShift_params3,labels_data2_MeanShift_params4,labels_data2_MeanShift_params5,labels_data2_MeanShift_params6,labels_data2_MeanShift_params7,labels_data2_MeanShift_params8,labels_data2_MeanShift_params9
B,0.02608501472758357,0.029235871914095553,0.029235871914095553,0.06796815439977467,0.029235871914095553,0.029235871914095553,0.029235871914095553,0.029235871914095553,0.08514866308895849,0.17679497747560735,0.3694874347832675,0.02608501472758357,0.3694874347832675,0.3988327452964743,0.3988327452964743,0.02923587191409555,0.02923587191409555,0.02923587191409555,0.02923587191409555,0.029235871914095553,0.029235871914095553,0.029235871914095553
BH,2.480048635713789,4.17110810137487,4.17110810137487,12.994396996712691,4.17110810137487,4.17110810137487,4.17110810137487,4.17110810137487,15.623953228089666,41.34191559526399,131.87752392798888,2.480048635713789,131.87752392798888,135.88252386965775,135.88252386965775,4.171108101374869,4.171108101374869,4.171108101374869,4.171108101374869,4.17110810137487,4.17110810137487,4.17110810137487
D,0.3133148499501048,0.4004754050556974,0.3882260493844038,0.5784961742670961,0.3882260493844038,0.3882260493844038,0.4004754050556974,0.4004754050556974,0.35572734165073183,0.26383854185152505,0.4599039165172027,0.3133148499501048,0.4599039165172027,0.37823830318572826,0.37823830318572826,0.4004754050556974,0.4004754050556974,0.4004754050556974,0.4004754050556974,0.3882260493844038,0.3882260493844038,0.4004754050556974
H,0.9656354290249817,0.21717005561687175,0.2171700556168718,0.169909771349666,0.21717005561687175,0.21717005561687175,0.21717005561687175,0.21717005561687175,0.24147075979407417,0.27597990642950654,0.30378111786954853,0.9656354290249817,0.30378111786954853,0.3302100283166677,0.3302100283166677,0.21717005561687178,0.21717005561687178,0.21717005561687178,0.21717005561687178,0.21717005561687175,0.21717005561687175,0.21717005561687175
DBCV,0.08745781585479924,0.8550945300405633,0.8550945300405633,0.8944843035291771,0.8550945300405633,0.8550945300405633,0.8550945300405633,0.8550945300405633,-0.20136951938255498,-0.3756242594067331,0.5658533208400487,0.08745781585479924,0.5658533208400487,-0.9634412474731718,-0.9634412474731718,0.8550945300405633,0.8550945300405633,0.8550945300405633,0.8550945300405633,0.8550945300405633,0.8550945300405633,0.8550945300405633
I,1.911532016708473,3.44345904671306,3.44345904671306,2.227964763605597,3.44345904671306,3.44345904671306,3.44345904671306,3.44345904671306,1.7986524506636348,1.0208625952771382,0.9008268704720318,1.911532016708473,0.9008268704720318,0.8623467691191775,0.8623467691191775,3.44345904671306,3.44345904671306,3.44345904671306,3.44345904671306,3.44345904671306,3.44345904671306,3.44345904671306
C,0.0034870176886989935,0.002120846026248445,0.002120846026248445,0.007718221933285982,0.002120846026248445,0.002120846026248445,0.002120846026248445,0.002120846026248445,0.028372217851962606,0.04433136647294458,0.06971541503388724,0.0034870176886989935,0.06971541503388724,0.07954717858039423,0.07954717858039423,0.002120846026248445,0.002120846026248445,0.002120846026248445,0.002120846026248445,0.002120846026248445,0.002120846026248445,0.002120846026248445
CDbw,0.979712889079428,0.3117165391651973,0.30878455799119636,0.30024480052093505,0.3600188153796125,0.3600188153796125,0.3117165391651973,0.3117165391651973,0.09025219912496615,0.18616314944833462,0.10771402952644815,0.979712889079428,0.10771402952644815,0.06618068259834158,0.06618068259834158,0.33504808849097245,0.33504808849097245,0.33504808849097245,0.33504808849097245,0.3600188153796125,0.3600188153796125,0.3117165391651973
VIASCKDE,0.7257830154873344,0.7621251913312151,0.7621251913312154,0.7707592572517121,0.7621251913312151,0.7621251913312151,0.7621251913312151,0.7621251913312151,0.7283238396174834,0.7243714120220628,0.759246735048634,0.7257830154873344,0.759246735048634,0.7476056344575617,0.7476056344575617,0.7621251913312153,0.7621251913312153,0.7621251913312153,0.7621251913312153,0.7621251913312151,0.7621251913312151,0.7621251913312151
COP,0.16893008564135303,0.14324458452730315,0.14324458452730315,0.2081021599083087,0.14324458452730315,0.14324458452730315,0.14324458452730315,0.14324458452730315,0.22883621427137524,0.28697140561533374,0.27490220399508647,0.16893008564135303,0.27490220399508647,0.2746277707801429,0.2746277707801429,0.14324458452730313,0.14324458452730313,0.14324458452730313,0.14324458452730313,0.14324458452730315,0.14324458452730315,0.14324458452730315
Sym,0.07374954814031612,0.09454496211580612,0.09454496211580612,0.08424368671297425,0.09454496211580612,0.09454496211580612,0.09454496211580612,0.09454496211580612,0.028331297037906825,0.0282336653861967,0.03321741841896603,0.07374954814031612,0.03321741841896603,0.022144379423135945,0.022144379423135945,0.09454496211580615,0.09454496211580615,0.09454496211580615,0.09454496211580615,0.09454496211580612,0.09454496211580612,0.09454496211580612
CS,0.8520274588433984,0.646351818117067,0.646351818117067,0.6097925794879384,0.646351818117067,0.646351818117067,0.646351818117067,0.646351818117067,0.7651578173438743,0.8442214277184672,1.1393244918303214,0.8520274588433984,1.1393244918303214,1.2099282239793996,1.2099282239793996,0.6463518181170669,0.6463518181170669,0.6463518181170669,0.6463518181170669,0.646351818117067,0.646351818117067,0.646351818117067
SF,0.3518029346580628,0.4468747509535055,0.4468747509535055,0.43609364368506465,0.4468747509535055,0.4468747509535055,0.4468747509535055,0.4468747509535055,0.402845894963366,0.3665130690463546,0.37578626234206614,0.3518029346580628,0.37578626234206614,0.370821061116019,0.370821061116019,0.4468747509535055,0.4468747509535055,0.4468747509535055,0.4468747509535055,0.4468747509535055,0.4468747509535055,0.4468747509535055
SD,8670599.559723029,11241598.719258701,11241598.719258701,24113745.911498986,11241598.719258701,11241598.719258701,11241598.719258701,11241598.719258701,31838140.677549127,73339174.11869977,148161334.94469154,8670599.559723029,148161334.94469154,158620557.11957452,158620557.11957452,11241598.719258703,11241598.719258703,11241598.719258703,11241598.719258703,11241598.719258701,11241598.719258701,11241598.719258701
SDbw,0.11328552653338694,0.08976923741797715,0.08976923741797715,0.20433252767509075,0.08976923741797715,0.08976923741797715,0.08976923741797715,0.08976923741797715,0.2824169195349199,0.5430969286449128,0.6936859412011942,0.11328552653338694,0.6936859412011942,0.7432764595072048,0.7432764595072048,0.08976923741797715,0.08976923741797715,0.08976923741797715,0.08976923741797715,0.08976923741797715,0.08976923741797715,0.08976923741797715
XB*,0.40155865041105027,0.07848594479210362,0.07848594479210362,0.15709807911929816,0.07848594479210362,0.07848594479210362,0.07848594479210362,0.07848594479210362,0.1471641317662348,0.18287451562673676,0.23309439975349905,0.40155865041105027,0.23309439975349905,0.23367117454742123,0.23367117454742123,0.07848594479210362,0.07848594479210362,0.07848594479210362,0.07848594479210362,0.07848594479210362,0.07848594479210362,0.07848594479210362
S,0.5271846809839731,0.735403346980529,0.735403346980529,0.714621904004317,0.735403346980529,0.735403346980529,0.735403346980529,0.735403346980529,0.6544345430750877,0.5878722421507147,0.5522903175236211,0.5271846809839731,0.5522903175236211,0.5377037998189194,0.5377037998189194,0.735403346980529,0.735403346980529,0.735403346980529,0.735403346980529,0.735403346980529,0.735403346980529,0.735403346980529
DB,0.6540730406432312,0.37249955369554655,0.37249955369554655,0.3698444716579389,0.37249955369554655,0.37249955369554655,0.37249955369554655,0.37249955369554655,0.4521950152947024,0.5402926422946632,0.7821405362627564,0.6540730406432312,0.7821405362627564,0.8075385236853567,0.8075385236853567,0.37249955369554655,0.37249955369554655,0.37249955369554655,0.37249955369554655,0.37249955369554655,0.37249955369554655,0.37249955369554655
CH,4103.965947704881,6840.911076217075,6840.911076217076,3464.6957480434394,6840.911076217075,6840.911076217075,6840.911076217075,6840.911076217075,2825.700941981107,1890.615502858827,1251.1250139506308,4103.965947704881,1251.1250139506308,1184.8343292241775,1184.8343292241775,6840.911076217076,6840.911076217076,6840.911076217076,6840.911076217076,6840.911076217075,6840.911076217075,6840.911076217075
AD-S,0.5858725349376923,0.7807115545498886,0.7807115545498886,0.8953263451807101,0.7807115545498886,0.7807115545498886,0.7807115545498886,0.7807115545498886,0.8092462694036906,0.6354277822105532,0.5858453233823637,0.5858725349376923,0.5858453233823637,0.5826341522505375,0.5826341522505375,0.7807115545498886,0.7807115545498886,0.7807115545498886,0.7807115545498886,0.7807115545498886,0.7807115545498886,0.7807115545498886
AD-DB,1.7430969532162588,0.45054313273269136,0.45054313273269136,0.2105947389200699,0.45054313273269136,0.45054313273269136,0.45054313273269136,0.45054313273269136,0.36488853934267407,0.7034842350579904,0.8652342987836478,1.7430969532162588,0.8652342987836478,0.8660373036348971,0.8660373036348971,0.45054313273269136,0.45054313273269136,0.45054313273269136,0.45054313273269136,0.45054313273269136,0.45054313273269136,0.45054313273269136
AD-CH,1480.375095565214,2591.052813512022,2591.052813512022,2443.7717368824296,2591.052813512022,2591.052813512022,2591.052813512022,2591.052813512022,1773.3090680817322,1110.6395285436336,1289.7081114212967,1480.375095565214,1289.7081114212967,1316.4216487992983,1316.4216487992983,2591.0528135120226,2591.0528135120226,2591.0528135120226,2591.0528135120226,2591.052813512022,2591.052813512022,2591.052813512022
AD-idea,65.26094091036737,13152.430413234775,13152.430413234775,17301.40381379598,13152.430413234779,13152.430413234779,13152.430413234775,13152.430413234775,3791.8936426658333,41.63081071797956,5.606327204043518,65.26094091036737,5.606327204043518,5.666414530523909,5.666414530523909,13152.430413234777,13152.430413234777,13152.430413234777,13152.430413234777,13152.430413234779,13152.430413234779,13152.430413234775
