,labels_wdbc_SpectralClustering_params1,labels_wdbc_SpectralClustering_params10,labels_wdbc_SpectralClustering_params11,labels_wdbc_SpectralClustering_params12,labels_wdbc_SpectralClustering_params13,labels_wdbc_SpectralClustering_params14,labels_wdbc_SpectralClustering_params15,labels_wdbc_SpectralClustering_params16,labels_wdbc_SpectralClustering_params17,labels_wdbc_SpectralClustering_params18,labels_wdbc_SpectralClustering_params19,labels_wdbc_SpectralClustering_params2,labels_wdbc_SpectralClustering_params20,labels_wdbc_SpectralClustering_params21,labels_wdbc_SpectralClustering_params22,labels_wdbc_SpectralClustering_params23,labels_wdbc_SpectralClustering_params24,labels_wdbc_SpectralClustering_params25,labels_wdbc_SpectralClustering_params26,labels_wdbc_SpectralClustering_params27,labels_wdbc_SpectralClustering_params28,labels_wdbc_SpectralClustering_params29,labels_wdbc_SpectralClustering_params3,labels_wdbc_SpectralClustering_params30,labels_wdbc_SpectralClustering_params31,labels_wdbc_SpectralClustering_params32,labels_wdbc_SpectralClustering_params33,labels_wdbc_SpectralClustering_params34,labels_wdbc_SpectralClustering_params35,labels_wdbc_SpectralClustering_params36,labels_wdbc_SpectralClustering_params4,labels_wdbc_SpectralClustering_params5,labels_wdbc_SpectralClustering_params6,labels_wdbc_SpectralClustering_params7,labels_wdbc_SpectralClustering_params8,labels_wdbc_SpectralClustering_params9
B,0.6569851926571995,0.541400964454932,0.4920875121492684,0.541400964454932,0.5710987624633203,0.7257162768667184,0.6473861759251921,0.7046895299253298,0.6291869081687405,0.698818410594675,0.09930969661372353,0.704016052052667,0.11607263530335608,0.09930969661372353,0.11607263530335608,0.09930969661372353,0.11607263530335608,0.612380329416538,0.67219745632228,0.6977989043408714,0.7156137986824508,0.6677932197491185,0.635144142228443,0.6935822624333801,0.10956297855000306,0.11395095305600529,0.10956297855000306,0.11395095305600529,0.10956297855000306,0.11395095305600529,0.673776876719129,0.622760919798016,0.6795940092135607,0.4920875121492684,0.541400964454932,0.4920875121492684
BH,438.1972141165896,437.35500478764277,450.4325911426138,437.35500478764277,253.01173258661996,262.81681340723804,256.3040518036599,260.4616562221354,254.39677535146356,260.391618374463,456.292653755996,441.10141877943545,282.21020016557264,456.292653755996,282.21020016557264,456.292653755996,282.21020016557264,182.50373677655506,180.6897099721471,177.92735348011968,178.9241010882416,175.33252806753077,435.70002845302804,176.51061143799816,312.0225721524921,201.38923349495985,312.0225721524921,201.38923349495985,312.0225721524921,201.38923349495985,436.50790429640676,433.2058486502219,435.19381394369714,450.4325911426138,437.35500478764277,450.4325911426138
D,0.19273373762678633,0.23849566478674575,0.26049040959716074,0.23849566478674575,0.20312163810255018,0.19363158470739875,0.14545759277677578,0.20528596935625623,0.13881484695185803,0.20168216228455524,0.3771797129650941,0.18387353521058053,0.26316778986395634,0.3771797129650941,0.26316778986395634,0.3771797129650941,0.26316778986395634,0.1283017562614753,0.12777933506249706,0.13666211638169398,0.12664473959831674,0.09758485243919045,0.1915487987243297,0.11870809496935271,0.40566324360760125,0.1903382986679846,0.40566324360760125,0.1903382986679846,0.40566324360760125,0.1903382986679846,0.1820521084610267,0.18607325295219732,0.1836531444258937,0.26049040959716074,0.23849566478674575,0.26049040959716074
H,0.5630864174332902,0.5385561509426356,0.5237369713377028,0.5385561509426356,1.0832378649617616,1.1939133582077006,1.1468793705392328,1.1810228871734476,1.1185345213671831,1.1757456559570494,0.09840627164499088,0.5759242265807488,0.6187364053090664,0.09840627164499088,0.6187364053090664,0.09840627164499088,0.6187364053090664,1.8941832154417577,2.047391002936722,1.8753121112491145,1.909483454477663,1.9758254845640781,0.5556735233615973,1.9655733846939583,0.34485788695780994,0.9967303280605406,0.34485788695780994,0.9967303280605406,0.34485788695780994,0.9967303280605406,0.5652585211593651,0.5515059828209464,0.5638445748985601,0.5237369713377028,0.5385561509426356,0.5237369713377028
DBCV,-0.882974585722539,-0.8641498723831266,-0.9122785900305539,-0.8641498723831266,-0.7437863333729086,-0.7377006267543111,-0.708748765796628,-0.7319815118762755,-0.6875117245776396,-0.729161890903077,0.9964850615072517,-0.9262011051528459,-0.8583434694424624,0.9964850615072517,-0.8583434694424624,0.9964850615072517,-0.8583434694424624,-0.8307433743811954,-0.7985560301182938,-0.6924160842658728,-0.6564958998185888,-0.663473654709534,-0.8339715019578536,-0.6872703929752962,-0.6802129262108546,-0.8514914823500741,-0.6802129262108546,-0.8514914823500741,-0.6802129262108546,-0.8514914823500741,-0.8715904274199338,-0.8560125751216808,-0.872319479137011,-0.9122785900305539,-0.8641498723831266,-0.9122785900305539
I,1.7331533273629767,1.9111779942510794,1.9612028516983282,1.9111779942510794,1.13192102576684,1.187334994815922,1.23529808543222,1.2057869674549242,1.2180194283091628,1.2187088676823423,3.0719094526810014,1.661723824415102,5.05924357835271,3.0719094526810014,5.05924357835271,3.0719094526810014,5.05924357835271,0.8076687724918136,0.7623108881264961,0.8688809111403489,0.8793847704139414,0.8666819977791024,1.771973789472187,0.8520833276731848,1.8937275381741356,2.9614975272265145,1.8937275381741356,2.9614975272265145,1.8937275381741356,2.9614975272265145,1.7149650808205545,1.7979910258340532,1.713399125031164,1.9612028516983282,1.9111779942510794,1.9612028516983282
C,0.14264861937363696,0.11148314231378785,0.12438158738918706,0.11148314231378785,0.09553837386650584,0.16027401899736907,0.13195755719645486,0.15267365850247253,0.1210475753075701,0.15459213688552306,0.08458994215428924,0.15348032515975285,0.10568982506253723,0.08458994215428924,0.10568982506253723,0.08458994215428924,0.10568982506253723,0.12899276003747512,0.1544450994035097,0.14245023859949188,0.15442104866078007,0.1563223381425061,0.13612089754431905,0.161940077536649,0.12252400135967832,0.09709759118644515,0.12252400135967832,0.09709759118644515,0.12252400135967832,0.09709759118644515,0.14180142216939076,0.1292557069703204,0.1412622248815178,0.12438158738918706,0.11148314231378785,0.12438158738918706
VIASCKDE,0.005476781048387038,0.004907284108166576,0.002697309664126537,0.004907284108166576,0.008635846150650906,0.004640215319615816,0.007389107481087409,0.00801913654602279,0.0072247355454450515,0.008231626538759087,,0.005439009314408442,0.004907284108166576,,0.004907284108166576,,0.004907284108166576,0.009221480990192831,0.009309689284213832,0.005991211311258244,0.005077759065407686,0.0064736259316501964,0.005482084183258862,0.006404831730869551,,0.004894823019814881,,0.004894823019814881,,0.004894823019814881,0.005534551602561883,0.005493386280671126,0.005534515729156311,0.002697309664126537,0.004907284108166576,0.002697309664126537
COP,0.2374744820719211,0.23108248981442547,0.23332378935923642,0.23108248981442547,0.27263723331504225,0.2686533192207579,0.2687780522139684,0.2684148829184315,0.2705282093107649,0.2681943207326034,0.28907813690086426,0.23974352149018371,0.29038535085023787,0.28907813690086426,0.29038535085023787,0.28907813690086426,0.29038535085023787,0.27225958489773516,0.26960698505488606,0.26904201659532767,0.2657506001427421,0.2653661531891847,0.23665624785744244,0.26516500778063873,0.31854817654415696,0.28764268957156497,0.31854817654415696,0.28764268957156497,0.31854817654415696,0.28764268957156497,0.23487210286272958,0.2327580030190466,0.23520520403913867,0.23332378935923642,0.23108248981442547,0.23332378935923642
Sym,0.001741447536209033,0.0018456812462860522,0.0018570119874538149,0.0018456812462860522,0.001467919849209983,0.0014810964618807904,0.0015256630007777399,0.0014957812200837393,0.001517866878595482,0.0015022361544489106,0.0021401862816318156,0.0017020027008978911,0.003081289088446724,0.0021401862816318156,0.003081289088446724,0.0021401862816318156,0.003081289088446724,0.001229480966724358,0.0011875869562078868,0.001269386276063501,0.0012763508878800517,0.0012699870231218191,0.001776405657880402,0.001258786188058791,0.0017618953605877921,0.002428702948350287,0.0017618953605877921,0.002428702948350287,0.0017618953605877921,0.002428702948350287,0.0017473945973506982,0.0017956251911654252,0.0017496394947241394,0.0018570119874538149,0.0018456812462860522,0.0018570119874538149
CS,2.213334780782253,1.7877973213890377,1.9857377594735464,1.7877973213890377,2.1249295217363464,2.3956208255611227,2.281067161105723,2.3664291367994945,2.225463313206434,2.3587532372562916,0.521448745816262,2.2686867190863453,1.2130343109668755,0.521448745816262,1.2130343109668755,0.521448745816262,1.2130343109668755,2.6860818912327273,2.8769883907685454,2.546734413300731,2.616339357984525,2.7262369706595155,2.1887199748051773,2.742330505281973,0.6790262813058405,1.3957411310316266,0.6790262813058405,1.3957411310316266,0.6790262813058405,1.3957411310316266,1.9128489384779384,1.8637047460705822,1.9174018893928686,1.9857377594735464,1.7877973213890377,1.9857377594735464
SF,0.13920157181625814,0.13138240788073308,0.12651097926427868,0.13138240788073308,0.044351705985519074,0.048052363390976294,0.04705958393601617,0.04800909185794555,0.04669826504988128,0.048354309603911405,0.22021824166190807,0.13958962360318394,0.038798361157301064,0.22021824166190807,0.038798361157301064,0.22021824166190807,0.038798361157301064,0.019760373911726026,0.01939656897836417,0.019629579707444278,0.01991681987668792,0.020224169867755437,0.13933732952274192,0.020703523992500417,0.06815854767924345,0.010167345711556863,0.06815854767924345,0.010167345711556863,0.06815854767924345,0.010167345711556863,0.13982202140135191,0.1392129947290135,0.14075628236831084,0.12651097926427868,0.13138240788073308,0.12651097926427868
SD,102.99213436527472,107.35902684494972,108.29625197892005,107.35902684494972,100.52196165621757,97.8927995431059,98.22361445281932,97.8243423381027,98.40451251668534,97.48050137599732,49.83960903203765,102.76756424743952,107.4358331578929,49.83960903203765,107.4358331578929,49.83960903203765,107.4358331578929,88.93081437194088,91.24866662626502,88.58228430911018,89.13391201142196,89.62404438589589,103.18272751574317,89.40929829879774,68.6200667309715,113.23282915553516,68.6200667309715,113.23282915553516,68.6200667309715,113.23282915553516,103.19211305628484,103.64490061794243,103.03555085747047,108.29625197892005,107.35902684494972,108.29625197892005
SDbw,0.7931036096774824,0.817762054844553,0.819582689287869,0.817762054844553,1.0529993041767025,0.8219332088485781,0.699914137040643,0.8643937914072564,0.7227748638924759,0.8651826066148509,0.32547346807699185,0.8220017891458731,inf,0.32547346807699185,inf,0.32547346807699185,inf,inf,0.8733112908189481,0.8362296504221727,0.910852330464976,0.8945182931196558,0.7748118196708006,0.8689373752904646,0.4488730590761963,inf,0.4488730590761963,inf,0.4488730590761963,inf,0.8248812454179266,0.7798532017909416,0.8211432900004365,0.819582689287869,0.817762054844553,0.819582689287869
XB*,0.5314430465127795,0.5101370077188946,0.4488111482653627,0.5101370077188946,0.7534548257248935,1.0414223323797027,0.8903991706045606,1.0081838740309172,0.8116382947478711,0.9937097172927318,0.44852795874267304,0.5551870284269556,0.48709585480580625,0.44852795874267304,0.48709585480580625,0.44852795874267304,0.48709585480580625,2.3946038984931306,2.9442689998885956,2.5518098981363866,2.7474615376725935,2.9628203264820354,0.5258210561048806,3.0031123127498507,0.40967206753921326,0.4878149735646993,0.40967206753921326,0.4878149735646993,0.40967206753921326,0.4878149735646993,0.5608766243735939,0.5355430864814528,0.5661649964075766,0.4488111482653627,0.5101370077188946,0.4488111482653627
S,0.3741558462870567,0.39835235318520196,0.3970140429974877,0.39835235318520196,0.33203987146927677,0.23244064031984396,0.2662886614699019,0.2401388678753191,0.2822284388862168,0.23899720132159114,0.5701538266791698,0.3637331294849953,0.3925781730563092,0.5701538266791698,0.3925781730563092,0.5701538266791698,0.3925781730563092,0.14187963070128923,0.13644580242582272,0.15720415165965365,0.15098006159306707,0.14829028100335212,0.3794148792398742,0.14469941349897777,0.4655044411116461,0.3672046800502144,0.4655044411116461,0.3672046800502144,0.4655044411116461,0.3672046800502144,0.37165611512238605,0.38327585626616933,0.3715719386660881,0.3970140429974877,0.39835235318520196,0.3970140429974877
DB,1.1505862676373984,1.1173135156406344,1.0928348344552585,1.1173135156406344,1.460123970552635,1.503558093551434,1.4743970709227874,1.4895569629433576,1.4792385452817,1.4828688604864642,0.29252089452749036,1.1692727655404629,0.9685749207170703,0.29252089452749036,0.9685749207170703,0.29252089452749036,0.9685749207170703,1.7584265111564794,1.9038849660581674,1.7412491279992635,1.7624709336554787,1.8544849303748714,1.140920324965239,1.837418991010612,0.6033616068505472,1.1337799998612512,0.6033616068505472,1.1337799998612512,0.6033616068505472,1.1337799998612512,1.1572844171387018,1.1367594270768504,1.157267616583769,1.0928348344552585,1.1173135156406344,1.0928348344552585
CH,350.23796177674984,352.0042760061884,325.3224638629517,352.0042760061884,245.59504735747282,225.8744020398254,238.80505078816262,230.47576725289446,242.7171541732406,230.61387744935485,10.103006738607156,344.1988817554197,190.90473019811108,10.103006738607156,190.90473019811108,10.103006738607156,190.90473019811108,177.42481510532386,181.09682877616663,186.83230332065793,184.74233640893382,192.38454932229504,355.49504999947936,189.84352698521192,25.60064069308936,143.1254427297845,25.60064069308936,143.1254427297845,25.60064069308936,143.1254427297845,353.78772360470924,360.8063091365995,356.56809002011744,325.3224638629517,352.0042760061884,325.3224638629517
AD-S,0.13155498988787348,0.1366366440996657,0.11890745234577077,0.1366366440996657,0.10031703370018219,0.07526820102609363,0.08889236722497161,0.07911656847934044,0.09392696460415037,0.07812809679290474,0.7216091656031072,0.11827900681520243,0.13855476381724222,0.7216091656031072,0.13855476381724222,0.7216091656031072,0.13855476381724222,0.012240360290382923,0.006317989359992784,0.01326141316227346,0.011395325938427608,0.006006657014746413,0.13155498988787348,0.0032096744794276773,0.3113405322197306,0.13354517800476018,0.3113405322197306,0.13354517800476018,0.3113405322197306,0.13354517800476018,0.1287722441550527,0.1318829351538457,0.12853207692390065,0.11890745234577077,0.1366366440996657,0.11890745234577077
AD-DB,2.182950502579993,2.2578138206624576,2.3852257406266246,2.2578138206624576,2.551777536770398,2.3767932171266284,2.434859989492411,2.38661961485598,2.4570886129496263,2.383920759206867,0.27937281264873376,2.255043342590029,1.757088638536714,0.27937281264873376,1.757088638536714,0.27937281264873376,1.757088638536714,2.6783471604089586,2.618350796206018,2.676394352797428,2.649484192842704,2.6945114107441146,2.1923198714540977,2.6127434674057417,1.1999327143839598,1.8796540851134869,1.1999327143839598,1.8796540851134869,1.1999327143839598,1.8796540851134869,2.1798383264575967,2.200307198842677,2.1759496703570744,2.3852257406266246,2.2578138206624576,2.3852257406266246
AD-CH,467.29001758951404,460.54180802735993,449.86555283799237,460.54180802735993,232.85884669052635,236.60650953651066,235.17153842794258,236.32125879770024,234.6382901348971,236.29133304155243,3.5731334130382475,463.32167966817116,234.1590751620465,3.5731334130382475,234.1590751620465,3.5731334130382475,234.1590751620465,155.73394181568685,154.15940106332215,153.8016976985794,154.273918063321,153.1716150896266,466.3614042854464,155.17698998389798,6.92646309019742,156.90668566551938,6.92646309019742,156.90668566551938,6.92646309019742,156.90668566551938,468.50938551379954,466.204052417226,469.3816578216476,449.86555283799237,460.54180802735993,449.86555283799237
AD-idea,1.2072325886101176,1.1960081164050522,1.1550491254559407,1.1960081164050522,1.14655089789496,1.1524471729505295,1.1603170440179305,1.1584084403693218,1.1632003914004088,1.1533662023252795,0.0,1.18914022257961,1.315715712044096,0.0,1.315715712044096,0.0,1.315715712044096,0.9896158039496304,0.9825719885056895,0.9969187839863557,0.9976699353566967,0.9830812860106828,1.2052945452472257,0.9653998382812966,1.323929045998319,1.2877127704513704,1.323929045998319,1.2877127704513704,1.323929045998319,1.2877127704513704,1.208990739275172,1.2118544650416347,1.21026260171975,1.1550491254559407,1.1960081164050522,1.1550491254559407
