,labels_d31_MeanShift_params1,labels_d31_MeanShift_params10,labels_d31_MeanShift_params11,labels_d31_MeanShift_params12,labels_d31_MeanShift_params13,labels_d31_MeanShift_params14,labels_d31_MeanShift_params15,labels_d31_MeanShift_params16,labels_d31_MeanShift_params17,labels_d31_MeanShift_params18,labels_d31_MeanShift_params19,labels_d31_MeanShift_params2,labels_d31_MeanShift_params20,labels_d31_MeanShift_params27,labels_d31_MeanShift_params28,labels_d31_MeanShift_params3,labels_d31_MeanShift_params4,labels_d31_MeanShift_params5,labels_d31_MeanShift_params6,labels_d31_MeanShift_params7,labels_d31_MeanShift_params8,labels_d31_MeanShift_params9
B,0.014719817561423479,0.21298150632929316,0.23871377447829606,0.23624827420159064,0.06791970238990891,0.07355802860321325,0.21322508311568372,0.21298150632929316,0.35651478384890173,0.35651478384890173,0.21357488981448006,0.02088771296119097,0.21307158050465994,0.13334172685992315,0.13327181307444563,0.03850206636589466,0.03811019002630579,0.1327299785970264,0.1336014072296758,0.06791970238990891,0.07355802860321325,0.21322508311568372
BH,0.9703528254417785,73.92114207781137,106.75547566245302,106.89238347640608,10.444051562654488,11.389821001153543,73.87737268834535,73.92114207781137,211.7186842658705,211.7186842658705,73.95448180600752,1.6021145690196466,73.98214273521224,27.58555180137648,27.79329205657342,4.171543558370952,3.875764752095018,34.20826111054492,27.602716000376077,10.444051562654488,11.389821001153543,73.87737268834535
D,0.2395095213659883,0.24502745102474224,0.3340597630981909,0.36943916354248385,0.25770245452845586,0.18907312879752927,0.2425564494564992,0.24502745102474224,0.28564412859543,0.28564412859543,0.240726738995981,0.2595861931553598,0.2442466064017318,0.15326597074136988,0.1500567791713354,0.2371224064531541,0.21206765302532274,0.2239900697442044,0.13522655033427122,0.25770245452845586,0.18907312879752927,0.2425564494564992
H,2.608492061866663,0.8876927306499642,0.6265363291090162,0.6065964007608488,2.0334638325177226,2.183968809666424,0.889127552793377,0.8876927306499642,0.45981888256772285,0.45981888256772285,0.8889361436867079,2.704289227736729,0.8871326612064229,1.3798678588985178,1.3982865142637488,2.3241240345950667,2.5538951715717704,1.1938534481872862,1.3728624869982422,2.0334638325177226,2.183968809666424,0.889127552793377
DBCV,-0.32357034585651134,-0.9709918459382777,-0.9508677765980986,-0.9722400227447143,-0.9021558340820126,-0.909963198817312,-0.9756931545894205,-0.9709918459382777,-0.9662860136035009,-0.9662860136035009,-0.9687378448050964,-0.41344613203581737,-0.9699758225494186,-0.963953691550431,-0.9682525072847036,-0.8141174440789463,-0.8467471480646719,-0.9514207950487723,-0.9654425049127284,-0.9021558340820126,-0.909963198817312,-0.9756931545894205
I,0.48442462977122186,0.4436984243166865,0.4881287693649357,0.5077596759312107,0.4452182141743366,0.39833200367705224,0.4440574951305458,0.4436984243166865,0.3839995023604351,0.3839995023604351,0.4439139089353811,0.46048714705070765,0.4440769611018033,0.35846668429062917,0.35933367807179417,0.40769358323587435,0.37308386435969754,0.42176296376588135,0.35515913616232864,0.4452182141743366,0.39833200367705224,0.4440574951305458
C,0.009778646703519921,0.07550767902099983,0.0747206691657232,0.07635841956026414,0.034790457290014225,0.040118665611545486,0.07541986696078132,0.07550767902099983,0.1149699723511012,0.1149699723511012,0.07554740933317551,0.013538083489275913,0.07559332754419333,0.05524286989969967,0.05600244613248192,0.022588800865896177,0.024220386136769453,0.0546344358566787,0.05558948323396739,0.034790457290014225,0.040118665611545486,0.07541986696078132
CDbw,0.2748513407949684,0.03821451684019445,0.05218494726055048,0.06561309969815438,0.14189842375827427,0.12647087349565997,0.033346368158350494,0.03821451684019445,0.012794572261638304,0.012794572261638304,0.03359253506126981,0.2603972018641644,0.038589034656177176,0.14872036022845816,0.14733520510047002,0.16874056403810025,0.18147841456577476,0.10245648941095405,0.1432718901573499,0.14189842375827427,0.12647087349565997,0.033346368158350494
VIASCKDE,0.6890563370087227,0.7389271393247534,0.7505923710424522,0.7541365005240451,0.6989600009045471,0.6726846327985259,0.7391335610134282,0.7389271393247534,0.7574806939619447,0.7574806939619447,0.7384277456674828,0.6982727402260586,0.7385408376902611,0.7076053562631675,0.7101711838603425,0.6723426717201428,0.6601452282402227,0.7181086348135755,0.701985940949667,0.6989600009045471,0.6726846327985259,0.7391335610134282
COP,0.09810468681205955,0.20852432930080728,0.22823532593057988,0.22994538043283172,0.1762039085395995,0.1774009966949938,0.20830085255955888,0.20852432930080728,0.2502381959325664,0.2502381959325664,0.2082378585708498,0.11735919919743786,0.20852565178878363,0.19927134122914755,0.20075426053436357,0.1481779026839649,0.14667423482827058,0.19051175263857423,0.19178124816953043,0.1762039085395995,0.1774009966949938,0.20830085255955888
Sym,0.01611801096914407,0.006364307299796727,0.006155881351961384,0.006267521928482159,0.008243637680039035,0.005377532188638157,0.006359986063568458,0.006364307299796727,0.004291881601730948,0.004291881601730948,0.006340647697257586,0.01632116191060827,0.006345069087384764,0.0045821078429694635,0.00467894088863692,0.012049683755843137,0.011031718263433632,0.00522856876159571,0.004634122796079521,0.008243637680039035,0.005377532188638157,0.006359986063568458
CS,0.8822891133732922,1.158968436153603,1.0641622171937397,1.0185293628526848,1.122037191904022,1.193591336231971,1.1755692018003752,1.158968436153603,1.1063219649453648,1.1063219649453648,1.1756936596924308,0.957199492587825,1.158642340075241,1.1812044641198316,1.184469613089952,1.0036876945763913,1.0141389991316594,1.1933580309137395,1.1849126858859191,1.122037191904022,1.193591336231971,1.1755692018003752
SF,0.10858044403926115,0.21608232352843026,0.24324199796816415,0.2453929921004694,0.11587994027001258,0.11341468184204384,0.21607845204302523,0.21608232352843026,0.2831404481005143,0.2831404481005143,0.2162410413704523,0.11051469406980263,0.21616324590754443,0.15554139251388988,0.15423351173780453,0.09656892013941676,0.08728111119780069,0.17872426668444374,0.15626502174917234,0.11587994027001258,0.11341468184204384,0.21607845204302523
SD,2933038.8167671044,40545688.99271097,52051826.90641818,51110332.85824938,14801575.212592307,15126166.397660716,40595634.03440045,40545688.99271097,72853805.95019676,72853805.95019676,40585598.07276885,4113901.8722289517,40538499.3538074,23998296.3652542,24209524.449397806,8466676.828963734,8329564.182105267,26448173.96907199,23923175.657476425,14801575.212592307,15126166.397660716,40595634.03440045
SDbw,0.07526130816832866,0.816244193441374,0.9948880103370313,0.9847839849643405,0.3095010201358248,0.2959891788276163,0.8193011113612858,0.816244193441374,1.068253655089787,1.068253655089787,0.8187914253874586,0.0988993088310247,0.8159305268742568,0.506567670624454,0.5112179437241574,0.169488508061209,0.168355622259903,0.5122698429155709,0.5020210618395049,0.3095010201358248,0.2959891788276163,0.8193011113612858
XB*,0.3401623614967797,0.4913997075289541,0.24280117603956375,0.24580339077560726,0.49824196714419583,0.48085201712172604,0.4896246631757951,0.4913997075289541,0.25246129710998655,0.25246129710998655,0.49026629759280654,0.42976529861125173,0.4926610210838156,0.574974076802366,0.5734936611892222,0.2965883117613234,0.37302389540988656,0.4010122840208984,0.590581755560707,0.49824196714419583,0.48085201712172604,0.4896246631757951
S,0.5507146478462984,0.3887118974080758,0.42054229145594785,0.4198194694496855,0.41119749143032464,0.39227275654243765,0.38887675778319114,0.3887118974080758,0.411043491226351,0.411043491226351,0.3885041432763247,0.5204474364348727,0.38846858453200617,0.38209116030154305,0.37970785695604603,0.4394410888684204,0.4139780146954354,0.39989372288208463,0.3843055429996786,0.41119749143032464,0.39227275654243765,0.38887675778319114
DB,0.5578773828924353,0.8116588153335103,0.8116557838240915,0.802928623026093,0.8414610625388089,0.8624114847192389,0.8120464441362911,0.8116588153335103,0.7839533892464038,0.7839533892464038,0.8110458135056285,0.6233959871454506,0.8109629637867268,0.813661674389395,0.8203747259281025,0.7377508902062443,0.7469963498554946,0.8177637876102114,0.811309191912611,0.8414610625388089,0.8624114847192389,0.8120464441362911
CH,7279.908878135278,2922.4315065315336,3234.982347374586,3229.5171944202184,3674.082997714476,3345.6898922857636,2924.621346289085,2922.4315065315336,2755.9936228001056,2755.9936228001056,2920.7652155403434,6007.344105182456,2919.3838859377593,3092.2412646029898,3065.8268036466116,4604.6374654865185,4406.935027787655,3285.439275234817,3090.043744753111,3674.082997714476,3345.6898922857636,2924.621346289085
AD-S,0.39180569873338317,0.17679236374582097,0.0406633998917307,0.05524333779978649,0.14787377942872568,0.15490932503144642,0.17808376371844262,0.17679236374582097,0.10073689123916842,0.10073689123916842,0.1793135441258145,0.3544771460903443,0.1773869817295926,0.1307434386827256,0.12336328627218478,0.20482340629621582,0.1838695086021488,0.14412881645172795,0.14090484315462423,0.14787377942872568,0.15490932503144642,0.17808376371844262
AD-DB,1.2574943263670648,1.7535224444697814,2.6420242608830566,2.589621085994885,1.7358077476611793,1.807746885473996,1.7515469547265987,1.7535224444697814,2.0233239279099227,2.0233239279099227,1.7497076682792596,1.2878256091978326,1.7526544784532816,2.155628121822769,2.158638303136456,1.738555350969067,1.7440339615024532,2.0283005034721135,2.1408716214291807,1.7358077476611793,1.807746885473996,1.7515469547265987
AD-CH,376.86889598569815,1016.5246575135837,1263.7661639170597,1279.5535122557037,507.10721906398766,520.3319115351463,1018.0457912211552,1016.5246575135837,1759.9342766858545,1759.9342766858545,1019.3149498975824,399.0783058373264,1016.9042129275709,634.1063245762373,627.8267716481735,400.7202643873577,366.6996023440683,732.8786052646354,641.2069131156293,507.10721906398766,520.3319115351463,1018.0457912211552
AD-idea,10045317.655923542,1.6539994989484832,0.7250105944977911,0.8898553665784691,22.29013979254689,10.19401966965157,1.661081316930043,1.6539994989484832,1.0278727938091028,1.0278727938091028,1.6802504996245102,864319.5660324054,1.6650392312914604,0.7862488543786134,0.6766748574142043,459.34463315602045,378.6095612390651,1.1190008056089706,1.226234731706322,22.29013979254689,10.19401966965157,1.661081316930043
