,labels_pathbased_MeanShift_params1,labels_pathbased_MeanShift_params10,labels_pathbased_MeanShift_params11,labels_pathbased_MeanShift_params12,labels_pathbased_MeanShift_params13,labels_pathbased_MeanShift_params14,labels_pathbased_MeanShift_params15,labels_pathbased_MeanShift_params16,labels_pathbased_MeanShift_params17,labels_pathbased_MeanShift_params18,labels_pathbased_MeanShift_params19,labels_pathbased_MeanShift_params2,labels_pathbased_MeanShift_params20,labels_pathbased_MeanShift_params21,labels_pathbased_MeanShift_params22,labels_pathbased_MeanShift_params23,labels_pathbased_MeanShift_params24,labels_pathbased_MeanShift_params25,labels_pathbased_MeanShift_params26,labels_pathbased_MeanShift_params28,labels_pathbased_MeanShift_params29,labels_pathbased_MeanShift_params3,labels_pathbased_MeanShift_params30,labels_pathbased_MeanShift_params4,labels_pathbased_MeanShift_params5,labels_pathbased_MeanShift_params6,labels_pathbased_MeanShift_params7,labels_pathbased_MeanShift_params8,labels_pathbased_MeanShift_params9
B,0.04066507440244713,0.06249980261089179,0.13201342812171918,0.13090116525938106,0.05860056602366748,0.0549555150557686,0.0639830840395952,0.06249980261089179,0.14244108607287834,0.13243332673190503,0.14441054704912995,0.040527250913762705,0.1464040720141882,0.13201342812171918,0.1324713878650732,0.16414119085094567,0.16393823311722994,0.11225801770600162,0.11141701990268221,0.6455191795227698,0.2189900487363261,0.03865141437049836,0.22021501095088275,0.03958238551823465,0.06346074038539334,0.07165939824892847,0.05860056602366748,0.0549555150557686,0.0639830840395952
BH,0.4685765885927957,1.264759449883016,5.439035578113502,5.3131002482143534,1.1787745479868288,1.0248391023059784,1.3996398288693286,1.264759449883016,6.674398541552771,5.415025590421787,6.871838712011789,0.44304746772993103,7.016211079470908,5.439035578113502,5.1923205451054555,9.45358571682983,9.54082284656853,3.8828730504662423,3.814065227109247,60.9582291581777,15.009253562087466,0.3926265558698555,15.084023715706417,0.4133069503590429,1.1619195660046888,1.6971050073903235,1.1787745479868288,1.0248391023059784,1.3996398288693286
D,0.2210481305410298,0.1903999071407516,0.22975660367568204,0.25381131194648876,0.20219087267647326,0.2260939119412446,0.23567617418330156,0.1903999071407516,0.3693051335399811,0.21320424539987753,0.2513535073789965,0.1925031458576676,0.20229685569033623,0.22975660367568204,0.27069717333675636,0.3771143433755575,0.3475267378973974,0.22975660367568204,0.23299421967988124,0.4859736320032362,0.37079436129535576,0.17358228841774714,0.36981110237611237,0.17918111737287382,0.2511601498852748,0.1988482788287342,0.20219087267647326,0.2260939119412446,0.23567617418330156
H,3.567904250082829,1.6267479769319648,0.7804410354160761,0.7789531184482056,1.5385901620572042,1.6667729613048174,1.4646781949922334,1.6267479769319648,0.6463201169902263,0.8021208234460623,0.6144509861549494,3.8005108535528453,0.6383034371592191,0.7804410354160761,0.8962685097457594,0.45460190111130494,0.44619263029782696,1.0298167365587074,1.017435800643833,0.6144420902345988,0.3499911354992212,4.280587711884374,0.36817290005324704,4.106553751113794,1.698730958542572,1.4100937764119021,1.5385901620572042,1.6667729613048174,1.4646781949922334
DBCV,-0.5064239592603715,-0.3037937448516078,-0.16750524003444203,-0.182101084957754,-0.2488318134406929,-0.16683413418102183,-0.25472542666907494,-0.3037937448516078,0.4212329337861802,-0.1444316927581916,-0.05965595906217709,-0.5084517776012165,0.07853080574107375,-0.16750524003444203,-0.4558700321868422,-0.3423512179979788,-0.17258027656700692,-0.15722520552350394,-0.2440331867188274,-0.391243962475201,0.08163822633883337,-0.2619587918909476,-0.37807733668322746,-0.5406119826911279,-0.48614609513504903,-0.328052223255173,-0.2488318134406929,-0.16683413418102183,-0.25472542666907494
I,0.19622132189841524,0.29228836248273987,0.317564593932713,0.3500601252227941,0.3109216743494364,0.28230325716298726,0.33789463636808,0.29228836248273987,0.42531818969995194,0.30800745268523144,0.4074758443391326,0.17935839154145716,0.4042111189637374,0.317564593932713,0.36979766999529773,0.5378091295167332,0.5339403617857159,0.44389723346972104,0.4446182260287133,0.26536399658734133,0.5330519960303881,0.15289387774051275,0.5784483003967477,0.16791260696787455,0.31390426355593726,0.33744153922508124,0.3109216743494364,0.28230325716298726,0.33789463636808
C,0.038690156493196806,0.035350411229107384,0.05110847978614809,0.05292539670930054,0.034735399081819024,0.032712683155130026,0.03486466790275287,0.035350411229107384,0.05139218352975326,0.05210473545759578,0.05085920326880314,0.039208385518270474,0.0507233905178269,0.05110847978614809,0.059548738472956844,0.04690076124295172,0.047031827710591306,0.05618421367052323,0.05622166605676918,0.25504495495171736,0.05051019472143168,0.037339817130052425,0.051701503527531424,0.039515567062552125,0.03749896808066249,0.03589144424049048,0.034735399081819024,0.032712683155130026,0.03486466790275287
CDbw,0.8143558106842268,0.7206976175768945,0.4646046630586401,0.3987498586435716,0.5561791129964533,0.7271773899641426,0.376332423459475,0.7206976175768945,0.12248667619695564,0.4587810156128638,0.13968934646789732,1.374614847110258,0.1439043290771374,0.4646046630586401,0.17107200976843684,0.06461512009888519,0.07470900966776733,0.2540155289891769,0.4408947774741704,0.013485290079363383,0.038621336255444456,0.9366172476476602,0.04911007047161694,1.2776348883641409,0.4216013816279935,0.49691758642147776,0.5561791129964533,0.7271773899641426,0.376332423459475
VIASCKDE,0.38205132384246226,0.46767077093441584,0.48846559470089734,0.5015720328231883,0.4703220928058318,0.46452835512058116,0.4759794251698069,0.46767077093441584,0.49858289159251423,0.504404982445887,0.5089010047248886,0.40748214804253424,0.49024328570223463,0.48846559470089734,0.48469187959034876,0.49419349221450815,0.49539235403897997,0.4925581985267458,0.5055289833018481,0.5342493628140287,0.5007284237020142,0.3626749481242402,0.5074704767445483,0.3921478440051197,0.44420323562028957,0.4899846067233231,0.4703220928058318,0.46452835512058116,0.4759794251698069
COP,0.17727322402140308,0.18221717922160444,0.20051001238406355,0.19942558216061632,0.1709655813860362,0.17397537569115118,0.18086277644534474,0.18221717922160444,0.1972553755652142,0.20021839666401006,0.19450787240986828,0.183205964182155,0.1928896627618956,0.20051001238406355,0.19439303182289897,0.19783321358171294,0.19551673723076618,0.18805290919456746,0.18665813540947032,0.3148226597707841,0.194073693850554,0.19120772839759204,0.19205599163919077,0.18389951749187358,0.17759686906628938,0.17478937468858052,0.1709655813860362,0.17397537569115118,0.18086277644534474
Sym,0.03471864729034624,0.03971737609268665,0.030279747008768877,0.03217862947307947,0.04033932515034176,0.04035939116124605,0.04317357114523237,0.03971737609268665,0.034977870170410985,0.029864638572839136,0.0322097770030951,0.03432443281690294,0.032093294977661634,0.030279747008768877,0.03340892920307954,0.03550982837309107,0.03492515729768402,0.04004341970760914,0.0402115952827515,0.027311922577639997,0.03265950031620817,0.030736117433374288,0.03432752408434031,0.0322492068480543,0.04008657897777303,0.04536049906500548,0.04033932515034176,0.04035939116124605,0.04317357114523237
CS,1.0838441712767959,0.9615792378351018,0.9974424844014949,0.9820367597773998,0.9165139162503403,0.9031393173816601,0.9430803943693176,0.9615792378351018,0.9828684399985325,1.0086497457704284,0.9508601897891712,1.071744233803795,0.974305445896847,0.9974424844014949,1.051956598003369,0.9251649363406268,0.9207613938762116,1.0395065135847006,1.0130873087851715,1.632972541219278,0.9664394174374429,1.1163983308253635,0.9866278582857493,1.1045747626508065,0.964172266847814,0.9902356562494941,0.9165139162503403,0.9031393173816601,0.9430803943693176
SF,0.0860302285004233,0.14818221856557756,0.2538428799641147,0.2528527320191748,0.14309130784358592,0.1403940031094597,0.15165428807840242,0.14818221856557756,0.259339371404137,0.25182430693727753,0.2703529282815488,0.0827553294978115,0.2689120678967506,0.2538428799641147,0.23961912696433174,0.29020249675501475,0.2954877214285264,0.21322705669845332,0.21424852825552454,0.2888622289699456,0.3226452204397151,0.07530096232579586,0.3218627930182101,0.07845771520900191,0.12887856709353418,0.1586438417378616,0.14309130784358592,0.1403940031094597,0.15165428807840242
SD,15829.676954029348,25149.113875388433,48661.20635268127,49410.5441958833,24431.939795916027,21889.308426459425,27964.28388261214,25149.113875388433,64419.60457135931,49067.020300892495,60448.169441369544,15119.42507186693,61961.36162302364,48661.20635268127,53107.23379574067,81690.37127307584,79853.04111864086,45955.59207751963,45612.96587271571,325282.78828405804,132305.83281606747,13322.633926920886,131205.29202029915,14609.046046781288,27855.034008396935,32823.11644202915,24431.939795916027,21889.308426459425,27964.28388261214
SDbw,0.17693404598730172,0.27061232681341685,0.4857087900225248,0.466769150300328,0.23647617515013278,0.2277410371241287,0.26291773189554213,0.27061232681341685,0.5703402421493193,0.5030545302385754,0.5492501827895108,0.1712726325649981,0.5411010071715725,0.4857087900225248,0.46803635364648705,0.6866681192259132,0.6635312271619149,0.4029841332994737,0.36729997631201644,1.5073588038214036,0.8484578943719867,0.16324153660297558,0.8640728862691709,0.16683105548564459,0.2532904980752971,0.2960035640621109,0.23647617515013278,0.2277410371241287,0.26291773189554213
XB*,0.6512125517736529,0.8009284261604944,0.5702386982779342,0.447174383064039,0.4656752298510831,0.6577530536266945,0.5072450350873232,0.8009284261604944,0.2442684109722881,0.7073472264687355,0.28446469743145775,0.9014610832366425,0.30241269856336006,0.5702386982779342,0.3884773343265381,0.16654388326927586,0.17910606768953832,0.5702386982779342,0.4832673988216875,0.4985926654477294,0.16386750940353736,1.0876596330537749,0.17184184377641745,0.7954383270555079,0.5760859376990825,0.5986395521931518,0.4656752298510831,0.6577530536266945,0.5072450350873232
S,0.3028193366624422,0.3664174948529169,0.4152505750916234,0.40374468025587573,0.36615419023961393,0.3612520552192586,0.3769870039160991,0.3664174948529169,0.43725782043151384,0.41689796242162414,0.44637139239267803,0.30705742891309457,0.4450064150602895,0.4152505750916234,0.38084692741802334,0.49478078385348045,0.49621877482324295,0.3967417607496613,0.38608552032801857,0.3392095122325782,0.540440347837011,0.2950167792559882,0.5378585300620601,0.29779950718151776,0.33818125184166936,0.37957276661801964,0.36615419023961393,0.3612520552192586,0.3769870039160991
DB,0.87389887448155,0.7069524784525777,0.6474843587334439,0.6622227439444498,0.7114236036834573,0.6940656705226517,0.7186804465085,0.7069524784525777,0.6888468374851813,0.6660078496872871,0.6485082728412808,0.893310897803077,0.6470674401927298,0.6474843587334439,0.729800055891916,0.6245622044548301,0.604653862617365,0.7191306754035277,0.7201181269331364,1.2282160795396666,0.6549049807140345,0.8841001037439006,0.6662456041049606,0.8947087497893601,0.737167061657377,0.7382394230919147,0.7114236036834573,0.6940656705226517,0.7186804465085
CH,251.7317353100667,236.8916835654043,216.0954311272561,222.60648082040387,256.07476863334784,249.82754561124267,257.36102332731565,236.8916835654043,263.42417154782277,217.31341870833086,253.74373976674988,238.82708700674698,247.01005503133223,216.0954311272561,229.14768623535124,299.4725242188201,295.8351606743777,225.24298745723232,230.18446747251184,75.66712377211834,354.8151286967332,220.41611554379105,352.32271916972866,231.09079499144627,260.1679068790303,257.3389119773654,256.07476863334784,249.82754561124267,257.36102332731565
AD-S,0.1676226049257223,0.32010159803103144,0.29686887832001974,0.2715905160565736,0.3139717167922865,0.3219802381808828,0.3248703801988719,0.32010159803103144,0.300102187323512,0.29350948586968617,0.2956469427289208,0.15648620709729635,0.2868048430683733,0.29686887832001974,0.25888266637324575,0.2990749269267007,0.33512166656461573,0.3201238920962471,0.29153436155875173,0.1051410375697193,0.361865905676609,0.13731448432227353,0.3555430047397361,0.16864941712188405,0.3078945766408328,0.32661564550941236,0.3139717167922865,0.3219802381808828,0.3248703801988719
AD-DB,1.8081752023924451,1.6569911510843198,1.561854203629354,1.5088813703610373,1.6556574429919575,1.6000953273154592,1.624832853100952,1.6569911510843198,1.5158750276720905,1.5782121288160091,1.481843301877126,1.715115675285705,1.5566886880946675,1.561854203629354,1.6008990683391755,1.4679377325260023,1.4269538020339514,1.554493883053244,1.5314130699139972,1.7228600834279693,1.3914928129181938,1.8071436555972227,1.4158233628812453,1.7172704977795779,1.6856840146201522,1.6215323818089817,1.6556574429919575,1.6000953273154592,1.624832853100952
AD-CH,26.102318769181146,41.72100377370132,82.1003807327694,82.82098263348075,42.0887424527963,38.90925273012004,45.9488248547962,41.72100377370132,103.00274756477549,82.05088576237206,102.6358766826696,24.492195117006993,101.97623656973822,82.1003807327694,81.77942595643341,134.5662256308733,141.38119479225168,71.14088625500037,71.33914197035291,333.28542410171116,210.48217957786258,21.53514960927929,209.89965973466798,23.532103202087626,38.83870033039427,50.92555650623365,42.0887424527963,38.90925273012004,45.9488248547962
AD-idea,1.1946520370794933,23.5438364034905,5.504932284360645,6.643973951902436,17.08364649254127,43.82430000033786,20.994698694249756,23.5438364034905,4.023541724568624,4.9941018193810365,4.2632595649323015,0.28385986442709915,3.5368909925321272,5.504932284360645,4.743632180695825,3.7795883634832226,4.210773810439167,8.553963384611139,8.840373545892897,1.3332593020298733,3.2266427253016494,0.024061023678131073,3.081959103770063,3.304288546328148,20.845825004149482,15.591134650375782,17.08364649254127,43.82430000033786,20.994698694249756
