,labels_mk2_SpectralClustering_params1,labels_mk2_SpectralClustering_params10,labels_mk2_SpectralClustering_params11,labels_mk2_SpectralClustering_params12,labels_mk2_SpectralClustering_params13,labels_mk2_SpectralClustering_params14,labels_mk2_SpectralClustering_params15,labels_mk2_SpectralClustering_params16,labels_mk2_SpectralClustering_params17,labels_mk2_SpectralClustering_params18,labels_mk2_SpectralClustering_params19,labels_mk2_SpectralClustering_params2,labels_mk2_SpectralClustering_params20,labels_mk2_SpectralClustering_params21,labels_mk2_SpectralClustering_params22,labels_mk2_SpectralClustering_params23,labels_mk2_SpectralClustering_params24,labels_mk2_SpectralClustering_params25,labels_mk2_SpectralClustering_params26,labels_mk2_SpectralClustering_params27,labels_mk2_SpectralClustering_params28,labels_mk2_SpectralClustering_params29,labels_mk2_SpectralClustering_params3,labels_mk2_SpectralClustering_params30,labels_mk2_SpectralClustering_params31,labels_mk2_SpectralClustering_params32,labels_mk2_SpectralClustering_params33,labels_mk2_SpectralClustering_params34,labels_mk2_SpectralClustering_params35,labels_mk2_SpectralClustering_params36,labels_mk2_SpectralClustering_params4,labels_mk2_SpectralClustering_params5,labels_mk2_SpectralClustering_params6,labels_mk2_SpectralClustering_params7,labels_mk2_SpectralClustering_params8,labels_mk2_SpectralClustering_params9
B,439.6350847976128,0.7284964723633577,0.7284973852162661,0.7284964723633577,8.054507207590962,2.65875236679188,55.39802947087558,84.05569464535417,6.637403458328236,9.051156979679243,0.4075278619875065,11.923801054163585,0.41257037903411303,0.4075278619875065,0.41257037903411303,0.4075278619875065,0.41257037903411303,7.441518278966629,9.33691523895058,7.815630070190273,20.014292563548416,1.3503668613173718,159.51238175092644,1.321713764175863,0.2736940858147253,0.27372555436470697,0.2736940858147253,0.27372555436470697,0.2736940858147253,0.27372555436470697,407.55233002655416,6.920632140583431,8.344093698505944,0.7284973852162661,0.7284964723633577,0.7284973852162661
BH,238.24699614246475,141.32311610108002,141.3172005280551,141.32311610108002,158.40817575274374,130.38614958157424,156.89683456254446,157.8037984950664,155.1538006783045,155.2624458526095,60.173832257579186,229.64205853800695,60.7442373507673,60.173832257579186,60.7442373507673,60.173832257579186,60.7442373507673,118.30266888471866,112.98713897634951,112.49769154249958,116.19102156093919,67.79296288829727,238.11418710238897,66.98584440423483,31.858821208551433,31.817122179595316,31.858821208551433,31.817122179595316,31.858821208551433,31.817122179595316,238.3128859640969,235.06254649272495,234.97269010439516,141.3172005280551,141.32311610108002,141.3172005280551
D,0.12880593149922062,0.3023640079720978,0.3055907085749593,0.3023640079720978,0.12880593149922062,0.008268822365629834,0.10953794420651392,0.14744886457792059,0.10554345424268109,0.13894178067176846,0.2604689686006186,0.20580165236941017,0.25819899067946334,0.2604689686006186,0.25819899067946334,0.2604689686006186,0.25819899067946334,0.13127862834035897,0.005937216862102619,0.10152737709052669,0.1670410877913505,0.11728982834465652,0.11968726056512825,0.13445430035638503,0.2897673089076146,0.29311463449822267,0.2897673089076146,0.29311463449822267,0.2897673089076146,0.29311463449822267,0.15409885788282052,0.12910592895970796,0.14231637584942336,0.3055907085749593,0.3023640079720978,0.3055907085749593
H,1.9917597492344457,0.5331971974014027,0.5332206700652924,0.5331971974014027,2.6465343510793007,2.060596910480572,2.929740434050012,2.934832937452201,1.5270321106010303,2.072113193460128,0.5285563984584746,1.7249392242312118,0.5358344342937418,0.5285563984584746,0.5358344342937418,0.5285563984584746,0.5358344342937418,3.0725351896995488,3.646096293756776,3.4490146417005305,3.768083003536809,1.971959351814771,1.9686374575889478,1.846139507615058,0.6727963714341133,0.6734515791974635,0.6727963714341133,0.6734515791974635,0.6727963714341133,0.6734515791974635,1.9881762636192601,1.2291260429715916,1.401687575844495,0.5332206700652924,0.5331971974014027,0.5332206700652924
DBCV,-0.9835641311245753,-0.9579662014415677,-0.9225877513866774,-0.9579662014415677,-0.9840872614289582,-0.9905390809110416,0.03572473399519883,-0.1711629312016257,-0.6349044809859986,-0.892192092958143,-0.9644939440590222,-0.9173154076251658,-0.9767535282421042,-0.9644939440590222,-0.9767535282421042,-0.9644939440590222,-0.9767535282421042,-0.9787571995837766,-0.9869439760561404,-0.750420690027979,0.04763082770074153,-0.7605803247532387,-0.9271616419875635,-0.8310550857971637,-0.9710070474000084,-0.9806732410649058,-0.9710070474000084,-0.9806732410649058,-0.9710070474000084,-0.9806732410649058,-0.934422674561951,-0.6003060026305089,-0.8291531019898866,-0.9225877513866774,-0.9579662014415677,-0.9225877513866774
I,0.0005006072707023227,0.3538718417711743,0.35382983208582164,0.3538718417711743,0.013492337867628013,0.06817876999607783,0.0036734329525647627,0.0019968379358706358,0.03182054650223003,0.024092534134877715,0.30347932472581096,0.018804508398976523,0.29464981048158656,0.30347932472581096,0.29464981048158656,0.30347932472581096,0.29464981048158656,0.008014610451596939,0.013060707355642947,0.01524301313389113,0.006892353729735468,0.11752808501057842,0.0011096032600743523,0.1250465388963322,0.3479234054048946,0.34475062358080055,0.3479234054048946,0.34475062358080055,0.3479234054048946,0.34475062358080055,0.00045602008375226555,0.021345699324961564,0.01834663651968258,0.35382983208582164,0.3538718417711743,0.35382983208582164
C,0.44781526197544663,0.1884724548344495,0.18843787653361854,0.1884724548344495,0.44734941013282475,0.38553865636151713,0.5159811237987619,0.4996779908998798,0.6401806550089161,0.6344697151789294,0.11852839372549771,0.46548887663690414,0.12064651110129564,0.11852839372549771,0.12064651110129564,0.11852839372549771,0.12064651110129564,0.44985427391951965,0.41188033760972864,0.5448132982124712,0.5265130862224269,0.26969870777494065,0.6020138196318391,0.27122086355800984,0.0875076094982824,0.08740071902498811,0.0875076094982824,0.08740071902498811,0.0875076094982824,0.08740071902498811,0.5917654710199535,0.6238912497594227,0.6172107933429057,0.18843787653361854,0.1884724548344495,0.18843787653361854
CDbw,0.006658920048224477,0.002917425515136736,0.002912200542890059,0.002917425515136736,0.02959390967789689,0.019023722225582403,0.00980918957984363,0.013108022435021958,0.9743890141558134,0.330038659357901,0.016810318485334916,0.006907269713944506,0.01980833838067168,0.016810318485334916,0.01980833838067168,0.016810318485334916,0.01980833838067168,0.1957193984155518,0.026716828246523765,0.04395956295342843,0.031056821542012534,0.35932357350663163,0.02071633712707761,0.21926971300971862,0.06228719570517962,0.014976853751994236,0.06228719570517962,0.014976853751994236,0.06228719570517962,0.014976853751994236,0.02000068397770503,0.37585705657957696,0.1455611596561618,0.002912200542890059,0.002917425515136736,0.002912200542890059
VIASCKDE,0.6097418324557894,0.6182652273678056,0.6177380471034292,0.6182652273678056,0.6089253850596775,0.6322625509985507,0.5925779524889065,0.6552626815582117,0.6570176214324467,0.6434888172651136,0.6041935024350485,0.6619134795161453,0.5920660178577835,0.6041935024350485,0.5920660178577835,0.6041935024350485,0.5920660178577835,0.6520073875796263,0.5699624542805025,0.5899653160835389,0.6299529080879381,0.663124837006211,0.5989773373455569,0.6608071726596709,0.5803725866517825,0.5841848688809514,0.5803725866517825,0.5841848688809514,0.5803725866517825,0.5841848688809514,0.5863612262158956,0.6367819712028484,0.6324646178392725,0.6177380471034292,0.6182652273678056,0.6177380471034292
COP,0.34493505909303634,0.27088863879569625,0.270789095067594,0.27088863879569625,0.48423115024147767,0.43497746653992625,0.5240105918137201,0.49165859389078864,0.4353664896591364,0.4576839314283493,0.28533922883640517,0.3524183987019927,0.292976013925419,0.28533922883640517,0.292976013925419,0.28533922883640517,0.292976013925419,0.48544319980289835,0.4680544333283267,0.5047677756861143,0.502114286686905,0.3542309560026411,0.34208003565678535,0.3628753067304846,0.3480693899514126,0.3547652314295583,0.3480693899514126,0.3547652314295583,0.3480693899514126,0.3547652314295583,0.34507678615071097,0.3273586596376904,0.3276334548920238,0.270789095067594,0.27088863879569625,0.270789095067594
Sym,0.0003283129394740218,0.011988998559256267,0.011969653558864883,0.011988998559256267,0.0017439443471499432,0.0020060920587646486,0.001003880563708832,0.000951151880391634,0.004988148108740168,0.004466036857630354,0.014677755668777138,0.0023772919281509265,0.01471591622769131,0.014677755668777138,0.01471591622769131,0.014677755668777138,0.01471591622769131,0.0013621259899113526,0.0011358199505987427,0.0014029273970780996,0.001399905629635307,0.005105801046587688,0.0007301674745656773,0.004934115227234454,0.012955121324418607,0.012776815617503696,0.012955121324418607,0.012776815617503696,0.012955121324418607,0.012776815617503696,0.0005049742043652991,0.0033965738989175827,0.0028986861651128406,0.011969653558864883,0.011988998559256267,0.011969653558864883
CS,35.80897670947967,1.551928024061811,1.553001015939918,1.551928024061811,9.671743646546473,3.4939053128294426,14.715501468567707,17.32080219326414,3.2742337388979466,4.460907917279172,1.2267824635754738,5.646280012455686,1.259557118710605,1.2267824635754738,1.259557118710605,1.2267824635754738,1.259557118710605,11.084150458003098,8.294658519997581,6.193508127338874,10.760897165686186,2.845717020331594,19.538298297902653,2.5160319212455695,1.1551984424407047,1.1469526364092946,1.1551984424407047,1.1469526364092946,1.1551984424407047,1.1469526364092946,31.2787986178615,3.870214089511586,4.38400911053514,1.553001015939918,1.551928024061811,1.553001015939918
SF,0.22788605570066078,0.3424696747699413,0.342444927935846,0.3424696747699413,0.1480396053648665,0.1631096204028608,0.15602696965349205,0.1487673024280428,0.2964195693804671,0.2554657865890726,0.2925309596821626,0.23895724042914301,0.2908931582913554,0.2925309596821626,0.2908931582913554,0.2925309596821626,0.2908931582913554,0.13198947006566464,0.07794213950992546,0.11649182886049436,0.09921037383743836,0.23660636207948593,0.27491297359273825,0.22038626750267298,0.2529037181885151,0.2530058256769886,0.2529037181885151,0.2530058256769886,0.2529037181885151,0.2530058256769886,0.26873259796853066,0.3397958783864389,0.32306743898322876,0.342444927935846,0.3424696747699413,0.342444927935846
SD,25291137332.035374,14926489615.094687,14944973615.549175,14926489615.094687,21629712737.34238,19284426814.101063,19910297873.763752,21010577035.4996,10320467107.766504,12279151524.443985,9562082224.660358,22991272893.367664,9595652693.926146,9562082224.660358,9595652693.926146,9562082224.660358,9595652693.926146,16950459136.599352,22895842579.58627,16200657455.136322,18592438430.29514,9050237729.028902,18205809520.0823,9615626546.932467,6302180924.31576,6293770087.153014,6302180924.31576,6293770087.153014,6302180924.31576,6293770087.153014,19049403598.914986,14056607957.456036,15151146267.340559,14944973615.549175,14926489615.094687,14944973615.549175
SDbw,2.3106791846421277,1.8421098182835145,1.8459704578895086,1.8421098182835145,1.9737318252862837,2.0919026352911834,2.1829278848202964,2.2062219543492603,2.6524901103078546,2.3673905312610923,1.351323868155768,2.6842576003645062,1.3435581484780106,1.351323868155768,1.3435581484780106,1.351323868155768,1.3435581484780106,1.7725921298384129,2.265093493799127,1.5988127297515686,1.8078411083958428,1.4172802167977745,2.720034498500751,1.471251702057528,1.0560142151199892,1.0557440221360386,1.0560142151199892,1.0557440221360386,1.0560142151199892,1.0557440221360386,2.695076807577915,1.801475757446659,1.9829062202611278,1.8459704578895086,1.8421098182835145,1.8459704578895086
XB*,314.4687349774513,0.3681867335537622,0.3664347982095401,0.3681867335537622,338.6989374626909,3.02507945735501,114.33239193125327,215.77479739408398,7.661828219118598,12.857872095585654,0.24486438444217562,6.65817227498437,0.23001888153722846,0.24486438444217562,0.23001888153722846,0.24486438444217562,0.23001888153722846,1476.2620867349794,34.06486647044157,38.18610454154016,215.77479739408398,5.244736879495453,124.20045339503861,2.5823251768295266,0.2159496284733489,0.2188346626695437,0.2159496284733489,0.2188346626695437,0.2159496284733489,0.2188346626695437,305.58012285763584,6.2771197147687605,7.375136148224386,0.3664347982095401,0.3681867335537622,0.3664347982095401
S,0.05755151758416859,0.3770647197477126,0.3770773990697389,0.3770647197477126,-0.10474421871126274,0.036145701960006237,-0.07332960294599601,-0.06846784406485765,-0.2141559608209488,-0.17488163011327848,0.39507972602649716,0.040059863078079426,0.3908812963173285,0.39507972602649716,0.3908812963173285,0.39507972602649716,0.3908812963173285,-0.20457822473060822,-0.04649661110395041,-0.10331468653774303,-0.09973557461033423,-0.020586820693434548,-0.07462910593661676,0.011943229851598913,0.3811288458533268,0.3814161031908578,0.3811288458533268,0.3814161031908578,0.3811288458533268,0.3814161031908578,-0.06300821166852506,-0.10756429623148954,-0.09272547616138575,0.3770773990697389,0.3770647197477126,0.3770773990697389
DB,30.23491254219348,1.0960861593234668,1.096189817389597,1.0960861593234668,22.062976573390703,2.766019860549162,12.225831554807106,18.888922605646908,3.3195197150647107,4.420159114559431,0.8531737319577516,4.806428865025252,0.8485162827024223,0.8531737319577516,0.8485162827024223,0.8531737319577516,0.8485162827024223,34.148098441332145,8.127316313649215,6.752750294255172,14.621813615280347,2.1672174673676854,17.040634356291157,1.8435814890058817,0.8321857620724749,0.8327784624134147,0.8321857620724749,0.8327784624134147,0.8321857620724749,0.8327784624134147,27.205662378908634,3.0867208329171665,3.5590824752679997,1.096189817389597,1.0960861593234668,1.096189817389597
CH,0.9586013471279222,686.0761271595849,686.1466230034912,686.0761271595849,1.811740169753511,109.33657100317684,6.631096423607008,3.727898338259331,12.305856649914185,11.94841933771043,818.5753314949293,38.39066622563451,806.2076319408307,818.5753314949293,806.2076319408307,818.5753314949293,806.2076319408307,2.62464908216749,18.367213646494694,19.8915678912184,8.706093545020416,251.9395030758646,1.5157740823387131,258.975442843416,910.575448786757,912.2039489800381,910.575448786757,912.2039489800381,910.575448786757,912.2039489800381,0.6824047671806927,14.491737168333247,14.878926210069428,686.1466230034912,686.0761271595849,686.1466230034912
AD-S,-0.004180558907645306,-0.025714255552299375,-0.025773491922662733,-0.025714255552299375,-0.04437359509773947,-0.073895336903478,0.31095359651439974,0.36223557315181415,-0.030606197395383263,-0.017809785450077057,-0.11592791219543554,0.06386425433402207,-0.1261643892319709,-0.11592791219543554,-0.1261643892319709,-0.11592791219543554,-0.1261643892319709,-0.04946450295890654,-0.20598577099597928,0.10275536531637676,0.1811454550058532,-0.02763545929783226,0.26995532393440275,-0.01925629547887435,-0.13368148861545762,-0.13304321032377334,-0.13368148861545762,-0.13304321032377334,-0.13368148861545762,-0.13304321032377334,0.291014139593705,0.1514327240322335,0.17811659410163974,-0.025773491922662733,-0.025714255552299375,-0.025773491922662733
AD-DB,1.5806064783025258,1.5971136112159376,1.5972460401220994,1.5971136112159376,1.7473096375765422,3.247489791946196,1.5942752285344042,1.4929940577067677,2.486268367098432,2.6701018531168152,2.171844485834959,4.264234775178296,2.181344436392632,2.171844485834959,2.181344436392632,2.171844485834959,2.181344436392632,2.3128115287628823,6.507398228635253,2.8647956551527134,1.790858977360816,2.5639412075977317,1.0548477353340326,2.692915874081981,3.9657214638822413,3.9626427146416194,3.9657214638822413,3.9626427146416194,3.9657214638822413,3.9626427146416194,1.0782488161636823,0.929347785224921,0.9548343252177205,1.5972460401220994,1.5971136112159376,1.5972460401220994
AD-CH,833.0665408239031,859.3133188219688,858.4902299178025,859.3133188219688,422.56440407150734,291.46146048211466,560.0422941716031,585.2596302747834,665.9996192031434,665.088519136364,419.35028707334664,1298.9236542596695,411.18667139909013,419.35028707334664,411.18667139909013,419.35028707334664,411.18667139909013,331.98116987994945,268.09497691424156,409.8543910402761,386.2055274269902,324.1134366139083,1245.8752247302455,324.12888996780254,353.0786371640841,353.57692746795277,353.0786371640841,353.57692746795277,353.0786371640841,353.57692746795277,1222.2033880637098,1328.311699286165,1330.0960741116908,858.4902299178025,859.3133188219688,858.4902299178025
AD-idea,0.2347717291333988,0.8162782732160905,0.8163229263376448,0.8162782732160905,0.051752365572882764,0.36919956168437634,5.532456417935995,5.827903605828258,13.233418584141996,6.288355112947235,0.6657223343573341,0.8099337447453384,0.6073604919326171,0.6657223343573341,0.6073604919326171,0.6657223343573341,0.6073604919326171,0.11045561016699937,0.008871691202525294,3.148045890210146,2.475110064845616,5.219719814360037,3.6209292899283985,3.6436936927281716,0.5824040554044687,0.5445190561997154,0.5824040554044687,0.5445190561997154,0.5824040554044687,0.5445190561997154,3.379471825546617,6.131165277541379,5.344689844199467,0.8163229263376448,0.8162782732160905,0.8163229263376448
