,labels_zigzag_noisy_MeanShift_params1,labels_zigzag_noisy_MeanShift_params10,labels_zigzag_noisy_MeanShift_params11,labels_zigzag_noisy_MeanShift_params12,labels_zigzag_noisy_MeanShift_params13,labels_zigzag_noisy_MeanShift_params14,labels_zigzag_noisy_MeanShift_params15,labels_zigzag_noisy_MeanShift_params16,labels_zigzag_noisy_MeanShift_params17,labels_zigzag_noisy_MeanShift_params18,labels_zigzag_noisy_MeanShift_params19,labels_zigzag_noisy_MeanShift_params2,labels_zigzag_noisy_MeanShift_params20,labels_zigzag_noisy_MeanShift_params21,labels_zigzag_noisy_MeanShift_params22,labels_zigzag_noisy_MeanShift_params23,labels_zigzag_noisy_MeanShift_params24,labels_zigzag_noisy_MeanShift_params25,labels_zigzag_noisy_MeanShift_params26,labels_zigzag_noisy_MeanShift_params27,labels_zigzag_noisy_MeanShift_params28,labels_zigzag_noisy_MeanShift_params3,labels_zigzag_noisy_MeanShift_params4,labels_zigzag_noisy_MeanShift_params5,labels_zigzag_noisy_MeanShift_params6,labels_zigzag_noisy_MeanShift_params7,labels_zigzag_noisy_MeanShift_params8,labels_zigzag_noisy_MeanShift_params9
B,0.014552945255930136,0.04884947102179827,0.086270209195867,0.09334659741679703,0.056434074576367975,0.04884947102179827,0.056405948420659255,0.04884947102179827,0.08536537438382845,0.08560849003203105,0.19104682369260784,0.014521288362046457,0.19104682369260784,0.08536537438382845,0.06220760696643747,0.09299816670482222,0.11350810020466523,0.03742675181466573,0.03560905015554386,0.19410587747767838,0.19360623132942356,0.02549806870730697,0.023043214107490387,0.03725353463224249,0.0354515822859236,0.056434074576367975,0.04884947102179827,0.056405948420659255
BH,0.0761162856379824,0.6587205124968142,1.8017297920222703,1.8999465189921196,1.0194398262224957,0.6587205124968142,1.01837443128311,0.6587205124968142,1.8005969777098858,1.8152728369168543,7.7843723446922,0.06805909903890763,7.7843723446922,1.8005969777098858,1.2274763572697358,2.477696074593652,3.4818722752671873,0.5301746375019398,0.4642839356475907,7.932563172319968,7.9029684066709125,0.2653779522402142,0.1993580380324479,0.5299292341638331,0.46338879234167235,1.0194398262224957,0.6587205124968142,1.01837443128311
D,0.1972337129816762,0.2601684077887279,0.3037029563310946,0.20575002527612787,0.2515559056212595,0.2601684077887279,0.2425382108384867,0.2601684077887279,0.3286060065360306,0.21183553124876878,0.3509646015003448,0.17689229517609312,0.3509646015003448,0.3286060065360306,0.29392461869531344,0.33664921314549806,0.35500514641972086,0.3370458535434096,0.2961491516584606,0.3726616066652639,0.3753073040906522,0.16469200674290413,0.2489996264851437,0.3370458535434096,0.2845010216510848,0.2515559056212595,0.2601684077887279,0.2425382108384867
H,3.6519739558263824,1.3794477728170307,1.010688051051357,1.1761859865732038,1.3150897794469731,1.3794477728170307,1.3064553755815715,1.3794477728170307,1.0181426868612804,1.0600121709063612,0.49095835247276637,3.9092723985041387,0.49095835247276637,1.0181426868612804,0.9775764619108449,1.0474888694082658,1.0708988136879265,1.3459707773724685,1.4371948739481872,0.48981212410016106,0.4900163992414577,2.2870691290691982,2.239123235176003,1.3235047956514778,1.4657792219190582,1.3150897794469731,1.3794477728170307,1.3064553755815715
DBCV,0.5602354237566743,0.06505509501573672,-0.01193635207978627,0.021381633923282014,0.11790194187439035,0.06505509501573672,0.07743774592262918,0.06505509501573672,-0.020005898807081125,0.08536533752667862,-0.785647301964564,0.5038423250619736,-0.785647301964564,-0.020005898807081125,0.09724485736760027,-0.517692628395785,-0.7392579222401123,0.1400293955972174,-0.016999244689090844,-0.8667040866383834,-0.7925079832255829,0.3194328781218773,0.17702112538334375,0.06531959892035102,0.07947104941633211,0.11790194187439035,0.06505509501573672,0.07743774592262918
I,0.45058845965914396,0.7987017056398411,0.8733246069531181,0.7550405505810179,0.8948019318532585,0.7987017056398411,0.8944433141467035,0.7987017056398411,0.8886976984330148,0.83337936763146,0.6209260265731193,0.39875848515911416,0.6209260265731193,0.8886976984330148,0.982337520689091,0.9195418629689799,0.9245477556602071,0.8377881064530076,0.7751687301239774,0.6032569699550493,0.6085085917415463,0.6009337255893986,0.5514032112348181,0.8383793960317142,0.7855352373854028,0.8948019318532585,0.7987017056398411,0.8944433141467035
C,0.008180397777565233,0.014923416773215343,0.027471353791744924,0.029822602017992413,0.020484927502697065,0.014923416773215343,0.020390406332335523,0.014923416773215343,0.027484219067655254,0.029457675066073455,0.0468545651214386,0.00882881226598153,0.0468545651214386,0.027484219067655254,0.01943786812385034,0.032330695023503234,0.03672526724179421,0.012217714610786514,0.012289212719792416,0.0488671889435435,0.04841402609479942,0.011006702454211835,0.008804081771154191,0.012104477197462672,0.012771621486675846,0.020484927502697065,0.014923416773215343,0.020390406332335523
CDbw,0.0,0.5683537081472286,0.3794574117779152,0.4367068383307551,0.29115336042146905,0.5683537081472286,0.29614477018752233,0.5683537081472286,0.35217968183276727,0.45167249181224084,0.091133388001254,0.0,0.091133388001254,0.35217968183276727,0.33246908250107493,0.10181801224448961,0.0813757478802931,0.6546931962949464,0.7600162646262184,0.04566501095015179,0.04654558338899961,1.6408048327596598,1.9212199908037626,0.6805895751738748,0.6691997842955256,0.29115336042146905,0.5683537081472286,0.29614477018752233
VIASCKDE,,0.6028806445497725,0.6270320866239533,0.6109430703292967,0.6115623718049825,0.6028806445497725,0.61185042242796,0.6028806445497725,0.6168672124631843,0.6192516249017561,0.5662986294127741,,0.5662986294127741,0.6168672124631843,0.6107407015591736,0.6091391535277737,0.6123470251623228,0.5695049656886501,0.5907030278570324,0.5631622228023208,0.5678171578581421,0.5592967372948935,0.5699257015181287,0.5798021724776199,0.5709709862014688,0.6115623718049825,0.6028806445497725,0.61185042242796
COP,0.1652028983624002,0.12648974522946027,0.1274551777535499,0.12930629179487765,0.1284507115619691,0.12648974522946027,0.1284479463293205,0.12648974522946027,0.12799136618629325,0.1299093054306252,0.16076547473643601,0.17018968134318707,0.16076547473643601,0.12799136618629325,0.12703754539040957,0.1416341426994252,0.14500346386345328,0.12544458015627868,0.13164795686087716,0.1590221064031839,0.15877811013572302,0.14356190745671854,0.1376638058539766,0.12672915974248947,0.1302275392826065,0.1284507115619691,0.12648974522946027,0.1284479463293205
Sym,0.06937440203192138,0.06162888874691498,0.06334307972091383,0.06100853489908188,0.06321420344811672,0.06162888874691498,0.06403128711578794,0.06162888874691498,0.06378188183178003,0.06599558193398769,0.034362236721226014,0.06665827378279421,0.034362236721226014,0.06378188183178003,0.06598578765591294,0.04364413604915281,0.04778840073871344,0.06991195682648299,0.07023405465798382,0.037071954886993594,0.036791061092391365,0.06298729487880847,0.06985883866546032,0.07248554700815686,0.07020493683566344,0.06321420344811672,0.06162888874691498,0.06403128711578794
CS,0.7695453845846846,0.9154735604598253,0.9708381766057945,1.0848474109718895,1.0251717561915559,0.9154735604598253,1.0225101979110625,0.9154735604598253,0.9729471786949392,0.9917220652228165,0.9577813941249607,0.7724083864070831,0.9577813941249607,0.9729471786949392,0.9158737991408378,1.1188435980776994,1.2283017732863981,0.8181276348757214,0.8081421025422227,0.9667208204451426,0.9676285484409803,0.8424401091749114,0.7837263508544197,0.8113036770828085,0.8185963977516724,1.0251717561915559,0.9154735604598253,1.0225101979110625
SF,0.10350592881827736,0.17779503608184044,0.21518055226899246,0.20665594903201534,0.18866605168895612,0.17779503608184044,0.1890091014736477,0.17779503608184044,0.2115481268868833,0.2123024351547157,0.2936213168251198,0.09008911649519435,0.2936213168251198,0.2115481268868833,0.20201024490791963,0.22406741925908746,0.23775293458755176,0.16010257992516164,0.1559072862285329,0.2955842712849299,0.2951276770748812,0.12638149535278298,0.11733838867375967,0.16067352186917816,0.15259750716992782,0.18866605168895612,0.17779503608184044,0.1890091014736477
SD,16139.772534577769,64339.00911823377,116169.79639006357,130221.22418655598,86121.52405728726,64339.00911823377,86098.57083319037,64339.00911823377,117933.20116038588,119713.62582820562,224287.50241054766,15163.974908017382,224287.50241054766,117933.20116038588,94136.24322241089,136969.2052218257,177515.89678414044,57106.957078031905,50934.46941298205,229445.638659865,229200.73639997595,36074.707446525106,30579.37931834045,57042.08089066406,52064.57103459215,86121.52405728726,64339.00911823377,86098.57083319037
SDbw,0.07557200070374237,0.2122676673699477,0.340695799322615,0.3796821761816557,0.23526347371946604,0.2122676673699477,0.23373742231289196,0.2122676673699477,0.34711509065706925,0.3647633835480423,0.7491136521987293,0.06410349043228869,0.7491136521987293,0.34711509065706925,0.2642787201318916,0.3888156307272397,0.5026563706524273,0.16327814430810084,0.15611931070866347,0.7710055808554945,0.7716318173212833,0.1239171560245589,0.1110480512848088,0.16782733265920668,0.16559608352057056,0.23526347371946604,0.2122676673699477,0.23373742231289196
XB*,0.7827820445715927,0.29729236826400285,0.37665308362280486,0.6182718921720453,0.36863112942933135,0.29729236826400285,0.36863112942933135,0.29729236826400285,0.3741238520105845,0.5025419080766609,0.17295595939638395,0.7624797340178745,0.17295595939638395,0.3741238520105845,0.2702967607015379,0.35403548957923425,0.38656030264662455,0.28447348392675786,0.455133977691708,0.17921409091350207,0.1755319534403744,0.5267384388207048,0.4820767644255978,0.28564474513804516,0.39919739768963597,0.36863112942933135,0.29729236826400285,0.36863112942933135
S,0.46187267244549957,0.5315079041731019,0.5474643004218647,0.5356721379549781,0.536849852338425,0.5315079041731019,0.5367319902715527,0.5315079041731019,0.5472198262153035,0.5462278366966957,0.5156559856440723,0.4457202819602333,0.5156559856440723,0.5472198262153035,0.5599674675135056,0.5069144827142441,0.4964987420037613,0.5414492295442657,0.5366854761420402,0.5133650414229792,0.5143329410177094,0.5120168018806199,0.5086384650315232,0.540495834005965,0.5342232626149583,0.536849852338425,0.5315079041731019,0.5367319902715527
DB,0.6101167804522941,0.6256792913238114,0.6355071440333941,0.6867720324387203,0.6821948849997441,0.6256792913238114,0.6741007804228298,0.6256792913238114,0.642112388946863,0.641824722696368,0.6743962292127631,0.6240448210893622,0.6743962292127631,0.642112388946863,0.6030318644111224,0.6982350340623789,0.7268720030552772,0.6213397993284896,0.6105958354826563,0.6652027917240763,0.6666239212913789,0.6529942225608583,0.6117384302911972,0.6168688476930089,0.6183181751023376,0.6821948849997441,0.6256792913238114,0.6741007804228298
CH,514.1240723924659,494.78151967435406,413.47806685321683,389.9471397644892,464.92347484085707,494.78151967435406,465.44357480951106,494.78151967435406,413.7644432152012,410.0820536803633,399.73175275487307,506.84466292025115,399.73175275487307,413.7644432152012,481.51455152086754,394.0201750530447,383.8933846422771,521.876561205724,510.35431716538193,390.4210075823454,392.25252636825167,471.36220855076067,510.1461318865441,522.1293109530508,511.3826834341889,464.92347484085707,494.78151967435406,465.44357480951106
AD-S,0.4836053399159323,0.4277886940709193,0.423430198381174,0.4320211756782544,0.4235610821878587,0.4277886940709193,0.4234922328718295,0.4277886940709193,0.42466132015912716,0.43017318014583905,0.0702864375155213,0.46179023467465735,0.0702864375155213,0.42466132015912716,0.4340922279936757,0.37741501284512174,0.37206028083613024,0.4303781293099144,0.421072096332482,0.20173085094775234,0.20187391799465534,0.4451981236022265,0.44228157382768224,0.4297216421164131,0.4193260762605591,0.4235610821878587,0.4277886940709193,0.4234922328718295
AD-DB,1.257840910402375,1.576224595627626,1.4152640954678781,1.4027107356322823,1.4819446574692938,1.576224595627626,1.480613039919649,1.576224595627626,1.4167851531500604,1.420723768921383,1.8702143237839943,1.2372491327439774,1.8702143237839943,1.4167851531500604,1.4397699819664362,1.538017963803867,1.5090880321632525,1.4387878096552305,1.5043133550206491,1.663347565605561,1.6634428613389112,1.3893996828322135,1.3225854092470632,1.4443710604152817,1.5195330866046357,1.4819446574692938,1.576224595627626,1.480613039919649
AD-CH,21.43281604870051,49.06193638263401,72.14466071778769,74.7073168859444,59.454025222007445,49.06193638263401,59.438213638378535,49.06193638263401,71.0355663334474,73.62979681342655,105.64914896121626,20.6101455671848,105.64914896121626,71.0355663334474,66.018837660375,81.23776371814775,95.41891357881431,46.853809139830375,43.255635218230665,123.57259418936333,123.57700504336619,33.05112968761785,30.78177864223166,46.774001106160625,43.13075086102029,59.454025222007445,49.06193638263401,59.438213638378535
AD-idea,17655.615161534162,175.7051433585789,68.73487957566972,56.23414865764688,111.35598189488262,175.7051433585789,113.09363790965853,175.7051433585789,65.17136056692688,82.94404757704129,1.2624569012330509,68.18420942874359,1.2624569012330509,65.17136056692688,94.34590923048255,19.48491276656701,16.217623642649812,205.7626757444246,235.24104875405845,2.196196869975714,2.232743874320054,917.7564668921652,427.2825388235371,211.8607500706944,233.33794363982054,111.35598189488262,175.7051433585789,113.09363790965853
