,labels_a1_DBSCAN_params13,labels_a1_DBSCAN_params14,labels_a1_DBSCAN_params15,labels_a1_DBSCAN_params17,labels_a1_DBSCAN_params18,labels_a1_DBSCAN_params19,labels_a1_DBSCAN_params20,labels_a1_DBSCAN_params21,labels_a1_DBSCAN_params22,labels_a1_DBSCAN_params23,labels_a1_DBSCAN_params24,labels_a1_DBSCAN_params9
B,0.004335466713446816,0.0009910328986946623,0.0020605070894389598,0.13116439209076083,0.03292515743242756,0.019936867505785365,0.018026421837995122,0.3405680657836371,0.34032403196713285,0.34032403196713285,0.3399771587655998,0.0001637043395896492
BH,0.044416805637698516,0.008112691590142662,0.002930643894301309,36.32816365696317,3.070564629437214,1.6418233893950998,1.3999059565715202,213.15224278895835,212.99847665221614,212.99847665221614,212.79163306183125,0.00043912773263958424
D,0.1072473459553704,0.2713414072419274,7.473343226646584,0.12635332185563986,0.0809172790801223,0.2107238553581258,0.23084424371884557,0.25550386746223985,0.2556938658839751,0.2556938658839751,0.2558996036294222,0.32176689189410895
H,10.407686137791963,2.0025042866132945,0.005770990496417613,1.1308349090164844,2.1472323976084216,1.4800378218663073,1.2951329430301008,0.5036453503398133,0.5032606577183921,0.5032606577183921,0.502757080638745,0.5841101836745387
DBCV,0.13019787510616604,0.8376726267796284,0.9978513381415046,0.10139491063950361,0.2404879014240629,0.46952270008752084,0.6926926778624645,0.22939067925046014,0.40087454137088463,0.40087454137088463,0.4165728583112569,0.9704634835684179
I,0.18681743207433057,4.668202039364192,14.42730695931515,0.4353696971684874,0.49292750667813184,0.7067071592218666,0.7872416352279771,0.5002374801806897,0.5004522267363708,0.5004522267363708,0.5007300717270526,35.60682087924464
C,0.007626774937684572,0.001853419529959514,0.0,0.11768443400568887,0.025566545028502755,0.015208486903000433,0.013334935800595756,0.12657679538085825,0.12646958653646853,0.12646958653646853,0.1263072085575904,0.0003785242387070781
CDbw,7.645392443825155,10.30502049529084,14.19390169955095,0.18779799321835539,0.3293147782611484,0.3150308991353951,0.3820900367286817,0.3776740484775675,0.37767587940746983,0.37767587940746983,0.4821686983121636,88.4218591689994
VIASCKDE,0.5342806998091033,0.556243487422465,0.5296227904531194,0.727042380277308,0.7052307465847939,0.6722988823898354,0.6605831967783378,0.7856571761599984,0.7860223886673492,0.7860223886673492,0.7789560051403595,0.49689521682109633
COP,0.0739966793389065,0.06374994111503104,0.18734763431075538,0.23286901953956143,0.14720213084481235,0.12290735938457208,0.12258741896785097,0.2973192785395327,0.2972393644226598,0.2972393644226598,0.29713047205508003,0.1307945512381108
Sym,0.029090184471533626,0.6403825326445818,56.28171890565248,0.008712815643029758,0.02052601753656732,0.02373163073923742,0.02712237272892336,0.0031549134555857003,0.003131656438578093,0.003131656438578093,0.003133011057932937,9.695163887066263
CS,0.7992216409234307,0.3550758100646082,0.09674792214940102,0.9051516799153669,0.9115241264949147,0.7677245618249035,0.6958292206506528,1.084278781887828,1.0838183343981336,1.0838183343981336,1.0832472325881741,0.1658068287473907
SF,0.14263716714358554,0.43751009785131567,0.6264341558977427,0.255740893040333,0.19194099891037508,0.21691669649139356,0.2328653203509442,0.353144872389236,0.35318629072814267,0.35318629072814267,0.3532489202159549,0.5627256658145874
SD,378440.86704250507,152957.323719238,4808.054422959167,24927725.552904777,7579335.963047351,4242212.011461091,3601949.361614901,75739069.41269384,75709051.81143478,75709051.81143478,75668622.95325358,21215.347406640572
SDbw,0.03659565444671056,0.04751133582433635,0.0025248199402207626,0.36568063887019475,0.17331423504755739,0.11225858397903257,0.09561005502594754,0.8380027147713923,0.8372914811318668,0.8372914811318668,0.8378233843093582,0.04954723586811573
XB*,3.294925669903702,0.7283692781439722,0.002289866333743813,2.176024260151417,1.0375740368964392,0.5938342366462495,0.5787369109832974,0.5589084069436024,0.5580928373966106,0.5580928373966106,0.5570305386763271,0.4399788664825589
S,0.2762282987401343,0.7124223699562239,0.941450824009686,0.31156168065997725,0.4782895238669808,0.5894662498632163,0.6151411019430634,0.33306281225075246,0.3334073871635185,0.3334073871635185,0.33375797968927107,0.8293423131387316
DB,0.6666946943601114,0.4135603543732439,0.07994357652784195,0.801540771745477,0.690951680944278,0.5204384554582838,0.492159319939152,0.8047648056843721,0.8044343038339147,0.8044343038339147,0.8039831578962753,0.21486210308001505
CH,5403.085001168813,17720.021745227812,7279.761412558032,1694.2570796889668,4676.298441802811,7192.757589285241,7549.333994148901,2003.6616107801058,2004.5654410546076,2004.5654410546076,2006.2070409848661,39647.731096102965
AD-S,0.30754934631653785,0.7556929154834441,0.9712748952461548,0.39764563395930314,0.5543464667949595,0.6212606883629512,0.6970882415218725,0.5961409356405573,0.5962622815854052,0.5962622815854052,0.596407231951423,0.8623214987968099
AD-DB,1.170671459581217,0.5525667908099715,0.058320725514517814,0.9502582043803602,0.9756595253258977,0.7828335073814315,0.6242996892437017,0.7704148883442485,0.7702643053307551,0.7702643053307551,0.7700865317847817,0.29159083147845744
AD-CH,338.8416125360093,784.3974237633373,510.36332484409485,960.8729457188746,711.4485857217653,975.1066533637568,1249.656980358826,2242.427694746344,2242.741004055835,2242.741004055835,2243.1823149112774,598.0812925349559
AD-idea,4.268749583917485e+16,2.738613070970519e+24,41821.45030649285,1283.1861932057723,2521419.727886554,263618262.50414312,26354440033.07775,27.54706425248086,27.564633742444837,27.564633742444837,27.585404595894364,6.348736714661762e+25
