,labels_line_SpectralClustering_params1,labels_line_SpectralClustering_params10,labels_line_SpectralClustering_params11,labels_line_SpectralClustering_params12,labels_line_SpectralClustering_params13,labels_line_SpectralClustering_params14,labels_line_SpectralClustering_params15,labels_line_SpectralClustering_params16,labels_line_SpectralClustering_params17,labels_line_SpectralClustering_params18,labels_line_SpectralClustering_params19,labels_line_SpectralClustering_params2,labels_line_SpectralClustering_params20,labels_line_SpectralClustering_params21,labels_line_SpectralClustering_params22,labels_line_SpectralClustering_params23,labels_line_SpectralClustering_params24,labels_line_SpectralClustering_params25,labels_line_SpectralClustering_params26,labels_line_SpectralClustering_params27,labels_line_SpectralClustering_params28,labels_line_SpectralClustering_params29,labels_line_SpectralClustering_params3,labels_line_SpectralClustering_params30,labels_line_SpectralClustering_params31,labels_line_SpectralClustering_params32,labels_line_SpectralClustering_params33,labels_line_SpectralClustering_params34,labels_line_SpectralClustering_params35,labels_line_SpectralClustering_params36,labels_line_SpectralClustering_params4,labels_line_SpectralClustering_params5,labels_line_SpectralClustering_params6,labels_line_SpectralClustering_params7,labels_line_SpectralClustering_params8,labels_line_SpectralClustering_params9
B,1.9383654825920524,0.2167185204474291,0.21100234700726903,0.2167185204474291,0.21522654903377192,0.2145223842905278,0.215557896320912,0.215557896320912,0.21452238429052786,0.2145223842905278,0.1154162834448293,1.9383654825920524,0.11335122490393605,0.1154162834448293,0.11335122490393605,0.1154162834448293,0.11335122490393605,0.09406476921746854,0.08907170978686774,0.0887297562621162,0.08797962657004761,0.0898653737725666,1.9383654825920524,0.08855568840746311,0.10132435936463552,0.08996068539036986,0.10132435936463552,0.08996068539036986,0.10132435936463552,0.08996068539036986,1.9383654825920524,1.9383654825920524,1.9383654825920524,0.21100234700726903,0.2167185204474291,0.21100234700726903
BH,62.063324850504024,23.17819485080326,23.65308615669354,23.17819485080326,10.614387820692512,10.601807745432657,10.786016880585143,10.786016880585143,10.601807745432657,10.601807745432657,9.661334692569193,62.063324850504024,8.132011995208762,9.661334692569193,8.132011995208762,9.661334692569193,8.132011995208762,4.387406439314735,3.9871914468438403,3.891184551067621,3.738423933157656,4.0775987644214355,62.063324850504024,3.850269572650061,5.1265798632147455,4.125037246472357,5.1265798632147455,4.125037246472357,5.1265798632147455,4.125037246472357,62.063324850504024,62.063324850504024,62.063324850504024,23.65308615669354,23.17819485080326,23.65308615669354
D,0.1964609521257809,0.4326754439304519,0.47401326420978435,0.4326754439304519,0.4060139636473088,0.33173457274235224,0.3928120277155386,0.3129199287691289,0.4337767033669257,0.33173457274235224,0.5026511279195685,0.1964609521257809,0.4475866711767691,0.5026511279195685,0.4475866711767691,0.5026511279195685,0.4475866711767691,0.4153581066033075,0.37928081549000064,0.4099152805659227,0.43330981292760784,0.46328926987722313,0.1964609521257809,0.40368367683186945,0.4282115143386456,0.3137468210823073,0.4282115143386456,0.3137468210823073,0.4282115143386456,0.3137468210823073,0.1964609521257809,0.1964609521257809,0.1964609521257809,0.47401326420978435,0.4326754439304519,0.47401326420978435
H,0.6269518790318538,0.19385370870553778,0.18724439837929457,0.19385370870553778,0.3849140587420477,0.38762230537248876,0.4082576973906738,0.4082576973906738,0.38762230537248876,0.38762230537248876,0.2525649162620164,0.6269518790318538,0.2983321060400639,0.2525649162620164,0.2983321060400639,0.2525649162620164,0.2983321060400639,0.37292010459296754,0.35516826453230305,0.35425059506254936,0.34796198411316426,0.3558284801015461,0.6269518790318538,0.34900123102390407,0.35676991447340856,0.3430755085302884,0.35676991447340856,0.3430755085302884,0.35676991447340856,0.3430755085302884,0.6269518790318538,0.6269518790318538,0.6269518790318538,0.18724439837929457,0.19385370870553778,0.18724439837929457
DBCV,0.8876429964716266,-0.48127709706273675,-0.831842874122005,-0.48127709706273675,-0.31347390739910314,-0.23133108126637253,0.3430171231483323,0.3430171231483323,-0.23133108126637253,-0.23133108126637253,-0.5665375912406646,0.8876429964716266,-0.6461786609823085,-0.5665375912406646,-0.6461786609823085,-0.5665375912406646,-0.6461786609823085,-0.1300196133762631,-0.12739302672881797,-0.05479478489354236,-0.24122264645437644,-0.16338045642329405,0.8876429964716266,-0.21654672104420486,0.34163624602181264,-0.3289346510210457,0.34163624602181264,-0.3289346510210457,0.34163624602181264,-0.3289346510210457,0.8876429964716266,0.8876429964716266,0.8876429964716266,-0.831842874122005,-0.48127709706273675,-0.831842874122005
I,0.13356870944962249,1.1330367061192488,1.147886203867261,1.1330367061192488,1.0691010658494255,1.0704689205063525,1.057898269829538,1.057898269829538,1.0704689205063525,1.0704689205063525,2.0718166568814858,0.13356870944962249,1.98430038234484,2.0718166568814858,1.98430038234484,2.0718166568814858,1.98430038234484,2.463794051342619,2.494673081931539,2.479745830091627,2.451031690686535,2.4923582306575884,0.13356870944962249,2.4468931433135857,2.359665482567919,2.4416696274688423,2.359665482567919,2.4416696274688423,2.359665482567919,2.4416696274688423,0.13356870944962249,0.13356870944962249,0.13356870944962249,1.147886203867261,1.1330367061192488,1.147886203867261
C,0.49110723379951754,0.08426419380750312,0.08768557105507695,0.08426419380750312,0.0834730498803983,0.08329955961699699,0.08648473338556627,0.08648473338556627,0.08329955961699699,0.08329955961699699,0.07196830261970628,0.49110723379951754,0.05041409969768516,0.07196830261970628,0.05041409969768516,0.07196830261970628,0.05041409969768516,0.054698862975997936,0.045766606791376334,0.04354413486307342,0.04003444664577341,0.04782728321069859,0.49110723379951754,0.04271259680633321,0.06976206897633173,0.04837916681076542,0.06976206897633173,0.04837916681076542,0.06976206897633173,0.04837916681076542,0.49110723379951754,0.49110723379951754,0.49110723379951754,0.08768557105507695,0.08426419380750312,0.08768557105507695
CDbw,0.6443663760901358,0.02620659429050867,0.020567777732055384,0.02620659429050867,0.48095831874282896,0.607931903191477,0.5119517897196858,0.5951447510249444,0.4793524474172763,0.607931903191477,0.10494466621283967,0.6443663760901358,0.05331750380951315,0.10494466621283967,0.05331750380951315,0.10494466621283967,0.05331750380951315,0.8619800914775251,1.784885811359873,0.7548647310278348,1.5992398010360191,0.7605360953659114,0.6443663760901358,1.50534972337902,0.34000147819743015,1.8541609547370108,0.34000147819743015,1.8541609547370108,0.34000147819743015,1.8541609547370108,0.6443663760901358,0.6443663760901358,0.6443663760901358,0.020567777732055384,0.02620659429050867,0.020567777732055384
VIASCKDE,0.7386916651225692,0.5808506019530885,0.5671567765362215,0.5808506019530885,0.6941718678941138,0.6950276091417874,0.6858844288889534,0.6858844288889534,0.6950276091417874,0.6950276091417874,0.5755868666499452,0.7386916651225692,0.6098810660087023,0.5755868666499452,0.6098810660087023,0.5755868666499452,0.6098810660087023,0.6542178865282882,0.6639618989156412,0.6556307477712022,0.6576943518775898,0.6558445628872858,0.7386916651225692,0.6399533103496887,0.6618820192381043,0.6520724920206288,0.6618820192381043,0.6520724920206288,0.6618820192381043,0.6520724920206288,0.7386916651225692,0.7386916651225692,0.7386916651225692,0.5671567765362215,0.5808506019530885,0.5671567765362215
COP,0.21067086244491617,0.2365011694853257,0.23012005791875736,0.2365011694853257,0.16720359406996219,0.16820001409991994,0.1678119665489869,0.1678119665489869,0.16820001409991997,0.16820001409991994,0.19426265663325692,0.21067086244491617,0.1868741098029512,0.19426265663325692,0.1868741098029512,0.19426265663325692,0.1868741098029512,0.14219435234528602,0.14254006136911845,0.14148425245668383,0.13795240092956532,0.14264931021493032,0.21067086244491617,0.1393866487429044,0.1471628675223895,0.14349651416052037,0.1471628675223895,0.14349651416052037,0.1471628675223895,0.14349651416052037,0.21067086244491617,0.21067086244491617,0.21067086244491617,0.23012005791875736,0.2365011694853257,0.23012005791875736
Sym,0.07337879545935512,0.03627183535353988,0.034741074968914064,0.03627183535353988,0.19918133956395237,0.21531227681200035,0.22593215373544376,0.22593215373544376,0.2153122768120003,0.21531227681200035,0.053668976277501286,0.07337879545935512,0.0867441908268747,0.053668976277501286,0.0867441908268747,0.053668976277501286,0.0867441908268747,0.33100957570888595,0.3369750412451024,0.3108523145674059,0.31871168179169723,0.329427171924838,0.07337879545935512,0.32112151101731945,0.31503934441213627,0.3194506957097333,0.31503934441213627,0.3194506957097333,0.31503934441213627,0.3194506957097333,0.07337879545935512,0.07337879545935512,0.07337879545935512,0.034741074968914064,0.03627183535353988,0.034741074968914064
CS,1.7566105523438191,0.8193842809196035,0.8042877714064622,0.8193842809196035,0.8887139127757776,0.8784662193427479,0.8871401838133289,0.8871401838133289,0.8784662193427479,0.8784662193427479,0.6925475203522805,1.7566105523438191,0.7845575639286988,0.6925475203522805,0.7845575639286988,0.6925475203522805,0.7845575639286988,0.6931658933411616,0.694430544868945,0.7031885175450552,0.7065230618120046,0.6936538030974008,1.7566105523438191,0.7089351713894555,0.6670856532324255,0.6922063959618545,0.6670856532324255,0.6922063959618545,0.6670856532324255,0.6922063959618545,1.7566105523438191,1.7566105523438191,1.7566105523438191,0.8042877714064622,0.8193842809196035,0.8042877714064622
SF,0.391806979271627,0.43345493063297535,0.4363560791253088,0.43345493063297535,0.42207013833412166,0.42223687967854584,0.4220115312531214,0.4220115312531214,0.42223687967854584,0.42223687967854584,0.4149978802991394,0.391806979271627,0.4062520690542337,0.4149978802991394,0.4062520690542337,0.4149978802991394,0.4062520690542337,0.41474242397400796,0.41498645692452696,0.41474402091072315,0.4147603593290403,0.41489403359114463,0.391806979271627,0.4136017038562776,0.41529998620226705,0.4142249564511271,0.41529998620226705,0.4142249564511271,0.41529998620226705,0.4142249564511271,0.391806979271627,0.391806979271627,0.391806979271627,0.4363560791253088,0.43345493063297535,0.4363560791253088
SD,795918.9575790318,459770.0395304167,448834.70994450065,459770.0395304167,272479.1871306051,271954.2631287354,273320.14186189015,273320.14186189015,271954.2631287354,271954.2631287354,231851.63859606127,795918.9575790318,236212.36673271164,231851.63859606127,236212.36673271164,231851.63859606127,236212.36673271164,147086.81125742418,142593.68024235178,141973.09066288036,140201.6513097056,143608.78821977112,795918.9575790318,142449.13044136277,154188.3363060441,145045.51576608553,154188.3363060441,145045.51576608553,154188.3363060441,145045.51576608553,795918.9575790318,795918.9575790318,795918.9575790318,448834.70994450065,459770.0395304167,448834.70994450065
SDbw,1.9865649289331588,0.9909370776713018,0.9376598620706518,0.9909370776713018,1.2062446255165387,1.2055852710014805,1.1910427072247987,1.1910427072247987,1.2055852710014805,1.2055852710014805,0.6693044734273934,1.9865649289331588,0.5759583103334917,0.6693044734273934,0.5759583103334917,0.6693044734273934,0.5759583103334917,0.6294941164636066,0.6296631722785566,0.6328523769512583,0.6452373261199742,0.641242447269917,1.9865649289331588,0.627388717264278,0.5940189919800405,0.5842862601399788,0.5940189919800405,0.5842862601399788,0.5940189919800405,0.5842862601399788,1.9865649289331588,1.9865649289331588,1.9865649289331588,0.9376598620706518,0.9909370776713018,0.9376598620706518
XB*,1.6327214366805156,0.13535767063208187,0.13876932995225827,0.13535767063208187,0.3691189127596894,0.38025585369578796,0.45389444187065253,0.45389444187065253,0.38025585369578796,0.38025585369578796,0.19775485202226573,1.6327214366805156,0.18405820823382216,0.19775485202226573,0.18405820823382216,0.19775485202226573,0.18405820823382216,0.3670692324055714,0.2984915196962853,0.2868388472241835,0.25565804350925864,0.30552380813708135,1.6327214366805156,0.2547380380704397,0.3523300005885091,0.2538616525093548,0.3523300005885091,0.2538616525093548,0.3523300005885091,0.2538616525093548,1.6327214366805156,1.6327214366805156,1.6327214366805156,0.13876932995225827,0.13535767063208187,0.13876932995225827
S,0.17897266654207777,0.5739133585113607,0.5698781795056364,0.5739133585113607,0.5348861552780106,0.5347349029378695,0.5291123344620332,0.5291123344620332,0.5347349029378695,0.5347349029378695,0.48831022398448126,0.17897266654207777,0.538028683531046,0.48831022398448126,0.538028683531046,0.48831022398448126,0.538028683531046,0.5703017308260012,0.5910361888577756,0.5976304785856734,0.6078758830145925,0.5852149549286682,0.17897266654207777,0.5967923460435538,0.5307212812460667,0.5783778379408693,0.5307212812460667,0.5783778379408693,0.5307212812460667,0.5783778379408693,0.17897266654207777,0.17897266654207777,0.17897266654207777,0.5698781795056364,0.5739133585113607,0.5698781795056364
DB,1.183045967943593,0.5927343439980297,0.5780664604941659,0.5927343439980297,0.5741095165217128,0.579568740618889,0.6137711890943761,0.6137711890943761,0.5795687406188889,0.579568740618889,0.586652852307434,1.183045967943593,0.6306818855046713,0.586652852307434,0.6306818855046713,0.586652852307434,0.6306818855046713,0.5579963763840013,0.5325463758915678,0.5285114314134423,0.5161590344405971,0.535062751197273,1.183045967943593,0.5162673118325053,0.5472810480303251,0.512057133375995,0.5472810480303251,0.512057133375995,0.5472810480303251,0.512057133375995,1.183045967943593,1.183045967943593,1.183045967943593,0.5780664604941659,0.5927343439980297,0.5780664604941659
CH,30.346975294413394,497.31855737910143,482.3545353198547,497.31855737910143,416.8194614067459,417.46060296034466,408.2217999873712,408.2217999873712,417.4606029603447,417.46060296034466,470.11987685303734,30.346975294413394,581.757236932011,470.11987685303734,581.757236932011,470.11987685303734,581.757236932011,568.947332659149,634.2862774558305,651.9591534356579,681.9504160115968,618.4049892998069,30.346975294413394,659.7585873079,475.090808134333,610.3502379053341,475.090808134333,610.3502379053341,475.090808134333,610.3502379053341,30.346975294413394,30.346975294413394,30.346975294413394,482.3545353198547,497.31855737910143,482.3545353198547
AD-S,0.8426593448045303,0.1074702390125845,0.09773794490853033,0.1074702390125845,0.28067960467236,0.280224098017244,0.27139967630986445,0.27139967630986445,0.280224098017244,0.280224098017244,0.1142804538382166,0.8426593448045303,0.13243296470586727,0.1142804538382166,0.13243296470586727,0.1142804538382166,0.13243296470586727,0.3396004387491938,0.32803576262989803,0.32964034076997895,0.3222403416192508,0.33257468530421164,0.8426593448045303,0.2920996157624739,0.3391486341118432,0.3196369267913635,0.3391486341118432,0.3196369267913635,0.3391486341118432,0.3196369267913635,0.8426593448045303,0.8426593448045303,0.8426593448045303,0.09773794490853033,0.1074702390125845,0.09773794490853033
AD-DB,0.23449886405345638,3.122461260701118,3.079202091129499,3.122461260701118,1.2957034482304641,1.2949459736264535,1.296825597904899,1.296825597904899,1.2949459736264535,1.2949459736264535,3.1676422305953564,0.23449886405345638,3.4048411411250634,3.1676422305953564,3.4048411411250634,3.1676422305953564,3.4048411411250634,1.262072714588899,1.2849648370524966,1.284376612727737,1.2939550039232626,1.273553542172791,0.23449886405345638,1.361843784502729,1.2699034178387902,1.301558185232843,1.2699034178387902,1.301558185232843,1.2699034178387902,1.301558185232843,0.23449886405345638,0.23449886405345638,0.23449886405345638,3.079202091129499,3.122461260701118,3.079202091129499
AD-CH,536.1848352760283,133.8316009332873,133.15987226814656,133.8316009332873,290.295485413583,290.194543600999,288.22055269605653,288.22055269605653,290.194543600999,290.194543600999,31.735237486344275,536.1848352760283,70.92897386806249,31.735237486344275,70.92897386806249,31.735237486344275,70.92897386806249,213.85276113455052,210.9622020006474,211.30656154516393,208.96240224373614,212.39183704681687,536.1848352760283,210.30365776872262,221.30161440281972,216.58177806790576,221.30161440281972,216.58177806790576,221.30161440281972,216.58177806790576,536.1848352760283,536.1848352760283,536.1848352760283,133.15987226814656,133.8316009332873,133.15987226814656
AD-idea,107.72739442858747,1.245785190812143,1.2363382681883057,1.245785190812143,25.31968537029863,25.329208774674488,24.95889133143497,24.95889133143497,25.329208774674488,25.329208774674488,1.85410395559178,107.72739442858747,1.6846070621506246,1.85410395559178,1.6846070621506246,1.85410395559178,1.6846070621506246,41.804591831011074,37.73343269767711,37.83554385116366,35.51710640586694,38.814936876370844,107.72739442858747,30.512946366381243,41.444205207397616,34.7364426269293,41.444205207397616,34.7364426269293,41.444205207397616,34.7364426269293,107.72739442858747,107.72739442858747,107.72739442858747,1.2363382681883057,1.245785190812143,1.2363382681883057
