,labels_parabolic_MeanShift_params1,labels_parabolic_MeanShift_params10,labels_parabolic_MeanShift_params11,labels_parabolic_MeanShift_params12,labels_parabolic_MeanShift_params13,labels_parabolic_MeanShift_params14,labels_parabolic_MeanShift_params15,labels_parabolic_MeanShift_params16,labels_parabolic_MeanShift_params17,labels_parabolic_MeanShift_params18,labels_parabolic_MeanShift_params19,labels_parabolic_MeanShift_params2,labels_parabolic_MeanShift_params20,labels_parabolic_MeanShift_params21,labels_parabolic_MeanShift_params22,labels_parabolic_MeanShift_params23,labels_parabolic_MeanShift_params24,labels_parabolic_MeanShift_params25,labels_parabolic_MeanShift_params26,labels_parabolic_MeanShift_params27,labels_parabolic_MeanShift_params28,labels_parabolic_MeanShift_params3,labels_parabolic_MeanShift_params31,labels_parabolic_MeanShift_params32,labels_parabolic_MeanShift_params4,labels_parabolic_MeanShift_params5,labels_parabolic_MeanShift_params6,labels_parabolic_MeanShift_params7,labels_parabolic_MeanShift_params8,labels_parabolic_MeanShift_params9
B,0.033032912680470664,0.10849917476344431,0.2679643463218984,0.1927934235488304,0.06684877539120092,0.06049852453186888,0.10877111785096064,0.10849917476344431,0.34094216476342015,0.34094216476342015,0.33942380520829624,0.030912222005532414,0.3390584161179661,0.34071482158235056,0.34101211089340716,0.35833379886968647,0.35833379886968647,0.36042934874592814,0.36134915699751846,0.3115848234199125,0.3115848234199125,0.061828882739110684,0.3109842593725846,0.3109842593725846,0.060020024110063644,0.06038292616448059,0.06074347434107967,0.06684877539120092,0.06049852453186888,0.10877111785096064
BH,0.912334904093583,10.195092562049027,49.64492259627695,26.869182381296596,3.173908829137835,2.639897402684555,10.248823466388936,10.195092562049027,56.233594650981125,56.233594650981125,56.65083724529271,0.7306824821955269,56.63510280683305,56.36772222533841,56.306423150696354,55.152646876697055,55.152646876697055,54.88588211997162,54.94793186963424,98.79098276577184,98.79098276577184,2.7388345850844726,98.67203569836254,98.67203569836254,2.289640301412621,2.642696610313542,2.3180296133971243,3.173908829137835,2.639897402684555,10.248823466388936
D,0.21234620531494175,0.23776487484527195,0.206270103884295,0.2535571673801034,0.2722405095548442,0.21052187608046288,0.23626079821486706,0.23776487484527195,0.15246106963926923,0.15246106963926923,0.15058571213681807,0.19442002918967624,0.1499242471783314,0.1527889482635881,0.1501333353738898,0.15957129063059,0.15957129063059,0.16400534362367558,0.17003736901141214,0.3494960702400083,0.3494960702400083,0.17290236245109575,0.353910892305324,0.353910892305324,0.15717441018963918,0.23516229137402384,0.22715663924437474,0.2722405095548442,0.21052187608046288,0.23626079821486706
H,2.326857239403377,0.8801321924320231,0.5445371132233039,0.6598166902944287,1.469086245820751,1.7254561211647672,0.8779189252645425,0.8801321924320231,0.7450262115654328,0.7450262115654328,0.7271223250773635,2.9862831284622016,0.732094238716112,0.740358426782024,0.7453862241854763,0.830103886088053,0.830103886088053,0.8260133413799775,0.8287548154978275,0.26912638881490647,0.26912638881490647,1.7430834497086967,0.2686724321415119,0.2686724321415119,1.7665634069737344,1.638865173177077,1.7593371421259982,1.469086245820751,1.7254561211647672,0.8779189252645425
DBCV,-0.6273342946863627,-0.7695419740749144,-0.8630615952686393,-0.9116135511888511,-0.8009869400612117,-0.7183028245239858,-0.8311415676737922,-0.7695419740749144,-0.8777800521536866,-0.8777800521536866,-0.8912066183842233,-0.6541038998144658,-0.8817497103447777,-0.9006434425331256,-0.8258204289248351,-0.8287919268409191,-0.8287919268409191,-0.8321485896822484,-0.8447674419836402,-0.7948418172694226,-0.7948418172694226,-0.8081694342774397,-0.699558242524878,-0.699558242524878,-0.7483002111605969,-0.6704152274807018,-0.7720034016664414,-0.8009869400612117,-0.7183028245239858,-0.8311415676737922
I,0.39584397245130176,0.604109337758213,0.5966063736988014,0.7314953736214902,0.4923985764667098,0.43640993538334766,0.607996481139835,0.604109337758213,0.8258968294210072,0.8258968294210072,0.8361701494227115,0.34139631829837447,0.8360638093891446,0.8285237075165869,0.8263508781075194,0.7555076317872128,0.7555076317872128,0.749401174664416,0.7491406295824532,0.8635659232513817,0.8635659232513817,0.44587481371550786,0.864031148395942,0.864031148395942,0.4106309391242625,0.4514824998717636,0.39255340290542723,0.4923985764667098,0.43640993538334766,0.607996481139835
C,0.019339688661820384,0.041623770287910845,0.08109253829419225,0.06757579166306611,0.027007407111940673,0.02628941792136138,0.04165420200337945,0.041623770287910845,0.10058928040410742,0.10058928040410742,0.10356186916853645,0.01903331636127634,0.10371926854841461,0.1013495796308199,0.1008579490821589,0.08967290399867751,0.08967290399867751,0.08824541167173668,0.08800883841857934,0.07121899901887183,0.07121899901887183,0.027284948364400256,0.07102487714005408,0.07102487714005408,0.026610391787606488,0.02577498747478743,0.026264596969126353,0.027007407111940673,0.02628941792136138,0.04165420200337945
CDbw,0.36733035716012796,0.22910489643980905,0.014958376298270569,0.15953693320092321,0.24344501555757786,0.30199028685513807,0.2178827004696554,0.22910489643980905,0.213131103795939,0.213131103795939,0.2158346008702618,0.5388858355845491,0.21230788304086115,0.2044403360293588,0.20524995097541587,0.16879332326620217,0.16879332326620217,0.15798087267865557,0.13942843359435514,0.016824691304204126,0.016824691304204126,0.32203429727577576,0.014408999291460145,0.014408999291460145,0.2840144464336275,0.2877374666241015,0.2525251565591931,0.24344501555757786,0.30199028685513807,0.2178827004696554
VIASCKDE,0.5893369183130661,0.6442414199924495,0.6298697607341904,0.6454561141863745,0.6180165219306804,0.6146468641529885,0.6348650564441292,0.6442414199924495,0.6382709012222895,0.6382709012222895,0.6437074550625485,0.5719766095599208,0.645486269913798,0.6380645259400368,0.6410173963703646,0.6359482194189355,0.6359482194189355,0.6408586785259618,0.6308011436121961,0.6376734995285998,0.6376734995285998,0.6074541659419079,0.6363617580377103,0.6363617580377103,0.6032679183748091,0.6203406706813409,0.6077717861907307,0.6180165219306804,0.6146468641529885,0.6348650564441292
COP,0.16573060243253754,0.24715544929453856,0.2860409972161287,0.26781747226128083,0.21882877094340092,0.20000808742661744,0.24709853589753988,0.24715544929453856,0.33417047457759813,0.33417047457759813,0.33336007957435826,0.1648203194788403,0.33198618587696493,0.33372852048205603,0.3333766925030724,0.3349910227463417,0.3349910227463417,0.338565835542528,0.3418621839385844,0.3315948468677782,0.3315948468677782,0.21531856710379632,0.3317354445953199,0.3317354445953199,0.21102811317411754,0.20316111819798505,0.19711804340310002,0.21882877094340092,0.20000808742661744,0.24709853589753988
Sym,0.029846276317184724,0.025683997904665367,0.011119444511084473,0.015618215674461929,0.03065568033822279,0.03010336812773606,0.025579972879970457,0.025683997904665367,0.023947408978499504,0.023947408978499504,0.02497353388717103,0.02754167542003883,0.02481244701785698,0.024240122698777903,0.024009182887196057,0.019206168207948404,0.019206168207948404,0.01888132397973642,0.01876205201196118,0.013018982203291986,0.013018982203291986,0.027791478836986017,0.01317045111349292,0.01317045111349292,0.026443647473227066,0.02932415594658831,0.027622442113726157,0.03065568033822279,0.03010336812773606,0.025579972879970457
CS,1.0188859841435693,1.0669502761409222,1.3200276871207912,1.1572957205154486,1.0563512873624101,1.1076756380879986,1.063073345050336,1.0669502761409222,1.5845244060832222,1.5845244060832222,1.5401885291240365,1.1006058972059094,1.523293860677086,1.5592637812647976,1.5637960648042741,1.764965987275858,1.764965987275858,1.7569168041044316,1.7612523235055182,1.108931251048433,1.108931251048433,1.103463889959409,1.1076827571587868,1.1076827571587868,1.0719417470490782,1.0492821822204643,1.0478495116061366,1.0563512873624101,1.1076756380879986,1.063073345050336
SF,0.15046826645281375,0.2524700380241125,0.3346172376619023,0.29934133738784385,0.19334026889331601,0.18285755167201911,0.2527620115614483,0.2524700380241125,0.3195978568971338,0.3195978568971338,0.3209526734894289,0.13410459741254876,0.3210229288286972,0.3199208600104605,0.31968934269327676,0.3130933144382789,0.3130933144382789,0.31314489107854937,0.3127798849053961,0.4023643759966672,0.4023643759966672,0.18457636886890516,0.40237537716964755,0.40237537716964755,0.17425748544509234,0.18560918765741863,0.172246197977859,0.19334026889331601,0.18285755167201911,0.2527620115614483
SD,580263.432530221,2481619.7018541284,5376503.908408952,4405022.184748116,1325330.2809510222,1184291.564182236,2476003.066194342,2481619.7018541284,7576589.491961937,7576589.491961937,7594323.458272854,526978.4299158613,7576957.0425331015,7592610.227300971,7592456.072645803,7590710.929217453,7590710.929217453,7546466.173157731,7602733.742360675,7519321.250560424,7519321.250560424,1174142.8709484027,7519754.656785835,7519754.656785835,1041170.311223446,1145968.8224071143,1065111.2543024858,1325330.2809510222,1184291.564182236,2476003.066194342
SDbw,0.168283788272198,0.4680741804805985,0.8231636696078518,0.6697959250904364,0.3125937626288168,0.2921376542042968,0.466598282176322,0.4680741804805985,0.9990729255540658,0.9990729255540658,0.999805288243647,0.16091953064167708,1.0003294716095845,1.0020931363749912,1.000230527372547,0.9759854714270106,0.9759854714270106,0.9703559543226081,0.9798560771703809,0.9840233235939129,0.9840233235939129,0.27979912571166116,0.9801332524581182,0.9801332524581182,0.26419645314761425,0.2879954797452336,0.28084013047947043,0.3125937626288168,0.2921376542042968,0.466598282176322
XB*,0.34534785176214244,0.5098148766983102,0.39127874678397084,0.40136343624819,0.33842055882847333,0.45479491852502046,0.5089453794503416,0.5098148766983102,0.6779006721148966,0.6779006721148966,0.6715552864676928,0.6227919783029386,0.683367821086886,0.678969868532979,0.6855583241752322,0.6843727551373,0.6843727551373,0.6433344438287505,0.6557729885810453,0.15625198170429436,0.15625198170429436,0.35744508162242583,0.15618049568026135,0.15618049568026135,0.3811508809447098,0.3143394560558284,0.4091999983684436,0.33842055882847333,0.45479491852502046,0.5089453794503416
S,0.40666749079915426,0.4461391498852752,0.4689032494482575,0.4494050272496536,0.4548214099578119,0.4315066579358166,0.4448272178244267,0.4461391498852752,0.404359137762743,0.404359137762743,0.40291638006449115,0.39054057808752546,0.40244851566682577,0.4041368513358614,0.4043206112958561,0.40714701313928114,0.40714701313928114,0.40747292098885807,0.40782111164058665,0.5323032839171103,0.5323032839171103,0.42968749193398764,0.5325905398096404,0.5325905398096404,0.419122541745239,0.4389419892335553,0.4231650388912819,0.4548214099578119,0.4315066579358166,0.4448272178244267
DB,0.689755816999235,0.7505210599970881,0.8326059772631634,0.8546365801155386,0.7453987188390954,0.7573957736623428,0.7479725107461928,0.7505210599970881,1.1093694985872318,1.1093694985872318,1.1012884505609142,0.7530662386582163,1.1029839144984825,1.1079235944327805,1.1103031866264856,1.1501092108928,1.1501092108928,1.1422237335662204,1.148260600298162,0.7299604166335495,0.7299604166335495,0.7636805257076876,0.7297654060782992,0.7297654060782992,0.7283065545022985,0.7389038329447302,0.721494181967666,0.7453987188390954,0.7573957736623428,0.7479725107461928
CH,1979.6543012417415,1475.7810464313243,1226.1512394337094,1259.6803545179673,1675.790270800319,1655.9854474103497,1467.0018188145832,1475.7810464313243,1024.080546711782,1024.080546711782,1012.8664943120328,1968.2696124421698,1013.28638413153,1020.4575506524833,1022.111193115731,1053.9219078492788,1053.9219078492788,1061.467226182278,1059.7056389382637,1604.6481172229112,1604.6481172229112,1592.5922718798004,1607.7855548854768,1607.7855548854768,1594.5924246393502,1654.1266306573339,1573.9631548749098,1675.790270800319,1655.9854474103497,1467.0018188145832
AD-S,0.13966383936221632,0.10516176190029045,-0.045830183829265875,0.12230811487257892,0.1447317279090281,0.13676514790473332,0.10872598009243183,0.10516176190029045,0.06813516895655536,0.06813516895655536,0.0653710956457658,0.1282369591835937,0.06513434960639616,0.06733849808746771,0.06803826345556697,0.08230464082636879,0.08230464082636879,0.08603277465050473,0.04776343860929761,0.02726004744776992,0.02726004744776992,0.1440622531532166,0.04071571438906959,0.04071571438906959,0.14357193463420315,0.1383656178723574,0.13493139013637898,0.1447317279090281,0.13676514790473332,0.10872598009243183
AD-DB,1.8662948371266452,1.8688781328782669,1.5870071089984605,1.9758428300240423,1.875368387024904,1.7993691866176293,1.8685545497377702,1.8688781328782669,1.7496490835967335,1.7496490835967335,1.7483189819129403,1.9184465629781295,1.7484010981623082,1.7493761265835246,1.749281327729421,1.7555070928493326,1.7555070928493326,1.7564896919192716,1.9983275568936698,1.5811039123302377,1.5811039123302377,1.9184962591214727,1.8350858672347616,1.8350858672347616,1.9723019600721523,1.8963295312793989,1.8892263389849813,1.875368387024904,1.7993691866176293,1.8685545497377702
AD-CH,91.84504975473827,253.3629765292846,561.1649796708778,399.42615877721096,153.49888898538737,138.01639353379846,253.81854065165652,253.3629765292846,537.2774690756846,537.2774690756846,537.4264951653333,80.6467617494713,536.9840352241656,537.2716957388677,537.203791308178,536.7059465161894,536.7059465161894,538.0065756722043,414.02154470288093,1026.9108524392211,1026.9108524392211,138.2527072507401,1031.0129897674328,1031.0129897674328,125.52075871797707,137.02924700593272,124.67642514639913,153.49888898538737,138.01639353379846,253.81854065165652
AD-idea,11.345491855227975,1.43133635299571,0.6625104356186672,0.9728057782525986,3.1672581500027626,3.6935036304232214,1.4616807122421747,1.43133635299571,0.5637704824839672,0.5637704824839672,0.5620840620440317,8.593143843509912,0.5625319015068839,0.5616898832616914,0.5637449122625736,0.549337276553655,0.549337276553655,0.5650356503898895,0.5205377307194369,1.098226325637997,1.098226325637997,3.306260881019805,1.0983143746749333,1.0983143746749333,2.8955843322679033,3.6370700320055707,3.571837594992585,3.1672581500027626,3.6935036304232214,1.4616807122421747
