,labels_wingnut_DBSCAN_params11,labels_wingnut_DBSCAN_params16,labels_wingnut_DBSCAN_params17,labels_wingnut_DBSCAN_params18,labels_wingnut_DBSCAN_params21,labels_wingnut_DBSCAN_params22,labels_wingnut_DBSCAN_params23,labels_wingnut_DBSCAN_params26,labels_wingnut_DBSCAN_params27,labels_wingnut_DBSCAN_params28,labels_wingnut_DBSCAN_params29,labels_wingnut_DBSCAN_params34,labels_wingnut_DBSCAN_params35,labels_wingnut_DBSCAN_params40,labels_wingnut_DBSCAN_params6
B,0.0004154042574245281,0.017017784564335774,0.015002648538985771,0.0014426986147859258,0.19642698256991548,0.15665630370880576,0.10679376161680336,0.18123180362384972,0.25455298190388015,0.28176807343182536,0.05214145421893422,0.28094397098139245,0.009781061636052205,0.1405341785711466,5.3536238565689505e-05
BH,0.0003644985809052714,0.10950102471019814,0.10622453806115645,0.012864004153942314,4.765352058165576,5.378516865851624,1.304403582519845,10.577202416924868,13.691259806255312,63.88313939215333,2.4245615209070537,67.7688215667494,0.5194029028926579,35.97735139867485,6.0645425516255735e-05
D,1.4270731097279974,0.12260579973972671,0.14570075772083077,15.252453418887056,0.062308913723959705,0.0954710881603218,0.1862267750994861,0.08907333359419502,0.09949490244871838,0.29684333658248374,0.6669513422948362,0.33026309839274337,4.581019658650829,0.5861926690533903,108.59681458827811
H,0.5534088511594185,7.262394261845476,3.3197200269498452,0.0012975863415994146,2.980662590873379,1.6029910841827812,1.202736679625095,2.2054041587418016,1.8147721620624753,0.2463769017793977,0.27879600813731853,0.2457637826365912,0.009539719198410717,0.13089439931872696,3.569018880430557e-05
DBCV,0.9976745037316775,0.16825899938821193,0.19756107136207826,0.9991566417461513,-0.4744523840436281,-0.5811559690251651,-0.5971315821490214,-0.3655266283344966,-0.499485325571326,-0.1283368845694425,0.6466593517813953,0.09198684381384858,0.9965515833569382,0.06267440203982136,0.9999999999991268
I,13.862519900499949,0.09627163143422489,0.31780275786746315,217.87894803155345,0.037985068950864294,0.0685443454877495,0.55715627612956,0.0872370409108899,0.10220434540519689,0.8773479093049115,3.7724119865786223,0.9030772519080882,31.791896181848184,1.987666535676056,4307.213971603585
C,0.0,0.02606174837418224,0.01953287400415241,0.0,0.10287008537432525,0.08292612698365513,0.024350527074173452,0.10730529522289141,0.10958528215871491,0.08372476196992315,0.008760726368629092,0.08427885589506243,0.0,0.02769226513642146,0.0
CDbw,28.749794819317934,7.8473993938854045,3.9412229003821038,25.40676476965308,3.463715842126748,3.7593068977893904,1.675023929859826,3.1078313226859917,1.5299144298325065,0.10273381756174088,0.9218205677837037,0.01617361776530686,2.9156087976104126,0.03810817275743421,198.97923983971285
VIASCKDE,0.44763875881870946,0.5061511499322262,0.4802503857608138,0.5116796631172799,0.5625014992944759,0.5677571786799139,0.5823737998158065,0.5955819950703027,0.600559622576952,0.6083907570206895,0.6809258098283261,0.6757676132168446,0.6597661420944871,0.7242406971585292,0.5765797862022642
COP,0.22839290176600427,0.2508436666125749,0.24618049418585952,0.19844788441813271,0.35148621385558526,0.39056695302284605,0.3090766030789164,0.3494349687150651,0.351068239648547,0.22539144150614637,0.289842254523672,0.22776423368350243,0.19947633376670015,0.2231636777143366,0.22323619627866573
Sym,7.073583379251044,0.022234316878284782,0.06870266502954442,55.41972498707481,0.005845447313709176,0.010239340930496619,0.07215994189681793,0.006767842787914437,0.007683827593028239,0.03942419223611662,0.23115314007684543,0.034844520803625906,2.729383220301137,0.0654693402502334,4988.76759569218
CS,0.1886899972298889,0.713632548485141,0.6892562422422619,0.052463470435501945,0.7733544249117765,0.7065839262858716,0.8988339413431368,0.9689692738865208,0.9678554376213656,0.9832068640418712,0.6506077932963096,0.9714154431364603,0.16115265770870033,0.6782924476509777,0.008792154952056392
SF,0.523555975989961,0.0543331693307858,0.19036073995379277,0.6981583448930178,0.11145147160444435,0.19433317544139472,0.34556722741189905,0.13372775635416334,0.16959800415783188,0.4184985814318941,0.48214115757099063,0.4168236486519411,0.6607229010960217,0.4799064778120514,0.6808883441349916
SD,2100.156557642034,71022.2852836618,60962.99515703172,41.307578857476855,359266.11568932136,407605.37636661984,217494.11142288588,797188.731723898,1071317.1772846212,4145579.767286728,255744.4917352479,4205777.747496268,1946.8517822945344,2054000.452482094,15.169210049787726
SDbw,0.0454449276261471,0.05711082017713422,0.09961700577653007,0.0019461827592201252,0.19147126244974835,0.21863131768241936,0.33475542614501375,0.40995629606589035,0.42402789164405835,1.2897879657487383,0.3330911600108152,1.2885568620031103,0.014368454163364026,0.8031340148031555,8.902009915888646e-05
XB*,0.061248785959467346,2.74029387743658,1.8435147520055692,0.0006492155429286071,8.63347804749975,5.491477480722242,1.1882007553562899,8.111330521424001,3.2746696630775944,0.14049592764986266,0.11182876993042219,0.14045798590763184,0.0047927204544591226,0.07003050108683724,1.7845412855229898e-05
S,0.8057858902582278,0.23933983153032587,0.36353986117946085,0.9650332706236664,-0.1559377264198308,-0.1335616795177849,0.42119778630144006,0.02165294207884526,-0.05222696235381998,0.5270514049336185,0.603925472682977,0.5260106979742831,0.9105743182966806,0.6504076900075005,0.9931106241777351
DB,0.2134926051495591,0.6290915647775144,0.5834352526741361,0.04770618236273026,0.6816389830536203,0.6387134586514576,0.6145878878362997,0.7102249983676934,0.7973986145368489,0.6869222538577878,0.49948035478927044,0.6857026802579554,0.1311641218073174,0.48757134560474125,0.00810872044299899
CH,7854.018848647975,523.6965519567582,833.7019144532609,6931.45463474632,89.80123057921473,126.15003835122963,817.0556201093958,146.81447847699303,178.97483999837414,1288.2935798183287,2188.6086608632368,1334.7667344298663,5111.919529849811,2113.364898273777,56036.80946540482
AD-S,0.8675374252419824,0.35799605343748003,0.3725875987229289,0.9796550770133289,0.30518263004881646,0.16171881882240532,0.21901416422515313,0.3949281054086364,0.4006355606489333,0.5883612101902417,0.6635149494981448,0.5791778846974567,0.9674502848124972,0.5854653929372428,0.9961326012905726
AD-DB,0.27847915071111334,1.0389075309119502,1.065426368498947,0.04068984597334232,1.0384131662042115,1.0632777839164802,1.4031588171433604,1.2520643829708438,1.3404893802604194,0.8232775796195163,0.6451313429527993,0.8411627647243345,0.06509943037500535,0.8360128073460269,0.007734797418854978
AD-CH,109.22436698981222,31.773990469812897,40.25074541699298,451.47455348830374,62.404771626908634,78.79104808045581,112.67162552835323,105.6844527740229,140.1951619491642,1237.0065460647754,427.7853216524676,1249.4356101677804,1554.6953245510726,996.0668717127787,521.3456319142408
AD-idea,2.6162903797165804e+18,2083886822334.2573,131948184660.47403,2415.9497640408863,175755.62061425144,82.22421172905548,56.827126641539024,20.51279059410845,457.57623824732826,5.901997822024402,94.96336413561983,5.65058180453,943.8557249574081,5.763075043653173,11680.223888689552
