,labels_zigzag_HDBSCAN_params1,labels_zigzag_HDBSCAN_params10,labels_zigzag_HDBSCAN_params11,labels_zigzag_HDBSCAN_params12,labels_zigzag_HDBSCAN_params13,labels_zigzag_HDBSCAN_params14,labels_zigzag_HDBSCAN_params15,labels_zigzag_HDBSCAN_params16,labels_zigzag_HDBSCAN_params17,labels_zigzag_HDBSCAN_params18,labels_zigzag_HDBSCAN_params19,labels_zigzag_HDBSCAN_params2,labels_zigzag_HDBSCAN_params20,labels_zigzag_HDBSCAN_params21,labels_zigzag_HDBSCAN_params22,labels_zigzag_HDBSCAN_params23,labels_zigzag_HDBSCAN_params24,labels_zigzag_HDBSCAN_params25,labels_zigzag_HDBSCAN_params26,labels_zigzag_HDBSCAN_params27,labels_zigzag_HDBSCAN_params28,labels_zigzag_HDBSCAN_params29,labels_zigzag_HDBSCAN_params3,labels_zigzag_HDBSCAN_params30,labels_zigzag_HDBSCAN_params31,labels_zigzag_HDBSCAN_params32,labels_zigzag_HDBSCAN_params33,labels_zigzag_HDBSCAN_params34,labels_zigzag_HDBSCAN_params35,labels_zigzag_HDBSCAN_params36,labels_zigzag_HDBSCAN_params37,labels_zigzag_HDBSCAN_params38,labels_zigzag_HDBSCAN_params39,labels_zigzag_HDBSCAN_params4,labels_zigzag_HDBSCAN_params40,labels_zigzag_HDBSCAN_params41,labels_zigzag_HDBSCAN_params42,labels_zigzag_HDBSCAN_params43,labels_zigzag_HDBSCAN_params44,labels_zigzag_HDBSCAN_params45,labels_zigzag_HDBSCAN_params46,labels_zigzag_HDBSCAN_params47,labels_zigzag_HDBSCAN_params48,labels_zigzag_HDBSCAN_params49,labels_zigzag_HDBSCAN_params5,labels_zigzag_HDBSCAN_params50,labels_zigzag_HDBSCAN_params51,labels_zigzag_HDBSCAN_params52,labels_zigzag_HDBSCAN_params53,labels_zigzag_HDBSCAN_params54,labels_zigzag_HDBSCAN_params55,labels_zigzag_HDBSCAN_params56,labels_zigzag_HDBSCAN_params57,labels_zigzag_HDBSCAN_params58,labels_zigzag_HDBSCAN_params59,labels_zigzag_HDBSCAN_params6,labels_zigzag_HDBSCAN_params60,labels_zigzag_HDBSCAN_params61,labels_zigzag_HDBSCAN_params62,labels_zigzag_HDBSCAN_params63,labels_zigzag_HDBSCAN_params7,labels_zigzag_HDBSCAN_params8,labels_zigzag_HDBSCAN_params9
B,1.157980452791119,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.205682990901955,0.04040608891428417,0.04040608891428417,0.04040608891428417,0.04040608891428417,0.04040608891428417,1.157980452791119,0.04040608891428417,0.23515274191564858,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.2311191320435277,1.1027434847256012,1.157980452791119,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.205682990901955,0.04040608891428417,0.04040608891428417,0.04040608891428417,0.04040608891428417,1.157980452791119,0.04040608891428417,0.04040608891428417,0.23515274191564858,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.157980452791119,1.2311191320435277,1.157980452791119,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.1027434847256012,1.205682990901955,0.04040608891428417,0.04040608891428417,0.04040608891428417,1.157980452791119,0.04040608891428417,0.04040608891428417,0.04040608891428417,0.23515274191564858,1.2311191320435277,1.1027434847256012,1.1027434847256012
BH,31.475974911492333,29.614437467684624,29.614437467684624,29.614437467684624,29.614437467684624,50.80265363320186,0.8786979314186599,0.8786979314186599,0.8786979314186599,0.8786979314186599,0.8786979314186599,31.475974911492333,0.8786979314186599,10.797418730290328,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,53.42760886282477,29.614437467684624,31.475974911492333,29.614437467684624,29.614437467684624,29.614437467684624,29.614437467684624,29.614437467684624,50.80265363320186,0.8786979314186599,0.8786979314186599,0.8786979314186599,0.8786979314186599,31.475974911492333,0.8786979314186599,0.8786979314186599,10.797418730290328,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,31.475974911492333,53.42760886282477,31.475974911492333,29.614437467684624,29.614437467684624,29.614437467684624,29.614437467684624,29.614437467684624,29.614437467684624,50.80265363320186,0.8786979314186599,0.8786979314186599,0.8786979314186599,31.475974911492333,0.8786979314186599,0.8786979314186599,0.8786979314186599,10.797418730290328,53.42760886282477,29.614437467684624,29.614437467684624
D,0.1573078253282463,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.6955128638114766,0.6955128638114766,0.6955128638114766,0.6955128638114766,0.6955128638114766,0.1573078253282463,0.6955128638114766,0.6878661257930956,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.16355256514032465,0.1573078253282463,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.6955128638114766,0.6955128638114766,0.6955128638114766,0.6955128638114766,0.1573078253282463,0.6955128638114766,0.6955128638114766,0.6878661257930956,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.1573078253282463,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.16355256514032465,0.6955128638114766,0.6955128638114766,0.6955128638114766,0.1573078253282463,0.6955128638114766,0.6955128638114766,0.6955128638114766,0.6878661257930956,0.1573078253282463,0.16355256514032465,0.16355256514032465
H,0.7083587440714038,0.706274340922374,0.706274340922374,0.706274340922374,0.706274340922374,0.5194472237744953,0.21005935778395787,0.21005935778395787,0.21005935778395787,0.21005935778395787,0.21005935778395787,0.7083587440714038,0.21005935778395787,0.20812945394463547,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.5248388532163502,0.706274340922374,0.7083587440714038,0.706274340922374,0.706274340922374,0.706274340922374,0.706274340922374,0.706274340922374,0.5194472237744953,0.21005935778395787,0.21005935778395787,0.21005935778395787,0.21005935778395787,0.7083587440714038,0.21005935778395787,0.21005935778395787,0.20812945394463547,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.7083587440714038,0.5248388532163502,0.7083587440714038,0.706274340922374,0.706274340922374,0.706274340922374,0.706274340922374,0.706274340922374,0.706274340922374,0.5194472237744953,0.21005935778395787,0.21005935778395787,0.21005935778395787,0.7083587440714038,0.21005935778395787,0.21005935778395787,0.21005935778395787,0.20812945394463547,0.5248388532163502,0.706274340922374,0.706274340922374
DBCV,0.7287048960549705,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.41445934659798234,0.9599394727299542,0.9599394727299542,0.9599394727299542,0.9599394727299542,0.9599394727299542,0.7287048960549705,0.9599394727299542,0.6638346670915892,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.4864194520924737,0.8393770730158563,0.7287048960549705,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.41445934659798234,0.9599394727299542,0.9599394727299542,0.9599394727299542,0.9599394727299542,0.7287048960549705,0.9599394727299542,0.9599394727299542,0.6638346670915892,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.7287048960549705,0.4864194520924737,0.7287048960549705,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.8393770730158563,0.41445934659798234,0.9599394727299542,0.9599394727299542,0.9599394727299542,0.7287048960549705,0.9599394727299542,0.9599394727299542,0.9599394727299542,0.6638346670915892,0.4864194520924737,0.8393770730158563,0.8393770730158563
I,0.2950714225360022,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.18924039274868093,3.1913480210428213,3.1913480210428213,3.1913480210428213,3.1913480210428213,3.1913480210428213,0.2950714225360022,3.1913480210428213,0.9527917156158885,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.19033059211969452,0.30125990267789704,0.2950714225360022,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.18924039274868093,3.1913480210428213,3.1913480210428213,3.1913480210428213,3.1913480210428213,0.2950714225360022,3.1913480210428213,3.1913480210428213,0.9527917156158885,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.2950714225360022,0.19033059211969452,0.2950714225360022,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.30125990267789704,0.18924039274868093,3.1913480210428213,3.1913480210428213,3.1913480210428213,0.2950714225360022,3.1913480210428213,3.1913480210428213,3.1913480210428213,0.9527917156158885,0.19033059211969452,0.30125990267789704,0.30125990267789704
C,0.43200920273601867,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42483786626372316,0.0020744822100147824,0.0020744822100147824,0.0020744822100147824,0.0020744822100147824,0.0020744822100147824,0.43200920273601867,0.0020744822100147824,0.013427200213011393,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.4324410394593794,0.42233598639497955,0.43200920273601867,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42483786626372316,0.0020744822100147824,0.0020744822100147824,0.0020744822100147824,0.0020744822100147824,0.43200920273601867,0.0020744822100147824,0.0020744822100147824,0.013427200213011393,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.4324410394593794,0.43200920273601867,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42233598639497955,0.42483786626372316,0.0020744822100147824,0.0020744822100147824,0.0020744822100147824,0.43200920273601867,0.0020744822100147824,0.0020744822100147824,0.0020744822100147824,0.013427200213011393,0.4324410394593794,0.42233598639497955,0.42233598639497955
CDbw,0.5907171199298666,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.25696629859066955,1.405734218201332,1.405734218201332,1.405734218201332,1.405734218201332,1.405734218201332,0.5907171199298666,1.405734218201332,0.2730439342467183,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.25363259940417665,0.6179580005842052,0.5907171199298666,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.25696629859066955,1.405734218201332,1.405734218201332,1.405734218201332,1.405734218201332,0.5907171199298666,1.405734218201332,1.405734218201332,0.2730439342467183,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.5907171199298666,0.25363259940417665,0.5907171199298666,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.6179580005842052,0.25696629859066955,1.405734218201332,1.405734218201332,1.405734218201332,0.5907171199298666,1.405734218201332,1.405734218201332,1.405734218201332,0.2730439342467183,0.25363259940417665,0.6179580005842052,0.6179580005842052
VIASCKDE,0.6570805555161726,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.49175168527568625,0.7194889688042588,0.7194889688042588,0.7194889688042588,0.7194889688042588,0.7194889688042588,0.6570805555161726,0.7194889688042588,0.6486644275491791,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.48556768060688865,0.6637347149605848,0.6570805555161726,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.49175168527568625,0.7194889688042588,0.7194889688042588,0.7194889688042588,0.7194889688042588,0.6570805555161726,0.7194889688042588,0.7194889688042588,0.6486644275491791,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.48556768060688865,0.6570805555161726,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.6637347149605848,0.49175168527568625,0.7194889688042588,0.7194889688042588,0.7194889688042588,0.6570805555161726,0.7194889688042588,0.7194889688042588,0.7194889688042588,0.6486644275491791,0.48556768060688865,0.6637347149605848,0.6637347149605848
COP,0.18712733183597763,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.20900745747372546,0.17235339184826007,0.17235339184826007,0.17235339184826007,0.17235339184826007,0.17235339184826007,0.18712733183597763,0.17235339184826007,0.24532152992975317,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.20432909668805768,0.19720093175151382,0.18712733183597763,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.20900745747372546,0.17235339184826007,0.17235339184826007,0.17235339184826007,0.17235339184826007,0.18712733183597763,0.17235339184826007,0.17235339184826007,0.24532152992975317,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.20432909668805768,0.18712733183597763,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.19720093175151382,0.20900745747372546,0.17235339184826007,0.17235339184826007,0.17235339184826007,0.18712733183597763,0.17235339184826007,0.17235339184826007,0.17235339184826007,0.24532152992975317,0.20432909668805768,0.19720093175151382,0.19720093175151382
