,labels_a1_MeanShift_params1,labels_a1_MeanShift_params10,labels_a1_MeanShift_params11,labels_a1_MeanShift_params12,labels_a1_MeanShift_params13,labels_a1_MeanShift_params14,labels_a1_MeanShift_params15,labels_a1_MeanShift_params16,labels_a1_MeanShift_params17,labels_a1_MeanShift_params18,labels_a1_MeanShift_params19,labels_a1_MeanShift_params2,labels_a1_MeanShift_params20,labels_a1_MeanShift_params3,labels_a1_MeanShift_params4,labels_a1_MeanShift_params5,labels_a1_MeanShift_params6,labels_a1_MeanShift_params7,labels_a1_MeanShift_params8,labels_a1_MeanShift_params9
B,0.021440864994247247,0.11659503785683137,0.15191501947466152,0.15191501947466152,0.054655825606707474,0.06512491124404934,0.11262805856783796,0.11659503785683137,0.3424001509372353,0.41364100377772034,0.42233383948171555,0.021430532044920403,0.42151605325265545,0.054595370423681365,0.05121167856582832,0.06202182434494438,0.061237027757480265,0.054655825606707474,0.06512491124404934,0.11262805856783796
BH,1.9375598992503515,35.33136816488547,51.9102526711044,51.9102526711044,10.249582669773218,14.912988290664723,35.00666163438008,35.33136816488547,163.30265992410037,356.18486467957376,350.397886075997,1.9366706624715897,350.4900147474581,10.235720378732726,8.953637266001056,12.437182461096512,12.445164823235514,10.249582669773218,14.912988290664723,35.00666163438008
D,0.18869244333871127,0.21970476936664968,0.246461513357104,0.246461513357104,0.23666419644445677,0.2111442561143154,0.2529063188423143,0.21970476936664968,0.17529575740417713,0.2600134730431074,0.32788467150310024,0.1876164563585493,0.32663296585345714,0.23874326588672928,0.2245521681384776,0.28527364562558444,0.2837454734222801,0.23666419644445677,0.2111442561143154,0.2529063188423143
H,1.8887034390124526,0.9664130285782144,0.8132435108024292,0.8132435108024292,1.176666573808443,1.2736404111306137,0.8710930024629029,0.9664130285782144,0.6656285820706749,0.3309234827012081,0.34175281753751263,1.8869084232376152,0.3408667724664456,1.1767147262481095,1.649604848212549,1.0492379628600264,1.05995199629339,1.176666573808443,1.2736404111306137,0.8710930024629029
DBCV,-0.44620837071096875,-0.9350106259871174,-0.9300970515736049,-0.9300970515736049,-0.8300273716732823,-0.8410316535848871,-0.9537203780519035,-0.9350106259871174,-0.927399590788596,-0.961342677137748,-0.9833075869844266,-0.4454003531410523,-0.9822591801206106,-0.7879658704486543,-0.7869605799244159,-0.8283940445079532,-0.8126221420499566,-0.8300273716732823,-0.8410316535848871,-0.9537203780519035
I,0.6317197737515556,0.5640797611311041,0.559950554312521,0.559950554312521,0.5952852875836249,0.5609472160843003,0.5735719176525673,0.5640797611311041,0.5914364634338497,0.6094433043709181,0.6062313394543567,0.6320805104294266,0.6070486049240178,0.5962324296235688,0.5259541576583611,0.601700768921237,0.6383836243841302,0.5952852875836249,0.5609472160843003,0.5735719176525673
C,0.01171779181489334,0.04939246926233278,0.057323122354909196,0.057323122354909196,0.02946043316604261,0.03670508089071072,0.04725923448482473,0.04939246926233278,0.09289923732413535,0.1260139572777803,0.11930886255189774,0.011703949755202482,0.11942824006592362,0.029378977526570628,0.03240842061622919,0.027630320947166886,0.027762978559923705,0.02946043316604261,0.03670508089071072,0.04725923448482473
CDbw,0.18492936019281167,0.025631881695706554,0.09150297334029565,0.09150297334029565,0.08449337061591941,0.08769205093814685,0.02513279068643556,0.025631881695706554,0.05889620899134746,0.006675445656476959,0.005536062535139627,0.18465526716538463,0.0032770627987228143,0.08785007205829093,0.08993605122885195,0.04361041868097176,0.042738964978026775,0.08449337061591941,0.08769205093814685,0.02513279068643556
VIASCKDE,0.7050312048577637,0.729191887717856,0.751423136127502,0.751423136127502,0.7256791561970302,0.716155181272676,0.7284154721354255,0.729191887717856,0.7646348993672426,0.7795198673698067,0.7747101757733997,0.7045909314562605,0.7747534824672292,0.7256401906100284,0.7048611566497552,0.735092954072797,0.734404568217846,0.7256791561970302,0.716155181272676,0.7284154721354255
COP,0.1264067812680821,0.22907766352325337,0.2537984234021136,0.2537984234021136,0.18527066113308444,0.20172201418747301,0.22634338376490917,0.22907766352325337,0.2674842103644937,0.321142944774289,0.3131182820443675,0.12632384536787233,0.3134977148038335,0.18521291052302366,0.18296502901343722,0.19293619792976865,0.1956604600013857,0.18527066113308444,0.20172201418747301,0.22634338376490917
Sym,0.021565227846827358,0.009722489112387454,0.009143750119895997,0.009143750119895997,0.010777919558996402,0.011369558469545474,0.00954698427254755,0.009722489112387454,0.009931378435024165,0.008614017004973638,0.007573633996719696,0.02156319414449994,0.007635593317014712,0.01073173722407617,0.00917742735356647,0.013674017969704142,0.014303959809136119,0.010777919558996402,0.011369558469545474,0.00954698427254755
CS,0.9289671169795648,1.1952248695402525,1.1844951678464368,1.1844951678464368,0.9482229280317713,0.9449403871154747,1.1208789809634374,1.1952248695402525,1.4477356943037527,1.1381321144537055,1.1724753135533499,0.9289213403654875,1.171159227927118,0.9470021063133816,1.0321555319525837,0.9013298999941124,0.9011213087665478,0.9482229280317713,0.9449403871154747,1.1208789809634374
SF,0.17709827412701618,0.2253728647859794,0.2574171347110088,0.2574171347110088,0.21271687507073356,0.21167699398238482,0.23228890406349811,0.2253728647859794,0.31932354882138736,0.38517036990593667,0.3822322032667853,0.1771760080265089,0.38249362032659806,0.21281146632461534,0.18902865736044228,0.21786847486101446,0.21758807280710368,0.21271687507073356,0.21167699398238482,0.23228890406349811
SD,6091161.136193427,37165380.169642955,47032184.61598952,47032184.61598952,14568714.19543541,19033914.76813527,35565526.19533136,37165380.169642955,94998971.84688503,113631035.51092754,114998120.34935245,6088292.687454362,114815276.65191169,14554703.625829194,14131650.274770044,17753774.86928457,17887602.082399745,14568714.19543541,19033914.76813527,35565526.19533136
SDbw,0.130827146106139,0.5224198925229709,0.6551354123033892,0.6551354123033892,0.2517601898745164,0.28203332034939194,0.4741124661082919,0.5224198925229709,1.2213593646338454,1.4396900022666115,1.4258808842610322,0.13103969447741964,1.427828387982859,0.2503024836824028,0.23843538070937037,0.26459013136389664,0.2631958588016683,0.2517601898745164,0.28203332034939194,0.4741124661082919
XB*,0.2865777393287515,0.2928687931791662,0.32446901273543965,0.32446901273543965,0.41589292814461926,0.6866022811831842,0.2620368659809583,0.2928687931791662,0.4490154735236715,0.26881420150907587,0.25868336856905605,0.2860459474617658,0.259310957735498,0.4099546580508677,0.6181366112398291,0.3672082361513029,0.37596270604822973,0.41589292814461926,0.6866022811831842,0.2620368659809583
S,0.540734057772086,0.42618848743466803,0.43720939572881995,0.43720939572881995,0.4736129687335778,0.42580568840484445,0.4358906070209524,0.42618848743466803,0.4235958485405957,0.46429223690001875,0.4647730352306761,0.5409743991504257,0.46510503322945096,0.4733130619083524,0.4304725909466113,0.4812173139511519,0.48088038755363355,0.4736129687335778,0.42580568840484445,0.4358906070209524
DB,0.6118853985514427,0.7795470117444547,0.8239272629969209,0.8239272629969209,0.675806329867546,0.7583609759346298,0.7473436360150173,0.7795470117444547,0.9262724679761659,0.8129823759782516,0.8292621844112295,0.6114974544075169,0.8279691615203073,0.6764373814459761,0.7664661371987808,0.692207484959195,0.6969444645706779,0.675806329867546,0.7583609759346298,0.7473436360150173
CH,7341.192263599754,3622.640605549771,3562.5107028431876,3562.5107028431876,4511.8777050654435,3789.1578416915772,3661.7968480695213,3622.640605549771,3072.7274514948163,3291.509377945143,3395.383452657082,7344.643568399729,3393.702908564951,4518.4380955935785,4236.591225510202,4617.871339333326,4614.669619825988,4511.8777050654435,3789.1578416915772,3661.7968480695213
AD-S,0.3479930800162798,0.18864951111370393,0.22698950641334523,0.22698950641334523,0.2993211657570645,0.2748416917133993,0.21217032172213454,0.18864951111370393,0.2775447818442352,0.5620666071475591,0.5188569192990823,0.3479397640812488,0.521533230223779,0.3001535470350499,0.25960248361951277,0.28651795607044594,0.2816869135585512,0.2993211657570645,0.2748416917133993,0.21217032172213454
AD-DB,1.3284230688692982,1.7188391647075163,1.623845141779324,1.623845141779324,1.3886261241636664,1.4025246760540795,1.6889663023103267,1.7188391647075163,1.6629252277828537,0.8782809740668373,0.9408204497362395,1.328361585873216,0.9383195858460056,1.3870278548036368,1.4384645370480638,1.4033110889906797,1.4077402064695308,1.3886261241636664,1.4025246760540795,1.6889663023103267
AD-CH,581.0999147087316,949.6697307246606,1213.6703232765453,1213.6703232765453,776.5900203493314,801.4462041068384,978.4174869590184,949.6697307246606,2120.39655969751,3773.8565900290914,3710.1276299166866,581.0592484926334,3711.1978980001327,777.1627988708019,684.0667784345366,833.8023331747779,830.4764527279124,776.5900203493314,801.4462041068384,978.4174869590184
AD-idea,10880.706421106006,1.6510546180011785,3.368667048004608,3.368667048004608,137.50477702375375,73.86054968892772,2.2657670981698237,1.6510546180011785,2.6495719213238966,5.145499950255387,3.786253664918586,10897.506713753342,3.853188452866284,140.3938257519674,95.12989770262617,110.75186421202207,98.18260949015865,137.50477702375375,73.86054968892772,2.2657670981698237
