,labels_s2_HDBSCAN_params1,labels_s2_HDBSCAN_params10,labels_s2_HDBSCAN_params11,labels_s2_HDBSCAN_params12,labels_s2_HDBSCAN_params13,labels_s2_HDBSCAN_params14,labels_s2_HDBSCAN_params15,labels_s2_HDBSCAN_params16,labels_s2_HDBSCAN_params17,labels_s2_HDBSCAN_params18,labels_s2_HDBSCAN_params19,labels_s2_HDBSCAN_params2,labels_s2_HDBSCAN_params20,labels_s2_HDBSCAN_params21,labels_s2_HDBSCAN_params22,labels_s2_HDBSCAN_params23,labels_s2_HDBSCAN_params24,labels_s2_HDBSCAN_params25,labels_s2_HDBSCAN_params26,labels_s2_HDBSCAN_params27,labels_s2_HDBSCAN_params28,labels_s2_HDBSCAN_params29,labels_s2_HDBSCAN_params3,labels_s2_HDBSCAN_params30,labels_s2_HDBSCAN_params31,labels_s2_HDBSCAN_params32,labels_s2_HDBSCAN_params33,labels_s2_HDBSCAN_params34,labels_s2_HDBSCAN_params35,labels_s2_HDBSCAN_params36,labels_s2_HDBSCAN_params37,labels_s2_HDBSCAN_params38,labels_s2_HDBSCAN_params39,labels_s2_HDBSCAN_params4,labels_s2_HDBSCAN_params40,labels_s2_HDBSCAN_params41,labels_s2_HDBSCAN_params42,labels_s2_HDBSCAN_params43,labels_s2_HDBSCAN_params44,labels_s2_HDBSCAN_params45,labels_s2_HDBSCAN_params46,labels_s2_HDBSCAN_params47,labels_s2_HDBSCAN_params48,labels_s2_HDBSCAN_params49,labels_s2_HDBSCAN_params5,labels_s2_HDBSCAN_params50,labels_s2_HDBSCAN_params51,labels_s2_HDBSCAN_params52,labels_s2_HDBSCAN_params53,labels_s2_HDBSCAN_params54,labels_s2_HDBSCAN_params55,labels_s2_HDBSCAN_params56,labels_s2_HDBSCAN_params57,labels_s2_HDBSCAN_params58,labels_s2_HDBSCAN_params59,labels_s2_HDBSCAN_params6,labels_s2_HDBSCAN_params60,labels_s2_HDBSCAN_params61,labels_s2_HDBSCAN_params62,labels_s2_HDBSCAN_params63,labels_s2_HDBSCAN_params64,labels_s2_HDBSCAN_params65,labels_s2_HDBSCAN_params66,labels_s2_HDBSCAN_params67,labels_s2_HDBSCAN_params68,labels_s2_HDBSCAN_params69,labels_s2_HDBSCAN_params7,labels_s2_HDBSCAN_params70,labels_s2_HDBSCAN_params71,labels_s2_HDBSCAN_params72,labels_s2_HDBSCAN_params8,labels_s2_HDBSCAN_params9
B,1.037296157670401,1.4507856793079121,1.4507856793079121,1.4507856793079121,1.7674444324887884,1.7746775195772444,1.450749081798554,1.450749081798554,1.450749081798554,1.450749081798554,1.3856620655426681,1.6163010031515073,1.6812079429986444,1.4935990404803852,1.4935990404803852,1.4935990404803852,1.4935990404803852,1.848257712306688,1.969578310880172,1.4507856793079121,1.4507856793079121,1.4507856793079121,1.4935990404803852,1.4507856793079121,1.8004813785407678,1.7746775195772444,1.450749081798554,1.450749081798554,1.450749081798554,1.450749081798554,1.4240294611274362,1.9697019814619359,1.4935990404803852,1.4935990404803852,1.4935990404803852,1.4935990404803852,1.4935990404803852,1.84562650513347,1.969578310880172,1.4507856793079121,1.4507856793079121,1.4507856793079121,1.4507856793079121,1.8004813785407678,1.4935990404803852,1.7746775195772444,1.450749081798554,1.450749081798554,1.450749081798554,1.450749081798554,1.4826139667789031,1.9697019814619359,1.4935990404803852,1.4935990404803852,1.4935990404803852,1.4935990404803852,1.4935990404803852,1.84562650513347,1.969578310880172,1.4507856793079121,1.4507856793079121,1.4507856793079121,1.4507856793079121,1.8004813785407678,1.7746775195772444,1.450749081798554,0.4857955349660284,1.450749081798554,1.450749081798554,1.450749081798554,1.969578310880172,1.4507856793079121
BH,0.04066838725049378,677.6446201998625,677.6446201998625,677.6446201998625,1.5312112629654653,2.5581263391554265,670.9572987085696,670.9572987085696,670.9572987085696,670.9572987085696,0.3741636838839343,115.77101311155619,149.52959396311235,693.9123340291993,693.9123340291993,693.9123340291993,693.9123340291993,1.5472696103189003,8.411719382146348,677.6446201998625,677.6446201998625,677.6446201998625,693.9123340291993,677.6446201998625,1.7590617196639016,2.5581263391554265,670.9572987085696,670.9572987085696,670.9572987085696,670.9572987085696,1.195619452472934,174.44673374707634,693.9123340291993,693.9123340291993,693.9123340291993,693.9123340291993,693.9123340291993,1.9570836164880863,8.411719382146348,677.6446201998625,677.6446201998625,677.6446201998625,677.6446201998625,1.7590617196639016,693.9123340291993,2.5581263391554265,670.9572987085696,670.9572987085696,670.9572987085696,670.9572987085696,1.758593006026542,174.44673374707634,693.9123340291993,693.9123340291993,693.9123340291993,693.9123340291993,693.9123340291993,1.9570836164880863,8.411719382146348,677.6446201998625,677.6446201998625,677.6446201998625,677.6446201998625,1.7590617196639016,2.5581263391554265,670.9572987085696,0.3631162436659,670.9572987085696,670.9572987085696,670.9572987085696,8.411719382146348,677.6446201998625
D,0.008057022026847561,0.24105824506112536,0.24105824506112536,0.24105824506112536,0.011060186911814847,0.005771112191728246,0.2265836115682641,0.2265836115682641,0.2265836115682641,0.2265836115682641,0.008581732080832637,0.007611455562619861,0.012019848241740447,0.2315609530889436,0.2315609530889436,0.2315609530889436,0.2315609530889436,0.027396812833376482,0.007480345245519388,0.24105824506112536,0.24105824506112536,0.24105824506112536,0.2315609530889436,0.24105824506112536,0.021457879178367834,0.005771112191728246,0.2265836115682641,0.2265836115682641,0.2265836115682641,0.2265836115682641,0.030683929915963203,0.006880175407432587,0.2315609530889436,0.2315609530889436,0.2315609530889436,0.2315609530889436,0.2315609530889436,0.01420149012336507,0.007480345245519388,0.24105824506112536,0.24105824506112536,0.24105824506112536,0.24105824506112536,0.021457879178367834,0.2315609530889436,0.005771112191728246,0.2265836115682641,0.2265836115682641,0.2265836115682641,0.2265836115682641,0.028496697239841697,0.006880175407432587,0.2315609530889436,0.2315609530889436,0.2315609530889436,0.2315609530889436,0.2315609530889436,0.01420149012336507,0.007480345245519388,0.24105824506112536,0.24105824506112536,0.24105824506112536,0.24105824506112536,0.021457879178367834,0.005771112191728246,0.2265836115682641,0.035281356333948785,0.2265836115682641,0.2265836115682641,0.2265836115682641,0.007480345245519388,0.24105824506112536
H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBCV,0.34120845579930803,-0.506383035595639,-0.506383035595639,-0.506383035595639,0.6166527686540235,0.5817575264631833,-0.39255566236205924,-0.39255566236205924,-0.39255566236205924,-0.39255566236205924,0.13555181270148708,-0.5024567969565837,-0.4500879975665692,-0.6238821982557444,-0.6238821982557444,-0.6238821982557444,-0.6238821982557444,0.5238113632408796,0.43853808601463945,-0.506383035595639,-0.506383035595639,-0.506383035595639,-0.6238821982557444,-0.506383035595639,0.605235626100439,0.5817575264631833,-0.39255566236205924,-0.39255566236205924,-0.39255566236205924,-0.39255566236205924,0.24148862958357836,-0.44819448596036343,-0.6238821982557444,-0.6238821982557444,-0.6238821982557444,-0.6238821982557444,-0.6238821982557444,0.5534998463058036,0.43853808601463945,-0.506383035595639,-0.506383035595639,-0.506383035595639,-0.506383035595639,0.605235626100439,-0.6238821982557444,0.5817575264631833,-0.39255566236205924,-0.39255566236205924,-0.39255566236205924,-0.39255566236205924,0.302690412101205,-0.44819448596036343,-0.6238821982557444,-0.6238821982557444,-0.6238821982557444,-0.6238821982557444,-0.6238821982557444,0.5534998463058036,0.43853808601463945,-0.506383035595639,-0.506383035595639,-0.506383035595639,-0.506383035595639,0.605235626100439,0.5817575264631833,-0.39255566236205924,0.32049661808916047,-0.39255566236205924,-0.39255566236205924,-0.39255566236205924,0.43853808601463945,-0.506383035595639
I,0.2813747520388449,0.09869333439386893,0.09869333439386893,0.09869333439386893,1.7663872141611665,1.4408519608371368,0.10037019286139731,0.10037019286139731,0.10037019286139731,0.10037019286139731,0.7200683030740652,0.1300154634198062,0.1586524733762972,0.09458517549397116,0.09458517549397116,0.09458517549397116,0.09458517549397116,1.479927735989402,0.6710102695121575,0.09869333439386893,0.09869333439386893,0.09869333439386893,0.09458517549397116,0.09869333439386893,1.730218079049986,1.4408519608371368,0.10037019286139731,0.10037019286139731,0.10037019286139731,0.10037019286139731,1.1160288759436572,0.21301670003906195,0.09458517549397116,0.09458517549397116,0.09458517549397116,0.09458517549397116,0.09458517549397116,1.5555042640015782,0.6710102695121575,0.09869333439386893,0.09869333439386893,0.09869333439386893,0.09869333439386893,1.730218079049986,0.09458517549397116,1.4408519608371368,0.10037019286139731,0.10037019286139731,0.10037019286139731,0.10037019286139731,1.2288835032547911,0.21301670003906195,0.09458517549397116,0.09458517549397116,0.09458517549397116,0.09458517549397116,0.09458517549397116,1.5555042640015782,0.6710102695121575,0.09869333439386893,0.09869333439386893,0.09869333439386893,0.09869333439386893,1.730218079049986,1.4408519608371368,0.10037019286139731,1.540164997031809,0.10037019286139731,0.10037019286139731,0.10037019286139731,0.6710102695121575,0.09869333439386893
C,0.4154146645138978,0.40308934008030906,0.40308934008030906,0.40308934008030906,0.21320067009142127,0.15478278393190556,0.4030749177866952,0.4030749177866952,0.4030749177866952,0.4030749177866952,0.3541797591354338,0.2512240351167924,0.251411874565868,0.3948041110389574,0.3948041110389574,0.3948041110389574,0.3948041110389574,0.19803589881978415,0.08254526991429711,0.40308934008030906,0.40308934008030906,0.40308934008030906,0.3948041110389574,0.40308934008030906,0.1639594837779734,0.15478278393190556,0.4030749177866952,0.4030749177866952,0.4030749177866952,0.4030749177866952,0.24091567165809047,0.2514957950234343,0.3948041110389574,0.3948041110389574,0.3948041110389574,0.3948041110389574,0.3948041110389574,0.13968746744630312,0.08254526991429711,0.40308934008030906,0.40308934008030906,0.40308934008030906,0.40308934008030906,0.1639594837779734,0.3948041110389574,0.15478278393190556,0.4030749177866952,0.4030749177866952,0.4030749177866952,0.4030749177866952,0.1359167582550673,0.2514957950234343,0.3948041110389574,0.3948041110389574,0.3948041110389574,0.3948041110389574,0.3948041110389574,0.13968746744630312,0.08254526991429711,0.40308934008030906,0.40308934008030906,0.40308934008030906,0.40308934008030906,0.1639594837779734,0.15478278393190556,0.4030749177866952,0.4019522519168665,0.4030749177866952,0.4030749177866952,0.4030749177866952,0.08254526991429711,0.40308934008030906
CDbw,0.4105587080451148,0.07098146762789431,0.07098146762789431,0.07098146762789431,0.6957176014232478,0.6356528142763856,0.06128964554819025,0.06128964554819025,0.06128964554819025,0.06128964554819025,0.46336579306095566,0.35844690825006587,0.24625255840525845,0.06755770342372866,0.06755770342372866,0.06755770342372866,0.06755770342372866,0.6667119662283223,0.5188799914424521,0.07098146762789431,0.07098146762789431,0.07098146762789431,0.06755770342372866,0.07098146762789431,0.6925921079891587,0.6356528142763856,0.06128964554819025,0.06128964554819025,0.06128964554819025,0.06128964554819025,0.47779965177718914,0.20822512190279488,0.06755770342372866,0.06755770342372866,0.06755770342372866,0.06755770342372866,0.06755770342372866,0.6922322145607764,0.5188799914424521,0.07098146762789431,0.07098146762789431,0.07098146762789431,0.07098146762789431,0.6925921079891587,0.06755770342372866,0.6356528142763856,0.06128964554819025,0.06128964554819025,0.06128964554819025,0.06128964554819025,0.5007358476471336,0.20822512190279488,0.06755770342372866,0.06755770342372866,0.06755770342372866,0.06755770342372866,0.06755770342372866,0.6922322145607764,0.5188799914424521,0.07098146762789431,0.07098146762789431,0.07098146762789431,0.07098146762789431,0.6925921079891587,0.6356528142763856,0.06128964554819025,0.5872344793780482,0.06128964554819025,0.06128964554819025,0.06128964554819025,0.5188799914424521,0.07098146762789431
VIASCKDE,0.4148271806933053,0.6121812644822181,0.6121812644822181,0.6121812644822181,0.5897981807552292,0.6028188582426335,0.6085382951819343,0.6085382951819343,0.6085382951819343,0.6085382951819343,0.534531851179776,0.6087028457405276,0.6112117297193258,0.6630268944644966,0.6630268944644966,0.6630268944644966,0.6630268944644966,0.5912436030936605,0.6118840467288789,0.6121812644822181,0.6121812644822181,0.6121812644822181,0.6630268944644966,0.6121812644822181,0.6045856309960455,0.6028188582426335,0.6085382951819343,0.6085382951819343,0.6085382951819343,0.6085382951819343,0.5759581613589506,0.6117152470562343,0.6630268944644966,0.6630268944644966,0.6630268944644966,0.6630268944644966,0.6630268944644966,0.6077202373321731,0.6118840467288789,0.6121812644822181,0.6121812644822181,0.6121812644822181,0.6121812644822181,0.6045856309960455,0.6630268944644966,0.6028188582426335,0.6085382951819343,0.6085382951819343,0.6085382951819343,0.6085382951819343,0.6035845808296737,0.6117152470562343,0.6630268944644966,0.6630268944644966,0.6630268944644966,0.6630268944644966,0.6630268944644966,0.6077202373321731,0.6118840467288789,0.6121812644822181,0.6121812644822181,0.6121812644822181,0.6121812644822181,0.6045856309960455,0.6028188582426335,0.6085382951819343,0.5346004773575533,0.6085382951819343,0.6085382951819343,0.6085382951819343,0.6118840467288789,0.6121812644822181
COP,0.19569410231127485,0.3199278905800413,0.3199278905800413,0.3199278905800413,0.14500457599946998,0.14406700009839032,0.32004212292025996,0.32004212292025996,0.32004212292025996,0.32004212292025996,0.17767613806021046,0.2876760198804167,0.2863950825210409,0.3191830181120218,0.3191830181120218,0.3191830181120218,0.3191830181120218,0.1483672177433266,0.164823923498617,0.3199278905800413,0.3199278905800413,0.3199278905800413,0.3191830181120218,0.3199278905800413,0.13709363291477517,0.14406700009839032,0.32004212292025996,0.32004212292025996,0.32004212292025996,0.32004212292025996,0.1524540643718558,0.2870410956571241,0.3191830181120218,0.3191830181120218,0.3191830181120218,0.3191830181120218,0.3191830181120218,0.13376454930170018,0.164823923498617,0.3199278905800413,0.3199278905800413,0.3199278905800413,0.3199278905800413,0.13709363291477517,0.3191830181120218,0.14406700009839032,0.32004212292025996,0.32004212292025996,0.32004212292025996,0.32004212292025996,0.13587559711492664,0.2870410956571241,0.3191830181120218,0.3191830181120218,0.3191830181120218,0.3191830181120218,0.3191830181120218,0.13376454930170018,0.164823923498617,0.3199278905800413,0.3199278905800413,0.3199278905800413,0.3199278905800413,0.13709363291477517,0.14406700009839032,0.32004212292025996,0.19782052892897975,0.32004212292025996,0.32004212292025996,0.32004212292025996,0.164823923498617,0.3199278905800413
Sym,0.00021483609683582407,0.0012687614689604145,0.0012687614689604145,0.0012687614689604145,0.0017966669116421653,0.0018310686294881469,0.0011937638017797438,0.0011937638017797438,0.0011937638017797438,0.0011937638017797438,0.0003505974153839746,0.0019612539389935327,0.002155369984613834,0.0014562873466550023,0.0014562873466550023,0.0014562873466550023,0.0014562873466550023,0.0016776218682434442,0.0035122682470009304,0.0012687614689604145,0.0012687614689604145,0.0012687614689604145,0.0014562873466550023,0.0012687614689604145,0.0016224350088918907,0.0018310686294881469,0.0011937638017797438,0.0011937638017797438,0.0011937638017797438,0.0011937638017797438,0.0015416638350173875,0.002451350983130481,0.0014562873466550023,0.0014562873466550023,0.0014562873466550023,0.0014562873466550023,0.0014562873466550023,0.0015113566973604306,0.0035122682470009304,0.0012687614689604145,0.0012687614689604145,0.0012687614689604145,0.0012687614689604145,0.0016224350088918907,0.0014562873466550023,0.0018310686294881469,0.0011937638017797438,0.0011937638017797438,0.0011937638017797438,0.0011937638017797438,0.001666610155296233,0.002451350983130481,0.0014562873466550023,0.0014562873466550023,0.0014562873466550023,0.0014562873466550023,0.0014562873466550023,0.0015113566973604306,0.0035122682470009304,0.0012687614689604145,0.0012687614689604145,0.0012687614689604145,0.0012687614689604145,0.0016224350088918907,0.0018310686294881469,0.0011937638017797438,0.0007915490676023734,0.0011937638017797438,0.0011937638017797438,0.0011937638017797438,0.0035122682470009304,0.0012687614689604145
CS,0.8023592885209253,3.970823381941157,3.970823381941157,3.970823381941157,0.996216273183274,0.9941071289079447,3.831857257471651,3.831857257471651,3.831857257471651,3.831857257471651,1.1085498291347984,1.4920962644526992,1.7696137084610828,3.8322380630049526,3.8322380630049526,3.8322380630049526,3.8322380630049526,1.0540539682303007,1.1274898850956852,3.970823381941157,3.970823381941157,3.970823381941157,3.8322380630049526,3.970823381941157,0.9570533349363753,0.9941071289079447,3.831857257471651,3.831857257471651,3.831857257471651,3.831857257471651,1.1133248031845846,1.58077246136208,3.8322380630049526,3.8322380630049526,3.8322380630049526,3.8322380630049526,3.8322380630049526,0.9817483878202564,1.1274898850956852,3.970823381941157,3.970823381941157,3.970823381941157,3.970823381941157,0.9570533349363753,3.8322380630049526,0.9941071289079447,3.831857257471651,3.831857257471651,3.831857257471651,3.831857257471651,1.0389052735260387,1.58077246136208,3.8322380630049526,3.8322380630049526,3.8322380630049526,3.8322380630049526,3.8322380630049526,0.9817483878202564,1.1274898850956852,3.970823381941157,3.970823381941157,3.970823381941157,3.970823381941157,0.9570533349363753,0.9941071289079447,3.831857257471651,0.9877717427364797,3.831857257471651,3.831857257471651,3.831857257471651,1.1274898850956852,3.970823381941157
SF,0.06309409408821287,0.20344267082680734,0.20344267082680734,0.20344267082680734,0.18965018975103842,0.17727367388981852,0.20452056855052791,0.20452056855052791,0.20452056855052791,0.20452056855052791,0.14567477012517926,0.15015021527068595,0.15576181814368506,0.19476768988285442,0.19476768988285442,0.19476768988285442,0.19476768988285442,0.18107894559760718,0.14991812058522447,0.20344267082680734,0.20344267082680734,0.20344267082680734,0.19476768988285442,0.20344267082680734,0.18721529759388622,0.17727367388981852,0.20452056855052791,0.20452056855052791,0.20452056855052791,0.20452056855052791,0.16899861968553853,0.16357372294002026,0.19476768988285442,0.19476768988285442,0.19476768988285442,0.19476768988285442,0.19476768988285442,0.18342827263537087,0.14991812058522447,0.20344267082680734,0.20344267082680734,0.20344267082680734,0.20344267082680734,0.18721529759388622,0.19476768988285442,0.17727367388981852,0.20452056855052791,0.20452056855052791,0.20452056855052791,0.20452056855052791,0.1741710865368883,0.16357372294002026,0.19476768988285442,0.19476768988285442,0.19476768988285442,0.19476768988285442,0.19476768988285442,0.18342827263537087,0.14991812058522447,0.20344267082680734,0.20344267082680734,0.20344267082680734,0.20344267082680734,0.18721529759388622,0.17727367388981852,0.20452056855052791,0.18332394416623254,0.20452056855052791,0.20452056855052791,0.20452056855052791,0.14991812058522447,0.20344267082680734
SD,19545832.36113138,2020098287.8867335,2020098287.8867335,2020098287.8867335,170863906.36390978,201999140.1760961,2020617148.3039048,2020617148.3039048,2020617148.3039048,2020617148.3039048,68979856.42191601,623818953.3206669,809464076.3222083,2182218332.5117593,2182218332.5117593,2182218332.5117593,2182218332.5117593,160108241.22109842,302200208.8930516,2020098287.8867335,2020098287.8867335,2020098287.8867335,2182218332.5117593,2020098287.8867335,180494051.76481313,201999140.1760961,2020617148.3039048,2020617148.3039048,2020617148.3039048,2020617148.3039048,139227070.22232386,943257649.7094606,2182218332.5117593,2182218332.5117593,2182218332.5117593,2182218332.5117593,2182218332.5117593,180513820.71440908,302200208.8930516,2020098287.8867335,2020098287.8867335,2020098287.8867335,2020098287.8867335,180494051.76481313,2182218332.5117593,201999140.1760961,2020617148.3039048,2020617148.3039048,2020617148.3039048,2020617148.3039048,157526419.01194865,943257649.7094606,2182218332.5117593,2182218332.5117593,2182218332.5117593,2182218332.5117593,2182218332.5117593,180513820.71440908,302200208.8930516,2020098287.8867335,2020098287.8867335,2020098287.8867335,2020098287.8867335,180494051.76481313,201999140.1760961,2020617148.3039048,88052599.58479077,2020617148.3039048,2020617148.3039048,2020617148.3039048,302200208.8930516,2020098287.8867335
SDbw,0.06617760279811638,1.8296455982532756,1.8296455982532756,1.8296455982532756,0.21302741106694467,0.2527937041199638,1.8571833382727405,1.8571833382727405,1.8571833382727405,1.8571833382727405,0.18846529354338812,0.7050204712933456,0.9536118340411194,1.858322343906476,1.858322343906476,1.858322343906476,1.858322343906476,0.21358045494654693,0.40416554990849707,1.8296455982532756,1.8296455982532756,1.8296455982532756,1.858322343906476,1.8296455982532756,0.22893594633633027,0.2527937041199638,1.8571833382727405,1.8571833382727405,1.8571833382727405,1.8571833382727405,0.212866491862305,1.0249600717278904,1.858322343906476,1.858322343906476,1.858322343906476,1.858322343906476,1.858322343906476,0.23054646090707448,0.40416554990849707,1.8296455982532756,1.8296455982532756,1.8296455982532756,1.8296455982532756,0.22893594633633027,1.858322343906476,0.2527937041199638,1.8571833382727405,1.8571833382727405,1.8571833382727405,1.8571833382727405,0.20881414966973935,1.0249600717278904,1.858322343906476,1.858322343906476,1.858322343906476,1.858322343906476,1.858322343906476,0.23054646090707448,0.40416554990849707,1.8296455982532756,1.8296455982532756,1.8296455982532756,1.8296455982532756,0.22893594633633027,0.2527937041199638,1.8571833382727405,0.15390322557732,1.8571833382727405,1.8571833382727405,1.8571833382727405,0.40416554990849707,1.8296455982532756
