,labels_trajectories_DBSCAN_params10,labels_trajectories_DBSCAN_params11,labels_trajectories_DBSCAN_params12,labels_trajectories_DBSCAN_params13,labels_trajectories_DBSCAN_params14,labels_trajectories_DBSCAN_params15,labels_trajectories_DBSCAN_params16,labels_trajectories_DBSCAN_params17,labels_trajectories_DBSCAN_params18,labels_trajectories_DBSCAN_params19,labels_trajectories_DBSCAN_params20,labels_trajectories_DBSCAN_params21,labels_trajectories_DBSCAN_params22,labels_trajectories_DBSCAN_params23,labels_trajectories_DBSCAN_params24,labels_trajectories_DBSCAN_params25,labels_trajectories_DBSCAN_params26,labels_trajectories_DBSCAN_params27,labels_trajectories_DBSCAN_params28,labels_trajectories_DBSCAN_params5,labels_trajectories_DBSCAN_params6,labels_trajectories_DBSCAN_params9
B,0.0014810942388916255,0.0005065890733855921,0.0002583852119965652,0.05205343254325332,0.030586427367201928,0.011596730385500797,0.008092020865210985,0.10069750452729796,0.10069750452729796,0.07728149424442701,0.07697500351319055,0.10069750452729796,0.10069750452729796,0.10069750452729796,0.10069750452729796,0.6688588946212372,0.6688588946212372,0.6688588946212372,0.6688588946212372,8.448117368779465e-05,3.2642014468780446e-05,0.006641391537536177
BH,0.037272008128193736,0.010902299730526664,0.006111073131406744,11.125525881793378,4.209189167112312,1.4664506850494057,0.8973794332870723,168.86938680632318,168.86938680632318,62.355152964217005,62.05761985942703,168.86938680632318,168.86938680632318,168.86938680632318,168.86938680632318,1970.323958113312,1970.323958113312,1970.323958113312,1970.323958113312,0.0003672313838251883,0.00022027266922166583,0.1758590753203347
D,0.07223141215315013,0.1600696975477847,0.20269709301464378,0.040460265975893674,0.03738722875864882,0.07176043596445224,0.047922664845697516,0.33214643219080203,0.33214643219080203,0.07681376382605778,0.08357045333557951,0.33214643219080203,0.33214643219080203,0.33214643219080203,0.33214643219080203,0.31024769420567494,0.31024769420567494,0.31024769420567494,0.31024769420567494,0.08817539967397035,0.5250180374774909,0.020378600865689215
H,11.329768938750219,3.831792300872598,1.5246454072265674,4.138994510426847,6.431702308487574,5.56055400760005,5.103673065532561,0.29187615920598786,0.29187615920598786,0.8554559680957653,0.814399701974214,0.29187615920598786,0.29187615920598786,0.29187615920598786,0.29187615920598786,0.4610932849700661,0.4610932849700661,0.4610932849700661,0.4610932849700661,20.122887581474203,0.4792313847872936,20.479310415492552
DBCV,0.031288601038756254,0.46449227744620436,0.6207024418268945,-0.46810154878480636,-0.4101314438424899,-0.32798145682586344,-0.09578457866182703,0.8316934411694769,0.8316934411694769,0.4669491330555995,0.7648241978813367,0.8316934411694769,0.8316934411694769,0.8316934411694769,0.8316934411694769,0.7019210396468828,0.7019210396468828,0.7019210396468828,0.7019210396468828,0.659584415723797,0.8166068451730303,-0.17085390603589623
I,0.3162583161047209,3.509050865852409,26.92739779119566,0.10490789111422609,0.08402461244124171,0.1965246048487156,0.28358537277875595,1.4609763136965646,1.4609763136965646,0.7217320083868048,0.7243637357905759,1.4609763136965646,1.4609763136965646,1.4609763136965646,1.4609763136965646,0.38808685692055594,0.38808685692055594,0.38808685692055594,0.38808685692055594,1.1729243243292387,486.68139639281725,0.03245669612624233
C,0.007048433461753603,0.0019779666842938124,0.001240768460775563,0.02195004448122626,0.029815829805474856,0.020454619882870572,0.01438407404599516,0.02015678177665515,0.02015678177665515,0.013769815641892636,0.01353451662251308,0.02015678177665515,0.02015678177665515,0.02015678177665515,0.02015678177665515,0.2246810507973571,0.2246810507973571,0.2246810507973571,0.2246810507973571,0.0016710614600927438,0.0001654641865778261,0.02029553807937144
CDbw,5.652124120606419,10.436528918500928,19.849345869012392,7.428670199857559,2.869396159083777,2.500225092334744,2.4566160949473907,0.4759812626454248,0.4759812626454248,1.0776244189679787,1.2167492636840667,0.4759812626454248,0.4759812626454248,0.4759812626454248,0.4759812626454248,0.11604168491848046,0.11604168491848046,0.11604168491848046,0.11604168491848046,30.913225224505204,91.33527959851365,12.262866220572626
VIASCKDE,0.5514225646260842,0.5590162741993148,0.5640267986558715,0.7125731102640233,0.6740362773846513,0.673437972160518,0.6554165630220927,0.7399618431415204,0.7399618431415204,0.741383770763005,0.7404751026774593,0.7399618431415204,0.7399618431415204,0.7399618431415204,0.7399618431415204,0.7454386819536258,0.7454386819536258,0.7454386819536258,0.7454386819536258,0.41589886585579416,0.5413912128512662,0.583424600512595
COP,0.06401121237261725,0.05447228528808905,0.053892087791681184,0.16174313739352403,0.1439774273931589,0.11187332791111824,0.0995955698462852,0.199180726016767,0.199180726016767,0.17871981929188424,0.1788567988752238,0.199180726016767,0.199180726016767,0.199180726016767,0.199180726016767,0.316451292040246,0.316451292040246,0.316451292040246,0.316451292040246,0.08581191836671954,0.09642224456472541,0.09112612294455817
Sym,0.0215035903474826,0.33039448901331975,2.2641731379826058,0.0025195915213022976,0.002377508952336052,0.0066765716607425285,0.010253144406378785,0.0049904671501834795,0.0049904671501834795,0.00463682741560576,0.004678651305563392,0.0049904671501834795,0.0049904671501834795,0.0049904671501834795,0.0049904671501834795,0.0004459590176621695,0.0004459590176621695,0.0004459590176621695,0.0004459590176621695,0.19800958667289945,74.3121820065863,0.003049162157001706
CS,0.6635004743599886,0.4205216731162234,0.22264560766903133,1.0934813054241173,0.96590625832791,0.8819563277601109,0.8656103614124754,0.7789202485170523,0.7789202485170523,0.9144926122710814,0.8943121449014089,0.7789202485170523,0.7789202485170523,0.7789202485170523,0.7789202485170523,1.4071374739600915,1.4071374739600915,1.4071374739600915,1.4071374739600915,0.3966360922337765,0.06799688986326419,0.7735048704920537
SF,0.22909901595961102,0.45023870362508767,0.5604029057113864,0.22888655105019828,0.17319123864862263,0.1899219777912845,0.22508670244492646,0.3702503676459743,0.3702503676459743,0.32476552302130746,0.3274429988205375,0.3702503676459743,0.3702503676459743,0.3702503676459743,0.3702503676459743,0.33592308825905826,0.33592308825905826,0.33592308825905826,0.33592308825905826,0.29278874727376547,0.6221448134972132,0.09602048768001015
SD,803603.2473395814,150998.2612751652,61885.08413037655,23987064.667093482,11452081.122346655,7283950.283624566,5021785.762892517,239185650.51663622,239185650.51663622,111516626.66368447,110402972.63490102,239185650.51663622,239185650.51663622,239185650.51663622,239185650.51663622,1075834106.9501593,1075834106.9501593,1075834106.9501593,1075834106.9501593,172362.4880550965,37079.80716946496,1461112.7007360253
SDbw,0.02374557787316099,0.052750543347658926,0.10263527238658855,0.16910035470896526,0.09377293556431332,0.07087705864805459,0.05865592822079174,0.32720342896821264,0.32720342896821264,0.31766987504232486,0.3114497015918267,0.32720342896821264,0.32720342896821264,0.32720342896821264,0.32720342896821264,1.2864291987246743,1.2864291987246743,1.2864291987246743,1.2864291987246743,0.013650329715224657,0.09704661267329101,0.023254226917515153
XB*,7.720254751242895,1.4507210599522877,0.7224302588797891,12.310787567419526,11.929869196093499,6.568846732474984,9.15317799098494,0.18758042184320295,0.18758042184320295,2.338224938156565,2.2378828015775003,0.18758042184320295,0.18758042184320295,0.18758042184320295,0.18758042184320295,0.510458215339699,0.510458215339699,0.510458215339699,0.510458215339699,5.958602622332835,0.23913331119528372,67.24308045831961
S,0.32188280697231864,0.5699072286740824,0.7007039712927214,0.02512332055529971,-0.022283918053105416,0.241923577437031,0.31643568825683505,0.6464815668228715,0.6464815668228715,0.5801191113304006,0.5832519669885644,0.6464815668228715,0.6464815668228715,0.6464815668228715,0.6464815668228715,0.3725892356770555,0.3725892356770555,0.3725892356770555,0.3725892356770555,0.5246000842953912,0.8234459147054748,-0.009597200297016264
DB,0.5919744024871644,0.47983237109194665,0.3912774509517166,0.7593913540476384,0.7752021222536811,0.6551084705301031,0.6086677340310043,0.48482360529306534,0.48482360529306534,0.569764848686897,0.5575764565614465,0.48482360529306534,0.48482360529306534,0.48482360529306534,0.48482360529306534,1.0108721267097538,1.0108721267097538,1.0108721267097538,1.0108721267097538,0.4677033329915384,0.21817839431103442,0.6643402195629555
CH,27953.65260675863,85374.80259909,156265.93777967608,6293.010988252613,5477.638402902867,12935.321054139758,17951.54806805061,24826.831724735315,24826.831724735315,20116.35213623645,20148.8468870338,24826.831724735315,24826.831724735315,24826.831724735315,24826.831724735315,4485.250961189417,4485.250961189417,4485.250961189417,4485.250961189417,102598.02448200241,417610.47203640157,5663.258788333338
AD-S,0.35574471864951296,0.5354286325824211,0.6849003884183961,0.3666890020665526,0.22382055648596536,0.33142207707700977,0.4206019681030985,0.9254627308229351,0.9254627308229351,0.8195418370228849,0.8671637333551695,0.9254627308229351,0.9254627308229351,0.9254627308229351,0.9254627308229351,0.5789544598958086,0.5789544598958086,0.5789544598958086,0.5789544598958086,0.5157746396797673,0.7931359352362746,0.27481996707924744
AD-DB,1.0338590048376906,0.8504265737736182,0.7160670973084473,1.0348157281300672,1.1986328857770774,1.0454936225482305,1.0798906320897574,0.14755693305565948,0.14755693305565948,0.7712253933027976,0.6083238004256433,0.14755693305565948,0.14755693305565948,0.14755693305565948,0.14755693305565948,0.7226863627189546,0.7226863627189546,0.7226863627189546,0.7226863627189546,0.8133616309168364,0.3653670516398549,1.0561417759675553
AD-CH,4242.5533285780675,4668.385433523723,7376.075561956168,6214.5898834263,3700.6133384190694,4332.510107115306,11755.216963102454,42904.34394699271,42904.34394699271,25171.075782663214,25136.245871222924,42904.34394699271,42904.34394699271,42904.34394699271,42904.34394699271,5019.748000371592,5019.748000371592,5019.748000371592,5019.748000371592,1078.620121485168,4434.61122765473,1193.4552540532895
AD-idea,1.6844918459189515e+44,6.469187698241833e+33,1.2187881369789126e+21,91292841.13861933,11307375254055.967,8.543728641113806e+17,2110063843363332.2,42360.0887383784,42360.0887383784,36582.87175363191,136016.2106401389,42360.0887383784,42360.0887383784,42360.0887383784,42360.0887383784,19.708434202188567,19.708434202188567,19.708434202188567,19.708434202188567,4.4164374036872e+101,5.561635067719671e+21,3.8283237178720814e+53
