,labels_r15_DBSCAN_params1,labels_r15_DBSCAN_params11,labels_r15_DBSCAN_params12,labels_r15_DBSCAN_params16,labels_r15_DBSCAN_params17,labels_r15_DBSCAN_params18,labels_r15_DBSCAN_params19,labels_r15_DBSCAN_params21,labels_r15_DBSCAN_params22,labels_r15_DBSCAN_params23,labels_r15_DBSCAN_params24,labels_r15_DBSCAN_params26,labels_r15_DBSCAN_params27,labels_r15_DBSCAN_params28,labels_r15_DBSCAN_params29,labels_r15_DBSCAN_params31,labels_r15_DBSCAN_params32,labels_r15_DBSCAN_params33,labels_r15_DBSCAN_params34,labels_r15_DBSCAN_params35,labels_r15_DBSCAN_params36,labels_r15_DBSCAN_params37,labels_r15_DBSCAN_params38,labels_r15_DBSCAN_params39,labels_r15_DBSCAN_params41,labels_r15_DBSCAN_params42,labels_r15_DBSCAN_params43,labels_r15_DBSCAN_params44,labels_r15_DBSCAN_params46,labels_r15_DBSCAN_params47,labels_r15_DBSCAN_params48,labels_r15_DBSCAN_params49,labels_r15_DBSCAN_params6
B,0.013840641183901582,0.2851977918248588,0.18816666813177393,0.7328538615722608,0.753194958665268,0.711346800118721,0.4135850545567516,0.8176035670990341,0.7224584607837344,0.7685753201340942,0.7626473621385548,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.04767592130581411,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.508159375074286,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05263659175787697,0.05889118740647325
BH,2.050673262407406e-05,0.004524905037769526,0.003402335111081752,0.3962545726689141,0.11703179535482708,0.09097663320489528,0.03218203604331705,1.7537030626362016,1.4567489321541636,0.22627150606605503,0.1222924673256123,3.3692632745695144,3.3692632745695144,3.3692632745695144,1.5935909218946869,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,0.5994545910483201,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,3.3692632745695144,0.00012822855297232934
D,31.53426327667456,0.10980210074671717,0.44757403902119364,0.19037989760168839,0.24448421317494207,0.8881637157473914,1.484180798466274,0.11185982709318229,0.11185982709318229,0.09031911511822835,0.30969921759634106,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.2019263899685255,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.6116774694058218,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.8213453183652926,0.6101454068833251
H,,,,,,,,,,,,0.12669146880868873,0.12669146880868873,0.12669146880868873,1.331860268108535,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,0.12669146880868873,
DBCV,0.016666406007317336,0.39252693208578054,0.31690461423327343,0.7793383114875809,0.8105669014807365,0.8372052637860308,0.49357809957088944,0.6135236287064675,0.6588158966745516,0.7577562896262483,0.8456246631405212,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.49353216671624506,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,-0.011303407883487089,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.9677970735538118,0.17198354386672113
I,17357178.767700166,2.171823671489831,43.428150454344696,0.7907731199463112,1.8179246297265383,2.446353557141976,22.271393959121152,0.46487351373156144,0.47607309853222524,1.2419697505574574,1.7202397477920264,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.5624973478701449,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,6.154615243985774,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,0.6083270962252059,1378.473828455878
C,0.5770479941287808,0.38345011878850066,0.4953052044316601,0.02889453830944073,0.015290552153820334,0.07078190312561498,0.39764879952675475,0.06576947671779716,0.06916031646897726,0.0074010155401600915,0.008103101398365616,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.06900853271422586,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.6391433710128396,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.005027683119358178,0.5046990785968346
CDbw,0.6426275845380286,0.557792990807818,0.8414689284753628,1.0072391163824188,0.8740339851126238,1.1161925979252432,1.2814825511643528,0.0,0.0,2.0132104444794745,0.8329636472215224,2.489546528280191,2.489546528280191,2.489546528280191,1.8366822212431742,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,0.3567446679480638,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,2.489546528280191,0.7526513836270147
VIASCKDE,0.721624447421134,0.3378305060220027,0.396220760465188,0.6367854178608499,0.6133114012522439,0.5033581886479424,0.44776022576781305,,,0.6895251560014569,0.6397953252109978,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7193384093973101,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.6743745809563716,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.7503350532850191,0.4616294109083587
COP,0.5457494982518017,0.2543891164445061,0.38989274014229036,0.21303497041148625,0.15313425531999775,0.16774392762706522,0.3174258044845801,0.3072721389956221,0.28880581283955165,0.15356164489326302,0.1465918807924104,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.29055681799608407,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.5570479100553823,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.3576238737187483,0.460777127433277
Sym,0.003830738150917726,0.0014638822905936732,0.0013911814142480389,0.02859103119585216,0.022692498819206625,0.014491471856778125,0.0042889240817140985,0.03967029839510028,0.03754267718559284,0.08631973006745362,0.027330778842629144,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.04093996808389648,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.001765553747450687,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.06695813636093839,0.0009573831137289187
CS,1.0360325306624505,1.2559469868149191,0.6690262654909648,0.6679191990736263,0.5994615281350576,0.5439726354791671,0.47355349040746963,0.43349286751056304,0.43625752431850706,0.537704431277233,0.602715982163481,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.39205386045847396,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,2.2767505182651275,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.2739413117656956,0.77670690361335
SF,0.42724994804978333,0.23390548102337794,0.31939010746371477,0.229091011160802,0.229710886922999,0.2563977451787718,0.3234858351489872,0.3552663466438868,0.3664423669109266,0.2578869185676055,0.22971888475169489,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.3663941580784431,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.30941917235809413,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.4244381510099925,0.3828158370514403
SD,16637001.133704236,1149841.5976596097,2661558.15245511,4316077.247011141,4646498.512572104,3967842.2462044414,4838037.336767292,1880528.0487746983,1489706.2156004182,2931887.852524302,4886176.796363575,1980929.7487324332,1980929.7487324332,1980929.7487324332,1640865.9508775624,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,23498766.467523273,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,1980929.7487324332,2166782.922588772
SDbw,1.1604747610360646,0.13770884669627037,0.24850122995396356,0.2883095942032943,0.33601396482300827,0.3351857570071992,0.4222937208633696,0.13819547630375348,0.13971847824252667,0.23048154930427867,0.35215133836513424,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.14443432218478514,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,1.753576424546854,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.17529193025551243,0.21002018747666565
XB*,4.799534956472712,466.9041420667036,249.51744469637669,49.51641814679174,37.35543931024127,64.38364538866492,148.13759847971497,3.496220581190494,7.446929806822183,20.10073388195654,23.83803417924419,0.1304478001005846,0.1304478001005846,0.1304478001005846,7.142584787351388,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,8.434137012359638,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,0.1304478001005846,1380.3738812497616
S,-0.46683127414415454,-0.051625843466878006,-0.3161120783081995,0.5777640600399157,0.6977575690377145,0.6202746982090563,0.06767863602097691,0.4804081888688813,0.46337040731405355,0.7132105253407349,0.7167355319052767,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.4917687750543854,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,-0.1475696829443607,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,0.6530036549717388,-0.5875403297986193
DB,1.5730862710028257,2.284820443371605,2.275144351632976,2.00479436290751,1.995728019346284,2.0667786472098495,2.7169616968119197,0.6590731540657496,0.9088310903756526,1.4561043725218807,1.8731023930800301,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.9489672805004745,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,2.8224753549590558,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,0.34877957357619516,1.9817637590173065
CH,3.0013918946393363,22.437164229678633,12.011692148786823,863.1795796679625,708.1645102614173,355.25091803468774,58.661198327011064,762.9075537985699,769.5879627905965,2639.7990845672625,931.6874293594364,759.9337387040634,759.9337387040634,759.9337387040634,845.4766528743817,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,10.140098250167842,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,759.9337387040634,4.085371278871804
AD-S,-0.1435247156745443,0.06853605788624664,-0.23541859522484795,0.6578188907453125,0.6958851383367517,0.624983296492321,0.17550406667707416,0.6147528315748466,0.6627892190806264,0.6992395197496006,0.710374943813321,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.6747860814808057,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.09766967494384483,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,0.8765665544441492,-0.42211839268855544
AD-DB,2.7095973195039686,2.557922503679808,3.1727686739434735,2.0424953850413194,2.7641821651315372,2.3993623199668384,3.0670872556691715,0.49234035661340897,0.45466395875001697,1.7399167003050993,2.818735414022395,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.46364926405709195,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,4.776595961434003,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,0.20026634936452076,2.860794632681614
AD-CH,18.846208533461564,21.303143758710544,12.648068865342154,343.140079277073,299.25574421984265,213.82698230911862,53.11748789891673,422.10090698943173,428.6146340025695,418.004718463255,330.8453542500298,406.8279914028406,406.8279914028406,406.8279914028406,468.47298961368284,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,29.488329391517585,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,406.8279914028406,5.328957514528901
AD-idea,1.1611664054579764,56815.60253968156,1787.2322975636605,94103248280.68204,1218765252667.7957,370306881043.9438,608951.7637337106,13570091457.466059,67293693750.37141,511711625684.9298,1220733780561.1863,10783611867.830221,10783611867.830221,10783611867.830221,58568437546.18227,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,1.2640854087383886,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,10783611867.830221,37.17455728248943
