,labels_mk1_SpectralClustering_params1,labels_mk1_SpectralClustering_params10,labels_mk1_SpectralClustering_params11,labels_mk1_SpectralClustering_params12,labels_mk1_SpectralClustering_params13,labels_mk1_SpectralClustering_params14,labels_mk1_SpectralClustering_params15,labels_mk1_SpectralClustering_params16,labels_mk1_SpectralClustering_params17,labels_mk1_SpectralClustering_params18,labels_mk1_SpectralClustering_params19,labels_mk1_SpectralClustering_params2,labels_mk1_SpectralClustering_params20,labels_mk1_SpectralClustering_params21,labels_mk1_SpectralClustering_params22,labels_mk1_SpectralClustering_params23,labels_mk1_SpectralClustering_params24,labels_mk1_SpectralClustering_params25,labels_mk1_SpectralClustering_params26,labels_mk1_SpectralClustering_params27,labels_mk1_SpectralClustering_params28,labels_mk1_SpectralClustering_params29,labels_mk1_SpectralClustering_params3,labels_mk1_SpectralClustering_params30,labels_mk1_SpectralClustering_params31,labels_mk1_SpectralClustering_params32,labels_mk1_SpectralClustering_params33,labels_mk1_SpectralClustering_params34,labels_mk1_SpectralClustering_params35,labels_mk1_SpectralClustering_params36,labels_mk1_SpectralClustering_params37,labels_mk1_SpectralClustering_params38,labels_mk1_SpectralClustering_params39,labels_mk1_SpectralClustering_params4,labels_mk1_SpectralClustering_params40,labels_mk1_SpectralClustering_params41,labels_mk1_SpectralClustering_params42,labels_mk1_SpectralClustering_params43,labels_mk1_SpectralClustering_params44,labels_mk1_SpectralClustering_params45,labels_mk1_SpectralClustering_params46,labels_mk1_SpectralClustering_params47,labels_mk1_SpectralClustering_params48,labels_mk1_SpectralClustering_params5,labels_mk1_SpectralClustering_params6,labels_mk1_SpectralClustering_params7,labels_mk1_SpectralClustering_params8,labels_mk1_SpectralClustering_params9
B,0.7245816653781649,0.3288641141097621,0.32450400985213945,0.3288641141097621,0.10971200794932942,0.10971200794932942,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.7245816653781649,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.10916645635897565,0.09890599708813864,0.09964710390292199,0.10592919970911419,0.10592919970911416,0.10539161907820646,0.3288641141097621,0.10539161907820645,0.18187155730924687,0.16236328206994177,0.18187155730924687,0.16236328206994177,0.18187155730924687,0.16236328206994177,0.09115353869853855,0.09529474560391993,0.09831288063835975,0.3288641141097621,0.09909092197542543,0.10066085078405944,0.10015650001908981,0.18115313097715838,0.17398696699168142,0.18115313097715838,0.17398696699168142,0.18115313097715838,0.17398696699168142,0.3288641141097621,0.3288641141097621,0.32450400985213945,0.3288641141097621,0.32450400985213945
BH,53.82804837190307,37.64619138426297,37.94705065075902,37.64619138426297,7.820576889436755,7.820576889436755,7.796807911933982,7.796807911933982,7.796807911933982,7.796807911933982,7.796807911933982,53.82804837190307,7.796807911933982,7.796807911933982,7.796807911933982,7.796807911933982,7.796807911933982,5.14595926079696,5.150555808915502,5.064654624307014,5.064654624307013,5.0433393818727215,37.64619138426297,5.043339381872721,8.48581642759152,7.34219386627549,8.48581642759152,7.34219386627549,8.48581642759152,7.34219386627549,3.4839781411469843,3.4994073740957603,3.5029076844701152,37.64619138426297,3.5080853846112445,3.5353369274110875,3.533854416929107,6.255966434012317,5.91304343750593,6.255966434012317,5.91304343750593,6.255966434012317,5.91304343750593,37.64619138426297,37.64619138426297,37.94705065075902,37.64619138426297,37.94705065075902
D,0.24279208626094728,0.29946324900257565,0.3642065676464329,0.29946324900257565,0.500682674954214,0.500682674954214,0.46014093789550964,0.5317596259033561,0.46014093789550964,0.5317596259033561,0.46014093789550964,0.24279208626094728,0.5317596259033561,0.46014093789550964,0.5317596259033561,0.46014093789550964,0.5317596259033561,0.1645409854956262,0.1671107813924291,0.18002570478565325,0.18002570478565325,0.17697759762085102,0.29946324900257565,0.21944675596716542,0.16230693557748047,0.18325663558239527,0.16230693557748047,0.18325663558239527,0.16230693557748047,0.18325663558239527,0.13277994237474647,0.1611750540692166,0.17461006059252138,0.29946324900257565,0.20389036024991805,0.18454079205897736,0.1863944467588208,0.17854876748928114,0.17854876748928114,0.17854876748928114,0.17854876748928114,0.17854876748928114,0.17854876748928114,0.29946324900257565,0.29946324900257565,0.3642065676464329,0.29946324900257565,0.3642065676464329
H,0.4397860049479571,0.2506465210880728,0.24370386138945455,0.2506465210880728,0.18614416222388935,0.18614416222388935,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.4397860049479571,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.1865473552798752,0.6592348838276935,0.6715403470140286,0.5943373245722343,0.5943373245722343,0.5962158585640296,0.2506465210880728,0.5962158585640296,0.5850649405218771,0.6566666658710929,0.5850649405218771,0.6566666658710929,0.5850649405218771,0.6566666658710929,1.1068360229925431,1.2230326612440905,1.133861729844527,0.2506465210880728,1.1357050458512212,1.1904119648702998,1.2013599986985732,0.8807265417456007,0.8612607892453283,0.8807265417456007,0.8612607892453283,0.8807265417456007,0.8612607892453283,0.2506465210880728,0.2506465210880728,0.24370386138945455,0.2506465210880728,0.24370386138945455
DBCV,-0.3290407646095503,0.7092821850259956,0.25667053586074395,0.7092821850259956,0.24184340813294491,0.24184340813294491,0.40569515432295306,0.40569515432295306,0.40569515432295306,0.4056951543229531,0.40569515432295306,-0.3290407646095503,0.40569515432295306,0.40569515432295306,0.40569515432295306,0.40569515432295306,0.40569515432295306,-0.13261333846191953,-0.1438425129691279,0.37270932088481573,0.37270932088481573,0.19478172423742313,0.7092821850259956,0.19478172423742318,-0.45917027513009845,-0.39232260816937303,-0.45917027513009845,-0.39232260816937303,-0.45917027513009845,-0.39232260816937303,-0.1045095233091436,-0.1922439207255332,-0.14915876978679704,0.7092821850259956,-0.16820024856832871,-0.17165363529282832,-0.1821705684573323,-0.9021162116460554,-0.902989987063749,-0.9021162116460554,-0.902989987063749,-0.9021162116460554,-0.902989987063749,0.7092821850259956,0.7092821850259956,0.25667053586074395,0.7092821850259956,0.25667053586074395
I,0.40539040534601023,0.9026312565997175,0.9059975915734354,0.9026312565997175,1.5561930367502015,1.5561930367502015,1.5613902052385138,1.5613902052385138,1.5613902052385138,1.5613902052385138,1.5613902052385138,0.40539040534601023,1.5613902052385138,1.5613902052385138,1.5613902052385138,1.5613902052385138,1.5613902052385138,1.3992414153812514,1.3919575923951877,1.088126371957716,1.088126371957716,1.0813256053855937,0.9026312565997175,1.0813256053855937,0.9055106131830782,0.995971872549788,0.9055106131830782,0.995971872549788,0.9055106131830782,0.995971872549788,1.055919351083934,1.0098541744753364,1.0075236743539857,0.9026312565997175,0.9968139058908239,0.9655715091311985,0.9745647703297804,0.6177016484522909,0.6375262733729923,0.6177016484522909,0.6375262733729923,0.6177016484522909,0.6375262733729923,0.9026312565997175,0.9026312565997175,0.9059975915734354,0.9026312565997175,0.9059975915734354
C,0.2313148169207404,0.083867813831444,0.08556705098795102,0.083867813831444,0.012052201543562463,0.012052201543562463,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.2313148169207404,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.011829208463548931,0.03381506713632768,0.034428610880597885,0.03345195211008399,0.03345195211008399,0.03346391959151426,0.083867813831444,0.03346391959151426,0.09945439510453069,0.07476744382242133,0.09945439510453069,0.07476744382242133,0.09945439510453069,0.07476744382242133,0.04636648112824251,0.04894478432704116,0.047421802537626456,0.083867813831444,0.047698677199983316,0.048336498562145315,0.04821610099498672,0.11571870444357431,0.10388161913220229,0.11571870444357431,0.10388161913220229,0.11571870444357431,0.10388161913220229,0.083867813831444,0.083867813831444,0.08556705098795102,0.083867813831444,0.08556705098795102
CDbw,0.13356525687441795,0.04996718443825702,0.0430099191644173,0.04996718443825702,0.07300931548000605,0.07154264869082769,0.06615833129486089,0.06615833129486089,0.06615833129486089,0.09301161342687089,0.06615833129486089,0.13356525687441795,0.06615833129486089,0.06615833129486089,0.06615833129486089,0.06615833129486089,0.06615833129486089,0.11325645549494244,0.10621232492504071,0.19096161919861754,0.1895558832446287,0.18545960412283008,0.04996718443825702,0.09632805972117556,0.10597879634488694,0.18642002808788913,0.10597879634488694,0.18642002808788913,0.10597879634488694,0.18642002808788913,0.1556177961618522,0.21330971261716328,0.13416021006244097,0.04996718443825702,0.28163351743205406,0.25204955852127664,0.2422046977210221,0.31509924320002486,0.167851395405994,0.31509924320002486,0.167851395405994,0.31509924320002486,0.167851395405994,0.04996718443825702,0.04996718443825702,0.0430099191644173,0.04996718443825702,0.0430099191644173
VIASCKDE,0.5465370814638827,0.5469477728491342,0.544402306544791,0.5469477728491342,0.5639537010283436,0.5639537010283436,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5465370814638827,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5666491484790193,0.5422658330632548,0.5383312151731283,0.5495932290327046,0.5495932290327046,0.5481727614648656,0.5469477728491342,0.5481727614648656,0.4822785894046862,0.48332946492471024,0.4822785894046862,0.48332946492471024,0.4822785894046862,0.48332946492471024,0.5203853681161561,0.5116336220491352,0.5242894144062823,0.5469477728491342,0.5194810007173334,0.521798374015839,0.5159055180515547,0.42897373625160024,0.458067750109502,0.42897373625160024,0.458067750109502,0.42897373625160024,0.458067750109502,0.5469477728491342,0.5469477728491342,0.544402306544791,0.5469477728491342,0.544402306544791
COP,0.2657184031272443,0.21045176342330912,0.21075924153744421,0.21045176342330912,0.2290299415913106,0.2290299415913106,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.2657184031272443,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.23090379382323648,0.22755350760561796,0.22729126652189066,0.23050984007161215,0.23050984007161218,0.22922718259998698,0.21045176342330912,0.22922718259998698,0.2599214335797644,0.2493654861899131,0.2599214335797644,0.2493654861899131,0.2599214335797644,0.2493654861899131,0.2301798460562816,0.22503666219841365,0.2171369947593855,0.21045176342330912,0.216446893675275,0.21764729621908194,0.218537387019539,0.26689043129393325,0.26068973564316794,0.26689043129393325,0.26068973564316794,0.26689043129393325,0.26068973564316794,0.21045176342330912,0.21045176342330912,0.21075924153744421,0.21045176342330912,0.21075924153744421
Sym,0.05241691070829033,0.0729552789368533,0.0719475330227627,0.0729552789368533,0.0806272649920668,0.0806272649920668,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.05241691070829033,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.08079013268403668,0.0753513456845725,0.07439324948951676,0.06333566811068382,0.06333566811068382,0.06373158029929038,0.0729552789368533,0.06373158029929038,0.056584451793247205,0.041574525325113014,0.056584451793247205,0.041574525325113014,0.056584451793247205,0.041574525325113014,0.06362688267195156,0.06112435541855578,0.05945877509583488,0.0729552789368533,0.059074708363778004,0.057444954047685355,0.05743900697673848,0.0474679246601373,0.04955393587773232,0.0474679246601373,0.04955393587773232,0.0474679246601373,0.04955393587773232,0.0729552789368533,0.0729552789368533,0.0719475330227627,0.0729552789368533,0.0719475330227627
CS,1.3616083932968923,1.057268815921739,0.9722235137063465,1.057268815921739,0.7404676716578421,0.740467671657842,0.728924300250648,0.728924300250648,0.728924300250648,0.728924300250648,0.728924300250648,1.3616083932968923,0.728924300250648,0.728924300250648,0.728924300250648,0.728924300250648,0.728924300250648,0.9967423819047624,1.0040956498947577,0.9696994665376764,0.9696994665376764,0.9677075587740279,1.057268815921739,0.9677075587740278,1.0559670663101968,1.071695836971612,1.0559670663101968,1.071695836971612,1.0559670663101968,1.071695836971612,1.2196600750493822,1.2857850330859504,1.2886542172787152,1.057268815921739,1.2918719173490858,1.3196783670678394,1.319954699410159,1.1095977418492753,1.1136475129286796,1.1095977418492753,1.1136475129286796,1.1095977418492753,1.1136475129286796,1.057268815921739,1.057268815921739,0.9722235137063465,1.057268815921739,0.9722235137063465
SF,0.3534201130474498,0.4098178424803284,0.4124520870657732,0.4098178424803284,0.4259819985372624,0.4259819985372624,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.3534201130474498,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.4263407269196253,0.37093562692200954,0.37058469742308386,0.3818865430927032,0.3818865430927032,0.3807202322504859,0.4098178424803284,0.3807202322504859,0.297714468914168,0.30898361050697565,0.297714468914168,0.30898361050697565,0.297714468914168,0.30898361050697565,0.32632353189948393,0.3232158916571808,0.33464241074851886,0.4098178424803284,0.3350266633374158,0.3353274598070597,0.3345065357707361,0.24227563489683812,0.24140303107571215,0.24227563489683812,0.24140303107571215,0.24227563489683812,0.24140303107571215,0.4098178424803284,0.4098178424803284,0.4124520870657732,0.4098178424803284,0.4124520870657732
SD,249334.88453087228,202485.61683083896,196952.1753620676,202485.61683083896,68037.13689378985,68037.13689378985,67422.7069716494,67422.7069716494,67422.7069716494,67422.7069716494,67422.7069716494,249334.88453087228,67422.7069716494,67422.7069716494,67422.7069716494,67422.7069716494,67422.7069716494,55063.195249156146,55156.2839707362,51779.35281638743,51779.35281638743,52053.43801211026,202485.61683083896,52053.43801211026,94195.33088762521,87563.671375686,94195.33088762521,87563.671375686,94195.33088762521,87563.671375686,46923.6230222839,48177.81818385041,45948.48534905857,202485.61683083896,45929.82504985952,47009.8807299863,47222.309283583985,86534.96337041394,84479.07677520553,86534.96337041394,84479.07677520553,86534.96337041394,84479.07677520553,202485.61683083896,202485.61683083896,196952.1753620676,202485.61683083896,196952.1753620676
SDbw,1.4583111338615558,0.8005579918228791,0.7903871842725345,0.8005579918228791,0.3536016006373332,0.3536016006373332,0.35421747819156585,0.3542174781915658,0.35421747819156585,0.3542174781915658,0.35421747819156585,1.4583111338615558,0.3542174781915658,0.35421747819156585,0.3542174781915658,0.35421747819156585,0.3542174781915658,0.4141019630028603,0.41695789867285327,0.39847019818634133,0.39847019818634133,0.4082689606250953,0.8005579918228791,0.40826896062509527,0.6518383418654786,0.6029462915024846,0.6518383418654786,0.6029462915024846,0.6518383418654786,0.6029462915024846,0.40295266522001827,0.4430178116890486,0.4514009671997744,0.8005579918228791,0.4605516892056735,0.4688351596663692,0.4726687828036835,0.6645408409310612,0.663111494688831,0.6645408409310612,0.663111494688831,0.6645408409310612,0.663111494688831,0.8005579918228791,0.8005579918228791,0.7903871842725345,0.8005579918228791,0.7903871842725345
XB*,0.5544853487941097,0.24306415079247873,0.244086048595003,0.24306415079247873,0.07780039326347908,0.07780039326347908,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.5544853487941097,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.07775154759840021,0.6126957255859209,0.6266891005946528,0.5677810582947285,0.5677810582947285,0.5440181180573447,0.24306415079247873,0.5440181180573447,0.47392488205091626,0.5459418006182926,0.47392488205091626,0.5459418006182926,0.47392488205091626,0.5459418006182926,0.6277855138544509,0.6622297976515112,0.6710797928689243,0.24306415079247873,0.6762831182673712,0.7482234588622252,0.751337212840347,0.8375538475249495,0.7322434509576091,0.8375538475249495,0.7322434509576091,0.8375538475249495,0.7322434509576091,0.24306415079247873,0.24306415079247873,0.244086048595003,0.24306415079247873,0.244086048595003
S,0.40729449916918714,0.5463947544068183,0.5440371690462965,0.5463947544068183,0.667409085290937,0.667409085290937,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.40729449916918714,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.6677588992266851,0.5523739277428351,0.5509658384341226,0.5602682618845466,0.5602682618845466,0.5600974627808186,0.5463947544068183,0.5600974627808186,0.3999520495277533,0.4479453803708524,0.3999520495277533,0.4479453803708524,0.3999520495277533,0.4479453803708524,0.4632407592780279,0.4476160078134626,0.4560344778513657,0.5463947544068183,0.4542395881574246,0.45128287957711183,0.45176841811829016,0.28389833778134277,0.31195305537576584,0.28389833778134277,0.31195305537576584,0.28389833778134277,0.31195305537576584,0.5463947544068183,0.5463947544068183,0.5440371690462965,0.5463947544068183,0.5440371690462965
DB,0.9813787877907324,0.6748447091362094,0.6638071059294461,0.6748447091362094,0.4576776101691915,0.4576776101691915,0.458729086279903,0.458729086279903,0.458729086279903,0.458729086279903,0.458729086279903,0.9813787877907324,0.458729086279903,0.458729086279903,0.458729086279903,0.458729086279903,0.458729086279903,0.7628565913296841,0.7705007787657557,0.6886851426997538,0.6886851426997538,0.6914531144021842,0.6748447091362094,0.6914531144021842,0.8933201894643212,0.8950812414666531,0.8933201894643212,0.8950812414666531,0.8933201894643212,0.8950812414666531,0.9401888199377864,0.9990643397080674,0.9183313481649134,0.6748447091362094,0.9181199920101001,0.9440001884246773,0.9495098779283918,0.9148374488778999,0.9067266983889585,0.9148374488778999,0.9067266983889585,0.9148374488778999,0.9067266983889585,0.6748447091362094,0.6748447091362094,0.6638071059294461,0.6748447091362094,0.6638071059294461
