,labels_x3_MeanShift_params1,labels_x3_MeanShift_params10,labels_x3_MeanShift_params11,labels_x3_MeanShift_params12,labels_x3_MeanShift_params13,labels_x3_MeanShift_params14,labels_x3_MeanShift_params15,labels_x3_MeanShift_params16,labels_x3_MeanShift_params17,labels_x3_MeanShift_params18,labels_x3_MeanShift_params19,labels_x3_MeanShift_params2,labels_x3_MeanShift_params20,labels_x3_MeanShift_params21,labels_x3_MeanShift_params22,labels_x3_MeanShift_params23,labels_x3_MeanShift_params24,labels_x3_MeanShift_params25,labels_x3_MeanShift_params26,labels_x3_MeanShift_params27,labels_x3_MeanShift_params28,labels_x3_MeanShift_params29,labels_x3_MeanShift_params3,labels_x3_MeanShift_params30,labels_x3_MeanShift_params4,labels_x3_MeanShift_params5,labels_x3_MeanShift_params6,labels_x3_MeanShift_params7,labels_x3_MeanShift_params8,labels_x3_MeanShift_params9
H,2.3704133073028704,0.325559490837311,0.325559490837311,0.325559490837311,0.325559490837311,0.325559490837311,0.325559490837311,0.325559490837311,0.32165699574269324,0.32165699574269324,0.32225543090913894,2.610681827229805,0.33843019080637227,0.32165699574269324,0.3626982508098212,0.4465327839056545,0.4958285362287782,0.4465327839056545,0.48099422292534566,0.4558034566550384,0.4723617415678855,0.4465327839056545,1.4616982173096964,0.4723617415678855,1.68345480992758,1.3623779747954636,1.3623779747954636,0.325559490837311,0.325559490837311,0.325559490837311
DBCV,0.48359160382354904,0.2591194544471756,0.2591194544471756,0.2591194544471756,0.2591194544471756,0.2591194544471756,0.2591194544471756,0.2591194544471756,0.020748110388833348,0.020748110388833348,-0.005298463633329048,0.04415177674725616,0.020120594415697614,0.020748110388833348,0.13825277838778008,-0.8228818528143654,0.16569603053363782,-0.8228818528143654,-0.7516394303302467,-0.7237974094233661,-0.8036326099194988,-0.8228818528143654,0.505435900692763,-0.8036326099194988,0.5904702236655655,0.4674652101450409,0.4674652101450409,0.2591194544471756,0.2591194544471756,0.2591194544471756
I,0.2563347180148937,0.3979799929992508,0.3979799929992508,0.3979799929992508,0.3979799929992508,0.3979799929992508,0.3979799929992508,0.3979799929992508,0.4050062939378053,0.4050062939378053,0.4029353063333507,0.250353702086661,0.378208616114311,0.4050062939378053,0.3599510310094054,0.34348213455376897,0.2989301418988471,0.34348213455376897,0.3198207350161277,0.3345925635719113,0.3247987027378761,0.34348213455376897,0.5217131344177721,0.3247987027378761,0.3828694528166249,0.568032616942458,0.568032616942458,0.3979799929992508,0.3979799929992508,0.3979799929992508
C,0.021734770495941056,0.06545723942310543,0.06545723942310543,0.06545723942310543,0.06545723942310543,0.06545723942310543,0.06545723942310543,0.06545723942310543,0.06515006327418725,0.06515006327418725,0.06545984211092151,0.023358914252904716,0.06765861380758076,0.06515006327418725,0.07129613797785554,0.1659114083158156,0.15543981099847923,0.1659114083158156,0.15719087202360285,0.16785654663009356,0.16174367679769042,0.1659114083158156,0.022444342965656665,0.16174367679769042,0.021265354440224742,0.026838147273206443,0.026838147273206443,0.06545723942310543,0.06545723942310543,0.06545723942310543
CDbw,0.0,0.06901705320625194,0.06901705320625194,0.06901705320625194,0.06901705320625194,0.06901705320625194,0.06901705320625194,0.06901705320625194,0.06824882143260565,0.06824882143260565,0.06702175796057636,0.0,0.06967616286367337,0.06824882143260565,0.07700194546242572,0.021463371433263337,0.030191725955681814,0.021463371433263337,0.03208916262412497,0.0718119687622759,0.027335685040888756,0.021463371433263337,0.503242569290098,0.027335685040888756,0.0,0.742076760342174,0.742076760342174,0.06901705320625194,0.06901705320625194,0.06901705320625194
VIASCKDE,,0.46820418187237967,0.46820418187237967,0.46820418187237967,0.46820418187237967,0.46820418187237967,0.46820418187237967,0.46820418187237967,0.46896609614017787,0.46896609614017787,0.4565923405329209,,0.4669824275231879,0.46896609614017787,0.4463207389645781,0.4098642644350303,0.4315506474985385,0.4098642644350303,0.4152879052717795,0.4094036857790614,0.4148479390656928,0.4098642644350303,0.46560560200741974,0.4148479390656928,,0.46728999805079013,0.46728999805079013,0.46820418187237967,0.46820418187237967,0.46820418187237967
COP,0.27966336384651036,0.2753737236675481,0.2753737236675481,0.2753737236675481,0.2753737236675481,0.2753737236675481,0.2753737236675481,0.2753737236675481,0.2757898424336332,0.2757898424336332,0.27645922549075874,0.27966748318283774,0.27588701442811403,0.2757898424336332,0.2837580378393116,0.36255080199098616,0.34445992560959793,0.36255080199098616,0.3568511685160419,0.3613795024782035,0.358761427499651,0.36255080199098616,0.24379973566784519,0.358761427499651,0.23401816461301236,0.252170620973273,0.252170620973273,0.2753737236675481,0.2753737236675481,0.2753737236675481
Sym,0.08177341616613204,0.07380529716568851,0.07380529716568851,0.07380529716568851,0.07380529716568851,0.07380529716568851,0.07380529716568851,0.07380529716568851,0.07656937539545171,0.07656937539545171,0.0770273162773757,0.07928990296768328,0.0697046902601542,0.07656937539545171,0.065690888940387,0.062523667936664,0.05290663579724414,0.062523667936664,0.06089047406461712,0.06181613945821052,0.06045419684128812,0.062523667936664,0.09736293681997309,0.06045419684128812,0.09447418868380633,0.08951513512336161,0.08951513512336161,0.07380529716568851,0.07380529716568851,0.07380529716568851
CS,0.8756043308640082,0.9045735453623234,0.9045735453623234,0.9045735453623234,0.9045735453623234,0.9045735453623234,0.9045735453623234,0.9045735453623234,0.8826071864050644,0.8826071864050644,0.8929509003083248,0.8971577001470492,0.9407985738071364,0.8826071864050644,0.9912591572643578,1.477070652563039,1.5922377957349838,1.477070652563039,1.5510288596857202,1.4938099644082234,1.5307325247513144,1.477070652563039,1.0558054817869638,1.5307325247513144,0.8852418834411223,1.0456671105353503,1.0456671105353503,0.9045735453623234,0.9045735453623234,0.9045735453623234
SF,0.14175460934232054,0.3761728424781948,0.3761728424781948,0.3761728424781948,0.3761728424781948,0.3761728424781948,0.3761728424781948,0.3761728424781948,0.37837657354856136,0.37837657354856136,0.37810568870654393,0.12510118392652192,0.3700571906238188,0.37837657354856136,0.3618276093311571,0.3854755681098072,0.3730103926739259,0.3854755681098072,0.37470055875232633,0.38282368846167025,0.3774891195226565,0.3854755681098072,0.23387407577655261,0.3774891195226565,0.20076659171893108,0.23418274060963706,0.23418274060963706,0.3761728424781948,0.3761728424781948,0.3761728424781948
SD,143288.36061970002,749728.5139100138,749728.5139100138,749728.5139100138,749728.5139100138,749728.5139100138,749728.5139100138,749728.5139100138,728015.1278010033,728015.1278010033,729452.358993301,143173.620128727,805845.6328610377,728015.1278010033,875565.9232251631,1822307.1033870624,1944754.409389648,1822307.1033870624,1952339.003825268,1834207.3378548594,1907680.7895360459,1822307.1033870624,221549.32814938485,1907680.7895360459,169634.70232047635,276233.4911592677,276233.4911592677,749728.5139100138,749728.5139100138,749728.5139100138
SDbw,0.18274165106316587,0.8179715523899307,0.8179715523899307,0.8179715523899307,0.8179715523899307,0.8179715523899307,0.8179715523899307,0.8179715523899307,0.825499294675777,0.825499294675777,0.8383599859827613,0.17672431066569733,0.8362202095236282,0.825499294675777,0.8718570622215871,1.6487996057943501,1.6173002211295908,1.6487996057943501,1.65304394228205,1.641441396555536,1.658216650457815,1.6487996057943501,0.26979302671757716,1.658216650457815,0.21052981178803615,0.25301430523511925,0.25301430523511925,0.8179715523899307,0.8179715523899307,0.8179715523899307
XB*,0.6174267790172724,0.16303476696965627,0.16303476696965627,0.16303476696965627,0.16303476696965627,0.16303476696965627,0.16303476696965627,0.16303476696965627,0.16776431138951498,0.16776431138951498,0.1661215762775499,0.5881621508333944,0.1565142847072222,0.16776431138951498,0.15859432302656493,0.3070945094161712,0.4194138131950067,0.3070945094161712,0.3447049952559904,0.3095591005178638,0.3187752143813063,0.3070945094161712,0.3382282989317292,0.3187752143813063,0.4756705347851274,0.448611260928634,0.448611260928634,0.16303476696965627,0.16303476696965627,0.16303476696965627
S,0.33187132196217123,0.5423418406928917,0.5423418406928917,0.5423418406928917,0.5423418406928917,0.5423418406928917,0.5423418406928917,0.5423418406928917,0.5442602349876231,0.5442602349876231,0.5428707307780476,0.3251042994635949,0.5346580405268552,0.5442602349876231,0.5217245908331472,0.444444352480568,0.446992281555565,0.444444352480568,0.444783326417125,0.44182274110653114,0.44337278556324966,0.444444352480568,0.4288899918447857,0.44337278556324966,0.41861792928606967,0.4268760199276002,0.4268760199276002,0.5423418406928917,0.5423418406928917,0.5423418406928917
DB,0.7623130428941642,0.6609111923295178,0.6609111923295178,0.6609111923295178,0.6609111923295178,0.6609111923295178,0.6609111923295178,0.6609111923295178,0.660364284407548,0.660364284407548,0.6593708007713438,0.7981403966471995,0.6662601697235795,0.660364284407548,0.678976418566602,0.9095414034724094,1.025237350938514,0.9095414034724094,0.9815448488970737,0.930405863229152,0.963649898036915,0.9095414034724094,0.7829644992325361,0.963649898036915,0.7508416599660354,0.8462825622665724,0.8462825622665724,0.6609111923295178,0.6609111923295178,0.6609111923295178
CH,169.51785709106926,213.9930483883684,213.9930483883684,213.9930483883684,213.9930483883684,213.9930483883684,213.9930483883684,213.9930483883684,214.91951339269932,214.91951339269932,212.34310160609067,174.26388777444038,208.08766894788954,214.91951339269932,197.69390624532258,104.4559897968876,122.95941308359083,104.4559897968876,111.8388705897638,106.00229335869926,109.35720589244114,104.4559897968876,226.45740709636473,109.35720589244114,193.09055939938838,210.76630089264597,210.76630089264597,213.9930483883684,213.9930483883684,213.9930483883684
AD-S,0.3123890791057427,0.2664607016360679,0.2664607016360679,0.2664607016360679,0.2664607016360679,0.2664607016360679,0.2664607016360679,0.2664607016360679,0.26740258085759905,0.26740258085759905,0.26740258085759905,0.28161063879645565,0.2645769431930057,0.26740258085759905,0.26059842005867007,0.2547665034385954,0.23512176364552959,0.2547665034385954,0.23606917145156797,0.25425506781047313,0.2365426078893655,0.2547665034385954,0.4409484318996942,0.2365426078893655,0.44196436063803435,0.4066564056327643,0.4066564056327643,0.2664607016360679,0.2664607016360679,0.2664607016360679
AD-DB,1.613654345951352,1.5624703220930838,1.5624703220930838,1.5624703220930838,1.5624703220930838,1.5624703220930838,1.5624703220930838,1.5624703220930838,1.5599138029126347,1.5599138029126347,1.5594313634886283,1.740525301252801,1.5665216258759616,1.5599138029126347,1.5594374264485626,1.8146245502129674,1.7442142901776119,1.8146245502129674,1.804484695738928,1.8045202422007323,1.8135309470148888,1.8146245502129674,1.3815687711877935,1.8135309470148888,1.3037519995401414,1.2739078683053018,1.2739078683053018,1.5624703220930838,1.5624703220930838,1.5624703220930838
AD-CH,17.212763442547015,95.95150442845114,95.95150442845114,95.95150442845114,95.95150442845114,95.95150442845114,95.95150442845114,95.95150442845114,95.95818234741272,95.95818234741272,95.81597650100004,15.57322819311322,95.93820687089067,95.95818234741272,95.84578021203882,119.95900569435328,130.87435321324799,119.95900569435328,122.05737826892403,121.29538969258537,120.74709593174002,119.95900569435328,31.232700987366645,120.74709593174002,23.384331470208995,34.7992013701914,34.7992013701914,95.95150442845114,95.95150442845114,95.95150442845114
AD-idea,0.06329717549542004,2.6418025485509373,2.6418025485509373,2.6418025485509373,2.6418025485509373,2.6418025485509373,2.6418025485509373,2.6418025485509373,2.7092941821599186,2.7092941821599186,2.6844878253166873,0.2057574760152427,2.530248779508419,2.7092941821599186,2.326586036203359,1.5059225615542542,1.5648362627620502,1.5059225615542542,1.485303098909796,1.5124727663964104,1.4773830327585553,1.5059225615542542,6.843788465625035,1.4773830327585553,4.849730776196578,1.2670363222263648,1.2670363222263648,2.6418025485509373,2.6418025485509373,2.6418025485509373
