,labels_unbalance_DBSCAN_params1,labels_unbalance_DBSCAN_params10,labels_unbalance_DBSCAN_params11,labels_unbalance_DBSCAN_params12,labels_unbalance_DBSCAN_params13,labels_unbalance_DBSCAN_params14,labels_unbalance_DBSCAN_params15,labels_unbalance_DBSCAN_params16,labels_unbalance_DBSCAN_params17,labels_unbalance_DBSCAN_params18,labels_unbalance_DBSCAN_params19,labels_unbalance_DBSCAN_params20,labels_unbalance_DBSCAN_params21,labels_unbalance_DBSCAN_params22,labels_unbalance_DBSCAN_params23,labels_unbalance_DBSCAN_params24,labels_unbalance_DBSCAN_params25,labels_unbalance_DBSCAN_params26,labels_unbalance_DBSCAN_params27,labels_unbalance_DBSCAN_params28,labels_unbalance_DBSCAN_params29,labels_unbalance_DBSCAN_params30,labels_unbalance_DBSCAN_params31,labels_unbalance_DBSCAN_params32,labels_unbalance_DBSCAN_params33,labels_unbalance_DBSCAN_params34,labels_unbalance_DBSCAN_params35,labels_unbalance_DBSCAN_params36,labels_unbalance_DBSCAN_params37,labels_unbalance_DBSCAN_params38,labels_unbalance_DBSCAN_params39,labels_unbalance_DBSCAN_params40,labels_unbalance_DBSCAN_params41,labels_unbalance_DBSCAN_params42,labels_unbalance_DBSCAN_params43,labels_unbalance_DBSCAN_params44,labels_unbalance_DBSCAN_params5,labels_unbalance_DBSCAN_params6,labels_unbalance_DBSCAN_params7,labels_unbalance_DBSCAN_params8,labels_unbalance_DBSCAN_params9
B,0.008635608502365198,1.405989341648656,1.4466204153293425,1.4911526172653504,0.4316033952115139,1.3342510832024637,1.3384400112673076,1.3412954830731754,0.5980183788854824,0.5716919593610222,0.5657535404008581,0.5673894744783382,0.6358773610153847,0.605475636171439,0.6192075915342143,0.5942975670186537,0.03731377361304599,1.2419224631077048,1.2419224631077048,1.1146537358526083,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,0.03731377361304599,4.60554447893859,2.1943323264023546,2.004498164397061,1.687755764001324,1.0451261877493334
BH,3.894832994462469e-06,2.099196137577513,2.0068033780687955,1.9134087094561334,0.3709687604938406,2.294439235967297,2.2827059552068816,2.2746947659806636,1.3928866828413289,1.4230429157001014,1.254930291802802,1.1192364175408944,1.8349223333748275,1.813766874981943,1.7534968052764013,1.7219027416484165,211.92760955021944,140.88303105253985,140.88303105253985,92.60099851498963,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,211.92760955021944,0.3946248737838507,0.9785335601873492,0.7608215777509915,0.694317585237783,1.444919864133605
D,0.49374773701687197,1.221572623559587,1.268375822231252,1.3190435973378671,0.10207797172804985,0.9954592731242947,1.0089547154177287,1.0290722979332718,0.051988062078981025,0.024495362979476396,0.037990491381535096,0.05197473082292391,0.13326567513172774,0.1686199394682156,0.011507732324887712,0.016845910253174248,0.5642647873474128,0.056305384813363404,0.056305384813363404,0.056305384813363404,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.5642647873474128,0.04084543312700415,1.5250070911175084,0.4498976269452901,1.6365614332835738,0.8966346844124944
H,,,,,,,,,,,,,,,,,0.164639258037484,,,,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,0.164639258037484,,,,,
DBCV,0.058295664808533335,0.8984798557778775,0.8891758604708242,0.882004697035063,0.9252419806263124,0.8969819775318024,0.9044590930305163,0.9034216194171173,0.9564885335334273,0.964442616677083,0.9530244583381831,0.9360740239585786,0.9587363529287115,0.9677957961013518,0.9694004631698813,0.9691963567514326,0.9730183565100572,0.9735138967109489,0.9735138967109489,0.9291960636816763,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,0.9730183565100572,-0.6516325793684341,-0.19048716224610707,0.3090975913352831,0.3868436800341466,0.48337601988242945
I,2081.6641858811317,1.0073659754432618,1.05410565897888,1.1118226038131735,0.6262189951062042,0.9232806764128785,0.9278769101739431,0.931083042297346,2.5270824163350296,3.289697761841569,3.623328687034119,4.004268632680059,2.873558049878382,2.883798411846868,2.928373488746936,2.9536952853852956,0.9598698120158545,0.4276089144262573,0.4276089144262573,0.3780832591196538,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.9598698120158545,0.10850142076460685,0.8937731828750023,1.28575306680504,1.9673778605258712,7.710813187428743
C,0.7925009634105714,0.0275387948090397,0.035474927856178166,0.045257475976860334,0.0057541556961787236,0.012289124475943646,0.013111668722354312,0.013592711584370922,0.00013214418157571911,0.00037764649416423306,0.0013149404635880528,0.003479504118074857,7.267305885276171e-05,7.064534700986848e-05,7.04484424078455e-05,7.371162302885157e-05,0.00143398419440025,0.001432207729600683,0.001432207729600683,0.002945292674103596,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.00143398419440025,0.05700797260254317,0.11584491994911937,0.18927337826609975,0.27110088978634805,0.02129399768260022
CDbw,0.14315680664798341,0.18385963570554398,0.17292510948976725,0.16750387728958316,0.7990890524738183,0.23209799699401318,0.2324864540737858,0.23596521408180715,0.892980372354739,1.3591519085804573,1.3675859277559292,1.60141899507596,1.0233092787074927,0.6812194510150877,0.7133266293820466,0.7433264936596953,0.8054533001750964,0.0,0.0,0.0,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.8054533001750964,0.07571759453425975,0.17536127286019615,0.20654311975278886,0.29811214427030647,0.6951146233083173
VIASCKDE,0.7358011590458714,0.7709928791133688,0.7501881788839448,0.7266884636828195,0.8348262581756013,0.8298424068465454,0.824840242607779,0.8217587797979697,0.8771434580772363,0.8714193879378264,0.8672355068048833,0.8688674071489684,0.8867072901619166,0.8862151262124853,0.8847407646129383,0.8842925924069753,0.8955575236531089,,,,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.8955575236531089,0.7147550901376004,0.6946833446447527,0.6704476359657996,0.6647973419072668,0.7896225570080468
COP,0.1533701727332198,0.1802784560660549,0.18693009211394038,0.19358676008583314,0.16441567732339385,0.16127569189547694,0.16219366216281958,0.16241390356379395,0.14443933707753592,0.14185337943506016,0.1440644463106391,0.14721263334539544,0.13995415803292188,0.14006096801295048,0.14028432166603982,0.14045276739120138,0.3970270464052769,0.4324189428110233,0.4324189428110233,0.4277640055880337,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.3970270464052769,0.21318650086663457,0.2114674922879606,0.21797179703259448,0.20835361444507705,0.1769681746592483
Sym,6.651254909263825e-06,0.002062275372000672,0.0014235878353289172,0.0012928607514445124,0.004366741451595424,0.0179681167541077,0.012275171438073246,0.010324847364429623,0.04284185890306318,0.029323500770807726,0.02446244127150254,0.030309855187884045,0.06764995462909157,0.05169992748530317,0.061498136824578616,0.05634510014254065,0.005787305644377479,0.004172460194006324,0.004172460194006324,0.003091813334957233,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.005787305644377479,0.0002791896830999963,0.0005590161963963015,0.00020814058694444533,0.00013895227226022383,0.0023351233228577893
CS,4.418264336915862,1.1056652598447807,1.1610632195897093,1.2225501276101054,1.3159180394646595,0.9992898044002079,1.0050215016025108,1.0088965429603407,1.2795138311023095,1.0974408701477782,0.9956283924842457,0.9428662796070452,1.210506904827397,1.3139761504344314,1.3763038990708496,1.382189022751907,0.7141928196666296,0.5478829807683431,0.5478829807683431,0.6570637465916327,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,0.7141928196666296,1.6353893156495591,2.1083649618244933,1.990348228360841,2.602045800587456,1.7620002103780648
SF,0.5011173932437947,0.37269730044338567,0.35736077539005584,0.3452980260748105,0.3224573243264427,0.4200212372263684,0.4169478156730385,0.4151690237863428,0.2586770270705575,0.296965219386644,0.3168566223672524,0.35076109741136174,0.2619279840547942,0.23063744934508867,0.23934784290568878,0.23970747764114275,0.40205914589348635,0.3950492035897707,0.3950492035897707,0.37613524938523435,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.40205914589348635,0.3204077422718753,0.3425708366825302,0.3732761298192414,0.4034665618457085,0.38120194857106104
SD,195021679.60426068,7953515371.926917,8931749343.94268,9807456255.871311,966792925.0070959,5902039341.890115,5955199663.34326,5994891894.181609,3755879457.8217754,3146434822.6655045,2996236983.2241178,2658903824.96237,3484469307.9287043,5411762730.294899,5161438445.566449,5146263293.34953,12767720201.313503,8468559665.124516,8468559665.124516,5730538330.133169,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,12767720201.313503,2332253636.2863803,6960606674.65546,6048092727.2828865,6260378030.086997,4689913322.502346
SDbw,0.6296910225176213,1.6277563549451697,1.7090000636598615,1.8642126406842885,0.32203760508344526,1.4647298603322214,1.4690880331184297,1.4723847414253455,0.6768670704803276,0.6161825473313174,0.617343827590129,0.5515321007469173,0.6466539589346565,0.8567489141059581,0.8321022560139975,0.8289626911103409,1.0084472384497034,1.304139966549903,1.304139966549903,0.9377663756681733,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.0084472384497034,1.4462811176573847,4.58113246405466,2.1866064205124225,2.1740991736098314,1.0413426142316768
XB*,57385.64188336681,7.699023645471039,8.46398816631181,9.034170793347243,186.17607000842398,4.934247621904897,5.146739279187529,5.264875267753059,158.747986278857,36.897767536084906,33.907887026693565,375.7080571225942,11.72714757795964,8.398145223533513,257.81306740112313,1291.7185618114813,0.16884340742982556,0.28321923284497463,0.28321923284497463,0.7114084656486286,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,0.16884340742982556,6544.633263371042,210.20019931964472,133.70817562233435,131.69932357050544,44.55483815915501
S,-0.7771812387299664,0.7852340374461483,0.7692143438165903,0.7502217012079118,0.7489163078483767,0.8142281781944732,0.8126874004289961,0.8117877682378569,0.8220741132594797,0.8193727056941559,0.8025396271158801,0.7753650498123837,0.8321181486112693,0.8318196318154526,0.8309615558273695,0.8304824216123796,0.8150589425375813,0.7847646372033011,0.7847646372033011,0.7874710830463667,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,0.8150589425375813,-0.09328915085700526,0.2987708487683962,0.33323387918382597,0.27107723763417263,0.640454110075026
DB,1.9571804865492313,0.6439410092122327,0.7522505825232688,0.8745600280382938,2.04827321575634,0.428472190879501,0.4398605740985583,0.4465823125355094,3.4011396691807696,1.999214145820557,1.888080572254547,4.643544245061941,1.5484879288776663,1.5719262118410775,4.535171666121578,9.315669259737225,0.5165746187394679,0.505960053895717,0.505960053895717,0.5868702152821804,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.5165746187394679,0.9507279550237006,1.3956799071134942,1.5588211028646108,1.9379907770174563,1.4903936573699827
CH,1.6345714504709206,6033.627864512888,4708.443996544625,3701.1921238081554,2447.0985641824072,12699.210359266464,11981.493534090681,11601.904274501156,28601.158602752996,24501.73580794966,14904.709195718297,9924.997170586543,60227.73238027295,54167.16664139128,46123.1009255736,42356.27531559762,14416.420061429602,7236.9381842598905,7236.9381842598905,5809.704557160275,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,14416.420061429602,528.6740066736273,931.9241934222042,617.2037012973884,555.3858888953912,4665.090315135959
AD-S,-0.7728208586413906,0.9442127505780813,0.9271704696765326,0.9072971396982967,0.8859288368956993,0.9727436321626723,0.9712978722055875,0.9704262767719288,0.9569555128876412,0.9505858323517149,0.933107859365618,0.9119898470073331,0.9674817991235054,0.9671015740207314,0.963677492805933,0.9629443077027242,0.886509207573414,0.8321948446594453,0.8321948446594453,0.8439322158215232,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.886509207573414,0.4831059225945811,0.420532292108565,0.39449547310060007,0.28066718674047086,0.8363770381702029
AD-DB,4.60259787889177,0.2868583268228951,0.3517007701889098,0.4108891156990728,2.179753997368936,0.15013558603626706,0.15843312212033125,0.16334548619932954,1.032892773011152,1.395316071007944,1.73696277774041,1.9426744552512791,0.8977555657180972,0.9803279107873707,1.2539378840762612,1.2818709391030998,0.2455985501982043,0.6139869666820291,0.6139869666820291,0.6822640136030155,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.2455985501982043,0.9272347406536002,19.1911154516505,12.971179359094634,10.136705777029592,2.4699090363340797
AD-CH,4.152953635245792,15209.173880072573,12025.364614699985,9878.630050289004,4946.914953010039,29392.686310008823,27965.79858649135,27177.868371572822,26849.848850776016,27215.79421009442,22185.868808397972,17969.4359720855,32748.708932648588,32505.34476318738,32023.30718236888,31647.61057503091,13315.16275032316,6658.068955578396,6658.068955578396,4521.337990579653,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,13315.16275032316,1489.4756368356316,1433.8866216504819,1253.7675812991024,1333.843304978924,11373.014129475738
AD-idea,12.634766336673444,93680.05120906007,88141.05669253178,81112.8317749459,2567397.513551987,97130.54051391126,97532.13523184099,97818.83281374454,985537440.8718349,1833526872.5601594,2073142802.770574,2724808577.430841,1061030555.171748,1078161589.7793906,1156922455.3319051,1186307146.9370208,61.41848967732797,61.39809745004508,61.39809745004508,72.14829776146725,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,61.41848967732797,2778.342709595261,161.2015446888529,1504.3051297878078,698.6220357704823,477499.54509972513
