,fuzzyx,line,dense,parabolic,ring,ring_noisy,ring_outliers,zigzag,zigzag_noisy,zigzag_outliers,mk1,mk2,smile,x1,x2,x3,aggregation,compound,jain,pathbased,spiral,r15,flame,lsun,target,twodiamonds,wingnut
C,0.7461522899962301,-0.6114969866932957,0.2722744580527457,-0.31286498271237534,-0.5176063973453277,-0.2661769071805938,-0.10018271490542655,-0.008923468054616352,0.6431206637085625,-0.10045548040555645,0.9018252695352313,-0.24484145175096247,0.543592622659156,0.9304579858095364,-0.0062263464394381315,0.8390675946362022,0.6411399472090176,0.15511535744183597,-0.2863907908307837,0.8347317338116554,-0.22375100157277064,0.5676191040033877,-0.1203077484137323,0.29914440733025854,-0.346293717546856,-0.060540699385640336,-0.036127245804018125
CDbw,0.2611143797826768,0.2787293780398864,0.30816976337016977,0.061443650245091345,0.02523376025792968,0.7041157697323149,0.6442869738950885,0.8294208779398254,0.7925817652036206,0.36218414464547316,0.3134032944273714,0.2576521554543819,0.6259364147996598,0.24636050901547424,0.5171006794715008,0.5091353103741041,0.24743555133983056,0.4100107205142615,0.01371150660981755,0.5647490366718153,0.5166627706020858,-0.12875678122511666,0.27824496178235786,0.4115079094882033,0.0055117191798146154,0.07152984022174529,-0.20390118153128176
VIASCKDE,0.43128931849293817,0.8707478674698872,0.708865713758768,-0.36376466425866866,0.9331879192272757,0.8212509664437628,0.5272458442996194,0.8765011031266765,0.9060602047857158,0.687098108960267,0.6537259481610179,0.3177319490473062,0.38365513148654495,0.7784270696294275,0.3672071103347453,0.7349831359936765,-0.08916848799613956,-0.1785420555060812,0.6259002068434623,0.4157647258246697,0.6467189776209206,-0.46303296170422487,0.7169453792909942,0.29402277257867,0.004816504875868369,0.811289071551581,0.6772019576695263
COP,0.6873790775986499,0.044219677203505815,0.2798317413168887,-0.4753022417422179,-0.7791274058731492,-0.6184557597699135,-0.5012022723993045,0.38747591533726844,0.7101368821720551,0.8197739610155779,-0.04804949820700921,-0.4101930643811599,0.7050112161117045,0.40011154471786775,0.41525353595614245,0.7979880425388829,0.5494123946575727,0.10240809645406669,-0.31763108163176673,0.3194920023821323,-0.306975986144797,0.9217422499733299,-0.2822204454233602,0.7670830918799082,-0.8810942590686816,-0.5170424083328501,0.4593246306913531
Sym,0.5857726249998614,0.17089727212745795,0.7290007887242405,-0.7354289405096236,-0.6534311558097777,-0.5880458695120647,0.44281072174263353,0.6287898427664437,0.5950893947754349,0.595727175823889,0.5233552257862233,-0.3931181787474693,0.06623225737327244,0.8947209208502573,0.4702855804867575,0.5496331249413614,0.7829483921523338,0.017534716984410646,-0.35189255307722395,0.37129787334796677,-0.3793608190601506,0.8224008239822096,-0.05233320058420137,0.6814378878016712,-0.12326026390564006,0.7425440825066221,-0.06925626546683762
CS,0.10930367567099564,-0.6123446372733309,0.46756802715515655,-0.1746017270955003,-0.6519928714444918,-0.5923775876144545,0.2573109549041463,0.06263290153486795,0.3334966161066011,0.25437723421308117,0.7159119571948348,-0.2944722774977527,0.554316645328148,0.6291068468970207,-0.28039525625330386,0.12923737795237797,0.4489763857625131,-0.1575034171049154,0.2783182136700451,0.5124692967943275,-0.26446925775137975,-0.039043356775216954,-0.06590535696370554,0.14432131518364313,-0.08527781778871124,-0.4848490554638105,0.15466598776622473
SF,-0.6410632772195425,-0.5858866466980166,0.8013224787512943,0.5317326017437065,0.048391492689949356,-0.11117788136845079,0.277912115163757,0.07260055059639885,-0.41761643621874645,0.23087767053058733,0.4963193221259503,-0.30497817171359753,0.033598178360613656,0.6895835658082797,-0.14103457501033875,-0.4672725179570101,-0.30166083323671083,-0.27139637860560717,0.5099533720883953,-0.18528399727215783,-0.40241967951799584,-0.25475033016213194,0.43754061320036736,-0.41033465685753123,0.563016173052424,0.5946187078191502,0.48097817357199746
SD,0.48525694842457245,-0.5547190494640667,0.14415942898289183,-0.35469453642922577,-0.6351709066665941,0.3401712110977688,0.17234771621100795,0.3436684183854856,0.6691626456799571,0.5299979835967442,0.530219532490459,-0.0022634012749315293,0.7079005028791254,0.3389802847279598,0.3562003566617114,0.7751981605104866,0.6489832289506768,0.46337688455717096,-0.33958155775404014,0.5923030559315617,-0.1884851107567142,0.8216218775663312,-0.1631941919754488,0.24463191224687925,0.4812576058465159,-0.3881230525875536,-0.14524796067564202
SDbw,0.48115987823861145,-0.6708203771609692,0.481564154444258,-0.3358728109795068,-0.4816775944942827,-0.49844076374623003,-0.1400802682614609,0.17683219544738954,0.7164592305680207,0.2368483935567961,0.8654498487145608,0.09741332458877466,0.7160398500128957,0.8396652649094176,0.17775548684532244,0.6199720902881412,0.7509384492348903,0.4793828890145623,-0.13419600273668017,0.7094944369551982,-0.25418627273346667,0.7787687882824177,-0.15430855451241118,0.22356911453380102,-0.20208862613987733,-0.5933181960557564,-0.27945702238339487
XB*,0.6645456721759243,-0.8857163539651536,0.7186671948230053,0.395044865350118,-0.7183448886793404,-0.6587984773936448,-0.35806931430310723,-0.2434779032108736,-0.019249003578825523,-0.40184722978005744,0.6803224157134433,-0.6351662874676478,-0.11331188401339858,0.5990380375821038,-0.36243595584111765,0.10403104954693453,0.38458036143469415,-0.2571125176320438,0.31662430986017726,0.11878498543650336,-0.39584701498970926,0.15013194139036695,0.18214558350700003,0.17135213547510497,-0.37213512131830656,0.7005737001013159,0.3519045561316192
S,0.8118318858104027,-0.6903888839536113,0.7836101075769831,0.3235695263349237,-0.4086733471922105,-0.30280871980369334,-0.17368371337203628,-0.04238712957341602,0.5013333013707424,-0.0964880440038892,0.6982322237931577,-0.45252006669161876,0.2850505895525622,0.6636596325940989,0.0489005281398007,0.48431941563223013,0.3083786598894524,-0.2774350179664742,0.08851671633721966,0.2984797723534572,-0.4194200193187986,0.7717444928645645,0.4695500655682586,0.29879516554088326,-0.2541946214669723,0.7229511772712208,0.33468197656013227
DB,0.37157499843672714,-0.6286172413258109,0.6508683127826074,0.02279719151460692,-0.6455676134092208,-0.5968488403041677,-0.1879087953280281,0.0008370943507411506,0.43306145980852234,-0.21056559282745071,0.6541128801429942,-0.3036479308220023,0.6346647199307803,0.5993330076527889,-0.2552321785134968,0.18391210338045744,0.32738631171489946,-0.21071761604739658,0.2290675435577702,0.41606270551045,-0.3001952100936033,0.31385739782764416,0.01770036189568424,0.3735310846474604,-0.25028972171290337,-0.18390740427512864,0.19281974687121567
CH,0.760251437123867,-0.6505907694969603,0.6915907551345594,-0.10609797435780632,-0.628758719785336,-0.30230771551870333,-0.17843658400181675,-0.04686420735298367,0.5827615207585439,-0.11979155984985033,0.8745259594372535,-0.571009884257095,0.08333746975273827,0.895068932147389,0.3296581175659028,0.8489682547277217,0.4636264064323232,0.011546506579446381,-0.2966268505136876,0.10959837445520136,-0.5478568513195033,0.8420400252096899,-0.1821859081734962,0.26380728833559186,-0.5259993405350654,0.16682870004655737,0.10854707003952545
AD-S,-0.2799520324953574,0.9516768178925533,0.7715307199290189,0.0960674583773345,0.9243903561372014,0.35636655588320915,0.8089541680136467,0.7657270702233602,0.48157179609414386,0.7609406248601306,0.6715525439305792,0.647786207686807,0.5116632305145701,0.7306080022493697,-0.36668150123780174,0.11847304383511836,-0.14842819537842972,-0.0907330420842107,0.6881323765893074,0.40003826034111656,0.6249786148499809,0.05736101665561927,0.53105516813942,0.561799667480338,0.7668639839334962,0.5510076245534515,0.8424321670779433
AD-DB,-0.4888014648511311,0.9165654298486253,0.6860771222598889,0.15963291237222546,0.6805400073624458,0.0898017744174618,0.6602471500270771,0.4949996594296904,0.15570903974514072,0.694096778330804,0.30577519601875225,0.5451564805807035,0.2500102849469509,0.48593826072723534,-0.005040756036918388,0.05804084852687631,-0.04430039417245166,-0.13843855166147248,0.4255676706987986,0.05337897909632348,0.590299908803068,-0.23609076307732846,0.32271392994544645,0.35328026905097887,0.8086820414949856,0.34439582854298484,0.7651315906323771
AD-CH,-0.15745280928861993,0.8401750309273678,0.7418282106913224,0.7875094828493335,0.9131126148568617,0.8504227923520754,0.4335486142142468,0.37679445309823073,-0.27404248549965093,0.8579148578347396,0.3185857404356352,-0.06322648942444475,0.31901481018850375,0.41947954887031746,0.05428514758848022,-0.3573602141922985,0.028796482065984595,-0.33869393738030346,0.3015021081154106,-0.012958675356248207,0.3809856656519133,0.6712689418213127,0.6108998292934699,0.24676022511603773,0.4113286394004685,0.8959719730821697,0.5146953545537005
AD-idea,0.5068737759757691,0.6714443240673742,0.38723924870451815,-0.06304558752668733,0.7878190121456587,0.5627511852025555,0.9565807943824424,0.8477429886585196,0.8647708709209767,0.5735318155000692,0.7986199681299961,0.5017377083449699,0.7154087212929796,0.6834286471795779,0.22603615809145952,0.6812772101238723,0.36049748315926666,0.3311356314585589,0.25413322590026105,0.7205914531751924,0.7300475000762258,0.7625687858413673,0.03556774722407924,0.7661163461690426,0.4814766382846017,-0.4488205199446726,0.5394374742357197
